x	y	RR	N_pairs	N_x	N_y	N_total	date	country	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
46-65y	12-17y	0.9782420700627265	1931	38953	7791	153744	2021-01-31	USA	1.213872779200249	11980	2.340365792037688	924	0.5504650576801353	0.7647047165374993	0.9345010322194245	1.0094798005235206	0.725757826758018	0.7934693987031238
46-65y	18-25y	0.678533714765187	5017	38953	29183	153744	2021-01-31	USA	1.213872779200249	11980	2.4237339646521283	13426	0.3730660088047843	0.5304187459218325	0.6624187823233288	0.7016346151248729	0.5128790283055091	0.5540397075266019
46-65y	26-45y	1.006169628490667	12744	38953	49991	153744	2021-01-31	USA	1.213872779200249	11980	1.2792415803214885	20794	0.8071588249836111	0.7865360569641621	0.9882959519932111	1.019957152208297	0.7636920615066272	0.8036105223800483
46-65y	46-65y	1.213872779200249	11980	38953	38953	153744	2021-01-31	USA	1.213872779200249	11980	1.213872779200249	11980	1	0.9489003467939092	1.1929315748888483	1.2300755931080316	0.9305698219444564	0.9580465775487856
46-65y	6-11y	0.9661147625845844	1078	38953	4404	153744	2021-01-31	USA	1.213872779200249	11980	2.9012466270032773	366	0.46954397538412623	0.7552246404793911	0.9268903158069799	1.010769172932819	0.7221947948641543	0.792032257597379
46-65y	65-80y	1.108358222684609	4030	38953	14351	153744	2021-01-31	USA	1.213872779200249	11980	2.084247369841752	2792	0.6721151277684967	0.8664182275923719	1.0816282911074593	1.1346435219189683	0.8413049643918276	0.8829054699307872
46-65y	81y+	0.952724737235419	1478	38953	6123	153744	2021-01-31	USA	1.213872779200249	11980	6.512086445836293	1588	0.24662950178355691	0.7447574812225757	0.934542168152282	1.000955292758252	0.7278673041932997	0.7819375788016893
6-11y	0-5y	1.8828708359367392	159	4404	2948	153744	2021-01-31	USA	2.9012466270032773	366	4.458038036964554	252	0.5116994169706627	1.4718649431826252	1.7072242282633496	2.1487996595444914	1.332046051336937	1.664767277331737
6-11y	12-17y	1.6623848740908458	371	4404	7791	153744	2021-01-31	USA	2.9012466270032773	366	2.340365792037688	924	0.6343028599565952	1.2995081614475577	1.5380466186196085	1.8269309752897256	1.1940599350181327	1.4110175649791552
6-11y	18-25y	0.65554346786508	548	4404	29183	153744	2021-01-31	USA	2.9012466270032773	366	2.4237339646521283	13426	0.24621440644961587	0.5124469669758032	0.6000998590445547	0.6990758232149432	0.46874941509687396	0.5464785344301653
6-11y	26-45y	1.0034963832091048	1437	4404	49991	153744	2021-01-31	USA	2.9012466270032773	366	1.2792415803214885	20794	0.4800857380488944	0.7844463459020105	0.97641215222693	1.0389701149130053	0.7556231917061462	0.8165150623334743
6-11y	46-65y	0.9661147625845844	1078	4404	38953	153744	2021-01-31	USA	2.9012466270032773	366	1.213872779200249	11980	0.46954397538412623	0.7552246404793911	0.9268903158069799	1.010769172932819	0.7221947948641543	0.792032257597379
6-11y	6-11y	2.9012466270032773	366	4404	4404	153744	2021-01-31	USA	2.9012466270032773	366	2.9012466270032773	366	1	2.2679427182738694	2.564365647003152	3.290270392166866	1.9935400021963283	2.5324308370029724
6-11y	65-80y	0.8197824384886229	337	4404	14351	153744	2021-01-31	USA	2.9012466270032773	366	2.084247369841752	2792	0.3288670847893532	0.6408347345015176	0.778473534536387	0.9145726338292182	0.6045260482007585	0.7098839308131559
6-11y	81y+	0.6157584607878782	108	4404	6123	153744	2021-01-31	USA	2.9012466270032773	366	6.512086445836293	1588	0.1308268720597033	0.4813465026935185	0.5302472951558103	0.719192688250183	0.41155744040549136	0.5625922462198786
65-80y	0-5y	0.7813165171664813	215	14351	2948	153744	2021-01-31	USA	2.084247369841752	2792	4.458038036964554	252	0.23885124802217708	0.6107654169356559	0.7016900320228721	0.8802253569456681	0.5415157357397576	0.689537565962933
65-80y	12-17y	0.7975369363446605	580	14351	7791	153744	2021-01-31	USA	2.084247369841752	2792	2.340365792037688	924	0.36050018709698506	0.6234451323449243	0.7376829364751427	0.8504931786351243	0.5783256912748347	0.6602417339373674
65-80y	18-25y	0.5682730163020671	1548	14351	29183	153744	2021-01-31	USA	2.084247369841752	2792	2.4237339646521283	13426	0.2521186199036772	0.44422650501968	0.5388293317978979	0.5936659110523773	0.42267231514905906	0.46271189952112196
65-80y	26-45y	0.8072718492436436	3767	14351	49991	153744	2021-01-31	USA	2.084247369841752	2792	1.2792415803214885	20794	0.4800205151287708	0.6310550420357401	0.7823790730734619	0.8282498711310908	0.6041816076172044	0.6533583590521177
65-80y	46-65y	1.108358222684609	4030	14351	38953	153744	2021-01-31	USA	2.084247369841752	2792	1.213872779200249	11980	0.6721151277684967	0.8664182275923719	1.0816282911074593	1.1346435219189683	0.8413049643918276	0.8829054699307872
65-80y	6-11y	0.8197824384886229	337	14351	4404	153744	2021-01-31	USA	2.084247369841752	2792	2.9012466270032773	366	0.3288670847893532	0.6408347345015176	0.778473534536387	0.9145726338292182	0.6045260482007585	0.7098839308131559
65-80y	65-80y	2.084247369841752	2792	14351	14351	153744	2021-01-31	USA	2.084247369841752	2792	2.084247369841752	2792	1	1.629283633289934	1.9666174998845452	2.217285911980299	1.537337307217661	1.7383319481130113
65-80y	81y+	1.8931238006803437	1082	14351	6123	153744	2021-01-31	USA	2.084247369841752	2792	6.512086445836293	1588	0.4404491126735105	1.4798798208267896	1.74473044740317	2.012258586891676	1.3673049839769154	1.5705253603909828
81y+	0-5y	0.47697378990752887	56	6123	2948	153744	2021-01-31	USA	6.512086445836293	1588	4.458038036964554	252	0.08695868322284522	0.372856696690284	0.3626838614744266	0.5630434032898284	0.28431283838679877	0.4456106703871986
81y+	12-17y	0.5768909938566745	179	6123	7791	153744	2021-01-31	USA	6.512086445836293	1588	2.340365792037688	924	0.13033473174552174	0.45096329163385623	0.40327166193674413	0.6490255754183443	0.3124733121388489	0.5061769778889745
81y+	18-25y	0.3802999402717064	442	6123	29183	153744	2021-01-31	USA	6.512086445836293	1588	2.4237339646521283	13426	0.08511808044515515	0.29728547455136073	0.3373860514769983	0.42254794943775953	0.26306646135069667	0.33274292426377805
81y+	26-45y	0.5977079826679761	1190	6123	49991	153744	2021-01-31	USA	6.512086445836293	1588	1.2792415803214885	20794	0.15342903819767167	0.4672362060946807	0.5749039181382951	0.61229210529409	0.4476447281377217	0.48216330522993933
81y+	46-65y	0.952724737235419	1478	6123	38953	153744	2021-01-31	USA	6.512086445836293	1588	1.213872779200249	11980	0.24662950178355691	0.7447574812225757	0.934542168152282	1.000955292758252	0.7278673041932997	0.7819375788016893
81y+	6-11y	0.6157584607878782	108	6123	4404	153744	2021-01-31	USA	6.512086445836293	1588	2.9012466270032773	366	0.1308268720597033	0.4813465026935185	0.5302472951558103	0.719192688250183	0.41155744040549136	0.5625922462198786
81y+	65-80y	1.8931238006803437	1082	6123	14351	153744	2021-01-31	USA	6.512086445836293	1588	2.084247369841752	2792	0.4404491126735105	1.4798798208267896	1.74473044740317	2.012258586891676	1.3673049839769154	1.5705253603909828
81y+	81y+	6.512086445836293	1588	6123	6123	153744	2021-01-31	USA	6.512086445836293	1588	6.512086445836293	1588	1	5.090583784964001	6.068621555877923	6.950653091055302	4.749526566394525	5.416678787261004
0-5y	0-5y	2.7244544833135476	476	9379	9379	503484	2021-02-28	USA	2.7244544833135476	476	2.7244544833135476	476	1	2.414025362604758	2.405741911703591	3.0162146169124466	2.131230388202931	2.6661366344697752
0-5y	12-17y	1.0456714019350235	655	9379	33626	503484	2021-02-28	USA	2.7244544833135476	476	1.624389174237962	3648	0.4808962953263574	0.9265257689868004	1.0044437198618785	1.0923131616338466	0.8885603477117272	0.9663339682525849
0-5y	18-25y	0.7739167007468509	1299	9379	90104	503484	2021-02-28	USA	2.7244544833135476	476	1.8522673622044128	29868	0.3381969570664457	0.6857352749289017	0.7175852077830205	0.8076160884262279	0.6368499509039568	0.7155341042363607
0-5y	26-45y	0.999857683730976	3329	9379	178733	503484	2021-02-28	USA	2.7244544833135476	476	1.1285939764832602	71608	0.5189956441833612	0.8859321461616947	0.9819824675666481	1.020585917905757	0.8672788612450248	0.9080085231651533
0-5y	46-65y	0.9540403460457584	2387	9379	134312	503484	2021-02-28	USA	2.7244544833135476	476	1.113990006037648	39914	0.49709737821792377	0.8453353162654497	0.9291226263236243	0.9812787583322785	0.8232095848791547	0.8685168455783084
0-5y	6-11y	1.567530068553768	536	9379	18356	503484	2021-02-28	USA	2.7244544833135476	476	1.817034408481802	1216	0.6903154916378488	1.3889229441381996	1.472764638720604	1.6857269308852203	1.3097407449744214	1.4974122542937836
0-5y	65-80y	0.9676933094611871	563	9379	31232	503484	2021-02-28	USA	2.7244544833135476	476	1.8540541329264673	3592	0.4227111448600401	0.857432637091113	0.8963006308652621	1.0241646651547922	0.7931634098738097	0.9115187955917998
0-5y	81y+	0.929139184262351	134	9379	7742	503484	2021-02-28	USA	2.7244544833135476	476	5.6448007162800895	672	0.22203628927636587	0.8232714365157099	0.8204494962553421	1.0399113948884304	0.7308786711440391	0.9211147002520255
12-17y	0-5y	1.0456714019350235	655	33626	9379	503484	2021-02-28	USA	1.624389174237962	3648	2.7244544833135476	476	0.4808962953263574	0.9265257689868004	1.0044437198618785	1.0923131616338466	0.8885603477117272	0.9663339682525849
12-17y	12-17y	1.624389174237962	3648	33626	33626	503484	2021-02-28	USA	1.624389174237962	3648	1.624389174237962	3648	1	1.4393034236277051	1.5749111369607323	1.703495732773459	1.3911200507060562	1.5137496304710458
12-17y	18-25y	0.8373571878338183	5039	33626	90104	503484	2021-02-28	USA	1.624389174237962	3648	1.8522673622044128	29868	0.4817025662768959	0.7419472416847852	0.8197472648618866	0.855777711684497	0.7250685187107091	0.757035377449274
12-17y	26-45y	0.955350926121372	11404	33626	178733	503484	2021-02-28	USA	1.624389174237962	3648	1.1285939764832602	71608	0.6940477829449051	0.8464965665493628	0.9403893333347767	0.964268322322668	0.830694875008489	0.8572179336510427
12-17y	46-65y	1.001421817399218	8983	33626	134312	503484	2021-02-28	USA	1.624389174237962	3648	1.113990006037648	39914	0.7313974811175914	0.8873180596973277	0.988104285324483	1.0175659580546068	0.874089072554322	0.9004885587654887
12-17y	6-11y	1.2357910614104306	1515	33626	18356	503484	2021-02-28	USA	1.624389174237962	3648	1.817034408481802	1216	0.7181859667700553	1.094982861118221	1.1913810537447058	1.296658100741493	1.0575247156824636	1.1500892659924988
12-17y	65-80y	0.9482807989271208	1978	33626	31232	503484	2021-02-28	USA	1.624389174237962	3648	1.8540541329264673	3592	0.5452328614779948	0.8402320220439223	0.9203486942287988	0.9813583847071281	0.8171501457674712	0.8674536083160089
12-17y	81y+	0.7813374943608653	404	33626	7742	503484	2021-02-28	USA	1.624389174237962	3648	5.6448007162800895	672	0.2149723713725085	0.6923105303074019	0.7345814720793762	0.836391539771483	0.652198133785735	0.742156684614855
18-25y	0-5y	0.7739167007468509	1299	90104	9379	503484	2021-02-28	USA	1.8522673622044128	29868	2.7244544833135476	476	0.3381969570664457	0.6857352749289017	0.7175852077830205	0.8076160884262279	0.6368499509039568	0.7155341042363607
18-25y	12-17y	0.8373571878338183	5039	90104	33626	503484	2021-02-28	USA	1.8522673622044128	29868	1.624389174237962	3648	0.4817025662768959	0.7419472416847852	0.8197472648618866	0.855777711684497	0.7250685187107091	0.757035377449274
18-25y	18-25y	1.8522673622044128	29868	90104	90104	503484	2021-02-28	USA	1.8522673622044128	29868	1.8522673622044128	29868	1	1.6412167713105692	1.8221712775434389	1.8943744634315958	1.6147713432944122	1.67822170508352
18-25y	26-45y	0.8256363673844611	26409	90104	178733	503484	2021-02-28	USA	1.8522673622044128	29868	1.1285939764832602	71608	0.5539582513743818	0.7315619120679467	0.8169577667653247	0.8339058067174476	0.7213318016169771	0.7441610306549645
18-25y	46-65y	0.8207064210391104	19727	90104	134312	503484	2021-02-28	USA	1.8522673622044128	29868	1.113990006037648	39914	0.5533615726173474	0.7271936924530302	0.8090675818879087	0.8295950678783655	0.7142953555279863	0.7370724968700648
18-25y	6-11y	0.7704699398280851	2531	90104	18356	503484	2021-02-28	USA	1.8522673622044128	29868	1.817034408481802	1216	0.4199545243094005	0.6826812439925449	0.7458794469706245	0.7862371683409302	0.6598217274531656	0.6965661819098932
18-25y	65-80y	0.7634216109864348	4267	90104	31232	503484	2021-02-28	USA	1.8522673622044128	29868	1.8540541329264673	3592	0.41195649756199915	0.6764360140971905	0.7469276201971502	0.7724581604725007	0.6623966336217041	0.6841566820396072
18-25y	81y+	0.6957696339667588	964	90104	7742	503484	2021-02-28	USA	1.8522673622044128	29868	5.6448007162800895	672	0.1856111286926997	0.6164924219556818	0.6544367039974691	0.7302254247395521	0.577237930196835	0.6458104703430592
26-45y	0-5y	0.999857683730976	3329	178733	9379	503484	2021-02-28	USA	1.1285939764832602	71608	2.7244544833135476	476	0.5189956441833612	0.8859321461616947	0.9819824675666481	1.020585917905757	0.8672788612450248	0.9080085231651533
26-45y	12-17y	0.955350926121372	11404	178733	33626	503484	2021-02-28	USA	1.1285939764832602	71608	1.624389174237962	3648	0.6940477829449051	0.8464965665493628	0.9403893333347767	0.964268322322668	0.830694875008489	0.8572179336510427
26-45y	18-25y	0.8256363673844611	26409	178733	90104	503484	2021-02-28	USA	1.1285939764832602	71608	1.8522673622044128	29868	0.5539582513743818	0.7315619120679467	0.8169577667653247	0.8339058067174476	0.7213318016169771	0.7441610306549645
26-45y	26-45y	1.1285939764832602	71608	178733	178733	503484	2021-02-28	USA	1.1285939764832602	71608	1.1285939764832602	71608	1	1	1.1205996435453793	1.1339441713309177	1	1
26-45y	46-65y	0.998033945798701	47586	178733	134312	503484	2021-02-28	USA	1.1285939764832602	71608	1.113990006037648	39914	0.8900749792003797	0.8843162081270458	0.9917625609041452	1.001943621584482	0.8768312603409261	0.8907272853307235
26-45y	6-11y	0.9809336803626868	6392	178733	18356	503484	2021-02-28	USA	1.1285939764832602	71608	1.817034408481802	1216	0.6660267706337448	0.8691643769172965	0.9678888178022753	0.9945822543791558	0.8565313413355706	0.8834712616159413
26-45y	65-80y	0.8878768610806435	9844	178733	31232	503484	2021-02-28	USA	1.1285939764832602	71608	1.8540541329264673	3592	0.595361456337775	0.786710614783981	0.872316328084226	0.9016135590843947	0.7694242615132606	0.8006772952813495
26-45y	81y+	0.7862895959150266	2161	178733	7742	503484	2021-02-28	USA	1.1285939764832602	71608	5.6448007162800895	672	0.23217002155657435	0.6966983807277914	0.7507091417754913	0.8089431708857051	0.6624537873642959	0.7191016663941878
46-65y	0-5y	0.9540403460457584	2387	134312	9379	503484	2021-02-28	USA	1.113990006037648	39914	2.7244544833135476	476	0.49709737821792377	0.8453353162654497	0.9291226263236243	0.9812787583322785	0.8232095848791547	0.8685168455783084
46-65y	12-17y	1.001421817399218	8983	134312	33626	503484	2021-02-28	USA	1.113990006037648	39914	1.624389174237962	3648	0.7313974811175914	0.8873180596973277	0.988104285324483	1.0175659580546068	0.874089072554322	0.9004885587654887
46-65y	18-25y	0.8207064210391104	19727	134312	90104	503484	2021-02-28	USA	1.113990006037648	39914	1.8522673622044128	29868	0.5533615726173474	0.7271936924530302	0.8090675818879087	0.8295950678783655	0.7142953555279863	0.7370724968700648
46-65y	26-45y	0.998033945798701	47586	134312	178733	503484	2021-02-28	USA	1.113990006037648	39914	1.1285939764832602	71608	0.8900749792003797	0.8843162081270458	0.9917625609041452	1.001943621584482	0.8768312603409261	0.8907272853307235
46-65y	46-65y	1.113990006037648	39914	134312	134312	503484	2021-02-28	USA	1.113990006037648	39914	1.113990006037648	39914	1	0.987060031552606	1.1078552122104692	1.120159132608292	0.9801901782907786	0.9956698841634011
46-65y	6-11y	0.9643147099104948	4722	134312	18356	503484	2021-02-28	USA	1.113990006037648	39914	1.817034408481802	1216	0.6580052388056256	0.8544390010970414	0.945244730264462	0.9764782560161793	0.8380929149432452	0.8650578098576167
46-65y	65-80y	1.0608993803839195	8839	134312	31232	503484	2021-02-28	USA	1.113990006037648	39914	1.8540541329264673	3592	0.7148811343177577	0.9400186448714892	1.048247765334369	1.074402877812767	0.9273824838766876	0.950490732643293
46-65y	81y+	1.0429497639098586	2154	134312	7742	503484	2021-02-28	USA	1.113990006037648	39914	5.6448007162800895	672	0.30862022712613546	0.9241142391701646	1.0093498508598029	1.0717586899857785	0.8937476394046535	0.9471247393808655
6-11y	0-5y	1.567530068553768	536	18356	9379	503484	2021-02-28	USA	1.817034408481802	1216	2.7244544833135476	476	0.6903154916378488	1.3889229441381996	1.472764638720604	1.6857269308852203	1.3097407449744214	1.4974122542937836
6-11y	12-17y	1.2357910614104306	1515	18356	33626	503484	2021-02-28	USA	1.817034408481802	1216	1.624389174237962	3648	0.7181859667700553	1.094982861118221	1.1913810537447058	1.296658100741493	1.0575247156824636	1.1500892659924988
6-11y	18-25y	0.7704699398280851	2531	18356	90104	503484	2021-02-28	USA	1.817034408481802	1216	1.8522673622044128	29868	0.4199545243094005	0.6826812439925449	0.7458794469706245	0.7862371683409302	0.6598217274531656	0.6965661819098932
6-11y	26-45y	0.9809336803626868	6392	18356	178733	503484	2021-02-28	USA	1.817034408481802	1216	1.1285939764832602	71608	0.6660267706337448	0.8691643769172965	0.9678888178022753	0.9945822543791558	0.8565313413355706	0.8834712616159413
6-11y	46-65y	0.9643147099104948	4722	18356	134312	503484	2021-02-28	USA	1.817034408481802	1216	1.113990006037648	39914	0.6580052388056256	0.8544390010970414	0.945244730264462	0.9764782560161793	0.8380929149432452	0.8650578098576167
6-11y	6-11y	1.817034408481802	1216	18356	18356	503484	2021-02-28	USA	1.817034408481802	1216	1.817034408481802	1216	1	1.609998322110266	1.7073422717559381	1.9453145025783822	1.5115267015605611	1.7260342047237318
6-11y	65-80y	1.0275280618729437	1170	18356	31232	503484	2021-02-28	USA	1.817034408481802	1216	1.8540541329264673	3592	0.5597947585752169	0.910449712902738	0.9852098839763201	1.0756815608101484	0.873817257967141	0.9524365798109955
6-11y	81y+	0.9707446904329476	274	18356	7742	503484	2021-02-28	USA	1.817034408481802	1216	5.6448007162800895	672	0.26018926288294913	0.8601363383648594	0.879103098422974	1.0809475321811588	0.7790582009833769	0.9535082890052824
65-80y	0-5y	0.9676933094611871	563	31232	9379	503484	2021-02-28	USA	1.8540541329264673	3592	2.7244544833135476	476	0.4227111448600401	0.857432637091113	0.8963006308652621	1.0241646651547922	0.7931634098738097	0.9115187955917998
65-80y	12-17y	0.9482807989271208	1978	31232	33626	503484	2021-02-28	USA	1.8540541329264673	3592	1.624389174237962	3648	0.5452328614779948	0.8402320220439223	0.9203486942287988	0.9813583847071281	0.8171501457674712	0.8674536083160089
65-80y	18-25y	0.7634216109864348	4267	31232	90104	503484	2021-02-28	USA	1.8540541329264673	3592	1.8522673622044128	29868	0.41195649756199915	0.6764360140971905	0.7469276201971502	0.7724581604725007	0.6623966336217041	0.6841566820396072
65-80y	26-45y	0.8878768610806435	9844	31232	178733	503484	2021-02-28	USA	1.8540541329264673	3592	1.1285939764832602	71608	0.595361456337775	0.786710614783981	0.872316328084226	0.9016135590843947	0.7694242615132606	0.8006772952813495
65-80y	46-65y	1.0608993803839195	8839	31232	134312	503484	2021-02-28	USA	1.8540541329264673	3592	1.113990006037648	39914	0.7148811343177577	0.9400186448714892	1.048247765334369	1.074402877812767	0.9273824838766876	0.950490732643293
65-80y	6-11y	1.0275280618729437	1170	31232	18356	503484	2021-02-28	USA	1.8540541329264673	3592	1.817034408481802	1216	0.5597947585752169	0.910449712902738	0.9852098839763201	1.0756815608101484	0.873817257967141	0.9524365798109955
65-80y	65-80y	1.8540541329264673	3592	31232	31232	503484	2021-02-28	USA	1.8540541329264673	3592	1.8540541329264673	3592	1	1.642799954243746	1.750067426181457	1.9193059273156856	1.5456059545081238	1.701611439736043
65-80y	81y+	2.0385220037090113	979	31232	7742	503484	2021-02-28	USA	1.8540541329264673	3592	5.6448007162800895	672	0.5436888817563136	1.8062492323954449	1.9414443352517186	2.1236089181906492	1.7218541138492398	1.880426072873417
81y+	0-5y	0.929139184262351	134	7742	9379	503484	2021-02-28	USA	5.6448007162800895	672	2.7244544833135476	476	0.22203628927636587	0.8232714365157099	0.8204494962553421	1.0399113948884304	0.7308786711440391	0.9211147002520255
81y+	12-17y	0.7813374943608653	404	7742	33626	503484	2021-02-28	USA	5.6448007162800895	672	1.624389174237962	3648	0.2149723713725085	0.6923105303074019	0.7345814720793762	0.836391539771483	0.652198133785735	0.742156684614855
81y+	18-25y	0.6957696339667588	964	7742	90104	503484	2021-02-28	USA	5.6448007162800895	672	1.8522673622044128	29868	0.1856111286926997	0.6164924219556818	0.6544367039974691	0.7302254247395521	0.577237930196835	0.6458104703430592
81y+	26-45y	0.7862895959150266	2161	7742	178733	503484	2021-02-28	USA	5.6448007162800895	672	1.1285939764832602	71608	0.23217002155657435	0.6966983807277914	0.7507091417754913	0.8089431708857051	0.6624537873642959	0.7191016663941878
81y+	46-65y	1.0429497639098586	2154	7742	134312	503484	2021-02-28	USA	5.6448007162800895	672	1.113990006037648	39914	0.30862022712613546	0.9241142391701646	1.0093498508598029	1.0717586899857785	0.8937476394046535	0.9471247393808655
81y+	6-11y	0.9707446904329476	274	7742	18356	503484	2021-02-28	USA	5.6448007162800895	672	1.817034408481802	1216	0.26018926288294913	0.8601363383648594	0.879103098422974	1.0809475321811588	0.7790582009833769	0.9535082890052824
81y+	65-80y	2.0385220037090113	979	7742	31232	503484	2021-02-28	USA	5.6448007162800895	672	1.8540541329264673	3592	0.5436888817563136	1.8062492323954449	1.9414443352517186	2.1236089181906492	1.7218541138492398	1.880426072873417
81y+	81y+	5.6448007162800895	672	7742	7742	503484	2021-02-28	USA	5.6448007162800895	672	5.6448007162800895	672	1	5.001622225443284	5.177015915384377	6.004905577502822	4.600518397071561	5.345702143623832
0-5y	0-5y	1.7924735443638573	1030	29737	29737	1538898	2021-03-28	USA	1.7924735443638573	1030	1.7924735443638573	1030	1	1.702674675373725	1.6769797006323381	1.9421426811010862	1.5931856083854685	1.8476636728653522
0-5y	12-17y	1.0537356324216838	2346	29737	115215	1538898	2021-03-28	USA	1.7924735443638573	1030	1.3069826348909146	11274	0.6799487209882362	1.0009458613795394	1.0327200273638846	1.092415214938586	0.981662138237198	1.04016842558722
0-5y	18-25y	0.8657721593656647	4628	29737	276632	1538898	2021-03-28	USA	1.7924735443638573	1030	1.3298928743717668	66132	0.5545615365132268	0.8223989330446185	0.849155326076604	0.8801212090954762	0.8054189668691543	0.8367517864901532
0-5y	26-45y	0.9914561721052048	10778	29737	562571	1538898	2021-03-28	USA	1.7924735443638573	1030	1.052739886420418	216504	0.6969292084579488	0.9417864611137768	0.9752809401256797	1.0001348999481336	0.9263070116288991	0.9499219721546752
0-5y	46-65y	0.9550313765514722	7380	29737	399900	1538898	2021-03-28	USA	1.7924735443638573	1030	1.065892728927418	110766	0.6682358279100448	0.9071864654039284	0.9420051643104608	0.9737182306057495	0.8954046874316121	0.9240161112263247
0-5y	6-11y	1.3632217631494856	1673	29737	63510	1538898	2021-03-28	USA	1.7924735443638573	1030	1.4192815255835716	3720	0.8488952198785191	1.294927437189432	1.3070334019752892	1.4121303138090981	1.2378346092086865	1.3416395475490126
0-5y	65-80y	1.0860366941241255	1554	29737	74049	1538898	2021-03-28	USA	1.7924735443638573	1030	1.528442398636758	5446	0.6540585264816046	1.031628712973843	1.0331614614825404	1.1462372920087507	0.9832746477936105	1.0865124382942426
0-5y	81y+	1.0419518965527748	348	29737	17284	1538898	2021-03-28	USA	1.7924735443638573	1030	4.18289872334917	812	0.34874878078569127	0.9897524640162298	0.9560458026087694	1.1328551482598408	0.9103150151391219	1.0739955888397277
12-17y	0-5y	1.0537356324216838	2346	115215	29737	1538898	2021-03-28	USA	1.3069826348909146	11274	1.7924735443638573	1030	0.6799487209882362	1.0009458613795394	1.0327200273638846	1.092415214938586	0.981662138237198	1.04016842558722
12-17y	12-17y	1.3069826348909146	11274	115215	115215	1538898	2021-03-28	USA	1.3069826348909146	11274	1.3069826348909146	11274	1	1.2415057620121015	1.2785056955595078	1.3335572813382908	1.2143289733819456	1.266122269059148
12-17y	18-25y	0.9200896355869604	19056	115215	276632	1538898	2021-03-28	USA	1.3069826348909146	11274	1.3298928743717668	66132	0.6978635376261917	0.8739952266038841	0.9076665058468776	0.9293410102428066	0.8603000605676638	0.883858573699335
12-17y	26-45y	0.969874477698304	40850	115215	562571	1538898	2021-03-28	USA	1.3069826348909146	11274	1.052739886420418	216504	0.8220241735535335	0.9212859607667404	0.96470644665691	0.9765283811371971	0.9153441805235571	0.92993134054229
12-17y	46-65y	0.993923928732042	29758	115215	399900	1538898	2021-03-28	USA	1.3069826348909146	11274	1.065892728927418	110766	0.8377379982846304	0.9441305887170616	0.9891109079825133	1.0007335529550279	0.9393916587994067	0.9534098919895053
12-17y	6-11y	1.1274687297596664	5361	115215	63510	1538898	2021-03-28	USA	1.3069826348909146	11274	1.4192815255835716	3720	0.8271162758956115	1.070985097366592	1.1056593190270902	1.1514408131297234	1.0499909446092146	1.0926660746335184
12-17y	65-80y	0.9632141861220388	5340	115215	74049	1538898	2021-03-28	USA	1.3069826348909146	11274	1.528442398636758	5446	0.6794143204157742	0.9149593347291236	0.9380265464215773	0.9742838430642915	0.8913096009586323	0.9248271660083393
12-17y	81y+	0.9505208880536608	1230	115215	17284	1538898	2021-03-28	USA	1.3069826348909146	11274	4.18289872334917	812	0.34628103087399814	0.9029019421745976	0.8951642470079841	0.9831071776323992	0.8509994517508465	0.9318443360455684
18-25y	0-5y	0.8657721593656647	4628	276632	29737	1538898	2021-03-28	USA	1.3298928743717668	66132	1.7924735443638573	1030	0.5545615365132268	0.8223989330446185	0.849155326076604	0.8801212090954762	0.8054189668691543	0.8367517864901532
18-25y	12-17y	0.9200896355869604	19056	276632	115215	1538898	2021-03-28	USA	1.3298928743717668	66132	1.3069826348909146	11274	0.6978635376261917	0.8739952266038841	0.9076665058468776	0.9293410102428066	0.8603000605676638	0.883858573699335
18-25y	18-25y	1.3298928743717668	66132	276632	276632	1538898	2021-03-28	USA	1.3298928743717668	66132	1.3298928743717668	66132	1	1.2632682503308	1.3169173410136912	1.3460348481307487	1.25036555857283	1.274956393920225
18-25y	26-45y	0.9487810547682908	95948	276632	562571	1538898	2021-03-28	USA	1.3298928743717668	66132	1.052739886420418	216504	0.7964140092263629	0.901249270600344	0.9442662139700387	0.9553006208357226	0.8940789820183717	0.908864045763718
18-25y	46-65y	0.9281647492344616	66722	276632	399900	1538898	2021-03-28	USA	1.3298928743717668	66132	1.065892728927418	110766	0.774831226931413	0.8816657953280904	0.9241019908978222	0.9359501607825859	0.8753016173674362	0.891374431827473
18-25y	6-11y	0.8704910260417512	9938	276632	63510	1538898	2021-03-28	USA	1.3298928743717668	66132	1.4192815255835716	3720	0.6332745031060182	0.8268813951769615	0.8596387279704092	0.8865571609240851	0.8164941202884762	0.8427469886741479
18-25y	65-80y	0.8725843806955543	11615	276632	74049	1538898	2021-03-28	USA	1.3298928743717668	66132	1.528442398636758	5446	0.6105542543839656	0.8288698774989537	0.8598306566812792	0.885255009459663	0.8167442224642445	0.8397475721084793
18-25y	81y+	0.834575589420866	2593	276632	17284	1538898	2021-03-28	USA	1.3298928743717668	66132	4.18289872334917	812	0.3027778484374018	0.7927652406698811	0.8065909314003195	0.8707029260952943	0.7641615937753876	0.8287566851592234
26-45y	0-5y	0.9914561721052048	10778	562571	29737	1538898	2021-03-28	USA	1.052739886420418	216504	1.7924735443638573	1030	0.6969292084579488	0.9417864611137768	0.9752809401256797	1.0001348999481336	0.9263070116288991	0.9499219721546752
