x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
18-24	5-11	0.7729120739007712	4040	103885	34346	682618	2021-02-28	1.9207004384452953	30366	1.7788087956591272	3074	0.417845733037008	0.733224215794255	0.7282576229850509	0.8238889398009385	0.6894663096025915	0.7844054596880171
18-24	65-80	0.7738462723827925	5810	103885	49334	682618	2021-02-28	1.9207004384452953	30366	1.9010198061390928	6778	0.4049727467516128	0.7341104446066984	0.7255801979799014	0.8240038196896848	0.6877475280687755	0.7859384192916782
18-24	80+	0.7462379403174476	1490	103885	13120	682618	2021-02-28	1.9207004384452953	30366	4.8697698135875225	1228	0.21978976790128824	0.7079197583545921	0.6635261409160321	0.8377006022197782	0.6270472347711916	0.7960698850443871
25-64	0-4	0.9674003999024208	8393	420676	14078	682618	2021-02-28	1.0541278605528936	273282	2.459201001196407	714	0.5507030158405087	0.9177258623968216	0.9408839725788596	0.9937388810560461	0.8912475353746719	0.9452567670103483
25-64	12-17	0.9754106551176768	28360	420676	47179	682618	2021-02-28	1.0541278605528936	273282	1.5548490502319503	5070	0.7477342180266743	0.9253248032037316	0.9601174535991323	0.9890457495770985	0.9073194102370288	0.9403556342589917
25-64	18-24	0.8481584354080598	54300	420676	103885	682618	2021-02-28	1.0541278605528936	273282	1.9207004384452953	30366	0.5702234550435653	0.8046067912133522	0.8278878592483908	0.8713262715101245	0.7829651303030016	0.8311538542157794
25-64	25-64	1.0541278605528936	273282	420676	420676	682618	2021-02-28	1.0541278605528936	273282	1.0541278605528936	273282	1	1	1.0468199638202984	1.0601535445950439	1	1
25-64	5-11	0.964218723256204	20409	420676	34346	682618	2021-02-28	1.0541278605528936	273282	1.7788087956591272	3074	0.6807202844736254	0.9147075600017516	0.9457920928739172	0.983030305507699	0.8957140113394102	0.9346940811162036
25-64	65-80	0.9455319311000002	28747	420676	49334	682618	2021-02-28	1.0541278605528936	273282	1.9010198061390928	6778	0.6399219516217513	0.8969803061689932	0.9265327035292839	0.9691376704715096	0.8767778034144137	0.9212083549029454
25-64	80+	0.8886340246079539	7185	420676	13120	682618	2021-02-28	1.0541278605528936	273282	4.8697698135875225	1228	0.30001666925717063	0.8430040205387062	0.8538115222306895	0.9224805391288355	0.8068677024043174	0.8771730880558674
5-11	0-4	1.6418758873983463	1163	34346	14078	682618	2021-02-28	1.7788087956591272	3074	2.459201001196407	714	0.7748334553717006	1.5575680606119042	1.492921615337391	1.834290411220802	1.415748011877475	1.7355777012733904
5-11	12-17	1.17110985385998	2780	34346	47179	682618	2021-02-28	1.7788087956591272	3074	1.5548490502319503	5070	0.7025975118013021	1.110975146075476	1.1051447987682246	1.2479231044990409	1.0494946319970107	1.1886887515664846
5-11	18-24	0.7729120739007712	4040	34346	103885	682618	2021-02-28	1.7788087956591272	3074	1.9207004384452953	30366	0.417845733037008	0.733224215794255	0.7282576229850509	0.8238889398009385	0.6894663096025915	0.7844054596880171
5-11	25-64	0.964218723256204	20409	34346	420676	682618	2021-02-28	1.7788087956591272	3074	1.0541278605528936	273282	0.6807202844736254	0.9147075600017516	0.9457920928739172	0.983030305507699	0.8957140113394102	0.9346940811162036
5-11	5-11	1.7788087956591272	3074	34346	34346	682618	2021-02-28	1.7788087956591272	3074	1.7788087956591272	3074	1	1.6874696725368172	1.5782366151965925	1.9677345421882362	1.4991857001198934	1.8609042485430143
5-11	65-80	0.928191775676019	2304	34346	49334	682618	2021-02-28	1.7788087956591272	3074	1.9010198061390928	6778	0.5044755482483287	0.8805305413227379	0.8453279930974399	1.0041541577331767	0.8002807378842829	0.9501981590348757
5-11	80+	0.8725497932268891	576	34346	13120	682618	2021-02-28	1.7788087956591272	3074	4.8697698135875225	1228	0.26247709307772105	0.8277456899481186	0.7477289892508768	0.9976464555809719	0.7097333812782453	0.9453248916254287
65-80	0-4	0.873760096936139	889	49334	14078	682618	2021-02-28	1.9010198061390928	6778	2.459201001196407	714	0.4007870865008269	0.8288938464047889	0.7679042202680985	0.9941755361303268	0.7277480684202859	0.9422988037409867
65-80	12-17	0.9021297530796684	3076	49334	47179	682618	2021-02-28	1.9010198061390928	6778	1.5548490502319503	5070	0.5220856407305811	0.8558067639029084	0.8435752517535111	0.9606404293775852	0.7994822333360339	0.9136855659539885
65-80	18-24	0.7738462723827925	5810	49334	103885	682618	2021-02-28	1.9010198061390928	6778	1.9207004384452953	30366	0.4049727467516128	0.7341104446066984	0.7255801979799014	0.8240038196896848	0.6877475280687755	0.7859384192916782
65-80	25-64	0.9455319311000002	28747	49334	420676	682618	2021-02-28	1.9010198061390928	6778	1.0541278605528936	273282	0.6399219516217513	0.8969803061689932	0.9265327035292839	0.9691376704715096	0.8767778034144137	0.9212083549029454
65-80	5-11	0.928191775676019	2304	49334	34346	682618	2021-02-28	1.9010198061390928	6778	1.7788087956591272	3074	0.5044755482483287	0.8805305413227379	0.8453279930974399	1.0041541577331767	0.8002807378842829	0.9501981590348757
65-80	65-80	1.9010198061390928	6778	49334	49334	682618	2021-02-28	1.9010198061390928	6778	1.9010198061390928	6778	1	1.8034053337154008	1.7105837415669345	2.119344089492243	1.6290869143340938	2.014169206598097
65-80	80+	1.82449919049792	1730	49334	13120	682618	2021-02-28	1.9010198061390928	6778	4.8697698135875225	1228	0.5389324710908941	1.730813935171929	1.642155142039799	2.04509607742588	1.5596186060033512	1.937492727322677
80+	0-4	0.9128510006531554	247	13120	14078	682618	2021-02-28	4.8697698135875225	1228	2.459201001196407	714	0.24910755513223257	0.8659774917383949	0.710601007556168	1.1170662668858193	0.6750560659489497	1.060671021229716
80+	12-17	0.7322565243863666	664	13120	47179	682618	2021-02-28	4.8697698135875225	1228	1.5548490502319503	5070	0.2279532965014008	0.6946562668425209	0.647476655735225	0.8405300970799352	0.6130937442710843	0.79675149475183
80+	18-24	0.7462379403174476	1490	13120	103885	682618	2021-02-28	4.8697698135875225	1228	1.9207004384452953	30366	0.21978976790128824	0.7079197583545921	0.6635261409160321	0.8377006022197782	0.6270472347711916	0.7960698850443871
80+	25-64	0.8886340246079539	7185	13120	420676	682618	2021-02-28	4.8697698135875225	1228	1.0541278605528936	273282	0.30001666925717063	0.8430040205387062	0.8538115222306895	0.9224805391288355	0.8068677024043174	0.8771730880558674
80+	5-11	0.8725497932268891	576	13120	34346	682618	2021-02-28	4.8697698135875225	1228	1.7788087956591272	3074	0.26247709307772105	0.8277456899481186	0.7477289892508768	0.9976464555809719	0.7097333812782453	0.9453248916254287
80+	65-80	1.82449919049792	1730	13120	49334	682618	2021-02-28	4.8697698135875225	1228	1.9010198061390928	6778	0.5389324710908941	1.730813935171929	1.642155142039799	2.04509607742588	1.5596186060033512	1.937492727322677
80+	80+	4.8697698135875225	1228	13120	13120	682618	2021-02-28	4.8697698135875225	1228	4.8697698135875225	1228	1	4.619714548701247	3.8122398346688375	6.09447881880795	3.6423258610408746	5.782341940753175
0-4	0-4	1.909900192131091	1368	38222	38222	2039630	2021-03-28	1.909900192131091	1368	1.909900192131091	1368	1	1.869992364142691	1.627798808941889	2.221289555605092	1.5937734698929735	2.1743171964635715
0-4	12-17	1.030077124575588	2963	38222	153497	2039630	2021-03-28	1.909900192131091	1368	1.3530398429062571	15630	0.6313797455758623	1.0085534130896598	0.9620365885750416	1.1108511221797617	0.9428178953706652	1.0878802145295092
0-4	18-24	0.8619417904358189	4994	38222	309178	2039630	2021-03-28	1.909900192131091	1368	1.3621141251301854	63838	0.526856979744072	0.8439313075579967	0.8188069262489363	0.9001516670468905	0.8006595192113509	0.8821262883368232
0-4	25-64	0.975105728836372	23580	38222	1290417	2039630	2021-03-28	1.909900192131091	1368	1.0213411716291665	833834	0.6653193018438346	0.9547306580042756	0.9619900727042101	0.9896642452507357	0.9402849098639028	0.9697822240285222
0-4	5-11	1.314176895134996	2466	38222	100133	2039630	2021-03-28	1.909900192131091	1368	1.418254969130897	6972	0.7897329490111149	1.286716850000985	1.2269439357376515	1.4163482482033984	1.203942238733244	1.3874163448737267
0-4	65-80	1.0224625490788148	2311	38222	120612	2039630	2021-03-28	1.909900192131091	1368	1.554617565300506	11088	0.5902481214798636	1.0010979459957143	0.9403118043593938	1.0860083910818539	0.9214411242727532	1.0623886403748446
0-4	80+	1.0451514441721432	540	38222	27571	2039630	2021-03-28	1.909900192131091	1368	3.751055813521774	1398	0.3692490961344641	1.0233127511201732	0.8704529536749785	1.2133454348943566	0.8508174339365832	1.1884241039855532
12-17	0-4	1.030077124575588	2963	153497	38222	2039630	2021-03-28	1.3530398429062571	15630	1.909900192131091	1368	0.6313797455758623	1.0085534130896598	0.9620365885750416	1.1108511221797617	0.9428178953706652	1.0878802145295092
12-17	12-17	1.3530398429062571	15630	153497	153497	2039630	2021-03-28	1.3530398429062571	15630	1.3530398429062571	15630	1	1.3247677470477273	1.2765594182519633	1.4656499719931735	1.2486775552962908	1.4328070492388034
12-17	18-24	0.9222579244449802	21459	153497	309178	2039630	2021-03-28	1.3530398429062571	15630	1.3621141251301854	63838	0.6793411609817052	0.9029871213101728	0.8984892016824565	0.9436740470339153	0.8804591915819708	0.9237260570290462
12-17	25-64	0.9730802011542864	94499	153497	1290417	2039630	2021-03-28	1.3530398429062571	15630	1.0213411716291665	833834	0.8196495804146929	0.9527474542146404	0.9632012455391981	0.9829205983867602	0.9417016458569575	0.9627466554781172
12-17	5-11	1.1046033168544975	8324	153497	100133	2039630	2021-03-28	1.3530398429062571	15630	1.418254969130897	6972	0.7971748888329304	1.0815223624956951	1.0606243239453599	1.1550098579145762	1.0382611199799459	1.128106448258493
12-17	65-80	0.957261907962104	8689	153497	120612	2039630	2021-03-28	1.3530398429062571	15630	1.554617565300506	11088	0.6584420195173373	0.93725968809732	0.9127589730539737	0.9966887610976363	0.8937181146705664	0.9744939130174134
12-17	80+	0.9316029072872256	1933	153497	27571	2039630	2021-03-28	1.3530398429062571	15630	3.751055813521774	1398	0.3650413197542554	0.9121368384681904	0.8427995111743225	1.0259993316814737	0.8242793396042594	1.0028547529167973
18-24	0-4	0.8619417904358189	4994	309178	38222	2039630	2021-03-28	1.3621141251301854	63838	1.909900192131091	1368	0.526856979744072	0.8439313075579967	0.8188069262489363	0.9001516670468905	0.8006595192113509	0.8821262883368232
18-24	12-17	0.9222579244449802	21459	309178	153497	2039630	2021-03-28	1.3621141251301854	63838	1.3530398429062571	15630	0.6793411609817052	0.9029871213101728	0.8984892016824565	0.9436740470339153	0.8804591915819708	0.9237260570290462
18-24	18-24	1.3621141251301854	63838	309178	309178	2039630	2021-03-28	1.3621141251301854	63838	1.3621141251301854	63838	1	1.3336524199425384	1.32333814009235	1.407674695721507	1.2970685048040351	1.3755951733445373
18-24	25-64	0.9506038574167692	185946	309178	1290417	2039630	2021-03-28	1.3621141251301854	63838	1.0213411716291665	833834	0.7976687112271423	0.9307407591338333	0.943362230728389	0.9578698094830557	0.9222307795874441	0.9394968636413192
18-24	5-11	0.8771505346375307	13314	309178	100133	2039630	2021-03-28	1.3621141251301854	63838	1.418254969130897	6972	0.6309597790077899	0.858822261358921	0.8485186758769714	0.9069006551356247	0.8307611422587288	0.8876826434557944
18-24	65-80	0.8781376514286923	16055	309178	120612	2039630	2021-03-28	1.3621141251301854	63838	1.554617565300506	11088	0.6021381084243813	0.8597887521051886	0.8534740264780102	0.9030817435153077	0.8364937197858963	0.8851631805088336
18-24	80+	0.8546764544419504	3572	309178	27571	2039630	2021-03-28	1.3621141251301854	63838	3.751055813521774	1398	0.3343039502681885	0.8368177825227929	0.7912568770092411	0.9062801752537238	0.7747317781600923	0.8860841844652958
25-64	0-4	0.975105728836372	23580	1290417	38222	2039630	2021-03-28	1.0213411716291665	833834	1.909900192131091	1368	0.6653193018438346	0.9547306580042756	0.9619900727042101	0.9896642452507357	0.9402849098639028	0.9697822240285222
25-64	12-17	0.9730802011542864	94499	1290417	153497	2039630	2021-03-28	1.0213411716291665	833834	1.3530398429062571	15630	0.8196495804146929	0.9527474542146404	0.9632012455391981	0.9829205983867602	0.9417016458569575	0.9627466554781172
25-64	18-24	0.9506038574167692	185946	1290417	309178	2039630	2021-03-28	1.0213411716291665	833834	1.3621141251301854	63838	0.7976687112271423	0.9307407591338333	0.943362230728389	0.9578698094830557	0.9222307795874441	0.9394968636413192
25-64	25-64	1.0213411716291665	833834	1290417	1290417	2039630	2021-03-28	1.0213411716291665	833834	1.0213411716291665	833834	1	1	1.0188536135510604	1.0238524165086607	1	1
25-64	5-11	0.9781795416228104	61969	1290417	100133	2039630	2021-03-28	1.0213411716291665	833834	1.418254969130897	6972	0.8019192400575413	0.957740242726622	0.9667870750332075	0.9892072815155482	0.9452821122426843	0.9692697892863059
25-64	65-80	0.9722197956317218	74188	1290417	120612	2039630	2021-03-28	1.0213411716291665	833834	1.554617565300506	11088	0.7548411251265046	0.9519050270742636	0.9605109815360728	0.9824409980200691	0.9396968711563658	0.9631367076491625
25-64	80+	0.9402408715902636	16401	1290417	27571	2039630	2021-03-28	1.0213411716291665	833834	3.751055813521774	1398	0.3940329668783938	0.9205943104109492	0.9190168807651918	0.959810812114958	0.8990747564190397	0.9400260852878993
5-11	0-4	1.314176895134996	2466	100133	38222	2039630	2021-03-28	1.418254969130897	6972	1.909900192131091	1368	0.7897329490111149	1.286716850000985	1.2269439357376515	1.4163482482033984	1.203942238733244	1.3874163448737267
5-11	12-17	1.1046033168544975	8324	100133	153497	2039630	2021-03-28	1.418254969130897	6972	1.3530398429062571	15630	0.7971748888329304	1.0815223624956951	1.0606243239453599	1.1550098579145762	1.0382611199799459	1.128106448258493
5-11	18-24	0.8771505346375307	13314	100133	309178	2039630	2021-03-28	1.418254969130897	6972	1.3621141251301854	63838	0.6309597790077899	0.858822261358921	0.8485186758769714	0.9069006551356247	0.8307611422587288	0.8876826434557944
5-11	25-64	0.9781795416228104	61969	100133	1290417	2039630	2021-03-28	1.418254969130897	6972	1.0213411716291665	833834	0.8019192400575413	0.957740242726622	0.9667870750332075	0.9892072815155482	0.9452821122426843	0.9692697892863059
5-11	5-11	1.418254969130897	6972	100133	100133	2039630	2021-03-28	1.418254969130897	6972	1.418254969130897	6972	1	1.3886201873842052	1.324918855499205	1.517566749297505	1.2987070966691605	1.4839210831936107
5-11	65-80	0.983062757603922	5821	100133	120612	2039630	2021-03-28	1.418254969130897	6972	1.554617565300506	11088	0.6613554709919269	0.9625214227248023	0.9249757921731373	1.0372420031173804	0.9051397736252133	1.0147237005893266
5-11	80+	0.9360483026473272	1267	100133	27571	2039630	2021-03-28	1.418254969130897	6972	3.751055813521774	1398	0.36215593993247464	0.9164893462134824	0.8350971034932294	1.0400558528929735	0.8174567391815489	1.0188171034272222
65-80	0-4	1.0224625490788148	2311	120612	38222	2039630	2021-03-28	1.554617565300506	11088	1.909900192131091	1368	0.5902481214798636	1.0010979459957143	0.9403118043593938	1.0860083910818539	0.9214411242727532	1.0623886403748446
65-80	12-17	0.957261907962104	8689	120612	153497	2039630	2021-03-28	1.554617565300506	11088	1.3530398429062571	15630	0.6584420195173373	0.93725968809732	0.9127589730539737	0.9966887610976363	0.8937181146705664	0.9744939130174134
65-80	18-24	0.8781376514286923	16055	120612	309178	2039630	2021-03-28	1.554617565300506	11088	1.3621141251301854	63838	0.6021381084243813	0.8597887521051886	0.8534740264780102	0.9030817435153077	0.8364937197858963	0.8851631805088336
65-80	25-64	0.9722197956317218	74188	120612	1290417	2039630	2021-03-28	1.554617565300506	11088	1.0213411716291665	833834	0.7548411251265046	0.9519050270742636	0.9605109815360728	0.9824409980200691	0.9396968711563658	0.9631367076491625
65-80	5-11	0.983062757603922	5821	120612	100133	2039630	2021-03-28	1.554617565300506	11088	1.418254969130897	6972	0.6613554709919269	0.9625214227248023	0.9249757921731373	1.0372420031173804	0.9051397736252133	1.0147237005893266
65-80	65-80	1.554617565300506	11088	120612	120612	2039630	2021-03-28	1.554617565300506	11088	1.554617565300506	11088	1	1.5221334540158575	1.4299000504882156	1.6865401117665877	1.399607014377932	1.651429192372323
65-80	80+	1.5088409457179626	2460	120612	27571	2039630	2021-03-28	1.554617565300506	11088	3.751055813521774	1398	0.5687651078336396	1.477313348008064	1.3683899242574171	1.668709947263281	1.3395605607009675	1.6320092800449484
80+	0-4	1.0451514441721432	540	27571	38222	2039630	2021-03-28	3.751055813521774	1398	1.909900192131091	1368	0.3692490961344641	1.0233127511201732	0.8704529536749785	1.2133454348943566	0.8508174339365832	1.1884241039855532
80+	12-17	0.9316029072872256	1933	27571	153497	2039630	2021-03-28	3.751055813521774	1398	1.3530398429062571	15630	0.3650413197542554	0.9121368384681904	0.8427995111743225	1.0259993316814737	0.8242793396042594	1.0028547529167973
80+	18-24	0.8546764544419504	3572	27571	309178	2039630	2021-03-28	3.751055813521774	1398	1.3621141251301854	63838	0.3343039502681885	0.8368177825227929	0.7912568770092411	0.9062801752537238	0.7747317781600923	0.8860841844652958
80+	25-64	0.9402408715902636	16401	27571	1290417	2039630	2021-03-28	3.751055813521774	1398	1.0213411716291665	833834	0.3940329668783938	0.9205943104109492	0.9190168807651918	0.959810812114958	0.8990747564190397	0.9400260852878993
80+	5-11	0.9360483026473272	1267	27571	100133	2039630	2021-03-28	3.751055813521774	1398	1.418254969130897	6972	0.36215593993247464	0.9164893462134824	0.8350971034932294	1.0400558528929735	0.8174567391815489	1.0188171034272222
80+	65-80	1.5088409457179626	2460	27571	120612	2039630	2021-03-28	3.751055813521774	1398	1.554617565300506	11088	0.5687651078336396	1.477313348008064	1.3683899242574171	1.668709947263281	1.3395605607009675	1.6320092800449484
80+	80+	3.751055813521774	1398	27571	27571	2039630	2021-03-28	3.751055813521774	1398	3.751055813521774	1398	1	3.67267659203278	3.007313965551041	4.8645806786709	2.9437473541453523	4.764468696062323
0-4	0-4	1.8578235936622771	1664	45567	45567	2318206	2021-04-25	1.8578235936622771	1664	1.8578235936622771	1664	1	1.8309119538464251	1.616904536206173	2.1907643542627535	1.5942372261119773	2.1567917770030975
0-4	12-17	1.0139623616266196	3802	45567	190762	2318206	2021-04-25	1.8578235936622771	1664	1.2945974238977718	20322	0.6432912076010832	0.999274535529452	0.9374325736673098	1.076034592006159	0.9220243220370514	1.0594189461976298
0-4	18-24	0.8970150613721674	6060	45567	343696	2318206	2021-04-25	1.8578235936622771	1664	1.2486412873944357	63626	0.5775150183362341	0.8840212839632717	0.855730108738822	0.9304021281815005	0.8438438412315032	0.9168305926504439
0-4	25-64	0.9752905309255446	27799	45567	1450096	2318206	2021-04-25	1.8578235936622771	1664	1.0146984893289464	920404	0.6790482389677241	0.9611628884660472	0.9624416163798079	0.9902342546002451	0.9479312591910608	0.9772826441171051
0-4	5-11	1.1929879493358502	2874	45567	122561	2318206	2021-04-25	1.8578235936622771	1664	1.344513913178261	8712	0.7450732140428666	1.175706834968102	1.1155434062572962	1.2905362187834646	1.1007133601529155	1.270958409924184
0-4	65-80	1.026781644477477	2673	45567	132441	2318206	2021-04-25	1.8578235936622771	1664	1.4484972572957702	10960	0.621102240685416	1.0119081237191176	0.9456997810292689	1.119731541048364	0.9326329208155327	1.1032708922605095
0-4	80+	1.0687632418893105	695	45567	33083	2318206	2021-04-25	1.8578235936622771	1664	3.8845577931044417	1834	0.3722369414028363	1.0532815936250373	0.9070738155759142	1.2449704221813154	0.8939264984250562	1.2257882389796153
12-17	0-4	1.0139623616266196	3802	190762	45567	2318206	2021-04-25	1.2945974238977718	20322	1.8578235936622771	1664	0.6432912076010832	0.999274535529452	0.9374325736673098	1.076034592006159	0.9220243220370514	1.0594189461976298
12-17	12-17	1.2945974238977718	20322	190762	190762	2318206	2021-04-25	1.2945974238977718	20322	1.2945974238977718	20322	1	1.2758444380398477	1.2388576514069831	1.3577426507628654	1.2216294653366184	1.3392153366059865
12-17	18-24	0.9499589877706074	26867	190762	343696	2318206	2021-04-25	1.2945974238977718	20322	1.2486412873944357	63626	0.7470466563383961	0.9361982872358928	0.9269436314283896	0.9694814582426475	0.9153108948222044	0.9552666062446843
12-17	25-64	0.9726848760705844	116067	190762	1450096	2318206	2021-04-25	1.2945974238977718	20322	1.0146984893289464	920404	0.8424081734172194	0.9585949780154428	0.9652685541443117	0.9814887809416727	0.949431078062425	0.9682653717217232
12-17	5-11	1.0607436882742352	10698	190762	122561	2318206	2021-04-25	1.2945974238977718	20322	1.344513913178261	8712	0.8038642958121438	1.045378207841563	1.0229237385122416	1.1091456520516896	1.0074211688474122	1.0930820088057025
12-17	65-80	0.9587655846725271	10449	190762	132441	2318206	2021-04-25	1.2945974238977718	20322	1.4484972572957702	10960	0.6990393669206934	0.944877315533002	0.9169689548667193	0.9931474122946061	0.9032847571193888	0.9789867196008278
12-17	80+	0.9392603765504444	2557	190762	33083	2318206	2021-04-25	1.2945974238977718	20322	3.8845577931044417	1834	0.3627079464492686	0.925654651532603	0.8508929434817641	1.0234958015360056	0.8396947385996171	1.0091880467948695
18-24	0-4	0.8970150613721674	6060	343696	45567	2318206	2021-04-25	1.2486412873944357	63626	1.8578235936622771	1664	0.5775150183362341	0.8840212839632717	0.855730108738822	0.9304021281815005	0.8438438412315032	0.9168305926504439
18-24	12-17	0.9499589877706074	26867	343696	190762	2318206	2021-04-25	1.2486412873944357	63626	1.2945974238977718	20322	0.7470466563383961	0.9361982872358928	0.9269436314283896	0.9694814582426475	0.9153108948222044	0.9552666062446843
18-24	18-24	1.2486412873944357	63626	343696	343696	2318206	2021-04-25	1.2486412873944357	63626	1.2486412873944357	63626	1	1.2305540025197073	1.2101651283426933	1.2889835816018254	1.1938695471294796	1.2681277320976214
18-24	25-64	0.9726152099913226	209103	343696	1450096	2318206	2021-04-25	1.2486412873944357	63626	1.0146984893289464	920404	0.8594513470702746	0.9585263210892776	0.9662563750858952	0.9808289424033771	0.9499187827745832	0.9683819675878184
18-24	5-11	0.912836709164407	16587	343696	122561	2318206	2021-04-25	1.2486412873944357	63626	1.344513913178261	8712	0.7040355386077992	0.8996137461169338	0.8841551457660649	0.9371823657615067	0.8717943393856241	0.9234020240087283
18-24	65-80	0.8845143986081578	17368	343696	132441	2318206	2021-04-25	1.2486412873944357	63626	1.4484972572957702	10960	0.6558909629240077	0.8717017004658364	0.8522122214232993	0.9169086611020166	0.8384395174173396	0.9022108149712865
18-24	80+	0.8328460374170412	4085	343696	33083	2318206	2021-04-25	1.2486412873944357	63626	3.8845577931044417	1834	0.32449395566247935	0.8207817851072488	0.7790950266602965	0.8876585255564688	0.7678372937956139	0.8756249281924088
25-64	0-4	0.9752905309255446	27799	1450096	45567	2318206	2021-04-25	1.0146984893289464	920404	1.8578235936622771	1664	0.6790482389677241	0.9611628884660472	0.9624416163798079	0.9902342546002451	0.9479312591910608	0.9772826441171051
25-64	12-17	0.9726848760705844	116067	1450096	190762	2318206	2021-04-25	1.0146984893289464	920404	1.2945974238977718	20322	0.8424081734172194	0.9585949780154428	0.9652685541443117	0.9814887809416727	0.949431078062425	0.9682653717217232
25-64	18-24	0.9726152099913226	209103	1450096	343696	2318206	2021-04-25	1.0146984893289464	920404	1.2486412873944357	63626	0.8594513470702746	0.9585263210892776	0.9662563750858952	0.9808289424033771	0.9499187827745832	0.9683819675878184
25-64	25-64	1.0146984893289464	920404	1450096	1450096	2318206	2021-04-25	1.0146984893289464	920404	1.0146984893289464	920404	1	1	1.0121737285389287	1.016992267812874	1	1
25-64	5-11	0.9852347229155924	75533	1450096	122561	2318206	2021-04-25	1.0146984893289464	920404	1.344513913178261	8712	0.8352234176698572	0.9709630331342668	0.9746921801944983	0.994524484150518	0.9600001570482786	0.9804787594745106
25-64	65-80	0.985814893966861	81670	1450096	132441	2318206	2021-04-25	1.0146984893289464	920404	1.4484972572957702	10960	0.8004356903568948	0.9715348000752548	0.9745857951627369	0.9953048233830858	0.9586398893706272	0.981463004878328
25-64	80+	0.9432573530489344	19520	1450096	33083	2318206	2021-04-25	1.0146984893289464	920404	3.8845577931044417	1834	0.3850614455222712	0.9295937295351072	0.9226781453798123	0.9678208646679702	0.9091168609168511	0.9549910386205758
5-11	0-4	1.1929879493358502	2874	122561	45567	2318206	2021-04-25	1.344513913178261	8712	1.8578235936622771	1664	0.7450732140428666	1.175706834968102	1.1155434062572962	1.2905362187834646	1.1007133601529155	1.270958409924184
5-11	12-17	1.0607436882742352	10698	122561	190762	2318206	2021-04-25	1.344513913178261	8712	1.2945974238977718	20322	0.8038642958121438	1.045378207841563	1.0229237385122416	1.1091456520516896	1.0074211688474122	1.0930820088057025
5-11	18-24	0.912836709164407	16587	122561	343696	2318206	2021-04-25	1.344513913178261	8712	1.2486412873944357	63626	0.7040355386077992	0.8996137461169338	0.8841551457660649	0.9371823657615067	0.8717943393856241	0.9234020240087283
5-11	25-64	0.9852347229155924	75533	122561	1450096	2318206	2021-04-25	1.344513913178261	8712	1.0146984893289464	920404	0.8352234176698572	0.9709630331342668	0.9746921801944983	0.994524484150518	0.9600001570482786	0.9804787594745106
5-11	5-11	1.344513913178261	8712	122561	122561	2318206	2021-04-25	1.344513913178261	8712	1.344513913178261	8712	1	1.3250378583567544	1.2732020053400968	1.424022266267589	1.2560524098722141	1.4050110534692062
5-11	65-80	0.934445977405338	6543	122561	132441	2318206	2021-04-25	1.344513913178261	8712	1.4484972572957702	10960	0.6691315718918112	0.9209099917191342	0.8863451228680658	0.9900938099276809	0.8748304643041603	0.9757451022672906
5-11	80+	0.9227804294229066	1614	122561	33083	2318206	2021-04-25	1.344513913178261	8712	3.8845577931044417	1834	0.3529423504803695	0.9094134258869072	0.8143163725024326	1.0290901854691643	0.8036653456913444	1.0119893684126682
65-80	0-4	1.026781644477477	2673	132441	45567	2318206	2021-04-25	1.4484972572957702	10960	1.8578235936622771	1664	0.621102240685416	1.0119081237191176	0.9456997810292689	1.119731541048364	0.9326329208155327	1.1032708922605095
65-80	12-17	0.9587655846725271	10449	132441	190762	2318206	2021-04-25	1.4484972572957702	10960	1.2945974238977718	20322	0.6990393669206934	0.944877315533002	0.9169689548667193	0.9931474122946061	0.9032847571193888	0.9789867196008278
65-80	18-24	0.8845143986081578	17368	132441	343696	2318206	2021-04-25	1.4484972572957702	10960	1.2486412873944357	63626	0.6558909629240077	0.8717017004658364	0.8522122214232993	0.9169086611020166	0.8384395174173396	0.9022108149712865
65-80	25-64	0.985814893966861	81670	132441	1450096	2318206	2021-04-25	1.4484972572957702	10960	1.0146984893289464	920404	0.8004356903568948	0.9715348000752548	0.9745857951627369	0.9953048233830858	0.9586398893706272	0.981463004878328
65-80	5-11	0.934445977405338	6543	132441	122561	2318206	2021-04-25	1.4484972572957702	10960	1.344513913178261	8712	0.6691315718918112	0.9209099917191342	0.8863451228680658	0.9900938099276809	0.8748304643041603	0.9757451022672906
65-80	65-80	1.4484972572957702	10960	132441	132441	2318206	2021-04-25	1.4484972572957702	10960	1.4484972572957702	10960	1	1.4275149441226715	1.3575250056549404	1.5448690668135863	1.339526006820493	1.5234544265125765
65-80	80+	1.4697955590352896	2778	132441	33083	2318206	2021-04-25	1.4484972572957702	10960	3.8845577931044417	1834	0.5512020952886998	1.4485047277515055	1.3378084543037108	1.5904358741310602	1.316206432107156	1.5643484901256866
80+	0-4	1.0687632418893105	695	33083	45567	2318206	2021-04-25	3.8845577931044417	1834	1.8578235936622771	1664	0.3722369414028363	1.0532815936250373	0.9070738155759142	1.2449704221813154	0.8939264984250562	1.2257882389796153
80+	12-17	0.9392603765504444	2557	33083	190762	2318206	2021-04-25	3.8845577931044417	1834	1.2945974238977718	20322	0.3627079464492686	0.925654651532603	0.8508929434817641	1.0234958015360056	0.8396947385996171	1.0091880467948695
