x	y	RR	N_pairs	N_x	N_y	N_total	academic_year	state	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
Pre-School	School Aged	3.3812316715542523	2	11	31	576	2022-2023	District of Columbia	9.52892561983471	2	2.3985431841831426	4	0.566965502423324	3.052972329756496
Pre-School	Seniors	6.540222367560497e-4	0	11	139	576	2022-2023	District of Columbia	9.52892561983471	2	1.967651777858289	66	1.1377685969170119e-4	5.905279453814658e-4
School Aged	Adult	0.9408738260514495	20	31	395	576	2022-2023	District of Columbia	2.3985431841831426	4	1.1075212305720237	300	0.5367122304381006	0.8495311873755211
School Aged	Pre-School	3.3812316715542523	2	31	11	576	2022-2023	District of Columbia	2.3985431841831426	4	9.52892561983471	2	0.566965502423324	3.052972329756496
School Aged	School Aged	2.3985431841831426	4	31	31	576	2022-2023	District of Columbia	2.3985431841831426	4	2.3985431841831426	4	1	2.165685964272052
School Aged	Seniors	0.6686006033882571	5	31	139	576	2022-2023	District of Columbia	2.3985431841831426	4	1.967651777858289	66	0.30626236766836923	0.6036910037769042
Seniors	Adult	0.7133958655860122	68	139	395	576	2022-2023	District of Columbia	1.967651777858289	66	1.1075212305720237	300	0.46397120658271973	0.6441374177699062
Seniors	Pre-School	6.540222367560497e-4	0	139	11	576	2022-2023	District of Columbia	1.967651777858289	66	9.52892561983471	2	1.1377685969170119e-4	5.905279453814658e-4
Seniors	School Aged	0.6686006033882571	5	139	31	576	2022-2023	District of Columbia	1.967651777858289	66	2.3985431841831426	4	0.30626236766836923	0.6036910037769042
Seniors	Seniors	1.967651777858289	66	139	139	576	2022-2023	District of Columbia	1.967651777858289	66	1.967651777858289	66	1	1.776626689893806
Adult	Adult	1.2150796808002946	14352	26991	26991	61678	2022-2023	Quebec	1.2150796808002946	14352	1.2150796808002946	14352	1	1
Adult	Pre-School	1.3012560256711085	82	26991	144	61678	2022-2023	Quebec	1.2150796808002946	14352	5.948929398148148	2	0.36327592869609016	1.0709223816614686
Adult	School Aged	1.106674010592245	185	26991	382	61678	2022-2023	Quebec	1.2150796808002946	14352	4.226727611633453	10	0.4067303199549007	0.9107830770928127
Adult	Seniors	0.8276003086553063	12372	26991	34161	61678	2022-2023	Quebec	1.2150796808002946	14352	1.1387693975725102	21546	0.7031889310655544	0.6811078497421826
Pre-School	Adult	1.3012560256711085	82	144	26991	61678	2022-2023	Quebec	5.948929398148148	2	1.2150796808002946	14352	0.36327592869609016	1.0709223816614686
Pre-School	Pre-School	5.948929398148148	2	144	144	61678	2022-2023	Quebec	5.948929398148148	2	5.948929398148148	2	1	4.8959171090985345
Pre-School	School Aged	2.242528359511344	2	144	382	61678	2022-2023	Quebec	5.948929398148148	2	4.226727611633453	10	0.440763354613006	1.84558131861306
Pre-School	Seniors	0.727219189198859	58	144	34161	61678	2022-2023	Quebec	5.948929398148148	2	1.1387693975725102	21546	0.20520600836986252	0.5984950622496514
School Aged	Adult	1.106674010592245	185	382	26991	61678	2022-2023	Quebec	4.226727611633453	10	1.2150796808002946	14352	0.4067303199549007	0.9107830770928127
School Aged	Pre-School	2.242528359511344	2	382	144	61678	2022-2023	Quebec	4.226727611633453	10	5.948929398148148	2	0.440763354613006	1.84558131861306
School Aged	School Aged	4.226727611633453	10	382	382	61678	2022-2023	Quebec	4.226727611633453	10	4.226727611633453	10	1	3.478560030606042
School Aged	Seniors	0.8743958964870844	185	382	34161	61678	2022-2023	Quebec	4.226727611633453	10	1.1387693975725102	21546	0.32593286138705196	0.7196202111709877
Seniors	Adult	0.8276003086553063	12372	34161	26991	61678	2022-2023	Quebec	1.1387693975725102	21546	1.2150796808002946	14352	0.7031889310655544	0.6811078497421826
Seniors	Pre-School	0.727219189198859	58	34161	144	61678	2022-2023	Quebec	1.1387693975725102	21546	5.948929398148148	2	0.20520600836986252	0.5984950622496514
Seniors	School Aged	0.8743958964870844	185	34161	382	61678	2022-2023	Quebec	1.1387693975725102	21546	4.226727611633453	10	0.32593286138705196	0.7196202111709877
Seniors	Seniors	1.1387693975725102	21546	34161	34161	61678	2022-2023	Quebec	1.1387693975725102	21546	1.1387693975725102	21546	1	0.9371973011864343
Adult	Adult	1.0409974592419602	8956	12734	12734	18848	2022-2023	New Jersey	1.0409974592419602	8956	1.0409974592419602	8956	1	1
Adult	Pre-School	0.9254594320191594	307	12734	491	18848	2022-2023	New Jersey	1.0409974592419602	8956	1.8763527611051887	24	0.6344520623986205	0.8890121909548809
Adult	School Aged	0.9030588444558822	1266	12734	2075	18848	2022-2023	New Jersey	1.0409974592419602	8956	1.9698884598635507	450	0.5998625445923023	0.8674938026395157
Adult	Seniors	0.9198678085583979	2205	12734	3548	18848	2022-2023	New Jersey	1.0409974592419602	8956	1.512235564060099	1010	0.7205513951630989	0.8836407816290279
Pre-School	Adult	0.9254594320191594	307	491	12734	18848	2022-2023	New Jersey	1.8763527611051887	24	1.0409974592419602	8956	0.6344520623986205	0.8890121909548809
Pre-School	Pre-School	1.8763527611051887	24	491	491	18848	2022-2023	New Jersey	1.8763527611051887	24	1.8763527611051887	24	1	1.8024566193192466
Pre-School	School Aged	1.72047702009668	93	491	2075	18848	2022-2023	New Jersey	1.8763527611051887	24	1.9698884598635507	450	0.8946277267879467	1.652719711102376
Pre-School	Seniors	0.7248953542571243	67	491	3548	18848	2022-2023	New Jersey	1.8763527611051887	24	1.512235564060099	1010	0.4278450402922671	0.6963469005822386
School Aged	Adult	0.9030588444558822	1266	2075	12734	18848	2022-2023	New Jersey	1.9698884598635507	450	1.0409974592419602	8956	0.5998625445923023	0.8674938026395157
School Aged	Pre-School	1.72047702009668	93	2075	491	18848	2022-2023	New Jersey	1.9698884598635507	450	1.8763527611051887	24	0.8946277267879467	1.652719711102376
School Aged	School Aged	1.9698884598635507	450	2075	2075	18848	2022-2023	New Jersey	1.9698884598635507	450	1.9698884598635507	450	1	1.8923086145647232
School Aged	Seniors	0.680997133969927	266	2075	3548	18848	2022-2023	New Jersey	1.9698884598635507	450	1.512235564060099	1010	0.3911389308888435	0.6541775178450672
Seniors	Adult	0.9198678085583979	2205	3548	12734	18848	2022-2023	New Jersey	1.512235564060099	1010	1.0409974592419602	8956	0.7205513951630989	0.8836407816290279
Seniors	Pre-School	0.7248953542571243	67	3548	491	18848	2022-2023	New Jersey	1.512235564060099	1010	1.8763527611051887	24	0.4278450402922671	0.6963469005822386
Seniors	School Aged	0.680997133969927	266	3548	2075	18848	2022-2023	New Jersey	1.512235564060099	1010	1.9698884598635507	450	0.3911389308888435	0.6541775178450672
Seniors	Seniors	1.512235564060099	1010	3548	3548	18848	2022-2023	New Jersey	1.512235564060099	1010	1.512235564060099	1010	1	1.4526793995840181
Adult	Adult	1.2125683011585298	606	822	822	1352	2022-2023	Oregon	1.2125683011585298	606	1.2125683011585298	606	1	1
Adult	Pre-School	0.90750062924742	16	822	29	1352	2022-2023	Oregon	1.2125683011585298	606	3.2164090368608798	2	0.4098014326951803	0.7484119685302366
Adult	School Aged	1.0279995437956204	40	822	64	1352	2022-2023	Oregon	1.2125683011585298	606	3.961181640625	12	0.39739050219394306	0.8477869187355748
Adult	Seniors	0.6022064841570763	160	822	437	1352	2022-2023	Oregon	1.2125683011585298	606	1.8690415721923455	264	0.3908388854571329	0.4966371655779781
Pre-School	Adult	0.90750062924742	16	29	822	1352	2022-2023	Oregon	3.2164090368608798	2	1.2125683011585298	606	0.4098014326951803	0.7484119685302366
Pre-School	Pre-School	3.2164090368608798	2	29	29	1352	2022-2023	Oregon	3.2164090368608798	2	3.2164090368608798	2	1	2.652559063095919
Pre-School	School Aged	3.642780172413793	5	29	64	1352	2022-2023	Oregon	3.2164090368608798	2	3.961181640625	12	1.015042605825988	3.004185553039243
Pre-School	Seniors	0.6401799100449775	6	29	437	1352	2022-2023	Oregon	3.2164090368608798	2	1.8690415721923455	264	0.2517691977601025	0.527953690883497
School Aged	Adult	1.0279995437956204	40	64	822	1352	2022-2023	Oregon	3.961181640625	12	1.2125683011585298	606	0.39739050219394306	0.8477869187355748
School Aged	Pre-School	3.642780172413793	5	64	29	1352	2022-2023	Oregon	3.961181640625	12	3.2164090368608798	2	1.015042605825988	3.004185553039243
School Aged	School Aged	3.961181640625	12	64	64	1352	2022-2023	Oregon	3.961181640625	12	3.961181640625	12	1	3.2667699104787333
School Aged	Seniors	0.3384224828375286	7	64	437	1352	2022-2023	Oregon	3.961181640625	12	1.8690415721923455	264	0.11609246180953417	0.27909560435827663
Seniors	Adult	0.6022064841570763	160	437	822	1352	2022-2023	Oregon	1.8690415721923455	264	1.2125683011585298	606	0.3908388854571329	0.4966371655779781
Seniors	Pre-School	0.6401799100449775	6	437	29	1352	2022-2023	Oregon	1.8690415721923455	264	3.2164090368608798	2	0.2517691977601025	0.527953690883497
Seniors	School Aged	0.3384224828375286	7	437	64	1352	2022-2023	Oregon	1.8690415721923455	264	3.961181640625	12	0.11609246180953417	0.27909560435827663
Seniors	Seniors	1.8690415721923455	264	437	437	1352	2022-2023	Oregon	1.8690415721923455	264	1.8690415721923455	264	1	1.5413907574580321
Adult	Adult	1.0391733702746082	13614	16987	16987	22026	2022-2023	Texas	1.0391733702746082	13614	1.0391733702746082	13614	1	1
Adult	Pre-School	0.8000538584574687	145	16987	235	22026	2022-2023	Texas	1.0391733702746082	13614	11.965251244907197	30	0.12304333057895676	0.7698944962822222
Adult	School Aged	0.94612272075122	1050	16987	1439	22026	2022-2023	Texas	1.0391733702746082	13614	2.255017938196406	212	0.5744188070184418	0.9104570496270521
Adult	Seniors	0.839250800214236	2178	16987	3365	22026	2022-2023	Texas	1.0391733702746082	13614	1.9374248060954367	996	0.5638992907250253	0.8076138440618995
Pre-School	Adult	0.8000538584574687	145	235	16987	22026	2022-2023	Texas	11.965251244907197	30	1.0391733702746082	13614	0.12304333057895676	0.7698944962822222
Pre-School	Pre-School	11.965251244907197	30	235	235	22026	2022-2023	Texas	11.965251244907197	30	11.965251244907197	30	1	11.514201178716986
Pre-School	School Aged	1.498082297103485	23	235	1439	22026	2022-2023	Texas	11.965251244907197	30	2.255017938196406	212	0.21069675655415765	1.441609590811211
Pre-School	Seniors	1.0305877145837943	37	235	3365	22026	2022-2023	Texas	11.965251244907197	30	1.9374248060954367	996	0.14825745932697185	0.9917379948943985
School Aged	Adult	0.94612272075122	1050	1439	16987	22026	2022-2023	Texas	2.255017938196406	212	1.0391733702746082	13614	0.5744188070184418	0.9104570496270521
School Aged	Pre-School	1.498082297103485	23	1439	235	22026	2022-2023	Texas	2.255017938196406	212	11.965251244907197	30	0.21069675655415765	1.441609590811211
School Aged	School Aged	2.255017938196406	212	1439	1439	22026	2022-2023	Texas	2.255017938196406	212	2.255017938196406	212	1	2.1700112827184004
School Aged	Seniors	0.7005040028003597	154	1439	3365	22026	2022-2023	Texas	2.255017938196406	212	1.9374248060954367	996	0.33417463065136455	0.6740973381710571
Seniors	Adult	0.839250800214236	2178	3365	16987	22026	2022-2023	Texas	1.9374248060954367	996	1.0391733702746082	13614	0.5638992907250253	0.8076138440618995
Seniors	Pre-School	1.0305877145837943	37	3365	235	22026	2022-2023	Texas	1.9374248060954367	996	11.965251244907197	30	0.14825745932697185	0.9917379948943985
Seniors	School Aged	0.7005040028003597	154	3365	1439	22026	2022-2023	Texas	1.9374248060954367	996	2.255017938196406	212	0.33417463065136455	0.6740973381710571
Seniors	Seniors	1.9374248060954367	996	3365	3365	22026	2022-2023	Texas	1.9374248060954367	996	1.9374248060954367	996	1	1.8643903524812802
Adult	Adult	1.1329705746329055	328	372	372	478	2022-2023	Tennessee	1.1329705746329055	328	1.1329705746329055	328	1	1
Adult	School Aged	0.8178152492668622	14	372	22	478	2022-2023	Tennessee	1.1329705746329055	328	3.9524793388429753	4	0.32162945783803404	0.7218327356223202
Adult	Seniors	0.4589413722478239	30	372	84	478	2022-2023	Tennessee	1.1329705746329055	328	3.387329931972789	50	0.20305790359607934	0.40507792746208415
School Aged	Adult	0.8178152492668622	14	22	372	478	2022-2023	Tennessee	3.9524793388429753	4	1.1329705746329055	328	0.32162945783803404	0.7218327356223202
School Aged	School Aged	3.9524793388429753	4	22	22	478	2022-2023	Tennessee	3.9524793388429753	4	3.9524793388429753	4	1	3.4885984043527527
School Aged	Seniors	1.0351731601731602	4	22	84	478	2022-2023	Tennessee	3.9524793388429753	4	3.387329931972789	50	0.28207086096614836	0.91368053447334
Seniors	Adult	0.4589413722478239	30	84	372	478	2022-2023	Tennessee	3.387329931972789	50	1.1329705746329055	328	0.20305790359607934	0.40507792746208415
Seniors	School Aged	1.0351731601731602	4	84	22	478	2022-2023	Tennessee	3.387329931972789	50	3.9524793388429753	4	0.28207086096614836	0.91368053447334
Seniors	Seniors	3.387329931972789	50	84	84	478	2022-2023	Tennessee	3.387329931972789	50	3.387329931972789	50	1	2.9897774997998687
Adult	Adult	1.2808056329931223	980	1363	1363	2428	2022-2023	West Virginia	1.2808056329931223	980	1.2808056329931223	980	1	1
Adult	Pre-School	1.054292002934703	29	1363	49	2428	2022-2023	West Virginia	1.2808056329931223	980	10.112869637650979	10	0.18506618415764314	0.823147537593914
Adult	School Aged	0.7917224116352337	68	1363	153	2428	2022-2023	West Virginia	1.2808056329931223	980	4.563757529155453	44	0.2709261204542039	0.6181440737304168
Adult	Seniors	0.590348806267954	286	1363	863	2428	2022-2023	West Virginia	1.2808056329931223	980	1.747399529250009	536	0.3899001386224805	0.46091990155318446
Pre-School	Adult	1.054292002934703	29	49	1363	2428	2022-2023	West Virginia	10.112869637650979	10	1.2808056329931223	980	0.18506618415764314	0.823147537593914
Pre-School	Pre-School	10.112869637650979	10	49	49	2428	2022-2023	West Virginia	10.112869637650979	10	10.112869637650979	10	1	7.895709838516367
Pre-School	School Aged	1.6194477791116446	5	49	153	2428	2022-2023	West Virginia	10.112869637650979	10	4.563757529155453	44	0.22068391609405844	1.264397764496981
Pre-School	Seniors	0.28710951356208764	5	49	863	2428	2022-2023	West Virginia	10.112869637650979	10	1.747399529250009	536	0.04841534530486672	0.22416321896644045
School Aged	Adult	0.7917224116352337	68	153	1363	2428	2022-2023	West Virginia	4.563757529155453	44	1.2808056329931223	980	0.2709261204542039	0.6181440737304168
School Aged	Pre-School	1.6194477791116446	5	153	49	2428	2022-2023	West Virginia	4.563757529155453	44	10.112869637650979	10	0.22068391609405844	1.264397764496981
School Aged	School Aged	4.563757529155453	44	153	153	2428	2022-2023	West Virginia	4.563757529155453	44	4.563757529155453	44	1	3.5631928932810677
School Aged	Seniors	0.6619938048606852	36	153	863	2428	2022-2023	West Virginia	4.563757529155453	44	1.747399529250009	536	0.20978524182947222	0.5168573496305352
Seniors	Adult	0.590348806267954	286	863	1363	2428	2022-2023	West Virginia	1.747399529250009	536	1.2808056329931223	980	0.3899001386224805	0.46091990155318446
Seniors	Pre-School	0.28710951356208764	5	863	49	2428	2022-2023	West Virginia	1.747399529250009	536	10.112869637650979	10	0.04841534530486672	0.22416321896644045
Seniors	School Aged	0.6619938048606852	36	863	153	2428	2022-2023	West Virginia	1.747399529250009	536	4.563757529155453	44	0.20978524182947222	0.5168573496305352
Seniors	Seniors	1.747399529250009	536	863	863	2428	2022-2023	West Virginia	1.747399529250009	536	1.747399529250009	536	1	1.364297192515074
Adult	Adult	1.011264	100	125	125	158	2022-2023	Alabama	1.011264	100	1.011264	100	1	1
Adult	Pre-School	1.272	1	125	1	158	2022-2023	Alabama	1.011264	100	NA	0	NA	1.2578317827985572
Adult	School Aged	0.949	6	125	8	158	2022-2023	Alabama	1.011264	100	4.953125	2	0.3182220341429776	0.9384295297765964
Adult	Seniors	0.9483333333333334	18	125	24	158	2022-2023	Alabama	1.011264	100	1.6475694444444444	6	0.7133454224557378	0.937770288800287
Pre-School	Adult	1.272	1	1	125	158	2022-2023	Alabama	NA	0	1.011264	100	NA	1.2578317827985572
Pre-School	Pre-School	1	0	1	1	158	2022-2023	Alabama	NA	0	NA	0	NA	0.9888614644642745
Pre-School	School Aged	0.125	0	1	8	158	2022-2023	Alabama	NA	0	4.953125	2	NA	0.12360768305803431
Pre-School	Seniors	0.041666666666666664	0	1	24	158	2022-2023	Alabama	NA	0	1.6475694444444444	6	NA	0.04120256101934477
School Aged	Adult	0.949	6	8	125	158	2022-2023	Alabama	4.953125	2	1.011264	100	0.3182220341429776	0.9384295297765964
School Aged	Pre-School	0.125	0	8	1	158	2022-2023	Alabama	4.953125	2	NA	0	NA	0.12360768305803431
School Aged	School Aged	4.953125	2	8	8	158	2022-2023	Alabama	4.953125	2	4.953125	2	1	4.897954441174609
School Aged	Seniors	0.005208333333333333	0	8	24	158	2022-2023	Alabama	4.953125	2	1.6475694444444444	6	0.0015781167806417674	0.005150320127418096
Seniors	Adult	0.9483333333333334	18	24	125	158	2022-2023	Alabama	1.6475694444444444	6	1.011264	100	0.7133454224557378	0.937770288800287
Seniors	Pre-School	0.041666666666666664	0	24	1	158	2022-2023	Alabama	1.6475694444444444	6	NA	0	NA	0.04120256101934477
Seniors	School Aged	0.005208333333333333	0	24	8	158	2022-2023	Alabama	1.6475694444444444	6	4.953125	2	0.0015781167806417674	0.005150320127418096
Seniors	Seniors	1.6475694444444444	6	24	24	158	2022-2023	Alabama	1.6475694444444444	6	1.6475694444444444	6	1	1.6292179336399244
Adult	Adult	1.2896285966500525	1328	1953	1953	3704	2022-2023	Nebraska	1.2896285966500525	1328	1.2896285966500525	1328	1	1
Adult	Pre-School	1.2643985511369025	18	1953	27	3704	2022-2023	Nebraska	1.2896285966500525	1328	10.16323731138546	2	0.22080037630577345	0.9804361925761512
Adult	School Aged	1.2129252551233047	110	1953	172	3704	2022-2023	Nebraska	1.2896285966500525	1328	5.258551919956734	42	0.370461764774876	0.9405229213077371
Adult	Seniors	0.6073424575461489	497	1953	1552	3704	2022-2023	Nebraska	1.2896285966500525	1328	1.583889510707833	1030	0.4227169865336831	0.4709436958235771
Pre-School	Adult	1.2643985511369025	18	27	1953	3704	2022-2023	Nebraska	10.16323731138546	2	1.2896285966500525	1328	0.22080037630577345	0.9804361925761512
Pre-School	Pre-School	10.16323731138546	2	27	27	3704	2022-2023	Nebraska	10.16323731138546	2	10.16323731138546	2	1	7.880747478603957
Pre-School	School Aged	0.7978036175710594	1	27	172	3704	2022-2023	Nebraska	10.16323731138546	2	5.258551919956734	42	0.10346446908373741	0.6186305263728171
Pre-School	Seniors	0.5303789614356624	6	27	1552	3704	2022-2023	Nebraska	10.16323731138546	2	1.583889510707833	1030	0.09029935055066528	0.411264888831853
School Aged	Adult	1.2129252551233047	110	172	1953	3704	2022-2023	Nebraska	5.258551919956734	42	1.2896285966500525	1328	0.370461764774876	0.9405229213077371
School Aged	Pre-School	0.7978036175710594	1	172	27	3704	2022-2023	Nebraska	5.258551919956734	42	10.16323731138546	2	0.10346446908373741	0.6186305263728171
School Aged	School Aged	5.258551919956734	42	172	172	3704	2022-2023	Nebraska	5.258551919956734	42	5.258551919956734	42	1	4.077570808848673
School Aged	Seniors	0.26363956485255335	19	172	1552	3704	2022-2023	Nebraska	5.258551919956734	42	1.583889510707833	1030	0.07706008667346316	0.20443061323034026
Seniors	Adult	0.6073424575461489	497	1552	1953	3704	2022-2023	Nebraska	1.583889510707833	1030	1.2896285966500525	1328	0.4227169865336831	0.4709436958235771
Seniors	Pre-School	0.5303789614356624	6	1552	27	3704	2022-2023	Nebraska	1.583889510707833	1030	10.16323731138546	2	0.09029935055066528	0.411264888831853
Seniors	School Aged	0.26363956485255335	19	1552	172	3704	2022-2023	Nebraska	1.583889510707833	1030	5.258551919956734	42	0.07706008667346316	0.20443061323034026
Seniors	Seniors	1.583889510707833	1030	1552	1552	3704	2022-2023	Nebraska	1.583889510707833	1030	1.583889510707833	1030	1	1.2281749294503508
Adult	Adult	1.000010142399286	314	314	314	314	2022-2023	North Dakota	1.000010142399286	314	1.000010142399286	314	1	1
Adult	Adult	1.050575442850917	2554	3033	3033	3784	2022-2023	Ohio	1.050575442850917	2554	1.050575442850917	2554	1	1
Adult	Pre-School	0.919308657400177	14	3033	19	3784	2022-2023	Ohio	1.050575442850917	2554	NA	0	NA	0.8750524901909709
Adult	School Aged	0.8600059539243083	71	3033	103	3784	2022-2023	Ohio	1.050575442850917	2554	5.706946931850315	16	0.25453292086578744	0.8186046606900826
Adult	Seniors	0.78149208730462	394	3033	629	3784	2022-2023	Ohio	1.050575442850917	2554	2.0658753769199856	216	0.5015269821341634	0.7438705069898711
Pre-School	Adult	0.919308657400177	14	19	3033	3784	2022-2023	Ohio	NA	0	1.050575442850917	2554	NA	0.8750524901909709
Pre-School	Pre-School	0.002770083102493075	0	19	19	3784	2022-2023	Ohio	NA	0	NA	0	NA	0.002636729348038041
Pre-School	School Aged	1.9340827797649462	1	19	103	3784	2022-2023	Ohio	NA	0	5.706946931850315	16	NA	1.8409746705257837
Pre-School	Seniors	1.2665885699941428	4	19	629	3784	2022-2023	Ohio	NA	0	2.0658753769199856	216	NA	1.2056141028359058
School Aged	Adult	0.8600059539243083	71	103	3033	3784	2022-2023	Ohio	5.706946931850315	16	1.050575442850917	2554	0.25453292086578744	0.8186046606900826
School Aged	Pre-School	1.9340827797649462	1	103	19	3784	2022-2023	Ohio	5.706946931850315	16	NA	0	NA	1.8409746705257837
School Aged	School Aged	5.706946931850315	16	103	103	3784	2022-2023	Ohio	5.706946931850315	16	5.706946931850315	16	1	5.432210481108842
School Aged	Seniors	0.8761171222621822	15	103	629	3784	2022-2023	Ohio	5.706946931850315	16	2.0658753769199856	216	0.2254308891825904	0.8339402260200255
Seniors	Adult	0.78149208730462	394	629	3033	3784	2022-2023	Ohio	2.0658753769199856	216	1.050575442850917	2554	0.5015269821341634	0.7438705069898711
Seniors	Pre-School	1.2665885699941428	4	629	19	3784	2022-2023	Ohio	2.0658753769199856	216	NA	0	NA	1.2056141028359058
Seniors	School Aged	0.8761171222621822	15	629	103	3784	2022-2023	Ohio	2.0658753769199856	216	5.706946931850315	16	0.2254308891825904	0.8339402260200255
Seniors	Seniors	2.0658753769199856	216	629	629	3784	2022-2023	Ohio	2.0658753769199856	216	2.0658753769199856	216	1	1.9664226790927812
Adult	Adult	1.119950575936895	908	1174	1174	1700	2022-2023	South Carolina	1.119950575936895	908	1.119950575936895	908	1	1
Adult	Pre-School	0.6206497931370163	6	1174	14	1700	2022-2023	South Carolina	1.119950575936895	908	52.045918367346935	6	0.023347677954783798	0.5541760560440906
Adult	School Aged	0.8479595438709578	65	1174	111	1700	2022-2023	South Carolina	1.119950575936895	908	3.5874523171820467	26	0.36026639874418437	0.7571401471547947
Adult	Seniors	0.7041616571858259	195	1174	401	1700	2022-2023	South Carolina	1.119950575936895	908	1.9875560475370178	188	0.45320042240079705	0.6287435109328456
Pre-School	Adult	0.6206497931370163	6	14	1174	1700	2022-2023	South Carolina	52.045918367346935	6	1.119950575936895	908	0.023347677954783798	0.5541760560440906
Pre-School	Pre-School	52.045918367346935	6	14	14	1700	2022-2023	South Carolina	52.045918367346935	6	52.045918367346935	6	1	46.47162069969731
Pre-School	School Aged	2.1885456885456884	2	14	111	1700	2022-2023	South Carolina	52.045918367346935	6	3.5874523171820467	26	0.07867744347024792	1.9541448842194307
Pre-School	Seniors	1.7812611328820805e-4	0	14	401	1700	2022-2023	South Carolina	52.045918367346935	6	1.9875560475370178	188	6.593176367690388e-6	0.00015904819115718262
School Aged	Adult	0.8479595438709578	65	111	1174	1700	2022-2023	South Carolina	3.5874523171820467	26	1.119950575936895	908	0.36026639874418437	0.7571401471547947
School Aged	Pre-School	2.1885456885456884	2	111	14	1700	2022-2023	South Carolina	3.5874523171820467	26	52.045918367346935	6	0.07867744347024792	1.9541448842194307
School Aged	School Aged	3.5874523171820467	26	111	111	1700	2022-2023	South Carolina	3.5874523171820467	26	3.5874523171820467	26	1	3.2032237799252545
School Aged	Seniors	0.6874929792635528	18	111	401	1700	2022-2023	South Carolina	3.5874523171820467	26	1.9875560475370178	188	0.24663388260160823	0.6138601060037228
Seniors	Adult	0.7041616571858259	195	401	1174	1700	2022-2023	South Carolina	1.9875560475370178	188	1.119950575936895	908	0.45320042240079705	0.6287435109328456
Seniors	Pre-School	1.7812611328820805e-4	0	401	14	1700	2022-2023	South Carolina	1.9875560475370178	188	52.045918367346935	6	6.593176367690388e-6	0.00015904819115718262
Seniors	School Aged	0.6874929792635528	18	401	111	1700	2022-2023	South Carolina	1.9875560475370178	188	3.5874523171820467	26	0.24663388260160823	0.6138601060037228
Seniors	Seniors	1.9875560475370178	188	401	401	1700	2022-2023	South Carolina	1.9875560475370178	188	1.9875560475370178	188	1	1.7746819281505588
Adult	Adult	1.1259364285665718	4246	6136	6136	9984	2022-2023	Florida	1.1259364285665718	4246	1.1259364285665718	4246	1	1
Adult	Pre-School	0.9420174866762735	66	6136	114	9984	2022-2023	Florida	1.1259364285665718	4246	6.145967990150815	8	0.25908412224219685	0.8366524634748294
Adult	School Aged	0.9489202434917178	340	6136	583	9984	2022-2023	Florida	1.1259364285665718	4246	3.289924063444242	112	0.42977818036077303	0.8427831442489048
Adult	Seniors	0.7663104508947098	1484	6136	3151	9984	2022-2023	Florida	1.1259364285665718	4246	1.5364949906841723	1528	0.5756470911167082	0.6805983281580992
Pre-School	Adult	0.9420174866762735	66	114	6136	9984	2022-2023	Florida	6.145967990150815	8	1.1259364285665718	4246	0.25908412224219685	0.8366524634748294
Pre-School	Pre-School	6.145967990150815	8	114	114	9984	2022-2023	Florida	6.145967990150815	8	6.145967990150815	8	1	5.458539073982391
Pre-School	School Aged	2.4035539105052512	16	114	583	9984	2022-2023	Florida	6.145967990150815	8	3.289924063444242	112	0.5094492172766011	2.1347154684081167
Pre-School	Seniors	0.6670591903433608	24	114	3151	9984	2022-2023	Florida	6.145967990150815	8	1.5364949906841723	1528	0.17365763870452386	0.5924483598000226
School Aged	Adult	0.9489202434917178	340	583	6136	9984	2022-2023	Florida	3.289924063444242	112	1.1259364285665718	4246	0.42977818036077303	0.8427831442489048
School Aged	Pre-School	2.4035539105052512	16	583	114	9984	2022-2023	Florida	3.289924063444242	112	6.145967990150815	8	0.5094492172766011	2.1347154684081167
School Aged	School Aged	3.289924063444242	112	583	583	9984	2022-2023	Florida	3.289924063444242	112	3.289924063444242	112	1	2.921944774122496
School Aged	Seniors	0.6250083694740377	115	583	3151	9984	2022-2023	Florida	3.289924063444242	112	1.5364949906841723	1528	0.2589946552359224	0.5551009396416234
Seniors	Adult	0.7663104508947098	1484	3151	6136	9984	2022-2023	Florida	1.5364949906841723	1528	1.1259364285665718	4246	0.5756470911167082	0.6805983281580992
Seniors	Pre-School	0.6670591903433608	24	3151	114	9984	2022-2023	Florida	1.5364949906841723	1528	6.145967990150815	8	0.17365763870452386	0.5924483598000226
Seniors	School Aged	0.6250083694740377	115	3151	583	9984	2022-2023	Florida	1.5364949906841723	1528	3.289924063444242	112	0.2589946552359224	0.5551009396416234
Seniors	Seniors	1.5364949906841723	1528	3151	3151	9984	2022-2023	Florida	1.5364949906841723	1528	1.5364949906841723	1528	1	1.3646374268574666
Adult	Adult	1.0096138439352669	70	79	79	90	2022-2023	Oklahoma	1.0096138439352669	70	1.0096138439352669	70	1	1
Adult	School Aged	1.1455696202531647	2	79	2	90	2022-2023	Oklahoma	1.0096138439352669	70	NA	0	NA	1.1346611648944611
Adult	Seniors	0.8874824191279888	7	79	9	90	2022-2023	Oklahoma	1.0096138439352669	70	2.234567901234568	2	0.547122503509142	0.879031547020755
School Aged	Adult	1.1455696202531647	2	2	79	90	2022-2023	Oklahoma	NA	0	1.0096138439352669	70	NA	1.1346611648944611
School Aged	School Aged	0.25	0	2	2	90	2022-2023	Oklahoma	NA	0	NA	0	NA	0.24761942548801774
