x	y	RR	N_pairs	N_x	N_y	N_total	date	trajectory_type	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
School Aged	Seniors	0.6719277587007287	283	1757	6455	26928	2021-01-27	Other	0.6240052557329372	0.6114841308858263	0.728806616604813	0.5710621129745743	0.6758820074754595
Seniors	Adult	0.814976024735211	3554	6455	18192	26928	2021-01-27	Other	0.7568511884588053	0.7878433129894797	0.8315687363299662	0.725462258198335	0.7785066593808668
Seniors	Pre-School	0.6528157354793314	82	6455	524	26928	2021-01-27	Other	0.6062563195066639	0.5340961974920331	0.7373408108411525	0.4947988697491308	0.680005318189024
Seniors	School Aged	0.6719277587007287	283	6455	1757	26928	2021-01-27	Other	0.6240052557329372	0.6114841308858263	0.728806616604813	0.5710621129745743	0.6758820074754595
Seniors	Seniors	1.6389317211871979	2536	6455	6455	26928	2021-01-27	Other	1.5220416102257557	1.5868489859562085	1.7153815831034436	1.4775590625800608	1.5882530511657547
Adult	Adult	1.0298215420356913	4486	5663	5663	7362	2021-02-03	Persistent High	1	1.0238225968413408	1.0415552818875018	1	1
Adult	Pre-School	1.077793926990466	97	5663	117	7362	2021-02-03	Persistent High	1.0465832020370691	0.9715840743742661	1.1737651098057438	0.9383689565772159	1.139150906140452
Adult	School Aged	0.8774735756379102	569	5663	843	7362	2021-02-03	Persistent High	0.8520637215486593	0.8383789472678073	0.9033297763771564	0.8063811557041075	0.880483651361943
Adult	Seniors	0.8989299053729823	511	5663	739	7362	2021-02-03	Persistent High	0.8728987195160338	0.8602227153111959	0.9366691965189162	0.82746149132471	0.9141996899619975
Pre-School	Adult	1.077793926990466	97	117	5663	7362	2021-02-03	Persistent High	1.0465832020370691	0.9715840743742661	1.1737651098057438	0.9383689565772159	1.139150906140452
Pre-School	Pre-School	2.1512893564175615	4	117	117	7362	2021-02-03	Persistent High	2.0889923822772416	3.1002984294643224e-4	7.117085399456343	2.992992008838115e-4	6.931573537847564
Pre-School	School Aged	0.8957123014062516	12	117	843	7362	2021-02-03	Persistent High	0.8697742908306808	0.31835272401630005	1.446262621840677	0.31032301098100407	1.39288117327632
Pre-School	Seniors	0.34059655575217146	4	117	739	7362	2021-02-03	Persistent High	0.330733570671769	0.24359305319441027	0.5087654307947009	0.2361177199184507	0.49302232494034426
School Aged	Adult	0.8774735756379102	569	843	5663	7362	2021-02-03	Persistent High	0.8520637215486593	0.8383789472678073	0.9033297763771564	0.8063811557041075	0.880483651361943
School Aged	Pre-School	0.8957123014062516	12	843	117	7362	2021-02-03	Persistent High	0.8697742908306808	0.31835272401630005	1.446262621840677	0.31032301098100407	1.39288117327632
School Aged	School Aged	1.781843075836313	172	843	843	7362	2021-02-03	Persistent High	1.7302445162625646	1.6006139470973326	2.0691879999999996	1.558017192839289	2.006532468133944
School Aged	Seniors	1.0635721704011545	90	843	739	7362	2021-02-03	Persistent High	1.032773278658307	0.8976590584871461	1.2034115543417714	0.8764438852403484	1.1641519199130703
Seniors	Adult	0.8989299053729823	511	739	5663	7362	2021-02-03	Persistent High	0.8728987195160338	0.8602227153111959	0.9366691965189162	0.82746149132471	0.9141996899619975
Seniors	Pre-School	0.34059655575217146	4	739	117	7362	2021-02-03	Persistent High	0.330733570671769	0.24359305319441027	0.5087654307947009	0.2361177199184507	0.49302232494034426
Seniors	School Aged	1.0635721704011545	90	739	843	7362	2021-02-03	Persistent High	1.032773278658307	0.8976590584871461	1.2034115543417714	0.8764438852403484	1.1641519199130703
Seniors	Seniors	1.806392722491902	134	739	739	7362	2021-02-03	Persistent High	1.7540832549697203	1.50028483842405	2.137667317871493	1.4588417495771708	2.0704444573511562
Adult	Adult	1.2072982125201897	1780	2153	2153	3144	2021-02-03	Rising In-Person	1	1.158563229542871	1.2731270894576032	1	1
Adult	Pre-School	1.0021675181916705	35	2153	51	3144	2021-02-03	Rising In-Person	0.8300911140253272	0.8448024646420527	1.165114985034395	0.6992071628152237	0.9568445088667037
Adult	School Aged	1.1187727551953013	95	2153	124	3144	2021-02-03	Rising In-Person	0.9266747383481213	0.9900140025398092	1.221630923056353	0.8380018902943165	1.0127426809450832
Adult	Seniors	0.43486573681957685	243	2153	816	3144	2021-02-03	Rising In-Person	0.3601974494038312	0.3732670119061988	0.5110389191126177	0.31009440579048636	0.4345425284076391
Pre-School	Adult	1.0021675181916705	35	51	2153	3144	2021-02-03	Rising In-Person	0.8300911140253272	0.8448024646420527	1.165114985034395	0.6992071628152237	0.9568445088667037
Pre-School	Pre-School	7.2529796232218375	6	51	51	3144	2021-02-03	Rising In-Person	6.007612326437157	4.070571629487514	13.433919999999997	3.413409245779867	10.830169713582205
Pre-School	School Aged	2.4859266287160025	5	51	124	3144	2021-02-03	Rising In-Person	2.059082505826563	1.2485214216163585	4.300067705825708	1.020652542670601	3.604377035169125
Pre-School	Seniors	0.3777633602460592	5	51	816	3144	2021-02-03	Rising In-Person	0.3128997925520758	7.556146467224879e-5	0.6591436950146627	6.31714744070269e-5	0.5511007104693606
School Aged	Adult	1.1187727551953013	95	124	2153	3144	2021-02-03	Rising In-Person	0.9266747383481213	0.9900140025398092	1.221630923056353	0.8380018902943165	1.0127426809450832
School Aged	Pre-School	2.4859266287160025	5	124	51	3144	2021-02-03	Rising In-Person	2.059082505826563	1.2485214216163585	4.300067705825708	1.020652542670601	3.604377035169125
School Aged	School Aged	3.680606139438085	18	124	124	3144	2021-02-03	Rising In-Person	3.0486304885310465	1.8342514854646197	5.919110054079638	1.5411803833812834	4.777124426728232
School Aged	Seniors	0.18644252055660973	6	124	816	3144	2021-02-03	Rising In-Person	0.1544295507299874	0.04847322907886599	0.36110318630031224	0.039746387558695334	0.306996617946303
Seniors	Adult	0.43486573681957685	243	816	2153	3144	2021-02-03	Rising In-Person	0.3601974494038312	0.3732670119061988	0.5110389191126177	0.31009440579048636	0.4345425284076391
Seniors	Pre-School	0.3777633602460592	5	816	51	3144	2021-02-03	Rising In-Person	0.3128997925520758	7.556146467224879e-5	0.6591436950146627	6.31714744070269e-5	0.5511007104693606
Seniors	School Aged	0.18644252055660973	6	816	124	3144	2021-02-03	Rising In-Person	0.1544295507299874	0.04847322907886599	0.36110318630031224	0.039746387558695334	0.306996617946303
Seniors	Seniors	2.6536203022875817	562	816	816	3144	2021-02-03	Rising In-Person	2.1979824659462133	2.3566775910315068	3.127859737878036	1.852085411099102	2.677329993033198
Adult	Adult	1.0342886659298243	9986	12528	12528	16256	2021-02-03	Persistent Low	1	1.027233204331537	1.0402521137837102	1	1
Adult	Pre-School	0.9222424963673658	258	12528	363	16256	2021-02-03	Persistent Low	0.891668377259332	0.8583558282159376	0.9697706449274397	0.8268339321079883	0.9392159804269199
Adult	School Aged	0.8928918645098465	1240	12528	1802	16256	2021-02-03	Persistent Low	0.8632907755081487	0.8737431956452035	0.9328502141298081	0.8438507177478971	0.9083940439068923
Adult	Seniors	0.8667093707535939	1044	12528	1563	16256	2021-02-03	Persistent Low	0.8379762819642069	0.8336303820284379	0.8927571699213167	0.8027214418572848	0.8644182878747502
Pre-School	Adult	0.9222424963673658	258	363	12528	16256	2021-02-03	Persistent Low	0.891668377259332	0.8583558282159376	0.9697706449274397	0.8268339321079883	0.9392159804269199
Pre-School	Pre-School	3.2075602000470522	26	363	363	16256	2021-02-03	Persistent Low	3.101223387344634	2.101168895460457	4.704025210012583	2.0334968562833873	4.524877230572621
Pre-School	School Aged	1.5407933639696327	62	363	1802	16256	2021-02-03	Persistent Low	1.4897130895120672	1.3234635687972172	1.7441478111312	1.2853451752313823	1.6822055985068731
Pre-School	Seniors	0.4870780744101281	17	363	1563	16256	2021-02-03	Persistent Low	0.47093049595805586	0.33948724068766367	0.6812820551656465	0.3278911958777947	0.6601678150528347
School Aged	Adult	0.8928918645098465	1240	1802	12528	16256	2021-02-03	Persistent Low	0.8632907755081487	0.8737431956452035	0.9328502141298081	0.8438507177478971	0.9083940439068923
School Aged	Pre-School	1.5407933639696327	62	1802	363	16256	2021-02-03	Persistent Low	1.4897130895120672	1.3234635687972172	1.7441478111312	1.2853451752313823	1.6822055985068731
School Aged	School Aged	1.9423876664354933	388	1802	1802	16256	2021-02-03	Persistent Low	1.877993765588922	1.7463896741961447	2.156284973856582	1.698137028495771	2.08787464560226
School Aged	Seniors	0.6464250640682884	112	1802	1563	16256	2021-02-03	Persistent Low	0.62499482529585	0.48036347574805516	0.7419069662647859	0.4659444455298888	0.7175215220931519
Seniors	Adult	0.8667093707535939	1044	1563	12528	16256	2021-02-03	Persistent Low	0.8379762819642069	0.8336303820284379	0.8927571699213167	0.8027214418572848	0.8644182878747502
Seniors	Pre-School	0.4870780744101281	17	1563	363	16256	2021-02-03	Persistent Low	0.47093049595805586	0.33948724068766367	0.6812820551656465	0.3278911958777947	0.6601678150528347
Seniors	School Aged	0.6464250640682884	112	1563	1802	16256	2021-02-03	Persistent Low	0.62499482529585	0.48036347574805516	0.7419069662647859	0.4659444455298888	0.7175215220931519
Seniors	Seniors	2.5951377197172785	390	1563	1563	16256	2021-02-03	Persistent Low	2.5091038944956945	2.3338558885248926	2.9794317917406374	2.259760764456701	2.8815095422636228
Adult	Adult	1.062404114486696	14796	20035	20035	28822	2021-02-03	Other	1	1.0564575967461212	1.0684329211242392	1	1
Adult	Pre-School	0.8473514942859979	354	20035	601	28822	2021-02-03	Other	0.7975792664313979	0.8029986954014923	0.9031068867158658	0.7553808004729725	0.8530643008605266
Adult	School Aged	0.9142759237517482	1402	20035	2206	28822	2021-02-03	Other	0.8605726496018735	0.8876078719933824	0.946360816935542	0.8323645566925839	0.8937575674719775
Adult	Seniors	0.8378901053590998	3483	20035	5980	28822	2021-02-03	Other	0.7886736261031229	0.8213200367644681	0.8487984486873973	0.7702868347008565	0.8010507118467468
Pre-School	Adult	0.8473514942859979	354	601	20035	28822	2021-02-03	Other	0.7975792664313979	0.8029986954014923	0.9031068867158658	0.7553808004729725	0.8530643008605266
Pre-School	Pre-School	6.2240054706382315	78	601	601	28822	2021-02-03	Other	5.85841619565393	5.415976232878877	8.023523428579196	5.103663962968436	7.539833141787179
Pre-School	School Aged	1.6956606019281855	78	601	2206	28822	2021-02-03	Other	1.5960598973653723	1.2992371127624547	1.8669295577013092	1.2243769304475838	1.7495564539347486
Pre-School	Seniors	0.7297767377670438	91	601	5980	28822	2021-02-03	Other	0.6869106847535486	0.6369685173324374	0.8553530479452627	0.5995626379071631	0.8079021505404415
School Aged	Adult	0.9142759237517482	1402	2206	20035	28822	2021-02-03	Other	0.8605726496018735	0.8876078719933824	0.946360816935542	0.8323645566925839	0.8937575674719775
School Aged	Pre-School	1.6956606019281855	78	2206	601	28822	2021-02-03	Other	1.5960598973653723	1.2992371127624547	1.8669295577013092	1.2243769304475838	1.7495564539347486
School Aged	School Aged	2.4519605312799757	414	2206	2206	28822	2021-02-03	Other	2.30793583895771	2.1842304081660764	2.763837726390599	2.0580998437680798	2.6012498913983504
School Aged	Seniors	0.6816666767738943	312	2206	5980	28822	2021-02-03	Other	0.6416265406720904	0.6214643409073399	0.7502090631487788	0.585802752526391	0.7053312905946434
Seniors	Adult	0.8378901053590998	3483	5980	20035	28822	2021-02-03	Other	0.7886736261031229	0.8213200367644681	0.8487984486873973	0.7702868347008565	0.8010507118467468
Seniors	Pre-School	0.7297767377670438	91	5980	601	28822	2021-02-03	Other	0.6869106847535486	0.6369685173324374	0.8553530479452627	0.5995626379071631	0.8079021505404415
Seniors	School Aged	0.6816666767738943	312	5980	2206	28822	2021-02-03	Other	0.6416265406720904	0.6214643409073399	0.7502090631487788	0.585802752526391	0.7053312905946434
Seniors	Seniors	1.687712357803604	2094	5980	5980	28822	2021-02-03	Other	1.5885785218546782	1.6235597451549642	1.758675640392573	1.5226790529614058	1.654799369190175
Adult	Adult	1.0338236757633759	6046	7619	7619	9926	2021-02-10	Persistent High	1	1.0267007414922382	1.0436125376177756	1	1
Adult	Pre-School	1.0692769070372727	87	7619	106	9926	2021-02-10	Persistent High	1.034293305623629	0.9313824021981425	1.1564175329336916	0.9046533410701803	1.116816274629764
Adult	School Aged	0.9136788217261159	796	7619	1135	9926	2021-02-10	Persistent High	0.8837859328878835	0.8857127288063462	0.9336790088769439	0.8527926699344905	0.9033047472070735
Adult	Seniors	0.843273099959689	690	7619	1066	9926	2021-02-10	Persistent High	0.815683679653608	0.7984230322466459	0.8913831033385327	0.766728596005057	0.8654935435808927
Pre-School	Adult	1.0692769070372727	87	106	7619	9926	2021-02-10	Persistent High	1.034293305623629	0.9313824021981425	1.1564175329336916	0.9046533410701803	1.116816274629764
Pre-School	Pre-School	1.7669099323602706	2	106	106	9926	2021-02-10	Persistent High	1.7091018263395676	1.5625e-4	5.543324082408706	1.5148726426435487e-4	5.34720310536559
Pre-School	School Aged	1.0725542348931927	13	106	1135	9926	2021-02-10	Persistent High	1.0374634089330739	0.6023495419179924	1.8750816924406213	0.58140740893008	1.8211210151987558
Pre-School	Seniors	0.351384119791851	4	106	1066	9926	2021-02-10	Persistent High	0.3398878629205206	0.15384969549512512	0.5374950847685144	0.1486999129155952	0.5223595350495156
School Aged	Adult	0.9136788217261159	796	1135	7619	9926	2021-02-10	Persistent High	0.8837859328878835	0.8857127288063462	0.9336790088769439	0.8527926699344905	0.9033047472070735
School Aged	Pre-School	1.0725542348931927	13	1135	106	9926	2021-02-10	Persistent High	1.0374634089330739	0.6023495419179924	1.8750816924406213	0.58140740893008	1.8211210151987558
School Aged	School Aged	1.6180876787828213	210	1135	1135	9926	2021-02-10	Persistent High	1.5651486000144315	1.5322938395232493	1.8095156486133486	1.475921344921794	1.7486398509126881
School Aged	Seniors	0.9516550817829426	116	1135	1066	9926	2021-02-10	Persistent High	0.9205197211993041	0.8303558335322001	1.0698632800728702	0.802764931660883	1.0347872929460686
Seniors	Adult	0.843273099959689	690	1066	7619	9926	2021-02-10	Persistent High	0.815683679653608	0.7984230322466459	0.8913831033385327	0.766728596005057	0.8654935435808927
Seniors	Pre-School	0.351384119791851	4	1066	106	9926	2021-02-10	Persistent High	0.3398878629205206	0.15384969549512512	0.5374950847685144	0.1486999129155952	0.5223595350495156
Seniors	School Aged	0.9516550817829426	116	1066	1135	9926	2021-02-10	Persistent High	0.9205197211993041	0.8303558335322001	1.0698632800728702	0.802764931660883	1.0347872929460686
Seniors	Seniors	2.236145186895656	256	1066	1066	9926	2021-02-10	Persistent High	2.1629850808402944	1.7998960126392014	2.5658248163779867	1.7451659916484505	2.4715083613514315
Adult	Adult	1.0612672468326534	6780	7259	7259	8248	2021-02-10	Rising In-Person	1	1.0464355599365787	1.0751791151817425	1	1
Adult	Pre-School	0.806735087477614	71	7259	100	8248	2021-02-10	Rising In-Person	0.7601620514392682	0.768012858353335	0.8986418686744398	0.7183691710557483	0.85362642301853
Adult	School Aged	0.7574970534661952	150	7259	225	8248	2021-02-10	Rising In-Person	0.7137665425244596	0.7127510403002022	0.8110359859450087	0.6720273403835093	0.7684014031333747
Adult	Seniors	0.441492862205123	258	7259	664	8248	2021-02-10	Rising In-Person	0.4160053591805044	0.39101613127819607	0.5142297126037991	0.3669636402538116	0.4900482290261504
Pre-School	Adult	0.806735087477614	71	100	7259	8248	2021-02-10	Rising In-Person	0.7601620514392682	0.768012858353335	0.8986418686744398	0.7183691710557483	0.85362642301853
Pre-School	Pre-School	9.8977	12	100	100	8248	2021-02-10	Rising In-Person	9.32630308674807	3.345047561074589	14.850071532175418	3.147555058255345	13.978995165176961
Pre-School	School Aged	3.6658222222222223	10	100	225	8248	2021-02-10	Rising In-Person	3.4541933082009737	1.0424319955194061	5.904042154192973	0.997051998017102	5.59153693329286
Pre-School	Seniors	0.8695331325301204	7	100	664	8248	2021-02-10	Rising In-Person	0.8193347482693333	0.1757748411995376	1.2468504525777253	0.16787610840092573	1.1859109624048474
School Aged	Adult	0.7574970534661952	150	225	7259	8248	2021-02-10	Rising In-Person	0.7137665425244596	0.7127510403002022	0.8110359859450087	0.6720273403835093	0.7684014031333747
School Aged	Pre-School	3.6658222222222223	10	225	100	8248	2021-02-10	Rising In-Person	3.4541933082009737	1.0424319955194061	5.904042154192973	0.997051998017102	5.59153693329286
School Aged	School Aged	6.516958024691358	40	225	225	8248	2021-02-10	Rising In-Person	6.140732265262295	5.1281223431926275	8.269740637872506	4.842485465923284	7.789858141628419
School Aged	Seniors	1.380194109772423	25	225	664	8248	2021-02-10	Rising In-Person	1.3005151283916518	1.0635978705859137	1.9211501298465803	1.0023141164881777	1.8260501157317752
Seniors	Adult	0.441492862205123	258	664	7259	8248	2021-02-10	Rising In-Person	0.4160053591805044	0.39101613127819607	0.5142297126037991	0.3669636402538116	0.4900482290261504
Seniors	Pre-School	0.8695331325301204	7	664	100	8248	2021-02-10	Rising In-Person	0.8193347482693333	0.1757748411995376	1.2468504525777253	0.16787610840092573	1.1859109624048474
Seniors	School Aged	1.380194109772423	25	664	225	8248	2021-02-10	Rising In-Person	1.3005151283916518	1.0635978705859137	1.9211501298465803	1.0023141164881777	1.8260501157317752
Seniors	Seniors	6.9965547430686605	374	664	664	8248	2021-02-10	Rising In-Person	6.592641734633611	5.651345034420974	8.41077940323439	5.255182962978285	7.993132514682638
Adult	Adult	1.0318461154271692	13402	16696	16696	21462	2021-02-10	Persistent Low	1	1.0253541706314795	1.0348179909895054	1	1
Adult	Pre-School	0.9228286231796241	369	16696	514	21462	2021-02-10	Persistent Low	0.8943471408986082	0.8973820865151454	0.9595236819875551	0.8677258534904615	0.9347826930849565
Adult	School Aged	0.9068002035873876	1559	16696	2210	21462	2021-02-10	Persistent Low	0.8788134102845224	0.8927245932856523	0.9292491053642525	0.863207416073251	0.9041159542204609
Adult	Seniors	0.8599094682487128	1366	16696	2042	21462	2021-02-10	Persistent Low	0.8333698750154453	0.8283442912066777	0.8871731704539979	0.8015465815546653	0.8653200556558562
Pre-School	Adult	0.9228286231796241	369	514	16696	21462	2021-02-10	Persistent Low	0.8943471408986082	0.8973820865151454	0.9595236819875551	0.8677258534904615	0.9347826930849565
Pre-School	Pre-School	2.4370580932338113	30	514	514	21462	2021-02-10	Persistent Low	2.3618425817544555	1.874440434403142	3.2231931249336148	1.8175325579956128	3.1297173553825433
Pre-School	School Aged	1.511489163160026	80	514	2210	21462	2021-02-10	Persistent Low	1.4648397087140186	1.2828707429997654	1.7007600627621138	1.2464598867471621	1.6445905292635743
Pre-School	Seniors	0.7156817722763599	35	514	2042	21462	2021-02-10	Persistent Low	0.693593513195597	0.5152509998274591	0.8639598371259555	0.5000710489404032	0.8373326398113277
School Aged	Adult	0.9068002035873876	1559	2210	16696	21462	2021-02-10	Persistent Low	0.8788134102845224	0.8927245932856523	0.9292491053642525	0.863207416073251	0.9041159542204609
School Aged	Pre-School	1.511489163160026	80	2210	514	21462	2021-02-10	Persistent Low	1.4648397087140186	1.2828707429997654	1.7007600627621138	1.2464598867471621	1.6445905292635743
School Aged	School Aged	1.7752808091562418	404	2210	2210	21462	2021-02-10	Persistent Low	1.7204898895425909	1.595627518182349	1.8927072824059552	1.5530791161821798	1.8326282003822503
School Aged	Seniors	0.7942162550245744	167	2210	2042	21462	2021-02-10	Persistent Low	0.7697041672689541	0.7499856224984676	0.8745775976022221	0.7294169037403849	0.848171671437506
Seniors	Adult	0.8599094682487128	1366	2042	16696	21462	2021-02-10	Persistent Low	0.8333698750154453	0.8283442912066777	0.8871731704539979	0.8015465815546653	0.8653200556558562
Seniors	Pre-School	0.7156817722763599	35	2042	514	21462	2021-02-10	Persistent Low	0.693593513195597	0.5152509998274591	0.8639598371259555	0.5000710489404032	0.8373326398113277
Seniors	School Aged	0.7942162550245744	167	2042	2210	21462	2021-02-10	Persistent Low	0.7697041672689541	0.7499856224984676	0.8745775976022221	0.7294169037403849	0.848171671437506
Seniors	Seniors	2.4397037817967635	474	2042	2042	21462	2021-02-10	Persistent Low	2.364406615793443	2.298556949725686	2.760999187767656	2.236881485767377	2.673429844480623
Adult	Adult	1.043247865784499	17284	23000	23000	31930	2021-02-10	Other	1	1.0364811951892627	1.0483497022976693	1	1
Adult	Pre-School	0.8575946728001187	362	23000	586	31930	2021-02-10	Other	0.8220430646701843	0.8160200559510302	0.883509010797026	0.7810478563712302	0.8488359203781364
Adult	School Aged	0.9343149070687344	1768	23000	2627	31930	2021-02-10	Other	0.8955828597513119	0.9234567180822522	0.9595714639409434	0.882080604314653	0.9221591397603381
Adult	Seniors	0.8707894912959823	3586	23000	5717	31930	2021-02-10	Other	0.834690891642676	0.8530057633543704	0.8893098393378491	0.8138727785129205	0.8563173315764114
Pre-School	Adult	0.8575946728001187	362	586	23000	31930	2021-02-10	Other	0.8220430646701843	0.8160200559510302	0.883509010797026	0.7810478563712302	0.8488359203781364
Pre-School	Pre-School	6.694780952602826	72	586	586	31930	2021-02-10	Other	6.417248644518914	4.868472388792561	8.573776399297213	4.6835513824151365	8.260993755158797
Pre-School	School Aged	1.4933923251713954	72	586	2627	31930	2021-02-10	Other	1.4314837098165525	1.1906619864347177	1.7406958986807064	1.1473086331319995	1.6690676666162811
Pre-School	Seniors	0.7624708894674347	80	586	5717	31930	2021-02-10	Other	0.7308626401014237	0.6711323564169984	0.8878090966212571	0.6411744004702697	0.8525754124968727
School Aged	Adult	0.9343149070687344	1768	2627	23000	31930	2021-02-10	Other	0.8955828597513119	0.9234567180822522	0.9595714639409434	0.882080604314653	0.9221591397603381
School Aged	Pre-School	1.4933923251713954	72	2627	586	31930	2021-02-10	Other	1.4314837098165525	1.1906619864347177	1.7406958986807064	1.1473086331319995	1.6690676666162811
School Aged	School Aged	2.091304335855771	452	2627	2627	31930	2021-02-10	Other	2.0046092634784896	1.890034586441597	2.2484828828265506	1.8140347553595175	2.157141566145424
School Aged	Seniors	0.7122221912235388	335	2627	5717	31930	2021-02-10	Other	0.682697002871857	0.649574644908409	0.7713019873106772	0.6232776390037277	0.7403854262944832
Seniors	Adult	0.8707894912959823	3586	5717	23000	31930	2021-02-10	Other	0.834690891642676	0.8530057633543704	0.8893098393378491	0.8138727785129205	0.8563173315764114
Seniors	Pre-School	0.7624708894674347	80	5717	586	31930	2021-02-10	Other	0.7308626401014237	0.6711323564169984	0.8878090966212571	0.6411744004702697	0.8525754124968727
Seniors	School Aged	0.7122221912235388	335	5717	2627	31930	2021-02-10	Other	0.682697002871857	0.649574644908409	0.7713019873106772	0.6232776390037277	0.7403854262944832
Seniors	Seniors	1.6764083894154125	1716	5717	5717	31930	2021-02-10	Other	1.606912838642417	1.5921579225152414	1.807804338162118	1.528200280882407	1.7275137216516296
Adult	Adult	1.0326193775458858	6856	8828	8828	11738	2021-02-17	Persistent High	1	1.0261396167587307	1.0393030898321032	1	1
Adult	Pre-School	1.0969481573780395	99	8828	120	11738	2021-02-17	Persistent High	1.062296700246936	1.0361756699976576	1.2140114555425123	1.003888342671248	1.1785775556108495
Adult	School Aged	0.9309273283069357	1011	8828	1444	11738	2021-02-17	Persistent High	0.9015202973620052	0.8988082708112117	0.9542464953401868	0.870064461535668	0.9268942998752909
Adult	Seniors	0.8515183857118139	862	8828	1346	11738	2021-02-17	Persistent High	0.8246198010883014	0.8324678631193487	0.886617135894634	0.8018134970464634	0.8620184397285919
Pre-School	Adult	1.0969481573780395	99	120	8828	11738	2021-02-17	Persistent High	1.062296700246936	1.0361756699976576	1.2140114555425123	1.003888342671248	1.1785775556108495
Pre-School	Pre-School	1.6303472222222222	2	120	120	11738	2021-02-17	Persistent High	1.5788462406127717	1.2274869149123235e-4	8.469600058992341	1.1868257013599392e-4	8.214838033223261
Pre-School	School Aged	0.9483668051708218	14	120	1444	11738	2021-02-17	Persistent High	0.9184088791987441	0.27911020600130765	1.266558700990672	0.2700542997297543	1.2237392785918322
Pre-School	Seniors	0.3633667657256067	5	120	1346	11738	2021-02-17	Persistent High	0.3518883856210223	0.15012057502169085	0.523109370929415	0.1459669765569061	0.5082397283354263
School Aged	Adult	0.9309273283069357	1011	1444	8828	11738	2021-02-17	Persistent High	0.9015202973620052	0.8988082708112117	0.9542464953401868	0.870064461535668	0.9268942998752909
School Aged	Pre-School	0.9483668051708218	14	1444	120	11738	2021-02-17	Persistent High	0.9184088791987441	0.27911020600130765	1.266558700990672	0.2700542997297543	1.2237392785918322
School Aged	School Aged	1.4861539007527567	264	1444	1444	11738	2021-02-17	Persistent High	1.4392078369522148	1.353804917314865	1.6315503681859438	1.3190981490719587	1.579695939275536
School Aged	Seniors	0.9360817730178265	155	1444	1346	11738	2021-02-17	Persistent High	0.9065119184984792	0.7898281022253817	1.0787685017831796	0.7657027438609509	1.0482883406974155
Seniors	Adult	0.8515183857118139	862	1346	8828	11738	2021-02-17	Persistent High	0.8246198010883014	0.8324678631193487	0.886617135894634	0.8018134970464634	0.8620184397285919
Seniors	Pre-School	0.3633667657256067	5	1346	120	11738	2021-02-17	Persistent High	0.3518883856210223	0.15012057502169085	0.523109370929415	0.1459669765569061	0.5082397283354263
Seniors	School Aged	0.9360817730178265	155	1346	1444	11738	2021-02-17	Persistent High	0.9065119184984792	0.7898281022253817	1.0787685017831796	0.7657027438609509	1.0482883406974155
Seniors	Seniors	2.0991772441155234	324	1346	1346	11738	2021-02-17	Persistent High	2.0328664072762317	1.7368128830727723	2.297009266305211	1.6863148691977436	2.2275205949083516
Adult	Adult	1.0256091039321036	13226	13935	13935	15058	2021-02-17	Rising In-Person	1	1.021988290143033	1.031147367602316	1	1
Adult	Pre-School	0.7011457229174712	85	13935	131	15058	2021-02-17	Rising In-Person	0.6836383571765641	0.6350448368242225	0.74535448254673	0.6182525874488033	0.7255937598253603
Adult	School Aged	0.7179253645021815	291	13935	438	15058	2021-02-17	Rising In-Person	0.6999990169253694	0.6671700169012569	0.7718845161232329	0.6514244519325268	0.7530370256084825
Adult	Seniors	0.6495235097454789	333	13935	554	15058	2021-02-17	Rising In-Person	0.6333051327793967	0.5308550453683427	0.7201628995917653	0.5147676849658634	0.7044169652897526
Pre-School	Adult	0.7011457229174712	85	131	13935	15058	2021-02-17	Rising In-Person	0.6836383571765641	0.6350448368242225	0.74535448254673	0.6182525874488033	0.7255937598253603
Pre-School	Pre-School	12.28442398461628	14	131	131	15058	2021-02-17	Rising In-Person	11.977686174507205	9.386164857252744	17.570569166666665	9.114362136243773	17.0973281451937
Pre-School	School Aged	5.248719021227648	20	131	438	15058	2021-02-17	Rising In-Person	5.117660326048665	3.464696817519399	7.222732412149666	3.376947515124378	7.051813056912103
Pre-School	Seniors	2.4898310689778707	12	131	554	15058	2021-02-17	Rising In-Person	2.4276608499593624	1.8149452272588742	3.904137095143068	1.7668113284022913	3.8180308096205886
School Aged	Adult	0.7179253645021815	291	438	13935	15058	2021-02-17	Rising In-Person	0.6999990169253694	0.6671700169012569	0.7718845161232329	0.6514244519325268	0.7530370256084825
School Aged	Pre-School	5.248719021227648	20	438	131	15058	2021-02-17	Rising In-Person	5.117660326048665	3.464696817519399	7.222732412149666	3.376947515124378	7.051813056912103
School Aged	School Aged	6.750218927878902	86	438	438	15058	2021-02-17	Rising In-Person	6.581668300329142	5.304127518077822	9.344478761340769	5.161626607517773	9.109075335640046
School Aged	Seniors	2.5442980070224026	41	438	554	15058	2021-02-17	Rising In-Person	2.4807677674347532	2.066814485466605	3.4262636638946975	2.0148126047148143	3.345389828783629
Seniors	Adult	0.6495235097454789	333	554	13935	15058	2021-02-17	Rising In-Person	0.6333051327793967	0.5308550453683427	0.7201628995917653	0.5147676849658634	0.7044169652897526
Seniors	Pre-School	2.4898310689778707	12	554	131	15058	2021-02-17	Rising In-Person	2.4276608499593624	1.8149452272588742	3.904137095143068	1.7668113284022913	3.8180308096205886
Seniors	School Aged	2.5442980070224026	41	554	438	15058	2021-02-17	Rising In-Person	2.4807677674347532	2.066814485466605	3.4262636638946975	2.0148126047148143	3.345389828783629
