x	y	RR	N_pairs	N_x	N_y	N_total	date
46-65y	46-65y	1.1184899472630123	142963	613156	613156	2941375	2021-10-10
46-65y	18-25y	0.9392634998981456	93964	613156	479903	2941375	2021-10-10
46-65y	6-17y	0.9554407467768302	84391	613156	423713	2941375	2021-10-10
46-65y	65-80y	1.086523791266887	39851	613156	175946	2941375	2021-10-10
46-65y	0-5y	0.9439204002414753	17708	613156	89994	2941375	2021-10-10
46-65y	26-45y	0.9821555712350236	228546	613156	1116279	2941375	2021-10-10
46-65y	81y+	1.0819070110141231	9559	613156	42384	2941375	2021-10-10
6-17y	46-65y	0.9554407467768302	84391	423713	613156	2941375	2021-10-10
6-17y	18-25y	0.8661052469040104	59875	423713	479903	2941375	2021-10-10
6-17y	6-17y	1.325867912539316	80927	423713	423713	2941375	2021-10-10
6-17y	65-80y	0.9325522867518565	23636	423713	175946	2941375	2021-10-10
6-17y	0-5y	1.0949655343957625	14195	423713	89994	2941375	2021-10-10
6-17y	26-45y	0.9390372074124966	151000	423713	1116279	2941375	2021-10-10
6-17y	81y+	0.9049174216540765	5525	423713	42384	2941375	2021-10-10
65-80y	46-65y	1.086523791266887	39851	175946	613156	2941375	2021-10-10
65-80y	18-25y	0.8940438142123475	25665	175946	479903	2941375	2021-10-10
65-80y	6-17y	0.9325522867518565	23636	175946	423713	2941375	2021-10-10
65-80y	65-80y	1.5885536939046736	16719	175946	175946	2941375	2021-10-10
65-80y	0-5y	0.9412572789832769	5067	175946	89994	2941375	2021-10-10
65-80y	26-45y	0.9607756419141494	64154	175946	1116279	2941375	2021-10-10
65-80y	81y+	1.649897340849075	4183	175946	42384	2941375	2021-10-10
81y+	46-65y	1.0819070110141231	9559	42384	613156	2941375	2021-10-10
81y+	18-25y	0.8576753237247209	5931	42384	479903	2941375	2021-10-10
81y+	6-17y	0.9049174216540765	5525	42384	423713	2941375	2021-10-10
81y+	65-80y	1.649897340849075	4183	42384	175946	2941375	2021-10-10
81y+	0-5y	0.9824361363929861	1274	42384	89994	2941375	2021-10-10
81y+	26-45y	0.907049510195553	14590	42384	1116279	2941375	2021-10-10
81y+	81y+	5.059469642325159	3090	42384	42384	2941375	2021-10-10
0-5y	26-45y	0.9918157740274294	31200	84421	986557	2647580	2021-11-07
0-5y	0-5y	1.6468188847917362	4433	84421	84421	2647580	2021-11-07
0-5y	81y+	0.9929765047213122	1378	84421	43522	2647580	2021-11-07
0-5y	46-65y	0.9453598395807679	17260	84421	572588	2647580	2021-11-07
0-5y	65-80y	0.9381148402652348	4869	84421	162773	2647580	2021-11-07
0-5y	18-25y	0.9064402053404425	12055	84421	417087	2647580	2021-11-07
0-5y	6-17y	1.0897373114952502	13226	84421	380632	2647580	2021-11-07
18-25y	26-45y	0.9823093363990856	152668	417087	986557	2647580	2021-11-07
18-25y	0-5y	0.9064402053404425	12055	417087	84421	2647580	2021-11-07
18-25y	81y+	0.8599457773206743	5896	417087	43522	2647580	2021-11-07
18-25y	46-65y	0.954704760552191	86117	417087	572588	2647580	2021-11-07
18-25y	65-80y	0.900576117627697	23093	417087	162773	2647580	2021-11-07
18-25y	18-25y	1.2849687726702894	84430	417087	417087	2647580	2021-11-07
18-25y	6-17y	0.8748905102304921	52461	417087	380632	2647580	2021-11-07
26-45y	26-45y	1.0482221392810243	385344	986557	986557	2647580	2021-11-07
26-45y	0-5y	0.9918157740274294	31200	986557	84421	2647580	2021-11-07
26-45y	81y+	0.893051687404851	14483	986557	43522	2647580	2021-11-07
26-45y	46-65y	0.9889382637378277	211001	986557	572588	2647580	2021-11-07
26-45y	65-80y	0.9512567987415956	57697	986557	162773	2647580	2021-11-07
26-45y	18-25y	0.9823093363990856	152668	986557	417087	2647580	2021-11-07
26-45y	6-17y	0.9473370803695798	134364	986557	380632	2647580	2021-11-07
46-65y	26-45y	0.9889382637378277	211001	572588	986557	2647580	2021-11-07
46-65y	0-5y	0.9453598395807679	17260	572588	84421	2647580	2021-11-07
46-65y	81y+	1.0112154712283437	9518	572588	43522	2647580	2021-11-07
46-65y	46-65y	1.1036098236686949	136663	572588	572588	2647580	2021-11-07
46-65y	65-80y	1.0499773836160302	36962	572588	162773	2647580	2021-11-07
46-65y	18-25y	0.954704760552191	86117	572588	417087	2647580	2021-11-07
46-65y	6-17y	0.947658430818953	78010	572588	380632	2647580	2021-11-07
6-17y	26-45y	0.9473370803695798	134364	380632	986557	2647580	2021-11-07
6-17y	0-5y	1.0897373114952502	13226	380632	84421	2647580	2021-11-07
6-17y	81y+	0.8536061358305198	5341	380632	43522	2647580	2021-11-07
6-17y	46-65y	0.947658430818953	78010	380632	572588	2647580	2021-11-07
6-17y	65-80y	0.923883299264307	21620	380632	162773	2647580	2021-11-07
6-17y	18-25y	0.8748905102304921	52461	380632	417087	2647580	2021-11-07
6-17y	6-17y	1.298382281292281	71050	380632	380632	2647580	2021-11-07
65-80y	26-45y	0.9512567987415956	57697	162773	986557	2647580	2021-11-07
65-80y	0-5y	0.9381148402652348	4869	162773	84421	2647580	2021-11-07
65-80y	81y+	1.624230274943936	4346	162773	43522	2647580	2021-11-07
65-80y	46-65y	1.0499773836160302	36962	162773	572588	2647580	2021-11-07
65-80y	65-80y	1.5386812844557336	15398	162773	162773	2647580	2021-11-07
65-80y	18-25y	0.900576117627697	23093	162773	417087	2647580	2021-11-07
65-80y	6-17y	0.923883299264307	21620	162773	380632	2647580	2021-11-07
81y+	26-45y	0.893051687404851	14483	43522	986557	2647580	2021-11-07
81y+	0-5y	0.9929765047213122	1378	43522	84421	2647580	2021-11-07
81y+	81y+	4.983000568708794	3565	43522	43522	2647580	2021-11-07
81y+	46-65y	1.0112154712283437	9518	43522	572588	2647580	2021-11-07
81y+	65-80y	1.624230274943936	4346	43522	162773	2647580	2021-11-07
81y+	18-25y	0.8599457773206743	5896	43522	417087	2647580	2021-11-07
81y+	6-17y	0.8536061358305198	5341	43522	380632	2647580	2021-11-07
0-5y	26-45y	0.9933688511075937	28097	76545	870578	2355999	2021-12-05
0-5y	0-5y	1.7612279038652454	4380	76545	76545	2355999	2021-12-05
0-5y	81y+	0.9406204660756797	1390	76545	45484	2355999	2021-12-05
0-5y	46-65y	0.9295213611891854	15996	76545	529676	2355999	2021-12-05
0-5y	65-80y	0.9148106144474025	4663	76545	156889	2355999	2021-12-05
0-5y	6-17y	1.1131047725877934	11623	76545	321396	2355999	2021-12-05
0-5y	18-25y	0.9002626691584118	10396	76545	355431	2355999	2021-12-05
18-25y	26-45y	0.9828057810763806	129079	355431	870578	2355999	2021-12-05
18-25y	0-5y	0.9002626691584118	10396	355431	76545	2355999	2021-12-05
18-25y	81y+	0.8544389579512345	5863	355431	45484	2355999	2021-12-05
18-25y	46-65y	0.963958028721327	77028	355431	529676	2355999	2021-12-05
18-25y	65-80y	0.9118407392016056	21582	355431	156889	2355999	2021-12-05
18-25y	6-17y	0.8848858231730399	42905	355431	321396	2355999	2021-12-05
18-25y	18-25y	1.2830776295955875	68800	355431	355431	2355999	2021-12-05
26-45y	26-45y	1.054120056956893	339102	870578	870578	2355999	2021-12-05
26-45y	0-5y	0.9933688511075937	28097	870578	76545	2355999	2021-12-05
26-45y	81y+	0.8737409967552837	14685	870578	45484	2355999	2021-12-05
26-45y	46-65y	0.9835254362537513	192499	870578	529676	2355999	2021-12-05
26-45y	65-80y	0.9358164432540953	54252	870578	156889	2355999	2021-12-05
26-45y	6-17y	0.9592560503214804	113922	870578	321396	2355999	2021-12-05
26-45y	18-25y	0.9828057810763806	129079	870578	355431	2355999	2021-12-05
46-65y	26-45y	0.9835254362537513	192499	529676	870578	2355999	2021-12-05
46-65y	0-5y	0.9295213611891854	15996	529676	76545	2355999	2021-12-05
46-65y	81y+	0.9728411497811195	9948	529676	45484	2355999	2021-12-05
46-65y	46-65y	1.0935925610615818	130227	529676	529676	2355999	2021-12-05
46-65y	65-80y	1.0148615790411708	35796	529676	156889	2355999	2021-12-05
46-65y	6-17y	0.9532180480375855	68876	529676	321396	2355999	2021-12-05
46-65y	18-25y	0.963958028721327	77028	529676	355431	2355999	2021-12-05
6-17y	26-45y	0.9592560503214804	113922	321396	870578	2355999	2021-12-05
6-17y	0-5y	1.1131047725877934	11623	321396	76545	2355999	2021-12-05
6-17y	81y+	0.820500935650329	5091	321396	45484	2355999	2021-12-05
6-17y	46-65y	0.9532180480375855	68876	321396	529676	2355999	2021-12-05
6-17y	65-80y	0.8921056956590565	19093	321396	156889	2355999	2021-12-05
6-17y	6-17y	1.344530347810526	58949	321396	321396	2355999	2021-12-05
6-17y	18-25y	0.8848858231730399	42905	321396	355431	2355999	2021-12-05
65-80y	26-45y	0.9358164432540953	54252	156889	870578	2355999	2021-12-05
65-80y	0-5y	0.9148106144474025	4663	156889	76545	2355999	2021-12-05
65-80y	81y+	1.5999535188589518	4846	156889	45484	2355999	2021-12-05
65-80y	46-65y	1.0148615790411708	35796	156889	529676	2355999	2021-12-05
65-80y	65-80y	1.5133850893539964	15811	156889	156889	2355999	2021-12-05
65-80y	6-17y	0.8921056956590565	19093	156889	321396	2355999	2021-12-05
65-80y	18-25y	0.9118407392016056	21582	156889	355431	2355999	2021-12-05
81y+	26-45y	0.8737409967552837	14685	45484	870578	2355999	2021-12-05
81y+	0-5y	0.9406204660756797	1390	45484	76545	2355999	2021-12-05
81y+	81y+	5.3855134408300485	4729	45484	45484	2355999	2021-12-05
81y+	46-65y	0.9728411497811195	9948	45484	529676	2355999	2021-12-05
81y+	65-80y	1.5999535188589518	4846	45484	156889	2355999	2021-12-05
81y+	6-17y	0.820500935650329	5091	45484	321396	2355999	2021-12-05
81y+	18-25y	0.8544389579512345	5863	45484	355431	2355999	2021-12-05
0-5y	26-45y	0.9901153841263338	25738	69493	818687	2188618	2022-01-02
0-5y	0-5y	1.8078062439610514	3989	69493	69493	2188618	2022-01-02
0-5y	46-65y	0.9250898453381922	14635	69493	498239	2188618	2022-01-02
0-5y	81y+	0.890757800910202	1223	69493	43241	2188618	2022-01-02
0-5y	65-80y	0.9148011759275623	4288	69493	147624	2188618	2022-01-02
0-5y	18-25y	0.8963805753229245	9390	69493	329915	2188618	2022-01-02
0-5y	6-17y	1.1448566851616335	10230	69493	281419	2188618	2022-01-02
18-25y	26-45y	0.9866388605529915	121761	329915	818687	2188618	2022-01-02
18-25y	0-5y	0.8963805753229245	9390	329915	69493	2188618	2022-01-02
18-25y	46-65y	0.9577104103717415	71929	329915	498239	2188618	2022-01-02
18-25y	81y+	0.8307505490497427	5415	329915	43241	2188618	2022-01-02
18-25y	65-80y	0.8883286492059143	19768	329915	147624	2188618	2022-01-02
18-25y	18-25y	1.2861188050666288	63961	329915	329915	2188618	2022-01-02
18-25y	6-17y	0.8907757718463978	37788	329915	281419	2188618	2022-01-02
26-45y	26-45y	1.0583891232448353	324124	818687	818687	2188618	2022-01-02
26-45y	0-5y	0.9901153841263338	25738	818687	69493	2188618	2022-01-02
26-45y	46-65y	0.9744592376415188	181614	818687	498239	2188618	2022-01-02
26-45y	81y+	0.8493366317318912	13738	818687	43241	2188618	2022-01-02
26-45y	65-80y	0.9211337408070202	50866	818687	147624	2188618	2022-01-02
26-45y	18-25y	0.9866388605529915	121761	818687	329915	2188618	2022-01-02
26-45y	6-17y	0.9677284066606282	101872	818687	281419	2188618	2022-01-02
46-65y	26-45y	0.9744592376415188	181614	498239	818687	2188618	2022-01-02
46-65y	0-5y	0.9250898453381922	14635	498239	69493	2188618	2022-01-02
46-65y	46-65y	1.0876521225438471	123366	498239	498239	2188618	2022-01-02
46-65y	81y+	0.9765521956773281	9613	498239	43241	2188618	2022-01-02
46-65y	65-80y	1.0114378930900054	33991	498239	147624	2188618	2022-01-02
46-65y	18-25y	0.9577104103717415	71929	498239	329915	2188618	2022-01-02
46-65y	6-17y	0.9648006237908653	61810	498239	281419	2188618	2022-01-02
6-17y	26-45y	0.9677284066606282	101872	281419	818687	2188618	2022-01-02
6-17y	0-5y	1.1448566851616335	10230	281419	69493	2188618	2022-01-02
6-17y	46-65y	0.9648006237908653	61810	281419	498239	2188618	2022-01-02
6-17y	81y+	0.7931574571457726	4410	281419	43241	2188618	2022-01-02
6-17y	65-80y	0.8818385734845962	16739	281419	147624	2188618	2022-01-02
6-17y	18-25y	0.8907757718463978	37788	281419	329915	2188618	2022-01-02
6-17y	6-17y	1.3780585451749983	49866	281419	281419	2188618	2022-01-02
65-80y	26-45y	0.9211337408070202	50866	147624	818687	2188618	2022-01-02
65-80y	0-5y	0.9148011759275623	4288	147624	69493	2188618	2022-01-02
65-80y	46-65y	1.0114378930900054	33991	147624	498239	2188618	2022-01-02
65-80y	81y+	1.6519011848794187	4818	147624	43241	2188618	2022-01-02
65-80y	65-80y	1.5613584853161306	15547	147624	147624	2188618	2022-01-02
65-80y	18-25y	0.8883286492059143	19768	147624	329915	2188618	2022-01-02
65-80y	6-17y	0.8818385734845962	16739	147624	281419	2188618	2022-01-02
81y+	26-45y	0.8493366317318912	13738	43241	818687	2188618	2022-01-02
81y+	0-5y	0.890757800910202	1223	43241	69493	2188618	2022-01-02
81y+	46-65y	0.9765521956773281	9613	43241	498239	2188618	2022-01-02
81y+	81y+	5.67467665000406	4848	43241	43241	2188618	2022-01-02
81y+	65-80y	1.6519011848794187	4818	43241	147624	2188618	2022-01-02
81y+	18-25y	0.8307505490497427	5415	43241	329915	2188618	2022-01-02
81y+	6-17y	0.7931574571457726	4410	43241	281419	2188618	2022-01-02
0-5y	81y+	0.8521299701893075	1377	72048	55315	2466248	2022-01-30
0-5y	26-45y	0.984091311590982	27036	72048	940420	2466248	2022-01-30
0-5y	0-5y	1.798761139594417	3786	72048	72048	2466248	2022-01-30
0-5y	18-25y	0.9159864571130597	9721	72048	363276	2466248	2022-01-30
0-5y	6-17y	1.2043750428021267	9718	72048	276204	2466248	2022-01-30
0-5y	65-80y	0.8956108564112915	4750	72048	181547	2466248	2022-01-30
0-5y	46-65y	0.9283274954177295	15660	72048	577438	2466248	2022-01-30
18-25y	81y+	0.8127300146807414	6622	363276	55315	2466248	2022-01-30
18-25y	26-45y	0.9842482639207324	136341	363276	940420	2466248	2022-01-30
18-25y	0-5y	0.9159864571130597	9721	363276	72048	2466248	2022-01-30
18-25y	18-25y	1.2799052374615958	68488	363276	363276	2466248	2022-01-30
18-25y	6-17y	0.918824588007478	37382	363276	276204	2466248	2022-01-30
18-25y	65-80y	0.876346628648387	23435	363276	181547	2466248	2022-01-30
18-25y	46-65y	0.957086287990723	81406	363276	577438	2466248	2022-01-30
26-45y	81y+	0.8615385218429649	18172	940420	55315	2466248	2022-01-30
26-45y	26-45y	1.0546594793324886	378198	940420	940420	2466248	2022-01-30
26-45y	0-5y	0.984091311590982	27036	940420	72048	2466248	2022-01-30
26-45y	18-25y	0.9842482639207324	136341	940420	363276	2466248	2022-01-30
26-45y	6-17y	0.9788928718572529	103098	940420	276204	2466248	2022-01-30
26-45y	65-80y	0.9197595466498707	63672	940420	181547	2466248	2022-01-30
26-45y	46-65y	0.9769404912005468	215109	940420	577438	2466248	2022-01-30
46-65y	81y+	0.985773927075858	12767	577438	55315	2466248	2022-01-30
46-65y	26-45y	0.9769404912005468	215109	577438	940420	2466248	2022-01-30
46-65y	0-5y	0.9283274954177295	15660	577438	72048	2466248	2022-01-30
46-65y	18-25y	0.957086287990723	81406	577438	363276	2466248	2022-01-30
46-65y	6-17y	0.978686008054342	63291	577438	276204	2466248	2022-01-30
46-65y	65-80y	1.0108281798689545	42967	577438	181547	2466248	2022-01-30
46-65y	46-65y	1.0729874811220457	145067	577438	577438	2466248	2022-01-30
6-17y	81y+	0.7945211727766588	4922	276204	55315	2466248	2022-01-30
6-17y	26-45y	0.9788928718572529	103098	276204	940420	2466248	2022-01-30
6-17y	0-5y	1.2043750428021267	9718	276204	72048	2466248	2022-01-30
6-17y	18-25y	0.918824588007478	37382	276204	363276	2466248	2022-01-30
6-17y	6-17y	1.3963368128967197	43193	276204	276204	2466248	2022-01-30
6-17y	65-80y	0.8638555623417357	17564	276204	181547	2466248	2022-01-30
6-17y	46-65y	0.978686008054342	63291	276204	577438	2466248	2022-01-30
65-80y	81y+	1.5464591265133991	6297	181547	55315	2466248	2022-01-30
65-80y	26-45y	0.9197595466498707	63672	181547	940420	2466248	2022-01-30
65-80y	0-5y	0.8956108564112915	4750	181547	72048	2466248	2022-01-30
65-80y	18-25y	0.876346628648387	23435	181547	363276	2466248	2022-01-30
65-80y	6-17y	0.8638555623417357	17564	181547	276204	2466248	2022-01-30
65-80y	65-80y	1.4537398228284788	19428	181547	181547	2466248	2022-01-30
65-80y	46-65y	1.0108281798689545	42967	181547	577438	2466248	2022-01-30
81y+	81y+	5.090882037563062	6316	55315	55315	2466248	2022-01-30
81y+	26-45y	0.8615385218429649	18172	55315	940420	2466248	2022-01-30
81y+	0-5y	0.8521299701893075	1377	55315	72048	2466248	2022-01-30
81y+	18-25y	0.8127300146807414	6622	55315	363276	2466248	2022-01-30
81y+	6-17y	0.7945211727766588	4922	55315	276204	2466248	2022-01-30
81y+	65-80y	1.5464591265133991	6297	55315	181547	2466248	2022-01-30
81y+	46-65y	0.985773927075858	12767	55315	577438	2466248	2022-01-30
0-5y	6-17y	1.194142204487271	9422	81075	277336	2849746	2022-02-27
0-5y	18-25y	0.9312994669409778	10665	81075	402523	2849746	2022-02-27
0-5y	26-45y	0.9936150121339656	30676	81075	1085175	2849746	2022-02-27
0-5y	0-5y	1.6023751479336077	3696	81075	81075	2849746	2022-02-27
0-5y	46-65y	0.9495399315149567	18731	81075	693373	2849746	2022-02-27
0-5y	81y+	0.8554176670391059	1813	81075	74497	2849746	2022-02-27
0-5y	65-80y	0.9052487648578857	6072	81075	235767	2849746	2022-02-27
18-25y	6-17y	0.9563132299464575	37462	402523	277336	2849746	2022-02-27
18-25y	18-25y	1.2715663321242368	72296	402523	402523	2849746	2022-02-27
18-25y	26-45y	0.9907842308391749	151867	402523	1085175	2849746	2022-02-27
18-25y	0-5y	0.9312994669409778	10665	402523	81075	2849746	2022-02-27
18-25y	46-65y	0.953510871089608	93385	402523	693373	2849746	2022-02-27
18-25y	81y+	0.800467066668773	8423	402523	74497	2849746	2022-02-27
18-25y	65-80y	0.8646682602016338	28795	402523	235767	2849746	2022-02-27
26-45y	6-17y	0.9945293989199236	105031	1085175	277336	2849746	2022-02-27
26-45y	18-25y	0.9907842308391749	151867	1085175	402523	2849746	2022-02-27
26-45y	26-45y	1.0489181302927677	433446	1085175	1085175	2849746	2022-02-27
26-45y	0-5y	0.9936150121339656	30676	1085175	81075	2849746	2022-02-27
26-45y	46-65y	0.9845875227280639	259965	1085175	693373	2849746	2022-02-27
26-45y	81y+	0.8398828748797204	23826	1085175	74497	2849746	2022-02-27
26-45y	65-80y	0.9275959780718116	83279	1085175	235767	2849746	2022-02-27
46-65y	6-17y	0.9912009520315251	66885	693373	277336	2849746	2022-02-27
46-65y	18-25y	0.953510871089608	93385	693373	402523	2849746	2022-02-27
46-65y	26-45y	0.9845875227280639	259965	693373	1085175	2849746	2022-02-27
46-65y	0-5y	0.9495399315149567	18731	693373	81075	2849746	2022-02-27
46-65y	46-65y	1.0599810605377218	178824	693373	693373	2849746	2022-02-27
46-65y	81y+	0.9672899495518841	17533	693373	74497	2849746	2022-02-27
46-65y	65-80y	1.0125412521464436	58084	693373	235767	2849746	2022-02-27
6-17y	6-17y	1.3397077481562547	36159	277336	277336	2849746	2022-02-27
6-17y	18-25y	0.9563132299464575	37462	277336	402523	2849746	2022-02-27
6-17y	26-45y	0.9945293989199236	105031	277336	1085175	2849746	2022-02-27
6-17y	0-5y	1.194142204487271	9422	277336	81075	2849746	2022-02-27
6-17y	46-65y	0.9912009520315251	66885	277336	693373	2849746	2022-02-27
6-17y	81y+	0.7852398023920738	5693	277336	74497	2849746	2022-02-27
6-17y	65-80y	0.8842985948907909	20290	277336	235767	2849746	2022-02-27
65-80y	6-17y	0.8842985948907909	20290	235767	277336	2849746	2022-02-27
65-80y	18-25y	0.8646682602016338	28795	235767	402523	2849746	2022-02-27
65-80y	26-45y	0.9275959780718116	83279	235767	1085175	2849746	2022-02-27
65-80y	0-5y	0.9052487648578857	6072	235767	81075	2849746	2022-02-27
65-80y	46-65y	1.0125412521464436	58084	235767	693373	2849746	2022-02-27
65-80y	81y+	1.4323418320726995	8828	235767	74497	2849746	2022-02-27
65-80y	65-80y	1.326694187806979	25878	235767	235767	2849746	2022-02-27
81y+	6-17y	0.7852398023920738	5693	74497	277336	2849746	2022-02-27
81y+	18-25y	0.800467066668773	8423	74497	402523	2849746	2022-02-27
81y+	26-45y	0.8398828748797204	23826	74497	1085175	2849746	2022-02-27
81y+	0-5y	0.8554176670391059	1813	74497	81075	2849746	2022-02-27
81y+	46-65y	0.9672899495518841	17533	74497	693373	2849746	2022-02-27
81y+	81y+	4.387224156517805	8544	74497	74497	2849746	2022-02-27
81y+	65-80y	1.4323418320726995	8828	74497	235767	2849746	2022-02-27
0-5y	46-65y	0.9537105605579351	20269	81936	786862	3033595	2022-03-27
0-5y	81y+	0.8592658628117995	1991	81936	85788	3033595	2022-03-27
0-5y	65-80y	0.9069336003966243	6845	81936	279435	3033595	2022-03-27
0-5y	18-25y	0.97491935846348865	10395	81936	394765	3033595	2022-03-27
0-5y	6-17y	1.1677459537510033	8397	81936	266231	3033595	2022-03-27
0-5y	26-45y	0.9977086074668474	30682	81936	1138578	3033595	2022-03-27
0-5y	0-5y	1.5169086370905898	3357	81936	81936	3033595	2022-03-27
18-25y	46-65y	0.9595176006334064	98250	394765	786862	3033595	2022-03-27
18-25y	81y+	0.8539294837524045	9533	394765	85788	3033595	2022-03-27
18-25y	65-80y	0.8939537455235452	32507	394765	279435	3033595	2022-03-27
18-25y	18-25y	1.227302538050995	63048	394765	394765	3033595	2022-03-27
18-25y	6-17y	0.9924107760575708	34382	394765	266231	3033595	2022-03-27
