x	y	RR	N_pairs	N_x	N_y	N_total	nb_dist	euclid_dist
Hawaii	Maryland	0.5799739812545098	1828	229158	497088	36141038	NA	7730.791801382619
Hawaii	Connecticut	0.457866285106318	1356	229158	467075	36141038	NA	8013.7021340443425
Hawaii	Massachusetts	0.25625083391085907	2772	229158	1706057	36141038	NA	8074.734126074308
Hawaii	Oregon	1.2035041446426058	2553	229158	334556	36141038	NA	4222.832017410367
Hawaii	Indiana	0.541646590503997	721	229158	209935	36141038	NA	6908.645599664298
Hawaii	Maine	0.21214551376557628	178	229158	132328	36141038	NA	8202.229124697551
Hawaii	Idaho	0.43229865805018813	434	229158	158333	36141038	NA	4675.085305615962
Hawaii	Washington	1.0369811094167194	6198	229158	942641	36141038	NA	4414.8291068474555
Hawaii	New Mexico	2.348678575138052	3876	229158	260271	36141038	NA	5149.637157258277
Hawaii	South Carolina	0.6244335000235774	714	229158	180334	36141038	NA	7464.471170658975
Hawaii	Arkansas	0.2759004426862715	239	229158	136619	36141038	NA	6399.58715756837
Hawaii	West Virginia	0.39834680709611187	386	229158	152824	36141038	NA	7407.380221890845
Idaho	Wisconsin	0.3521965953430486	835	158333	541166	36141038	4	1945.7088168338885
Idaho	New Jersey	0.18586062128468395	570	158333	700030	36141038	7	3286.8799967539276
Idaho	Tennessee	0.3603754313684291	406	158333	257158	36141038	4	2566.642986447453
Idaho	Kansas	0.4822642403470121	253	158333	119747	36141038	3	1498.5630343949942
Idaho	Texas	0.3734580812479614	2539	158333	1551851	36141038	3	1956.2683778355424
Idaho	Ohio	0.43679891262130305	542	158333	283235	36141038	5	2637.66733371154
Idaho	Arizona	0.6356236170521619	2146	158333	770653	36141038	2	1148.6111578695372
Idaho	Iowa	0.7731400493430051	506	158333	149390	36141038	3	1724.995064085205
Idaho	Louisiana	0.5925557046176255	641	158333	246921	36141038	4	2466.5459694380293
Idaho	Rhode Island	0.12640922621758455	125	158333	225715	36141038	9	3473.15085578795
Idaho	Utah	3.431008436395213	9526	158333	633750	36141038	1	611.5445851556838
Idaho	Virginia	0.2529161536016433	579	158333	522554	36141038	5	3074.467782053434
Idaho	New York	0.2583735383169306	2438	158333	2153847	36141038	7	3120.52175506978
Idaho	Wyoming	0.7929171200537524	1397	158333	402159	36141038	1	587.3523782296686
Idaho	Kentucky	0.27700634217972375	129	158333	106299	36141038	4	2560.215618225257
Idaho	Oklahoma	0.4994145014284716	220	158333	100552	36141038	3	1748.7356319934552
Idaho	Illinois	1.481584946695715	3844	158333	592224	36141038	4	2138.5598969133544
Idaho	California	0.5695905597983	13902	158333	5571135	36141038	2	895.4222053133809
Idaho	Colorado	0.4860826735457094	3741	158333	1756737	36141038	2	958.7959116045032
Idaho	Delaware	0.190599370020996	107	158333	128142	36141038	7	3271.1986137101408
Idaho	Hawaii	0.43229865805018813	434	158333	229158	36141038	NA	4675.085305615962
Idaho	Alabama	0.8781387871940655	358	158333	93057	36141038	5	2718.1572970001635
Idaho	North Dakota	0.7751074821976496	572	158333	168447	36141038	2	1145.7763973503304
Idaho	Mississippi	0.4121440269800599	121	158333	67014	36141038	5	2509.6863570047494
Idaho	Michigan	0.4352356552213832	1391	158333	729511	36141038	5	2312.5018172150913
Idaho	Missouri	1.0199985160861005	765	158333	171195	36141038	3	1958.255905680932
Idaho	North Carolina	0.29423044970975326	941	158333	730014	36141038	5	3131.47895438861
Idaho	Nebraska	0.525270345561541	336	158333	146011	36141038	2	1244.082784042769
Idaho	Montana	3.72392773155152	2417	158333	148151	36141038	1	489.5258093018341
Idaho	Pennsylvania	0.275983894266883	526	158333	435042	36141038	6	3011.478705669742
Idaho	Florida	0.33822510526924776	1808	158333	1220174	36141038	6	3333.3399269378124
Idaho	Minnesota	0.3217756452802544	1735	158333	1230766	36141038	3	1597.8439841755703
Idaho	South Dakota	0.6599046392084899	147	158333	50847	36141038	2	1141.516485620253
Idaho	New Hampshire	0.15390682714640358	68	158333	100851	36141038	9	3401.8390966666266
Idaho	Nevada	0.7928007677170509	1267	158333	364789	36141038	1	582.7996135700312
Idaho	Vermont	0.09036793885156096	102	158333	257641	36141038	8	3306.240318166241
Idaho	Alaska	1.8018315002085303	434	158333	54980	36141038	NA	3203.244388610094
Idaho	District of Columbia	0.2906728732408	157	158333	123289	36141038	6	3154.253592540311
Idaho	Georgia	0.4513620453625703	683	158333	345402	36141038	5	2985.2890526267697
Idaho	Maryland	0.30444540973433415	663	158333	497088	36141038	6	3168.4884137335193
Idaho	Connecticut	0.191570496877442	392	158333	467075	36141038	8	3383.4056433165338
Idaho	Massachusetts	0.15921449566179402	1190	158333	1706057	36141038	8	3432.983072034017
Idaho	Oregon	1.9322068040682328	2832	158333	334556	36141038	1	476.8177464686321
Idaho	Indiana	0.6175792096700746	568	158333	209935	36141038	5	2375.990123978933
Idaho	Maine	0.2104443465627594	122	158333	132328	36141038	10	3530.4347769371025
Idaho	Idaho	116.15317996832717	80570	158333	158333	36141038	0	0
Idaho	Washington	2.3231784464962724	9594	158333	942641	36141038	1	563.8064036030621
Idaho	New Mexico	0.4086855825456847	466	158333	260271	36141038	2	1323.550896422369
Idaho	South Carolina	0.2708727635395718	214	158333	180334	36141038	6	3104.997651543269
Idaho	Arkansas	0.28737337330613855	172	158333	136619	36141038	4	2160.5733031928016
Idaho	West Virginia	0.3330753412512495	223	158333	152824	36141038	5	2879.1674651723506
Illinois	Wisconsin	2.955186212338078	26206	592224	541166	36141038	1	513.7748462433194
Illinois	New Jersey	0.912734881096953	10470	592224	700030	36141038	4	1234.6645090629245
Illinois	Tennessee	1.2349570872967706	5204	592224	257158	36141038	2	527.8969810440049
Illinois	Kansas	1.4508998761765255	2847	592224	119747	36141038	2	808.5768513131387
Illinois	Texas	0.855153311241302	21746	592224	1551851	36141038	3	1318.9943205089587
Illinois	Ohio	1.4644851398020169	6797	592224	283235	36141038	2	544.6033002064734
Illinois	Arizona	1.1718934185258392	14799	592224	770653	36141038	4	2084.800153101261
Illinois	Iowa	3.1381044445413004	7682	592224	149390	36141038	1	425.41927762484846
Illinois	Louisiana	0.8929446772767229	3613	592224	246921	36141038	3	1030.4526757827716
Illinois	Rhode Island	0.5937266360718279	2196	592224	225715	36141038	6	1492.176435002646
Illinois	Utah	0.8312048674609926	8632	592224	633750	36141038	4	1920.0581782135607
Illinois	Virginia	0.9153531935349332	7838	592224	522554	36141038	2	941.2781510512928
Illinois	New York	0.8774592383674794	30969	592224	2153847	36141038	4	1183.2285436183868
Illinois	Wyoming	0.206829595187214	1363	592224	402159	36141038	3	1559.653786318603
Illinois	Kentucky	1.5075792844984734	2626	592224	106299	36141038	1	437.73332450062
Illinois	Oklahoma	0.6147992804787815	1013	592224	100552	36141038	2	880.5278678161329
Illinois	Illinois	16.363197553548545	158796	592224	592224	36141038	0	0
Illinois	California	0.6597128687832633	60226	592224	5571135	36141038	5	2636.8199543536425
Illinois	Colorado	0.7013998986517047	20191	592224	1756737	36141038	3	1405.3553029713407
Illinois	Delaware	0.7838860778383716	1646	592224	128142	36141038	4	1179.6976634627608
Illinois	Hawaii	0.6346052162189953	2383	592224	229158	36141038	NA	6659.7029049974735
Illinois	Alabama	1.307647611539304	1994	592224	93057	36141038	3	835.0414761885743
Illinois	North Dakota	1.0633088860736284	2935	592224	168447	36141038	3	1221.6714391190258
Illinois	Mississippi	1.1847490623605836	1301	592224	67014	36141038	3	813.5121639641229
Illinois	Michigan	1.419595506211912	16970	592224	729511	36141038	2	570.0697557873489
Illinois	Missouri	3.158328243122843	8860	592224	171195	36141038	1	337.74816422997725
Illinois	North Carolina	0.7957465350954211	9519	592224	730014	36141038	3	996.277942457765
Illinois	Nebraska	1.1084154297756652	2652	592224	146011	36141038	2	906.982246271108
Illinois	Montana	0.4259224872320401	1034	592224	148151	36141038	3	1814.9941976270363
Illinois	Pennsylvania	1.0266801816210775	7319	592224	435042	36141038	3	968.0414277806922
Illinois	Florida	1.1305197411905867	22604	592224	1220174	36141038	4	1412.2547417839562
Illinois	Minnesota	0.9734276395717496	19632	592224	1230766	36141038	2	807.6284590478198
Illinois	South Dakota	0.9181438280970726	765	592224	50847	36141038	2	1030.295433018808
Illinois	New Hampshire	0.5306815670812725	877	592224	100851	36141038	6	1510.6270719367958
Illinois	Nevada	0.8981860144287228	5369	592224	364789	36141038	5	2339.662462696898
Illinois	Vermont	0.3076867491800148	1299	592224	257641	36141038	5	1433.4412523439964
Illinois	Alaska	0.4018078835784767	362	592224	54980	36141038	NA	4797.9319984960985
Illinois	District of Columbia	0.8706751067864785	1759	592224	123289	36141038	3	1052.265031063872
Illinois	Georgia	1.429172351628595	8089	592224	345402	36141038	3	971.0451013089709
Illinois	Maryland	0.824748128600646	6718	592224	497088	36141038	3	1071.089139386453
Illinois	Connecticut	0.6437400927007975	4927	592224	467075	36141038	5	1394.6171604060064
Illinois	Massachusetts	0.41021238250933834	11468	592224	1706057	36141038	5	1474.874135044857
Illinois	Oregon	0.5370115184614602	2944	592224	334556	36141038	5	2611.9703473236164
Illinois	Indiana	3.310956638028532	11390	592224	209935	36141038	1	248.9676892562164
Illinois	Maine	0.4648613101674819	1008	592224	132328	36141038	7	1729.233074349034
Illinois	Idaho	1.481584946695715	3844	592224	158333	36141038	4	2138.5598969133544
Illinois	Washington	0.6702464262863366	10353	592224	942641	36141038	5	2620.963822929438
Illinois	New Mexico	0.7974353238977309	3401	592224	260271	36141038	3	1620.1655398343974
Illinois	South Carolina	0.9092947192930556	2687	592224	180334	36141038	4	1004.1047919094088
Illinois	Arkansas	0.8786337396201818	1967	592224	136619	36141038	2	639.9729674487054
Illinois	West Virginia	0.5846071631933767	1464	592224	152824	36141038	2	753.1967797779024
Indiana	Wisconsin	1.345311808282862	4229	209935	541166	36141038	2	608.1662103560313
Indiana	New Jersey	0.910160964106169	3701	209935	700030	36141038	3	988.9142464743704
Indiana	Tennessee	2.4434789231104372	3650	209935	257158	36141038	2	448.8116361986076
Indiana	Kansas	0.976159768442214	679	209935	119747	36141038	3	1053.2268744987264
Indiana	Texas	0.7287272565254402	6569	209935	1551851	36141038	4	1502.485546606677
Indiana	Ohio	2.7114467289727986	4461	209935	283235	36141038	1	299.82537377621725
Indiana	Arizona	0.7099222564474875	3178	209935	770653	36141038	5	2327.462482232939
Indiana	Iowa	1.6686406022355011	1448	209935	149390	36141038	2	652.0681846037471
Indiana	Louisiana	1.1036685318466208	1583	209935	246921	36141038	4	1109.3833944691246
Indiana	Rhode Island	0.4759265584097001	624	209935	225715	36141038	5	1254.1001075297515
Indiana	Utah	0.6008733223061576	2212	209935	633750	36141038	5	2168.894918434502
Indiana	Virginia	0.866114245728731	2629	209935	522554	36141038	2	698.673011932179
Indiana	New York	0.7122416496735455	8911	209935	2153847	36141038	3	959.139807383988
Indiana	Wyoming	0.21189620509948184	495	209935	402159	36141038	4	1800.9808588109008
Indiana	Kentucky	5.0156566468879555	3097	209935	106299	36141038	1	275.74592404223324
Indiana	Oklahoma	0.6899698367419731	403	209935	100552	36141038	3	1094.88058532173
Indiana	Illinois	3.310956638028532	11390	209935	592224	36141038	1	248.9676892562164
Indiana	California	0.538974690714798	17442	209935	5571135	36141038	6	2885.7876425532486
Indiana	Colorado	1.132933516388462	11561	209935	1756737	36141038	4	1654.1475307910307
Indiana	Delaware	0.8571265600906325	638	209935	128142	36141038	3	930.8431370160432
Indiana	Hawaii	0.541646590503997	721	209935	229158	36141038	NA	6908.645599664298
Indiana	Alabama	2.3420730160655574	1266	209935	93057	36141038	3	792.9025390930832
Indiana	North Dakota	0.7010945760832428	686	209935	168447	36141038	4	1413.2200279418928
Indiana	Mississippi	1.078945533103751	420	209935	67014	36141038	3	851.6447065759452
Indiana	Michigan	2.6213185358862905	11108	209935	729511	36141038	1	497.7033760422903
Indiana	Missouri	1.9035983070904063	1893	209935	171195	36141038	2	559.4058271930295
Indiana	North Carolina	0.8987181903684727	3811	209935	730014	36141038	3	775.6366566857342
Indiana	Nebraska	1.0127992258836689	859	209935	146011	36141038	3	1152.2520583616551
Indiana	Montana	0.276559220278404	238	209935	148151	36141038	4	2035.6264276674808
Indiana	Pennsylvania	1.3074485991771392	3304	209935	435042	36141038	2	726.4025843504477
Indiana	Florida	1.7090144031218986	12113	209935	1220174	36141038	4	1302.151684126083
Indiana	Minnesota	0.857434110099869	6130	209935	1230766	36141038	3	962.8037619523784
Indiana	South Dakota	0.5451001655786919	161	209935	50847	36141038	3	1253.6172206741794
Indiana	New Hampshire	0.6691471467019465	392	209935	100851	36141038	5	1287.3758282828676
Indiana	Nevada	0.6493703756868252	1376	209935	364789	36141038	6	2588.0480464384086
Indiana	Vermont	0.26794469859603304	401	209935	257641	36141038	4	1215.5326204842097
Indiana	Alaska	0.2974641565466447	95	209935	54980	36141038	NA	4953.776666221403
Indiana	District of Columbia	0.7833472145840078	561	209935	123289	36141038	3	803.2982994678738
Indiana	Georgia	2.2304062015052	4475	209935	345402	36141038	3	846.0445819949342
Indiana	Maryland	0.7497912946675768	2165	209935	497088	36141038	3	822.157999219402
Indiana	Connecticut	0.5185889363366601	1407	209935	467075	36141038	4	1156.488547071811
Indiana	Massachusetts	0.4025188947786636	3989	209935	1706057	36141038	4	1240.627038038142
Indiana	Oregon	0.5166312378798469	1004	209935	334556	36141038	6	2850.8930151657164
Indiana	Indiana	37.99701348525545	46336	209935	209935	36141038	0	0
Indiana	Maine	0.5971407498853788	459	209935	132328	36141038	6	1517.130733697277
Indiana	Idaho	0.6175792096700746	568	209935	158333	36141038	5	2375.990123978933
Indiana	Washington	0.4856101819876351	2659	209935	942641	36141038	6	2847.267914675655
Indiana	New Mexico	0.6389503582468334	966	209935	260271	36141038	4	1855.70395524342
Indiana	South Carolina	1.1503373029850898	1205	209935	180334	36141038	4	820.0592650335085
Indiana	Arkansas	1.1996142568718349	952	209935	136619	36141038	3	777.6254766987261
Indiana	West Virginia	0.9699008971339498	861	209935	152824	36141038	2	506.4933404747785
Iowa	Wisconsin	2.3791589691152675	5322	149390	541166	36141038	1	400.6065852702953
Iowa	New Jersey	0.6739024783860329	1950	149390	700030	36141038	5	1588.095699217431
Iowa	Tennessee	1.6877242620861266	1794	149390	257158	36141038	2	926.4646540060668
Iowa	Kansas	1.9677658053873368	974	149390	119747	36141038	2	574.3974973042591
Iowa	Texas	0.9498614279039248	6093	149390	1551851	36141038	3	1288.0670828780908
Iowa	Ohio	1.211179206287373	1418	149390	283235	36141038	3	916.7411591749792
Iowa	Arizona	0.7022410375444122	2237	149390	770653	36141038	3	1803.9626292701944
Iowa	Iowa	50.39936510432606	31122	149390	149390	36141038	0	0
Iowa	Louisiana	1.286428915772792	1313	149390	246921	36141038	3	1233.053888868348
Iowa	Rhode Island	0.3783496866018924	353	149390	225715	36141038	7	1812.26329058167
Iowa	Utah	0.7069718221833879	1852	149390	633750	36141038	3	1559.8081803922978
Iowa	Virginia	0.9328739556278788	2015	149390	522554	36141038	3	1349.7658788927683
Iowa	New York	0.6486586790874985	5775	149390	2153847	36141038	5	1474.829129577069
Iowa	Wyoming	0.20934401349158377	348	149390	402159	36141038	2	1154.8106957889129
Iowa	Kentucky	1.6796015908836206	738	149390	106299	36141038	2	862.3879787031929
Iowa	Oklahoma	1.1524547828871703	479	149390	100552	36141038	2	799.8640520422967
Iowa	Illinois	3.1381044445413004	7682	149390	592224	36141038	1	425.41927762484846
Iowa	California	0.5573542088047797	12835	149390	5571135	36141038	4	2280.5211030202513
Iowa	Colorado	0.7144507779134688	5188	149390	1756737	36141038	2	1073.3199626631483
Iowa	Delaware	0.58337266534785015	309	149390	128142	36141038	5	1556.155067181363
Iowa	Hawaii	1.0799899271055062	1023	149390	229158	36141038	NA	6299.233271998197
Iowa	Alabama	1.0502952758535746	404	149390	93057	36141038	3	1188.793454930562
Iowa	North Dakota	2.428619184456282	1691	149390	168447	36141038	2	811.7687615859198
Iowa	Mississippi	1.613693598882788	447	149390	67014	36141038	3	1091.842821281782
Iowa	Michigan	0.7756708510964658	2339	149390	729511	36141038	2	703.2267142132846
Iowa	Missouri	2.5012740904789244	1770	149390	171195	36141038	1	422.7764740584994
Iowa	North Carolina	1.0830037323106112	3268	149390	730014	36141038	3	1419.7441560064988
Iowa	Nebraska	5.671532409997275	3423	149390	146011	36141038	1	525.3710613430244
Iowa	Montana	0.5519391589836937	338	149390	148151	36141038	2	1389.7225734895328
Iowa	Pennsylvania	0.9208910243999824	1656	149390	435042	36141038	4	1312.5752777769842
Iowa	Florida	1.1513547415941587	5807	149390	1220174	36141038	4	1797.2774547905683
Iowa	Minnesota	2.570465195598105	13077	149390	1230766	36141038	1	472.0625463283438
Iowa	South Dakota	5.590512548606735	1175	149390	50847	36141038	1	605.1324425108378
Iowa	New Hampshire	0.3574251878147595	149	149390	100851	36141038	7	1789.4147490470502
Iowa	Nevada	0.6837479319249717	1031	149390	364789	36141038	4	1967.8255695795192
Iowa	Vermont	0.2967229929569527	316	149390	257641	36141038	6	1701.7764814231446
Iowa	Alaska	0.6248311944504962	142	149390	54980	36141038	NA	4404.403614335533
Iowa	District of Columbia	0.5769020668044293	294	149390	123289	36141038	4	1434.9932521233989
Iowa	Georgia	1.3938220249484632	1990	149390	345402	36141038	3	1373.3255106193874
Iowa	Maryland	0.6244137697430389	1283	149390	497088	36141038	4	1450.7721788109104
Iowa	Connecticut	0.4656420190632184	899	149390	467075	36141038	6	1716.8704521552734
Iowa	Massachusetts	0.3201912761079894	2258	149390	1706057	36141038	6	1783.7019547284635
Iowa	Oregon	0.48015156728168135	664	149390	334556	36141038	4	2200.6401185862387
Iowa	Indiana	1.6686406022355011	1448	149390	209935	36141038	2	652.0681846037471
Iowa	Maine	0.7513964998377073	411	149390	132328	36141038	8	1975.5051976244376
Iowa	Idaho	0.7731400493430051	506	149390	158333	36141038	3	1724.995064085205
Iowa	Washington	0.5469104463390905	2131	149390	942641	36141038	4	2197.4304876002766
Iowa	New Mexico	0.8709493605311137	937	149390	260271	36141038	3	1390.6993728381383
Iowa	South Carolina	1.0960327595726267	817	149390	180334	36141038	4	1427.4786983931272
Iowa	Arkansas	1.0199772278146255	576	149390	136619	36141038	2	803.7536999219022
Iowa	West Virginia	0.820006493532615	518	149390	152824	36141038	3	1154.2049692467808
Kansas	Wisconsin	0.9001378150781699	1614	119747	541166	36141038	3	974.4420633761924
Kansas	New Jersey	0.5919565968751	1373	119747	700030	36141038	5	2042.071127386747
Kansas	Tennessee	1.4846581471348883	1265	119747	257158	36141038	2	1104.382398695009
Kansas	Kansas	68.74420551123553	27275	119747	119747	36141038	0	0
Kansas	Texas	1.2849619456890298	6607	119747	1551851	36141038	2	786.2409061262542
Kansas	Ohio	1.156162286740607	1085	119747	283235	36141038	3	1352.207715666134
Kansas	Arizona	0.7934444879197907	2026	119747	770653	36141038	2	1276.6308357211612
Kansas	Iowa	1.9677658053873368	974	119747	149390	36141038	2	574.3974973042591
Kansas	Louisiana	1.151406973519568	942	119747	246921	36141038	3	1012.6253115357498
Kansas	Rhode Island	0.6070597117736702	454	119747	225715	36141038	7	2299.8369989639796
Kansas	Utah	0.5086151123780381	1068	119747	633750	36141038	2	1152.7148029033497
Kansas	Virginia	1.2406208632317586	2148	119747	522554	36141038	3	1713.5917719931576
Kansas	New York	0.5881120790558939	4197	119747	2153847	36141038	5	1983.067857984126
Kansas	Wyoming	0.6476628449161963	863	119747	402159	36141038	2	919.901681698554
Kansas	Kentucky	1.510492012780619	532	119747	106299	36141038	2	1149.5869630510588
Kansas	Oklahoma	3.526818686281175	1175	119747	100552	36141038	1	332.44205892932956
Kansas	Illinois	1.4508998761765255	2847	119747	592224	36141038	2	808.5768513131387
Kansas	California	0.6649338102061622	12274	119747	5571135	36141038	3	1853.9838802548163
Kansas	Colorado	1.1734104053435372	6830	119747	1756737	36141038	1	624.0946131881847
Kansas	Delaware	0.706587152286114	300	119747	128142	36141038	5	1979.9006304673271
Kansas	Hawaii	0.9298345035534734	706	119747	229158	36141038	NA	5868.3772515806
Kansas	Alabama	1.2259668643070405	378	119747	93057	36141038	3	1220.568732156516
Kansas	North Dakota	0.9603675756253636	536	119747	168447	36141038	3	1010.2006342962818
Kansas	Mississippi	1.184475786087385	263	119747	67014	36141038	3	1014.0204291925533
Kansas	Michigan	0.9300374609638152	2248	119747	729511	36141038	4	1260.6767817342109
Kansas	Missouri	9.617000937395748	5455	119747	171195	36141038	1	515.9029926879425
Kansas	North Carolina	0.9467608113071244	2290	119747	730014	36141038	3	1715.5060032388958
Kansas	Nebraska	3.278336940511349	1586	119747	146011	36141038	1	359.3368355813747
Kansas	Montana	0.36058251119256535	177	119747	148151	36141038	3	1320.1175438991115
Kansas	Pennsylvania	0.7978158008604993	1150	119747	435042	36141038	4	1776.616599645718
Kansas	Florida	1.195943579385956	4835	119747	1220174	36141038	4	1834.9282597832969
Kansas	Minnesota	1.069660973012939	4362	119747	1230766	36141038	3	927.9415330974248
Kansas	South Dakota	2.3861442712571432	402	119747	50847	36141038	2	679.3397279575163
Kansas	New Hampshire	0.5087503164301015	170	119747	100851	36141038	7	2307.6858264641032
Kansas	Nevada	0.827359476870205	1000	119747	364789	36141038	3	1579.3300000125528
Kansas	Vermont	0.22960274453011428	196	119747	257641	36141038	6	2225.8971868308913
Kansas	Alaska	0.4556268791000772	83	119747	54980	36141038	NA	4496.029460568871
Kansas	District of Columbia	1.3757767485546697	562	119747	123289	36141038	4	1850.1689724853888
Kansas	Georgia	1.6348763798064403	1871	119747	345402	36141038	3	1497.6871996296964
Kansas	Maryland	1.4225744005571266	2343	119747	497088	36141038	4	1870.5805741709871
Kansas	Connecticut	0.5221084452340022	808	119747	467075	36141038	6	2202.376224454072
Kansas	Massachusetts	0.32303026669620044	1826	119747	1706057	36141038	6	2280.64128326378
Kansas	Oregon	0.6017179825007483	667	119747	334556	36141038	4	1944.6637954866496
Kansas	Indiana	0.976159768442214	679	119747	209935	36141038	3	1053.2268744987264
Kansas	Maine	0.5154572712462427	226	119747	132328	36141038	8	2512.7866745440315
Kansas	Idaho	0.4822642403470121	253	119747	158333	36141038	3	1498.5630343949942
Kansas	Washington	0.6009715694045793	1877	119747	942641	36141038	4	2040.6042634270832
Kansas	New Mexico	1.135253608153857	979	119747	260271	36141038	2	827.1574173403583
Kansas	South Carolina	0.88200080010185955	527	119747	180334	36141038	4	1646.9844113292063
Kansas	Arkansas	2.3041417120941476	1043	119747	136619	36141038	2	663.3526247875394
Kansas	West Virginia	0.9203019321401732	466	119747	152824	36141038	3	1541.2988680913588
Kentucky	Wisconsin	1.2866810115622005	2048	106299	541166	36141038	2	880.6326303022674
Kentucky	New Jersey	1.155930565307094	2380	106299	700030	36141038	3	966.2508111954202
Kentucky	Tennessee	2.9641966461388027	2242	106299	257158	36141038	1	208.54096629357537
Kentucky	Kansas	1.510492012780619	532	106299	119747	36141038	2	1149.5869630510588
Kentucky	Texas	1.165117580336372	5318	106299	1551851	36141038	3	1449.1273339435716
Kentucky	Ohio	4.280611978918072	3566	106299	283235	36141038	1	375.0842348257464
Kentucky	Arizona	0.7160297866305477	1623	106299	770653	36141038	4	2393.540370880404
Kentucky	Iowa	1.6796015908836206	738	106299	149390	36141038	2	862.3879787031929
Kentucky	Louisiana	1.2048180592889466	875	106299	246921	36141038	3	945.5553524936568
Kentucky	Rhode Island	0.5784185945305765	384	106299	225715	36141038	5	1262.791938237895
Kentucky	Utah	0.6791835772983256	1266	106299	633750	36141038	4	2297.4519077186105
Kentucky	Virginia	1.400175690465449	2152	106299	522554	36141038	1	571.2592405181979
Kentucky	New York	0.9330771462741072	5911	106299	2153847	36141038	3	1024.542303776659
Kentucky	Wyoming	0.24770870611774976	293	106299	402159	36141038	3	1976.1923676632784
Kentucky	Kentucky	51.7320516576517	16174	106299	106299	36141038	0	0
Kentucky	Oklahoma	1.1868281701139682	351	106299	100552	36141038	2	1109.3578909758958
Kentucky	Illinois	1.5075792844984734	2626	106299	592224	36141038	1	437.73332450062
Kentucky	California	0.6725874550732289	11021	106299	5571135	36141038	5	3003.497514681118
Kentucky	Colorado	0.800470302919542	4136	106299	1756737	36141038	3	1771.353219097045
Kentucky	Delaware	1.1249825896872585	424	106299	128142	36141038	3	870.4522877684377
Kentucky	Hawaii	0.5934667759439484	400	106299	229158	36141038	NA	7015.4204843576645
Kentucky	Alabama	2.597717954054182	711	106299	93057	36141038	2	546.9774959154895
Kentucky	North Dakota	0.8578218261903481	425	106299	168447	36141038	4	1656.418495180265
Kentucky	Mississippi	1.48652946464333	293	106299	67014	36141038	2	664.9485678951395
Kentucky	Michigan	1.1819220831633024	2536	106299	729511	36141038	2	754.4799929331781
Kentucky	Missouri	2.4884644305106005	1253	106299	171195	36141038	1	633.9639716157571
Kentucky	North Carolina	1.4852336254289162	3189	106299	730014	36141038	2	573.6074435245425
Kentucky	Nebraska	1.2108468353169974	520	106299	146011	36141038	2	1318.178073843298
Kentucky	Montana	0.47963751215188144	209	106299	148151	36141038	4	2250.686439247328
Kentucky	Pennsylvania	1.065993671125411	1364	106299	435042	36141038	2	745.2980763933214
Kentucky	Florida	1.6679629080890213	5986	106299	1220174	36141038	3	1026.5234665394564
Kentucky	Minnesota	0.6652002978569362	2408	106299	1230766	36141038	3	1223.3905433173843
Kentucky	South Dakota	0.9695587065832092	145	106299	50847	36141038	3	1466.1373488153613
Kentucky	New Hampshire	0.5865978707447843	174	106299	100851	36141038	5	1342.2553999732736
Kentucky	Nevada	0.8211180844520293	881	106299	364789	36141038	5	2722.5875091738003
Kentucky	Vermont	0.2956000376163993	224	106299	257641	36141038	4	1285.7483261865425
Kentucky	Alaska	0.30301406493035693	49	106299	54980	36141038	NA	5218.41329947184
Kentucky	District of Columbia	1.0313800223755585	374	106299	123289	36141038	2	739.3757160912124
Kentucky	Georgia	2.664617345058442	2707	106299	345402	36141038	2	570.2998484548966
Kentucky	Maryland	0.9219939171664712	1348	106299	497088	36141038	2	763.3674722598269
Kentucky	Connecticut	0.7439362412012562	1022	106299	467075	36141038	4	1168.1480415705207
Kentucky	Massachusetts	0.6145996026116779	3084	106299	1706057	36141038	4	1264.1628464260173
Kentucky	Oregon	0.5934928166903211	584	106299	334556	36141038	5	3030.239294027117
Kentucky	Indiana	5.0156566468879555	3097	106299	209935	36141038	1	275.74592404223324
Kentucky	Maine	0.960928991435374	374	106299	132328	36141038	6	1592.1246066971337
Kentucky	Idaho	0.27700634217972375	129	106299	158333	36141038	4	2560.215618225257
Kentucky	Washington	0.595126188196647	1650	106299	942641	36141038	5	3053.184933895362
Kentucky	New Mexico	0.8882895944781111	680	106299	260271	36141038	3	1900.7208467305536
Kentucky	South Carolina	1.8212558227430595	966	106299	180334	36141038	3	566.7844296069773
Kentucky	Arkansas	1.5404620000217992	619	106299	136619	36141038	2	704.4332848337452
Kentucky	West Virginia	2.2870359678490426	1028	106299	152824	36141038	1	427.419025287737
Louisiana	Wisconsin	0.5671664356224364	2097	246921	541166	36141038	4	1518.9507143650233
Louisiana	New Jersey	0.5120527789713709	2449	246921	700030	36141038	6	1859.8203208720813
Louisiana	Tennessee	1.7456466169056342	3067	246921	257158	36141038	2	746.5229507225579
Louisiana	Kansas	1.151406973519568	942	246921	119747	36141038	3	1012.6253115357498
Louisiana	Texas	2.411983057031418	25573	246921	1551851	36141038	1	699.8581530609954
Louisiana	Ohio	1.2211229600284723	2363	246921	283235	36141038	4	1318.172274255034
Louisiana	Arizona	1.1133444160981796	5862	246921	770653	36141038	3	1874.1821108103488
Louisiana	Iowa	1.286428915772792	1313	246921	149390	36141038	3	1233.053888868348
Louisiana	Louisiana	45.55835095546099	76857	246921	246921	36141038	0	0
Louisiana	Rhode Island	0.448733267455307	692	246921	225715	36141038	8	2168.096915478318
Louisiana	Utah	0.9256617858124488	4008	246921	633750	36141038	3	2005.5413566811476
