x	y	RR	N_pairs	N_x	N_y	N_total	nb_dist	euclid_dist
Alaska	Tennessee	0.5470280800795508	214	54980	257158	36141038	NA	5323.27335905414
Alaska	Kansas	0.4556268791000772	83	54980	119747	36141038	NA	4496.029460568871
Alaska	Texas	0.49729485115447974	1174	54980	1551851	36141038	NA	5120.6106820680725
Alaska	Ohio	0.3875836410851673	167	54980	283235	36141038	NA	5088.1954481421235
Alaska	Arizona	0.9621573736069836	1128	54980	770653	36141038	NA	4297.8013707919345
Alaska	Iowa	0.6248311944504962	142	54980	149390	36141038	NA	4404.403614335533
Alaska	Louisiana	0.6921675055328829	260	54980	246921	36141038	NA	5506.658155453275
Alaska	Rhode Island	0.32035252407194253	110	54980	225715	36141038	NA	5503.414707834771
Alaska	Utah	0.5455865533028686	526	54980	633750	36141038	NA	3807.666834734096
Alaska	Virginia	0.5082133566865051	404	54980	522554	36141038	NA	5535.865037702536
Alaska	New York	0.2658270621265586	871	54980	2153847	36141038	NA	5200.823431275741
Alaska	Wyoming	0.3808500482505263	233	54980	402159	36141038	NA	3648.8927473284393
Alaska	Kentucky	0.30301406493035693	49	54980	106299	36141038	NA	5218.41329947184
Alaska	Oklahoma	0.8956240358242509	137	54980	100552	36141038	NA	4810.823949097161
Alaska	Illinois	0.4018078835784767	362	54980	592224	36141038	NA	4797.9319984960985
Alaska	California	0.4935601281739586	4183	54980	5571135	36141038	NA	3692.3740873313222
Alaska	Colorado	0.4224575535553099	1129	54980	1756737	36141038	NA	4112.421314847507
Alaska	Delaware	0.2770117227512569	54	54980	128142	36141038	NA	5561.561226336621
Alaska	Hawaii	1.7039125745678652	594	54980	229158	36141038	NA	4866.835081991408
Alaska	Alabama	0.4732838024819883	67	54980	93057	36141038	NA	5590.291673430267
Alaska	North Dakota	0.3434118504951498	88	54980	168447	36141038	NA	3595.0668079581365
Alaska	Mississippi	0.7651118841262631	78	54980	67014	36141038	NA	5456.622641061671
Alaska	Michigan	0.5136164172120462	570	54980	729511	36141038	NA	4601.086522988598
Alaska	Missouri	0.5222082375796498	136	54980	171195	36141038	NA	4793.795400539214
Alaska	North Carolina	0.4925519282212164	547	54980	730014	36141038	NA	5692.427633925336
Alaska	Nebraska	0.5222377963126749	116	54980	146011	36141038	NA	4148.249928737029
Alaska	Montana	1.2068691972832306	272	54980	148151	36141038	NA	3189.257710885896
Alaska	Pennsylvania	0.3052221652255971	202	54980	435042	36141038	NA	5277.00685960771
Alaska	Florida	0.5602830174058574	1040	54980	1220174	36141038	NA	6201.475113973055
Alaska	Minnesota	0.4326188263221728	810	54980	1230766	36141038	NA	3995.2037957549423
Alaska	South Dakota	0.9049583507546584	70	54980	50847	36141038	NA	3866.94354969148
Alaska	New Hampshire	0.11732435709832136	18	54980	100851	36141038	NA	5320.297007662068
Alaska	Nevada	1.2073382363831364	670	54980	364789	36141038	NA	3593.955220069161
Alaska	Vermont	0.204113108699086	80	54980	257641	36141038	NA	5234.070830483465
Alaska	Alaska	374.4305734004137	31317	54980	54980	36141038	0	0
Alaska	District of Columbia	0.5278454118017626	99	54980	123289	36141038	NA	5495.620838411002
Alaska	Georgia	0.6584868963131343	346	54980	345402	36141038	NA	5768.805804180602
Alaska	Maryland	0.5845004857581204	442	54980	497088	36141038	NA	5495.607726978516
Alaska	Connecticut	0.32228845321067445	229	54980	467075	36141038	NA	5452.763124530033
Alaska	Massachusetts	0.29475676697695297	765	54980	1706057	36141038	NA	5439.055187482589
Alaska	Oregon	0.9942087477153444	506	54980	334556	36141038	NA	2987.415767424716
Alaska	Indiana	0.2974641565466447	95	54980	209935	36141038	NA	4953.776666221403
Alaska	Maine	0.26824886778906626	54	54980	132328	36141038	NA	5278.510737599283
Alaska	Idaho	1.8018315002085303	434	54980	158333	36141038	NA	3203.244388610094
Alaska	Washington	1.3967880475974033	2003	54980	942641	36141038	NA	2669.633987328618
Alaska	New Mexico	0.340960346772004	135	54980	260271	36141038	NA	4526.0191797662565
Alaska	South Carolina	0.4848081492075395	133	54980	180334	36141038	NA	5773.153254209148
Alaska	Arkansas	0.49077785248672023	102	54980	136619	36141038	NA	5118.096193358664
Alaska	West Virginia	0.2580807273942772	60	54980	152824	36141038	NA	5344.652586618352
Arizona	Wisconsin	0.889549661594091	10265	770653	541166	36141038	4	2177.1539960179725
Arizona	New Jersey	0.4888430469006364	7297	770653	700030	36141038	7	3315.9692300806555
Arizona	Tennessee	1.4111410779803708	7738	770653	257158	36141038	4	2303.879765636341
Arizona	Kansas	0.7934444879197907	2026	770653	119747	36141038	2	1276.6308357211612
Arizona	Texas	0.6825144063757027	22585	770653	1551851	36141038	2	1192.9960860004574
Arizona	Ohio	0.6152767928044071	3716	770653	283235	36141038	5	2627.1285407425516
Arizona	Arizona	18.170986094863004	298604	770653	770653	36141038	0	0
Arizona	Iowa	0.7022410375444122	2237	770653	149390	36141038	3	1803.9626292701944
Arizona	Louisiana	1.1133444160981796	5862	770653	246921	36141038	3	1874.1821108103488
Arizona	Rhode Island	0.3162248385221115	1522	770653	225715	36141038	9	3576.4665225305203
Arizona	Utah	1.4319478077781989	19351	770653	633750	36141038	1	559.4355625015496
Arizona	Virginia	0.5243804092316048	5843	770653	522554	36141038	5	2964.7121542380514
Arizona	New York	0.45976779996876593	21116	770653	2153847	36141038	7	3257.541627710691
Arizona	Wyoming	0.6453318660687837	5534	770653	402159	36141038	2	1032.9785039478877
Arizona	Kentucky	0.7160297866305477	1623	770653	106299	36141038	4	2393.540370880404
Arizona	Oklahoma	0.956103473900956	2050	770653	100552	36141038	2	1298.5506044689605
Arizona	Illinois	1.1718934185258392	14799	770653	592224	36141038	4	2084.800153101261
Arizona	California	0.991943907300696	117839	770653	5571135	36141038	1	775.471568378573
Arizona	Colorado	0.7816120380703299	29279	770653	1756737	36141038	1	756.7609490215355
Arizona	Delaware	0.5449353079745632	1489	770653	128142	36141038	7	3247.369359308632
Arizona	Hawaii	0.8196137686890596	4005	770653	229158	36141038	NA	4641.586932698438
Arizona	Alabama	0.7297284234861284	1448	770653	93057	36141038	5	2301.996581824122
Arizona	North Dakota	1.476386599812182	5303	770653	168447	36141038	4	1737.4436290902795
Arizona	Mississippi	0.6298232903529607	900	770653	67014	36141038	4	2042.306865770026
Arizona	Michigan	0.4548809273555046	7076	770653	729511	36141038	5	2507.1450022631934
Arizona	Missouri	0.8968696898760729	3274	770653	171195	36141038	3	1775.6725991960466
Arizona	North Carolina	0.5482947466257815	8535	770653	730014	36141038	5	2934.416339336177
Arizona	Nebraska	1.113550749618827	3467	770653	146011	36141038	2	1315.4593841712428
Arizona	Montana	1.4700407447126422	4644	770653	148151	36141038	3	1430.9339632036128
Arizona	Pennsylvania	0.49705641565039865	4611	770653	435042	36141038	6	3052.582382825779
Arizona	Florida	0.5939266136556715	15453	770653	1220174	36141038	6	2830.663113590701
Arizona	Minnesota	0.6242897397045876	16384	770653	1230766	36141038	4	1979.362401283705
Arizona	South Dakota	1.4922958498642869	1618	770653	50847	36141038	3	1495.3507531156083
Arizona	New Hampshire	0.24412982672827663	525	770653	100851	36141038	9	3580.3499982897015
Arizona	Nevada	1.4442235880367065	11234	770653	364789	36141038	1	715.1355876953647
Arizona	Vermont	0.27558314200547457	1514	770653	257641	36141038	8	3496.474017836313
Arizona	Alaska	0.9621573736069836	1128	770653	54980	36141038	NA	4297.8013707919345
Arizona	District of Columbia	0.5154145964353053	1355	770653	123289	36141038	6	3116.515197230782
Arizona	Georgia	0.7891190104789972	5812	770653	345402	36141038	5	2616.3102640840616
Arizona	Maryland	0.4670908883835101	4951	770653	497088	36141038	6	3137.9950911617443
Arizona	Connecticut	0.4205963371401244	4189	770653	467075	36141038	8	3478.999214236317
Arizona	Massachusetts	0.3433841040139384	12492	770653	1706057	36141038	8	3556.9635481183163
Arizona	Oregon	0.917590537401734	6546	770653	334556	36141038	2	1318.757809204979
Arizona	Indiana	0.7099222564474875	3178	770653	209935	36141038	5	2327.462482232939
Arizona	Maine	0.39727900297385493	1121	770653	132328	36141038	10	3777.255680849192
Arizona	Idaho	0.6356236170521619	2146	770653	158333	36141038	2	1148.6111578695372
Arizona	Washington	0.6840164321145535	13749	770653	942641	36141038	3	1632.0652944289257
Arizona	New Mexico	2.0340959760296973	11289	770653	260271	36141038	1	509.5001023462303
Arizona	South Carolina	0.5682187674229556	2185	770653	180334	36141038	6	2822.8999997845976
Arizona	Arkansas	0.8475234746905728	2469	770653	136619	36141038	3	1758.000315445612
Arizona	West Virginia	0.7499829446539508	2444	770653	152824	36141038	5	2804.084858613267
Arkansas	Wisconsin	0.5724214657681655	1171	136619	541166	36141038	3	1101.9234801258608
Arkansas	New Jersey	0.3828091525116439	1013	136619	700030	36141038	5	1670.546493515499
Arkansas	Tennessee	3.093306172652998	3007	136619	257158	36141038	1	562.5983695441296
Arkansas	Kansas	2.3041417120941476	1043	136619	119747	36141038	2	663.3526247875394
Arkansas	Texas	2.172768284303903	12746	136619	1551851	36141038	1	744.9483929128706
Arkansas	Ohio	1.1674885056560085	1250	136619	283235	36141038	3	1039.2925884970336
Arkansas	Arizona	0.8475234746905728	2469	136619	770653	36141038	3	1758.000315445612
Arkansas	Iowa	1.0199772278146255	576	136619	149390	36141038	2	803.7536999219022
Arkansas	Louisiana	4.040061952120669	3771	136619	246921	36141038	1	429.3030911329477
Arkansas	Rhode Island	0.4172334282179154	356	136619	225715	36141038	7	1966.5300905420777
Arkansas	Utah	0.764710435137624	1832	136619	633750	36141038	3	1770.5362339567932
Arkansas	Virginia	0.6920330846277816	1367	136619	522554	36141038	2	1255.157693839751
Arkansas	New York	0.4320863084725213	3518	136619	2153847	36141038	5	1711.6821415802722
Arkansas	Wyoming	0.23943801912755056	364	136619	402159	36141038	3	1583.2343629848706
Arkansas	Kentucky	1.5404620000217992	619	136619	106299	36141038	2	704.4332848337452
Arkansas	Oklahoma	5.490618327576477	2087	136619	100552	36141038	1	465.1596077000784
Arkansas	Illinois	0.8786337396201818	1967	136619	592224	36141038	2	639.9729674487054
Arkansas	California	0.5620662195106235	11837	136619	5571135	36141038	4	2435.4079950205773
Arkansas	Colorado	0.7100100044597153	4715	136619	1756737	36141038	2	1249.3699196782695
Arkansas	Delaware	0.47481656034303393	230	136619	128142	36141038	4	1570.269091642884
Arkansas	Hawaii	0.2759004426862715	239	136619	229158	36141038	NA	6399.58715756837
Arkansas	Alabama	2.205983162641956	776	136619	93057	36141038	2	569.1792496529566
Arkansas	North Dakota	0.9014427107173144	574	136619	168447	36141038	4	1547.2912313803165
Arkansas	Mississippi	4.065942222318611	1030	136619	67014	36141038	1	351.0951156014284
Arkansas	Michigan	0.3988874383969815	1100	136619	729511	36141038	4	1209.0608594572552
Arkansas	Missouri	3.540165230989634	2291	136619	171195	36141038	1	385.02721358446905
Arkansas	North Carolina	1.2675880483584423	3498	136619	730014	36141038	2	1188.6857414835938
Arkansas	Nebraska	1.183088207380156	653	136619	146011	36141038	2	978.200105068576
Arkansas	Montana	0.4089031109473667	229	136619	148151	36141038	4	1969.3717836775752
Arkansas	Pennsylvania	0.3946417511544381	649	136619	435042	36141038	4	1444.4664191947488
Arkansas	Florida	0.7631508924265245	3520	136619	1220174	36141038	3	1173.2546776985826
Arkansas	Minnesota	0.3135951382893651	1459	136619	1230766	36141038	3	1275.7944794167126
Arkansas	South Dakota	1.01451575673091	195	136619	50847	36141038	3	1252.327142230056
Arkansas	New Hampshire	0.35411398550012296	135	136619	100851	36141038	7	2035.8010630231288
Arkansas	Nevada	0.7034277869004706	970	136619	364789	36141038	4	2193.790591155779
Arkansas	Vermont	0.532895313979314	519	136619	257641	36141038	6	1972.619755064924
Arkansas	Alaska	0.49077785248672023	102	136619	54980	36141038	NA	5118.096193358664
Arkansas	District of Columbia	0.48277826284509096	225	136619	123289	36141038	3	1440.228313678217
Arkansas	Georgia	2.0602359049433643	2690	136619	345402	36141038	2	869.0717752435819
Arkansas	Maryland	0.33207855463798336	624	136619	497088	36141038	3	1464.877277981729
Arkansas	Connecticut	0.32736386197988415	578	136619	467075	36141038	6	1871.33422561246
Arkansas	Massachusetts	0.3256231530283855	2100	136619	1706057	36141038	6	1965.88744173633
Arkansas	Oregon	0.3953581545815457	500	136619	334556	36141038	5	2600.2854373563473
Arkansas	Indiana	1.1996142568718349	952	136619	209935	36141038	3	777.6254766987261
Arkansas	Maine	0.4717911325536502	236	136619	132328	36141038	8	2278.1278507303723
Arkansas	Idaho	0.28737337330613855	172	136619	158333	36141038	4	2160.5733031928016
Arkansas	Washington	0.5059864896483085	1803	136619	942641	36141038	5	2703.908922842388
Arkansas	New Mexico	0.9178072609941792	903	136619	260271	36141038	2	1250.6816300783228
Arkansas	South Carolina	1.2542324083176608	855	136619	180334	36141038	3	1064.942201843032
Arkansas	Arkansas	92.83132836067068	47942	136619	136619	36141038	0	0
Arkansas	West Virginia	0.7235594811813453	418	136619	152824	36141038	3	1131.0903791086555
California	Wisconsin	0.4911134175945112	40969	5571135	541166	36141038	5	2595.235336068275
California	New Jersey	0.6404440275447535	69110	5571135	700030	36141038	8	3862.5100829660983
California	Tennessee	0.6522562344521365	25856	5571135	257158	36141038	5	2948.484358634066
California	Kansas	0.6649338102061622	12274	5571135	119747	36141038	3	1853.9838802548163
California	Texas	0.7608721934379241	182014	5571135	1551851	36141038	3	1951.9667935913608
California	Ohio	0.677864731723954	29596	5571135	283235	36141038	6	3177.207360659633
California	Arizona	0.991943907300696	117839	5571135	770653	36141038	1	775.471568378573
California	Iowa	0.5573542088047797	12835	5571135	149390	36141038	4	2280.5211030202513
California	Louisiana	0.6846048820827976	26058	5571135	246921	36141038	4	2611.2886694387475
California	Rhode Island	0.38087103420148866	13252	5571135	225715	36141038	10	4092.6669061800726
California	Utah	0.9332450289177846	91171	5571135	633750	36141038	2	720.7375717132339
California	Virginia	0.7041944714116017	56724	5571135	522554	36141038	6	3564.6901847983713
California	New York	0.5919940576377809	196551	5571135	2153847	36141038	8	3752.300009094423
California	Wyoming	0.2123474355725525	13164	5571135	402159	36141038	3	1200.7104016425649
California	Kentucky	0.6725874550732289	11021	5571135	106299	36141038	5	3003.497514681118
California	Oklahoma	0.6439324060706979	9981	5571135	100552	36141038	3	1970.9842720704555
California	Illinois	0.6597128687832633	60226	5571135	592224	36141038	5	2636.8199543536425
California	California	3.6207276361685032	3109443	5571135	5571135	36141038	0	0
California	Colorado	0.5952162980443173	161185	5571135	1756737	36141038	2	1233.887797236892
California	Delaware	0.5850736706109418	11557	5571135	128142	36141038	8	3816.214693745541
California	Hawaii	1.3694962550797332	48377	5571135	229158	36141038	NA	4023.273430829092
California	Alabama	0.703603781690562	10093	5571135	93057	36141038	6	2998.936187620063
California	North Dakota	0.5932355500161985	15404	5571135	168447	36141038	4	1926.7186653099616
California	Mississippi	0.5270954678743098	5445	5571135	67014	36141038	5	2749.0339721737028
California	Michigan	0.4004304004013948	45030	5571135	729511	36141038	6	2955.796786167976
California	Missouri	0.720092074987139	19003	5571135	171195	36141038	4	2369.58109905178
California	North Carolina	0.5933892127343217	66775	5571135	730014	36141038	6	3568.2068291047667
California	Nebraska	0.7315316132070806	16465	5571135	146011	36141038	3	1755.2017878855258
California	Montana	0.6132470463844688	14005	5571135	148151	36141038	3	1362.476004604199
California	Pennsylvania	0.5791089072741356	38836	5571135	435042	36141038	7	3588.8858964483206
California	Florida	0.6529865947724893	122820	5571135	1220174	36141038	7	3560.2462480009926
California	Minnesota	0.30991600339011405	58798	5571135	1230766	36141038	5	2306.9704822942413
California	South Dakota	0.5916007293652187	4637	5571135	50847	36141038	4	1803.5985884607187
California	New Hampshire	0.33281520156895866	5174	5571135	100851	36141038	10	4059.803281726957
California	Nevada	2.0833984016932012	117154	5571135	364789	36141038	1	344.10394396460106
California	Vermont	0.29154998072907273	11579	5571135	257641	36141038	9	3968.732050926643
California	Alaska	0.4935601281739586	4183	5571135	54980	36141038	NA	3692.3740873313222
California	District of Columbia	0.7475409527081035	14207	5571135	123289	36141038	7	3689.082895984566
California	Georgia	0.6950123148106959	37005	5571135	345402	36141038	6	3304.4704072776976
California	Maryland	0.5566907037943293	42657	5571135	497088	36141038	7	3707.819885045924
California	Connecticut	0.48279479404782755	34761	5571135	467075	36141038	9	3997.386800651087
California	Massachusetts	0.2940091621217003	77321	5571135	1706057	36141038	9	4062.9547775352585
California	Oregon	1.0183675787658917	52519	5571135	334556	36141038	1	756.2766593354291
California	Indiana	0.538974690714798	17442	5571135	209935	36141038	6	2885.7876425532486
California	Maine	0.34610660846926433	7060	5571135	132328	36141038	11	4224.312075960054
California	Idaho	0.5695905597983	13902	5571135	158333	36141038	2	895.4222053133809
California	Washington	0.8618385781507691	125232	5571135	942641	36141038	2	1136.9371059738066
California	New Mexico	0.850059279141111	34105	5571135	260271	36141038	2	1242.647222976473
California	South Carolina	0.5801761050523249	16128	5571135	180334	36141038	7	3485.655338357388
California	Arkansas	0.5620662195106235	11837	5571135	136619	36141038	4	2435.4079950205773
California	West Virginia	0.5184271455267515	12213	5571135	152824	36141038	6	3386.380988330611
Colorado	Wisconsin	0.592589247790476	15588	1756737	541166	36141038	3	1429.750595601244
Colorado	New Jersey	0.47162643185869946	16048	1756737	700030	36141038	6	2636.4567925983997
Colorado	Tennessee	0.8095271705028223	10119	1756737	257158	36141038	3	1727.3531075909432
Colorado	Kansas	1.1734104053435372	6830	1756737	119747	36141038	1	624.0946131881847
Colorado	Texas	0.742469142737941	56006	1756737	1551851	36141038	2	1009.921813398015
Colorado	Ohio	0.7753077989936354	10674	1756737	283235	36141038	4	1948.1711339782144
Colorado	Arizona	0.7816120380703299	29279	1756737	770653	36141038	1	756.7609490215355
Colorado	Iowa	0.7144507779134688	5188	1756737	149390	36141038	2	1073.3199626631483
Colorado	Louisiana	0.6940341613255493	8330	1756737	246921	36141038	3	1516.4329648190655
Colorado	Rhode Island	0.3852704496939533	4227	1756737	225715	36141038	8	2877.88319687408
Colorado	Utah	0.8346641500473524	25712	1756737	633750	36141038	1	528.951523030794
Colorado	Virginia	0.5607434006340397	14243	1756737	522554	36141038	4	2330.8513436149333
Colorado	New York	0.4903155532225936	51333	1756737	2153847	36141038	6	2545.95067024719
Colorado	Wyoming	1.3236599830302331	25875	1756737	402159	36141038	1	475.30624694424154
Colorado	Kentucky	0.800470302919542	4136	1756737	106299	36141038	3	1771.353219097045
Colorado	Oklahoma	1.334598211722166	6523	1756737	100552	36141038	1	806.5814821135502
Colorado	Illinois	0.7013998986517047	20191	1756737	592224	36141038	3	1405.3553029713407
Colorado	California	0.5952162980443173	161185	1756737	5571135	36141038	2	1233.887797236892
Colorado	Colorado	10.636710870696982	908281	1756737	1756737	36141038	0	0
Colorado	Delaware	0.5416858031974509	3374	1756737	128142	36141038	6	2584.990497203414
Colorado	Hawaii	0.7159612898445651	7975	1756737	229158	36141038	NA	5254.917643658603
Colorado	Alabama	0.6818034510847726	3084	1756737	93057	36141038	4	1818.2000158277312
Colorado	North Dakota	0.7842116007881867	6421	1756737	168447	36141038	3	1025.5940937894964
Colorado	Mississippi	0.6477550198290899	2110	1756737	67014	36141038	3	1588.2883688468532
Colorado	Michigan	0.4673161023186624	16571	1756737	729511	36141038	4	1771.343390870573
Colorado	Missouri	0.8468511243427569	7047	1756737	171195	36141038	2	1137.549387512201
Colorado	North Carolina	0.594909518455002	21110	1756737	730014	36141038	4	2339.2351881279765
Colorado	Nebraska	1.386024698442213	9837	1756737	146011	36141038	1	563.7865986666054
Colorado	Montana	0.7897188679360759	5687	1756737	148151	36141038	2	954.9139682348894
Colorado	Pennsylvania	0.5587701128415432	11816	1756737	435042	36141038	5	2365.068355221163
Colorado	Florida	0.6292531215399049	37321	1756737	1220174	36141038	5	2415.884489636494
Colorado	Minnesota	0.3705817911493101	22170	1756737	1230766	36141038	3	1223.2592592982448
Colorado	South Dakota	1.092831294565737	2701	1756737	50847	36141038	2	749.2249221316797
Colorado	New Hampshire	0.37962957396939767	1861	1756737	100851	36141038	8	2862.518522750107
Colorado	Nevada	0.7193937326067211	12756	1756737	364789	36141038	2	955.6939866605924
Colorado	Vermont	0.2809947229524562	3519	1756737	257641	36141038	7	2775.096254183373
Colorado	Alaska	0.4224575535553099	1129	1756737	54980	36141038	NA	4112.421314847507
Colorado	District of Columbia	0.5227932097486567	3133	1756737	123289	36141038	5	2457.0545216861874
Colorado	Georgia	0.7097999504221271	11917	1756737	345402	36141038	4	2108.8700833423236
Colorado	Maryland	0.4693663433298452	11341	1756737	497088	36141038	5	2476.24201831285
Colorado	Connecticut	0.3651860388199457	8291	1756737	467075	36141038	7	2781.4070241747054
Colorado	Massachusetts	0.34362459294826453	28496	1756737	1706057	36141038	7	2852.4838460953047
Colorado	Oregon	0.6501645446593977	10573	1756737	334556	36141038	3	1363.5563366376416
Colorado	Indiana	1.132933516388462	11561	1756737	209935	36141038	4	1654.1475307910307
Colorado	Maine	0.2862173215030415	1841	1756737	132328	36141038	9	3046.81288287435
Colorado	Idaho	0.4860826735457094	3741	1756737	158333	36141038	2	958.7959116045032
Colorado	Washington	0.5079690330954558	23275	1756737	942641	36141038	3	1521.9214532482824
Colorado	New Mexico	1.591943165567994	20140	1756737	260271	36141038	1	512.865621800546
Colorado	South Carolina	0.5901450052629741	5173	1756737	180334	36141038	5	2269.133250055381
Colorado	Arkansas	0.7100100044597153	4715	1756737	136619	36141038	2	1249.3699196782695
Colorado	West Virginia	0.47210443091054954	3507	1756737	152824	36141038	4	2152.894361395223
Connecticut	Wisconsin	0.9973043376101922	6975	467075	541166	36141038	5	1437.7210719088328
Connecticut	New Jersey	1.895885543480455	17152	467075	700030	36141038	2	228.3905541915425
Connecticut	Tennessee	0.593363558266158	1972	467075	257158	36141038	5	1341.8740786355258
Connecticut	Kansas	0.5221084452340022	808	467075	119747	36141038	6	2202.376224454072
Connecticut	Texas	0.4843530935932127	9714	467075	1551851	36141038	7	2616.2564260263093
Connecticut	Ohio	0.7089317750433187	2595	467075	283235	36141038	3	857.8718957740529
Connecticut	Arizona	0.4205963371401244	4189	467075	770653	36141038	8	3478.999214236317
Connecticut	Iowa	0.4656420190632184	899	467075	149390	36141038	6	1716.8704521552734
Connecticut	Louisiana	0.4988833795073977	1592	467075	246921	36141038	7	2078.722407749044
Connecticut	Rhode Island	2.9389107785202966	8573	467075	225715	36141038	1	97.62766245786862
Connecticut	Utah	0.46310435979675857	3793	467075	633750	36141038	8	3276.678624101423
Connecticut	Virginia	0.954641902120522	6447	467075	522554	36141038	4	693.1018633037282
Connecticut	New York	2.066273589035479	57516	467075	2153847	36141038	1	271.6390149189708
Connecticut	Wyoming	0.1300657360144086	676	467075	402159	36141038	7	2847.2732731484175
Connecticut	Kentucky	0.7439362412012562	1022	467075	106299	36141038	4	1168.1480415705207
Connecticut	Oklahoma	0.4478641197064931	582	467075	100552	36141038	6	2245.198989435684
Connecticut	Illinois	0.6437400927007975	4927	467075	592224	36141038	5	1394.6171604060064
Connecticut	California	0.48279479404782755	34761	467075	5571135	36141038	9	3997.386800651087
Connecticut	Colorado	0.3651860388199457	8291	467075	1756737	36141038	7	2781.4070241747054
Connecticut	Delaware	1.0434370161060476	1728	467075	128142	36141038	3	375.7063524540545
