x	y	RR	N_pairs	N_x	N_y	N_total	sameState	sameRegion
27y	93y	1.0122215354381774	33	60001	1495	2751448	FALSE	TRUE
27y	94y	1.1479688802660686	37	60001	1478	2751448	FALSE	TRUE
27y	95y	0.9236539778049513	17	60001	844	2751448	FALSE	TRUE
27y	96y	0.9746376880257805	20	60001	941	2751448	FALSE	TRUE
27y	97y	0.9463860092638231	11	60001	533	2751448	FALSE	TRUE
27y	98y	1.1245513301390482	9	60001	367	2751448	FALSE	TRUE
27y	99y+	0.9270669195224605	28	60001	1385	2751448	FALSE	TRUE
28y	00y	0.9463577272357464	37	56499	1904	2751448	FALSE	TRUE
28y	01y	1.035811087653963	325	56499	15280	2751448	FALSE	TRUE
28y	02y	1.0294234926264925	267	56499	12631	2751448	FALSE	TRUE
28y	03y	1.0325523986240137	287	56499	13536	2751448	FALSE	TRUE
28y	04y	0.9086160548299761	263	56499	14096	2751448	FALSE	TRUE
28y	05y	1.0681146826422525	337	56499	15365	2751448	FALSE	TRUE
28y	06y	0.9474731760076053	356	56499	18298	2751448	FALSE	TRUE
28y	07y	0.9337271197842483	360	56499	18776	2751448	FALSE	TRUE
28y	08y	1.0727860901670592	395	56499	17931	2751448	FALSE	TRUE
28y	09y	0.9481662570518996	429	56499	22034	2751448	FALSE	TRUE
28y	10y	0.992353365317182	471	56499	23114	2751448	FALSE	TRUE
28y	11y	0.9717999388672534	499	56499	25006	2751448	FALSE	TRUE
28y	12y	0.9434161572557714	442	56499	22816	2751448	FALSE	TRUE
28y	13y	0.95802113277763	455	56499	23129	2751448	FALSE	TRUE
28y	14y	1.00289579093468	539	56499	26173	2751448	FALSE	TRUE
28y	15y	0.9641985031136326	617	56499	31163	2751448	FALSE	TRUE
28y	16y	1.04381064378971	661	56499	30839	2751448	FALSE	TRUE
28y	17y	1.0254816631818169	634	56499	30108	2751448	FALSE	TRUE
28y	18y	0.9663952931966443	665	56499	33511	2751448	FALSE	TRUE
28y	19y	0.9939855599317492	797	56499	39048	2751448	FALSE	TRUE
28y	20y	1.0439287647862265	948	56499	44224	2751448	FALSE	TRUE
28y	21y	0.9853727249463643	1038	56499	51300	2751448	FALSE	TRUE
28y	22y	1.0806739462435695	1195	56499	53851	2751448	FALSE	TRUE
28y	23y	1.0849057957880657	1248	56499	56020	2751448	FALSE	TRUE
28y	24y	1.0944396506527305	1248	56499	55532	2751448	FALSE	TRUE
28y	25y	1.0832946080705113	1233	56499	55429	2751448	FALSE	TRUE
28y	26y	1.0818727155662902	1244	56499	55997	2751448	FALSE	TRUE
28y	27y	1.1086967110758659	1366	56499	60001	2751448	FALSE	TRUE
28y	28y	1.0670884814570651	1238	56499	56499	2751448	FALSE	TRUE
28y	29y	1.0441485658584728	1286	56499	59979	2751448	FALSE	TRUE
28y	30y	1.0634438695052006	1275	56499	58387	2751448	FALSE	TRUE
28y	31y	1.1029358000333265	1279	56499	56473	2751448	FALSE	TRUE
28y	32y	0.9881895134494706	1174	56499	57856	2751448	FALSE	TRUE
28y	33y	1.0286008489402718	1119	56499	52979	2751448	FALSE	TRUE
28y	34y	0.9917488014093088	1065	56499	52296	2751448	FALSE	TRUE
28y	35y	0.9689150362496967	1006	56499	50563	2751448	FALSE	TRUE
28y	36y	1.0075458848962757	1002	56499	48431	2751448	FALSE	TRUE
28y	37y	1.0053879286598713	977	56499	47324	2751448	FALSE	TRUE
28y	38y	1.079340620902391	981	56499	44262	2751448	FALSE	TRUE
28y	39y	1.0029121461532093	902	56499	43799	2751448	FALSE	TRUE
28y	40y	0.9930503386397689	903	56499	44283	2751448	FALSE	TRUE
28y	41y	0.9404270605335754	824	56499	42670	2751448	FALSE	TRUE
28y	42y	1.0182947487047935	887	56499	42420	2751448	FALSE	TRUE
28y	43y	0.9503396778063449	812	56499	41610	2751448	FALSE	TRUE
28y	44y	1.0001058490441979	820	56499	39929	2751448	FALSE	TRUE
28y	45y	0.995134248307997	764	56499	37388	2751448	FALSE	TRUE
28y	46y	1.00924167103329	802	56499	38699	2751448	FALSE	TRUE
28y	47y	1.0175221916719746	824	56499	39437	2751448	FALSE	TRUE
28y	48y	1.018262496827872	780	56499	37304	2751448	FALSE	TRUE
28y	49y	0.9626467438049304	744	56499	37638	2751448	FALSE	TRUE
28y	50y	0.9583404128643681	761	56499	38671	2751448	FALSE	TRUE
28y	51y	0.9739574355788599	822	56499	41101	2751448	FALSE	TRUE
28y	52y	0.9551980396326526	774	56499	39461	2751448	FALSE	TRUE
28y	53y	0.9348723080157485	720	56499	37506	2751448	FALSE	TRUE
28y	54y	1.0141939929565125	743	56499	35677	2751448	FALSE	TRUE
28y	55y	1.001114132741384	749	56499	36435	2751448	FALSE	TRUE
28y	56y	0.982042282096672	748	56499	37093	2751448	FALSE	TRUE
28y	57y	0.9522870203395409	676	56499	34570	2751448	FALSE	TRUE
28y	58y	1.0184889690572125	773	56499	36961	2751448	FALSE	TRUE
28y	59y	0.9799368400504104	747	56499	37123	2751448	FALSE	TRUE
28y	60y	0.9699468407619892	678	56499	34041	2751448	FALSE	TRUE
28y	61y	0.945722711790632	668	56499	34398	2751448	FALSE	TRUE
28y	62y	0.8152887154264031	508	56499	30344	2751448	FALSE	TRUE
28y	63y	0.9563112201089142	591	56499	30096	2751448	FALSE	TRUE
28y	64y	0.9411542322027029	539	56499	27890	2751448	FALSE	TRUE
28y	65y	0.9536017410759228	496	56499	25330	2751448	FALSE	TRUE
28y	66y	1.0368764363115925	486	56499	22826	2751448	FALSE	TRUE
28y	67y	1.0392365267205612	480	56499	22493	2751448	FALSE	TRUE
28y	68y	0.9236107809329509	399	56499	21038	2751448	FALSE	TRUE
28y	69y	1.0047598528485524	395	56499	19145	2751448	FALSE	TRUE
28y	70y	0.8359783571197735	315	56499	18350	2751448	FALSE	TRUE
28y	71y	0.8409846920498835	334	56499	19341	2751448	FALSE	TRUE
28y	72y	1.0036144842033217	338	56499	16401	2751448	FALSE	TRUE
28y	73y	0.8527248671016637	282	56499	16105	2751448	FALSE	TRUE
28y	74y	0.980299934256706	332	56499	16493	2751448	FALSE	TRUE
28y	75y	0.9800547121537158	284	56499	14112	2751448	FALSE	TRUE
28y	76y	0.9972923290471869	243	56499	11866	2751448	FALSE	TRUE
28y	77y	1.018969603359585	212	56499	10132	2751448	FALSE	TRUE
28y	78y	0.8984519333629173	182	56499	9865	2751448	FALSE	TRUE
28y	79y	0.9434367190414972	181	56499	9343	2751448	FALSE	TRUE
28y	80y	0.8236367038801671	134	56499	7923	2751448	FALSE	TRUE
28y	81y	0.8790443456118348	140	56499	7756	2751448	FALSE	TRUE
28y	82y	0.862282399667758	130	56499	7342	2751448	FALSE	TRUE
28y	83y	0.9484948609844113	131	56499	6726	2751448	FALSE	TRUE
28y	84y	0.8297349135203536	78	56499	4578	2751448	FALSE	TRUE
28y	85y	0.8630645264725417	101	56499	5699	2751448	FALSE	TRUE
28y	86y	0.795486943610164	73	56499	4469	2751448	FALSE	TRUE
28y	87y	0.8862532805152384	79	56499	4341	2751448	FALSE	TRUE
28y	88y	0.7563613746774617	57	56499	3670	2751448	FALSE	TRUE
28y	89y	0.9159210577963744	59	56499	3137	2751448	FALSE	TRUE
28y	90y	0.838144006435239	58	56499	3370	2751448	FALSE	TRUE
28y	91y	0.8794412110691985	40	56499	2215	2751448	FALSE	TRUE
28y	92y	1.1027326270849824	37	56499	1634	2751448	FALSE	TRUE
28y	93y	0.5211939288474695	16	56499	1495	2751448	FALSE	TRUE
28y	94y	0.8896309515914409	27	56499	1478	2751448	FALSE	TRUE
28y	95y	0.8655045817612508	15	56499	844	2751448	FALSE	TRUE
28y	96y	0.8280392387109106	16	56499	941	2751448	FALSE	TRUE
28y	97y	0.6395748856336331	7	56499	533	2751448	FALSE	TRUE
28y	98y	0.13269502539482145	1	56499	367	2751448	FALSE	TRUE
28y	99y+	0.8438825823759828	24	56499	1385	2751448	FALSE	TRUE
29y	00y	0.9637294709310724	40	59979	1904	2751448	FALSE	TRUE
29y	01y	0.9937261734888189	331	59979	15280	2751448	FALSE	TRUE
29y	02y	1.1403915802484001	314	59979	12631	2751448	FALSE	TRUE
29y	03y	1.0438124198966092	308	59979	13536	2751448	FALSE	TRUE
29y	04y	0.9665462662688656	297	59979	14096	2751448	FALSE	TRUE
29y	05y	0.9971855839965943	334	59979	15365	2751448	FALSE	TRUE
29y	06y	1.0053165645903708	401	59979	18298	2751448	FALSE	TRUE
29y	07y	1.0750079821290668	440	59979	18776	2751448	FALSE	TRUE
29y	08y	1.0745011111742362	420	59979	17931	2751448	FALSE	TRUE
29y	09y	0.9223005554894199	443	59979	22034	2751448	FALSE	TRUE
29y	10y	0.8553901605459808	431	59979	23114	2751448	FALSE	TRUE
29y	11y	0.9172503085829701	500	59979	25006	2751448	FALSE	TRUE
29y	12y	0.9429646748790782	469	59979	22816	2751448	FALSE	TRUE
29y	13y	0.9619377569472589	485	59979	23129	2751448	FALSE	TRUE
29y	14y	0.9867723657049119	563	59979	26173	2751448	FALSE	TRUE
29y	15y	0.924447969821987	628	59979	31163	2751448	FALSE	TRUE
29y	16y	0.9282103179079917	624	59979	30839	2751448	FALSE	TRUE
29y	17y	0.8974194469902294	589	59979	30108	2751448	FALSE	TRUE
29y	18y	0.9774013013613482	714	59979	33511	2751448	FALSE	TRUE
29y	19y	0.9680337654647063	824	59979	39048	2751448	FALSE	TRUE
29y	20y	0.9470542232141356	913	59979	44224	2751448	FALSE	TRUE
29y	21y	0.967546808049484	1082	59979	51300	2751448	FALSE	TRUE
29y	22y	0.999231988102238	1173	59979	53851	2751448	FALSE	TRUE
29y	23y	1.0219592283337489	1248	59979	56020	2751448	FALSE	TRUE
29y	24y	0.9904623167485556	1199	59979	55532	2751448	FALSE	TRUE
29y	25y	1.0320280439635767	1247	59979	55429	2751448	FALSE	TRUE
29y	26y	1.0199213422872313	1245	59979	55997	2751448	FALSE	TRUE
29y	27y	1.0558379768735682	1381	59979	60001	2751448	FALSE	TRUE
29y	28y	1.0441485658584728	1286	59979	56499	2751448	FALSE	TRUE
29y	29y	1.0982907047860722	1436	59979	59979	2751448	FALSE	TRUE
29y	30y	1.0370981482867945	1320	59979	58387	2751448	FALSE	TRUE
29y	31y	1.0186354028589528	1254	59979	56473	2751448	FALSE	TRUE
29y	32y	0.9879426321636061	1246	59979	57856	2751448	FALSE	TRUE
29y	33y	1.0684974547964952	1234	59979	52979	2751448	FALSE	TRUE
29y	34y	0.995610523560356	1135	59979	52296	2751448	FALSE	TRUE
29y	35y	1.002516509465957	1105	59979	50563	2751448	FALSE	TRUE
29y	36y	1.0333879737055622	1091	59979	48431	2751448	FALSE	TRUE
29y	37y	0.988737065002306	1020	59979	47324	2751448	FALSE	TRUE
29y	38y	1.050918434091819	1014	59979	44262	2751448	FALSE	TRUE
29y	39y	0.9970911057559004	952	59979	43799	2751448	FALSE	TRUE
29y	40y	1.0183066308828983	983	59979	44283	2751448	FALSE	TRUE
29y	41y	1.0202477800282204	949	59979	42670	2751448	FALSE	TRUE
29y	42y	1.0024694785717827	927	59979	42420	2751448	FALSE	TRUE
29y	43y	0.99552489169495	903	59979	41610	2751448	FALSE	TRUE
29y	44y	0.99837438908672	869	59979	39929	2751448	FALSE	TRUE
29y	45y	0.9680702147716681	789	59979	37388	2751448	FALSE	TRUE
29y	46y	0.9518705523004785	803	59979	38699	2751448	FALSE	TRUE
29y	47y	0.9538324006457851	820	59979	39437	2751448	FALSE	TRUE
29y	48y	1.0981410979903443	893	59979	37304	2751448	FALSE	TRUE
29y	49y	0.9982043376871332	819	59979	37638	2751448	FALSE	TRUE
29y	50y	1.0059410672455849	848	59979	38671	2751448	FALSE	TRUE
29y	51y	1.060311094528203	950	59979	41101	2751448	FALSE	TRUE
29y	52y	0.9916148760409402	853	59979	39461	2751448	FALSE	TRUE
29y	53y	0.9809247848631342	802	59979	37506	2751448	FALSE	TRUE
29y	54y	1.0093537881628247	785	59979	35677	2751448	FALSE	TRUE
29y	55y	1.039976108650058	826	59979	36435	2751448	FALSE	TRUE
29y	56y	1.038841798513411	840	59979	37093	2751448	FALSE	TRUE
29y	57y	0.9793074789559819	738	59979	34570	2751448	FALSE	TRUE
29y	58y	0.9817363230075522	791	59979	36961	2751448	FALSE	TRUE
29y	59y	1.0256451151109256	830	59979	37123	2751448	FALSE	TRUE
29y	60y	0.972964460183784	722	59979	34041	2751448	FALSE	TRUE
29y	61y	1.0108765043170655	758	59979	34398	2751448	FALSE	TRUE
29y	62y	0.9690524609397628	641	59979	30344	2751448	FALSE	TRUE
29y	63y	1.0319103761675439	677	59979	30096	2751448	FALSE	TRUE
29y	64y	0.9572746523193002	582	59979	27890	2751448	FALSE	TRUE
29y	65y	1.0069355890563803	556	59979	25330	2751448	FALSE	TRUE
29y	66y	0.9345127456603444	465	59979	22826	2751448	FALSE	TRUE
29y	67y	0.9177559728115602	450	59979	22493	2751448	FALSE	TRUE
29y	68y	0.9703259570516632	445	59979	21038	2751448	FALSE	TRUE
29y	69y	1.0063661229806857	420	59979	19145	2751448	FALSE	TRUE
29y	70y	0.982468355295834	393	59979	18350	2751448	FALSE	TRUE
29y	71y	0.9155255500171661	386	59979	19341	2751448	FALSE	TRUE
29y	72y	1.1327831588605959	405	59979	16401	2751448	FALSE	TRUE
29y	73y	0.9143372062660097	321	59979	16105	2751448	FALSE	TRUE
29y	74y	0.9567993525800482	344	59979	16493	2751448	FALSE	TRUE
29y	75y	0.9654504088241164	297	59979	14112	2751448	FALSE	TRUE
29y	76y	1.03221224484584	267	59979	11866	2751448	FALSE	TRUE
29y	77y	0.9191003813434978	203	59979	10132	2751448	FALSE	TRUE
29y	78y	0.9811772167225922	211	59979	9865	2751448	FALSE	TRUE
29y	79y	0.9230677756373459	188	59979	9343	2751448	FALSE	TRUE
29y	80y	1.0537651260106884	182	59979	7923	2751448	FALSE	TRUE
29y	81y	0.9167606999221259	155	59979	7756	2751448	FALSE	TRUE
29y	82y	0.9622068191496189	154	59979	7342	2751448	FALSE	TRUE
29y	83y	1.0025881369907756	147	59979	6726	2751448	FALSE	TRUE
29y	84y	1.072185870122258	107	59979	4578	2751448	FALSE	TRUE
29y	85y	0.9498290331311227	118	59979	5699	2751448	FALSE	TRUE
29y	86y	0.9751587927110358	95	59979	4469	2751448	FALSE	TRUE
29y	87y	0.9722101076772862	92	59979	4341	2751448	FALSE	TRUE
29y	88y	0.8999710161953596	72	59979	3670	2751448	FALSE	TRUE
29y	89y	0.8774024101507465	60	59979	3137	2751448	FALSE	TRUE
29y	90y	1.1570473058250903	85	59979	3370	2751448	FALSE	TRUE
29y	91y	0.8284157619199828	40	59979	2215	2751448	FALSE	TRUE
29y	92y	1.2071979680852394	43	59979	1634	2751448	FALSE	TRUE
29y	93y	0.8284850310763728	27	59979	1495	2751448	FALSE	TRUE
29y	94y	0.838014290567779	27	59979	1478	2751448	FALSE	TRUE
29y	95y	1.032697798889959	19	59979	844	2751448	FALSE	TRUE
29y	96y	0.9262454221712279	19	59979	941	2751448	FALSE	TRUE
29y	97y	1.1188664312684549	13	59979	533	2751448	FALSE	TRUE
29y	98y	0.6249799146322467	5	59979	367	2751448	FALSE	TRUE
29y	99y+	1.1261370240113522	34	59979	1385	2751448	FALSE	TRUE
30y	00y	1.2127583889328422	49	58387	1904	2751448	FALSE	TRUE
30y	01y	0.996149030924459	323	58387	15280	2751448	FALSE	TRUE
30y	02y	0.9849435500689107	264	58387	12631	2751448	FALSE	TRUE
30y	03y	1.06531055385479	306	58387	13536	2751448	FALSE	TRUE
30y	04y	0.9694987547567799	290	58387	14096	2751448	FALSE	TRUE
30y	05y	1.0458441297555132	341	58387	15365	2751448	FALSE	TRUE
30y	06y	1.0610570648564834	412	58387	18298	2751448	FALSE	TRUE
30y	07y	1.0465937260782956	417	58387	18776	2751448	FALSE	TRUE
30y	08y	1.0196998693800474	388	58387	17931	2751448	FALSE	TRUE
30y	09y	1.0265805716135572	480	58387	22034	2751448	FALSE	TRUE
30y	10y	0.9847300031061005	483	58387	23114	2751448	FALSE	TRUE
30y	11y	0.9874888683608736	524	58387	25006	2751448	FALSE	TRUE
30y	12y	0.9211715131415904	446	58387	22816	2751448	FALSE	TRUE
30y	13y	0.9209302260176013	452	58387	23129	2751448	FALSE	TRUE
30y	14y	0.9776681629549596	543	58387	26173	2751448	FALSE	TRUE
30y	15y	0.9587274158610922	634	58387	31163	2751448	FALSE	TRUE
30y	16y	0.9794965057175077	641	58387	30839	2751448	FALSE	TRUE
30y	17y	0.9391057323430525	600	58387	30108	2751448	FALSE	TRUE
30y	18y	0.9506145485523334	676	58387	33511	2751448	FALSE	TRUE
30y	19y	0.8906410654836062	738	58387	39048	2751448	FALSE	TRUE
30y	20y	0.9643522680810314	905	58387	44224	2751448	FALSE	TRUE
30y	21y	0.940649307065236	1024	58387	51300	2751448	FALSE	TRUE
30y	22y	1.0667314060728734	1219	58387	53851	2751448	FALSE	TRUE
30y	23y	1.00019320206743	1189	58387	56020	2751448	FALSE	TRUE
30y	24y	1.0106798212032393	1191	58387	55532	2751448	FALSE	TRUE
30y	25y	1.045714707648614	1230	58387	55429	2751448	FALSE	TRUE
30y	26y	1.058671029655643	1258	58387	55997	2751448	FALSE	TRUE
30y	27y	1.0775582868344855	1372	58387	60001	2751448	FALSE	TRUE
30y	28y	1.0634438695052006	1275	58387	56499	2751448	FALSE	TRUE
30y	29y	1.0370981482867945	1320	58387	59979	2751448	FALSE	TRUE
30y	30y	1.1493147395930308	1424	58387	58387	2751448	FALSE	TRUE
30y	31y	0.999680238528169	1198	58387	56473	2751448	FALSE	TRUE
30y	32y	1.0661943835430885	1309	58387	57856	2751448	FALSE	TRUE
30y	33y	1.0567149031540233	1188	58387	52979	2751448	FALSE	TRUE
30y	34y	0.9740973690685917	1081	58387	52296	2751448	FALSE	TRUE
30y	35y	1.0345114304096577	1110	58387	50563	2751448	FALSE	TRUE
30y	36y	1.0197248305287296	1048	58387	48431	2751448	FALSE	TRUE
30y	37y	1.0156963094828182	1020	58387	47324	2751448	FALSE	TRUE
30y	38y	1.0061110597901743	945	58387	44262	2751448	FALSE	TRUE
30y	39y	0.9941523069112008	924	58387	43799	2751448	FALSE	TRUE
30y	40y	1.0333021745266548	971	58387	44283	2751448	FALSE	TRUE
30y	41y	1.042544255983414	944	58387	42670	2751448	FALSE	TRUE
30y	42y	1.0475775360016935	943	58387	42420	2751448	FALSE	TRUE
30y	43y	1.012476498961567	894	58387	41610	2751448	FALSE	TRUE
30y	44y	1.0314974231606657	874	58387	39929	2751448	FALSE	TRUE
30y	45y	0.9730389268240731	772	58387	37388	2751448	FALSE	TRUE
30y	46y	0.9218097240701829	757	58387	38699	2751448	FALSE	TRUE
30y	47y	0.9678906552140061	810	58387	39437	2751448	FALSE	TRUE
30y	48y	0.9625974731903859	762	58387	37304	2751448	FALSE	TRUE
30y	49y	1.0391941729657086	830	58387	37638	2751448	FALSE	TRUE
30y	50y	0.9931557342136718	815	58387	38671	2751448	FALSE	TRUE
30y	51y	0.9596618223747925	837	58387	41101	2751448	FALSE	TRUE
30y	52y	1.0079047880380465	844	58387	39461	2751448	FALSE	TRUE
30y	53y	1.0403386559708443	828	58387	37506	2751448	FALSE	TRUE
30y	54y	0.9853616315824562	746	58387	35677	2751448	FALSE	TRUE
30y	55y	1.0049568004446436	777	58387	36435	2751448	FALSE	TRUE
30y	56y	0.9070921335592579	714	58387	37093	2751448	FALSE	TRUE
30y	57y	0.9596622867778206	704	58387	34570	2751448	FALSE	TRUE
30y	58y	0.8504078679135678	667	58387	36961	2751448	FALSE	TRUE
30y	59y	1.0142589819747874	799	58387	37123	2751448	FALSE	TRUE
30y	60y	1.0036466640797355	725	58387	34041	2751448	FALSE	TRUE
30y	61y	0.9274716106214801	677	58387	34398	2751448	FALSE	TRUE
30y	62y	1.0032399936700622	646	58387	30344	2751448	FALSE	TRUE
30y	63y	0.9958489869657122	636	58387	30096	2751448	FALSE	TRUE
30y	64y	1.0036518263055594	594	58387	27890	2751448	FALSE	TRUE
30y	65y	0.9618348346975523	517	58387	25330	2751448	FALSE	TRUE
30y	66y	0.9723805040019826	471	58387	22826	2751448	FALSE	TRUE
30y	67y	1.032867672075699	493	58387	22493	2751448	FALSE	TRUE
30y	68y	0.9654237265677388	431	58387	21038	2751448	FALSE	TRUE
30y	69y	0.9205796708888808	374	58387	19145	2751448	FALSE	TRUE
30y	70y	0.9476226796220968	369	58387	18350	2751448	FALSE	TRUE
30y	71y	0.9404885841793482	386	58387	19341	2751448	FALSE	TRUE
30y	72y	1.01138727123457	352	58387	16401	2751448	FALSE	TRUE
30y	73y	0.9392678386392347	321	58387	16105	2751448	FALSE	TRUE
30y	74y	1.0771764249092894	377	58387	16493	2751448	FALSE	TRUE
30y	75y	1.061900195891694	318	58387	14112	2751448	FALSE	TRUE
30y	76y	1.020643157051863	257	58387	11866	2751448	FALSE	TRUE
30y	77y	0.851140111100044	183	58387	10132	2751448	FALSE	TRUE
30y	78y	1.0509226207421718	220	58387	9865	2751448	FALSE	TRUE
30y	79y	0.9986745681228816	198	58387	9343	2751448	FALSE	TRUE
30y	80y	0.8921682267059802	150	58387	7923	2751448	FALSE	TRUE
30y	81y	0.8445437439874626	139	58387	7756	2751448	FALSE	TRUE
30y	82y	0.8664919607579737	135	58387	7342	2751448	FALSE	TRUE
30y	83y	0.9318369498430248	133	58387	6726	2751448	FALSE	TRUE
30y	84y	0.8337855815600406	81	58387	4578	2751448	FALSE	TRUE
30y	85y	0.8103498732986774	98	58387	5699	2751448	FALSE	TRUE
30y	86y	0.9279348113056322	88	58387	4469	2751448	FALSE	TRUE
30y	87y	0.9118736165038364	84	58387	4341	2751448	FALSE	TRUE
30y	88y	0.8988291036940449	70	58387	3670	2751448	FALSE	TRUE
30y	89y	1.0215027603813471	68	58387	3137	2751448	FALSE	TRUE
30y	90y	0.7690913727746903	55	58387	3370	2751448	FALSE	TRUE
30y	91y	0.9573790835423993	45	58387	2215	2751448	FALSE	TRUE
30y	92y	1.0382348466723081	36	58387	1634	2751448	FALSE	TRUE
30y	93y	1.071723804830564	34	58387	1495	2751448	FALSE	TRUE
30y	94y	1.3072377317758441	41	58387	1478	2751448	FALSE	TRUE
30y	95y	0.7258486376690519	13	58387	844	2751448	FALSE	TRUE
30y	96y	0.5007898760163574	10	58387	941	2751448	FALSE	TRUE
30y	97y	0.7957203521781671	9	58387	533	2751448	FALSE	TRUE
30y	98y	0.7704249886912138	6	58387	367	2751448	FALSE	TRUE
30y	99y+	0.7485452568783701	22	58387	1385	2751448	FALSE	TRUE
31y	00y	0.9979714501032471	39	56473	1904	2751448	FALSE	TRUE
31y	01y	1.020345080116588	320	56473	15280	2751448	FALSE	TRUE
31y	02y	1.1147578989038325	289	56473	12631	2751448	FALSE	TRUE
31y	03y	1.029428382719682	286	56473	13536	2751448	FALSE	TRUE
31y	04y	1.0438341535767104	302	56473	14096	2751448	FALSE	TRUE
31y	05y	1.1256833411903384	355	56473	15365	2751448	FALSE	TRUE
31y	06y	0.9452467229964777	355	56473	18298	2751448	FALSE	TRUE
31y	07y	0.957510930052875	369	56473	18776	2751448	FALSE	TRUE
31y	08y	1.046108352183173	385	56473	17931	2751448	FALSE	TRUE
31y	09y	0.9043788837016438	409	56473	22034	2751448	FALSE	TRUE
31y	10y	0.9717314681376665	461	56473	23114	2751448	FALSE	TRUE
31y	11y	0.9625053952132147	494	56473	25006	2751448	FALSE	TRUE
31y	12y	0.9267672362152783	434	56473	22816	2751448	FALSE	TRUE
31y	13y	0.9437166304972555	448	56473	23129	2751448	FALSE	TRUE
31y	14y	0.9456505023491719	508	56473	26173	2751448	FALSE	TRUE
31y	15y	0.9630789773182882	616	56473	31163	2751448	FALSE	TRUE
31y	16y	1.0316522856907928	653	56473	30839	2751448	FALSE	TRUE
31y	17y	0.9482790568806593	586	56473	30108	2751448	FALSE	TRUE
31y	18y	1.0308116015502757	709	56473	33511	2751448	FALSE	TRUE
31y	19y	0.940790669636388	754	56473	39048	2751448	FALSE	TRUE
31y	20y	0.990426200895332	899	56473	44224	2751448	FALSE	TRUE
31y	21y	0.9630327139029574	1014	56473	51300	2751448	FALSE	TRUE
31y	22y	0.9762209478382338	1079	56473	53851	2751448	FALSE	TRUE
31y	23y	0.9914759798423922	1140	56473	56020	2751448	FALSE	TRUE
31y	24y	0.9984340818938693	1138	56473	55532	2751448	FALSE	TRUE
31y	25y	1.0389649181226526	1182	56473	55429	2751448	FALSE	TRUE
31y	26y	1.0632292006255646	1222	56473	55997	2751448	FALSE	TRUE
31y	27y	1.0726666525880002	1321	56473	60001	2751448	FALSE	TRUE
31y	28y	1.1029358000333265	1279	56473	56499	2751448	FALSE	TRUE
31y	29y	1.0186354028589528	1254	56473	59979	2751448	FALSE	TRUE
31y	30y	0.999680238528169	1198	56473	58387	2751448	FALSE	TRUE
31y	31y	1.0646203190493246	1234	56473	56473	2751448	FALSE	TRUE
31y	32y	0.9903287054324378	1176	56473	57856	2751448	FALSE	TRUE
31y	33y	1.0106816627803723	1099	56473	52979	2751448	FALSE	TRUE
31y	34y	0.9288533177561915	997	56473	52296	2751448	FALSE	TRUE
31y	35y	0.9982685111379229	1036	56473	50563	2751448	FALSE	TRUE
31y	36y	0.9979497784017806	992	56473	48431	2751448	FALSE	TRUE
31y	37y	1.003791746258404	975	56473	47324	2751448	FALSE	TRUE
31y	38y	0.9807698813481839	891	56473	44262	2751448	FALSE	TRUE
31y	39y	0.9911376170285466	891	56473	43799	2751448	FALSE	TRUE
31y	40y	1.0243139712540377	931	56473	44283	2751448	FALSE	TRUE
31y	41y	1.0424820481293273	913	56473	42670	2751448	FALSE	TRUE
31y	42y	1.0336947144251625	900	56473	42420	2751448	FALSE	TRUE
31y	43y	1.0093226061078255	862	56473	41610	2751448	FALSE	TRUE
31y	44y	0.9578591968516326	785	56473	39929	2751448	FALSE	TRUE
31y	45y	1.020351902108922	783	56473	37388	2751448	FALSE	TRUE
31y	46y	1.0399219734209748	826	56473	38699	2751448	FALSE	TRUE
31y	47y	0.9796924637079566	793	56473	39437	2751448	FALSE	TRUE
31y	48y	1.0004463810370054	766	56473	37304	2751448	FALSE	TRUE
31y	49y	0.9384949046143521	725	56473	37638	2751448	FALSE	TRUE
31y	50y	0.9852394672630174	782	56473	38671	2751448	FALSE	TRUE
31y	51y	1.0514573995316998	887	56473	41101	2751448	FALSE	TRUE
31y	52y	0.9815659675702884	795	56473	39461	2751448	FALSE	TRUE
31y	53y	1.0093475190883323	777	56473	37506	2751448	FALSE	TRUE
31y	54y	1.0829422790943937	793	56473	35677	2751448	FALSE	TRUE
31y	55y	0.9841912302071504	736	56473	36435	2751448	FALSE	TRUE
31y	56y	1.0061373250533645	766	56473	37093	2751448	FALSE	TRUE
31y	57y	1.0316494521989181	732	56473	34570	2751448	FALSE	TRUE
31y	58y	0.9319575938018676	707	56473	36961	2751448	FALSE	TRUE
31y	59y	0.947577156676839	722	56473	37123	2751448	FALSE	TRUE
31y	60y	0.9961560580414291	696	56473	34041	2751448	FALSE	TRUE
31y	61y	1.0113127207149382	714	56473	34398	2751448	FALSE	TRUE
31y	62y	0.9136079859846745	569	56473	30344	2751448	FALSE	TRUE
31y	63y	0.9826534048540583	607	56473	30096	2751448	FALSE	TRUE
31y	64y	0.9765258498213214	559	56473	27890	2751448	FALSE	TRUE
31y	65y	1.1175356674678931	581	56473	25330	2751448	FALSE	TRUE
31y	66y	0.9989332996221695	468	56473	22826	2751448	FALSE	TRUE
31y	67y	0.909750614689217	420	56473	22493	2751448	FALSE	TRUE
31y	68y	0.9170883694133956	396	56473	21038	2751448	FALSE	TRUE
31y	69y	0.9695943041481093	381	56473	19145	2751448	FALSE	TRUE
