x	y	RR	N_pairs	N_x	N_y	N_total
19y	08y	0.9066041755108148	1677	275845	121686	18146396
19y	09y	0.9156558614840378	1986	275845	142683	18146396
19y	10y	0.9678828418414934	2259	275845	153539	18146396
19y	11y	0.9053812915285256	2257	275845	163993	18146396
19y	12y	0.9425199169627965	2105	275845	146922	18146396
19y	13y	0.9917322327905032	2221	275845	147326	18146396
19y	14y	0.9887411267678169	2570	275845	170992	18146396
19y	15y	1.002418240617784	2840	275845	186378	18146396
19y	16y	1.0447183854395774	3150	275845	198352	18146396
19y	17y	1.0864211988494343	3311	275845	200487	18146396
19y	18y	2.6417996846059286	9847	275845	245205	18146396
19y	19y	2.9958422448061817	12562	275845	275845	18146396
19y	20y	2.1103305249035604	9709	275845	302656	18146396
19y	21y	1.6681227904012068	8742	275845	344753	18146396
19y	22y	1.321012378956285	7478	275845	372395	18146396
19y	23y	1.1109570031504892	6196	275845	366893	18146396
19y	24y	1.0427588490794508	5962	275845	376126	18146396
19y	25y	0.9726086697868609	5599	275845	378702	18146396
19y	26y	0.9414323100973503	5469	275845	382159	18146396
19y	27y	0.9545461935580136	5829	275845	401719	18146396
19y	28y	0.9262684864910249	5456	275845	387492	18146396
19y	29y	0.8969713012663727	5622	275845	412323	18146396
19y	30y	0.8848195054475653	5508	275845	409510	18146396
19y	31y	0.894286739433278	5348	275845	393405	18146396
19y	32y	0.8819548542901794	5189	275845	387046	18146396
19y	33y	0.9027540712675957	4976	275845	362607	18146396
19y	34y	0.876208019335555	4650	275845	349117	18146396
19y	35y	0.8840609596837681	4495	275845	334482	18146396
19y	36y	0.9077374870380474	4502	275845	326265	18146396
19y	37y	0.8906364338119309	4368	275845	322632	18146396
19y	38y	0.9212650333205002	4182	275845	298624	18146396
19y	39y	0.8947764483706262	4070	275845	299230	18146396
19y	40y	0.8743292171632437	3875	275845	291556	18146396
19y	41y	0.9088396371038641	3854	275845	278965	18146396
19y	42y	0.876072722986956	3734	275845	280388	18146396
19y	43y	0.8725685640238297	3660	275845	275935	18146396
19y	44y	0.889047652836801	3541	275845	262015	18146396
19y	45y	0.9087969658304397	3577	275845	258927	18146396
19y	46y	0.892684429003343	3520	275845	259400	18146396
19y	47y	0.9220979028640017	3533	275845	252053	18146396
19y	48y	0.9056096118515183	3299	275845	239644	18146396
19y	49y	0.9112781703557246	3424	275845	247177	18146396
19y	50y	0.9307033768674644	3566	275845	252055	18146396
19y	51y	0.9239004228539237	3640	275845	259180	18146396
19y	52y	0.8860569103160902	3343	275845	248199	18146396
19y	53y	0.8979264863433112	3259	275845	238764	18146396
19y	54y	0.9175701998613669	3267	275845	234226	18146396
19y	55y	0.8914927147373318	3274	275845	241594	18146396
19y	56y	0.8897327099545033	3096	275845	228911	18146396
19y	57y	0.8911181801424057	3074	275845	226931	18146396
19y	58y	0.8959951364192489	3141	275845	230615	18146396
19y	59y	0.8567955408682428	3009	275845	231031	18146396
19y	60y	0.8426814183784964	2743	275845	214135	18146396
19y	61y	0.8615990391925777	2813	275845	214778	18146396
19y	62y	0.8666747396430244	2552	275845	193709	18146396
19y	63y	0.8114771765195623	2312	275845	187429	18146396
19y	64y	0.855225716119789	2327	275845	178995	18146396
19y	65y	0.8309636846126511	2116	275845	167517	18146396
19y	66y	0.7822969367819229	1841	275845	154813	18146396
19y	67y	0.8376009550543595	1861	275845	146162	18146396
19y	68y	0.8109518770731573	1719	275845	139446	18146396
19y	69y	0.7741854710344035	1474	275845	125250	18146396
19y	70y	0.7875131686368637	1408	275845	117617	18146396
19y	71y	0.7774966109249181	1347	275845	113971	18146396
19y	72y	0.8559080155185953	1332	275845	102377	18146396
19y	73y	0.8447691908112104	1284	275845	99989	18146396
19y	74y	0.817025843569912	1268	275845	102096	18146396
19y	75y	0.8113473818052823	1051	275845	85216	18146396
19y	76y	0.772252258619138	846	275845	72067	18146396
19y	77y	0.7872781285819407	770	275845	64341	18146396
19y	78y	0.8163707925499195	787	275845	63418	18146396
19y	79y	0.7290595201478381	680	275845	61358	18146396
19y	80y	0.7683613174697422	637	275845	54538	18146396
19y	81y	0.8303155759719204	608	275845	48171	18146396
19y	82y	0.788194438948231	508	275845	42399	18146396
19y	83y	0.8396672453129101	569	275845	44579	18146396
19y	84y	0.7710390840153131	413	275845	35237	18146396
19y	85y	0.7525746126408105	402	275845	35140	18146396
19y	86y	0.7121742746655854	304	275845	28081	18146396
19y	87y	0.737507225399269	332	275845	29614	18146396
19y	88y	0.7469299389325245	272	275845	23956	18146396
19y	89y	0.6626460307534957	203	275845	20153	18146396
19y	90y	0.8011675284376615	252	275845	20692	18146396
19y	91y	0.6396611160588838	153	275845	15735	18146396
19y	92y	0.5447301687468898	111	275845	13405	18146396
19y	93y	0.6565804745094885	114	275845	11422	18146396
19y	94y	0.5549822458071146	86	275845	10194	18146396
19y	95y	0.6893612153966099	70	275845	6680	18146396
19y	96y	0.718590951230366	64	275845	5859	18146396
19y	97y	0.6896012941714956	43	275845	4102	18146396
19y	98y	0.624359203156095	33	275845	3477	18146396
19y	99y+	0.6573631868248329	95	275845	9507	18146396
20y	00y	0.9907535860965776	269	302656	16279	18146396
20y	01y	0.8690084721921124	1180	302656	81414	18146396
20y	02y	0.9039986611649459	1119	302656	74217	18146396
20y	03y	0.8818510054566713	1216	302656	82676	18146396
20y	04y	0.8774345286390506	1360	302656	92932	18146396
20y	05y	0.8918852593533103	1492	302656	100300	18146396
20y	06y	0.8718734767831852	1635	302656	112436	18146396
20y	07y	0.8857474070663618	1764	302656	119407	18146396
20y	08y	0.9026636418008815	1832	302656	121686	18146396
20y	09y	0.8807651907479351	2096	302656	142683	18146396
20y	10y	0.9133823394907854	2339	302656	153539	18146396
20y	11y	0.8986646610778598	2458	302656	163993	18146396
20y	12y	0.910853339001005	2232	302656	146922	18146396
20y	13y	0.9457967604815584	2324	302656	147326	18146396
20y	14y	0.9656711124963093	2754	302656	170992	18146396
20y	15y	0.979566097620641	3045	302656	186378	18146396
20y	16y	0.9996286783388257	3307	302656	198352	18146396
20y	17y	1.0481969726333475	3505	302656	200487	18146396
20y	18y	1.8512497826977594	7571	302656	245205	18146396
20y	19y	2.1103305249035604	9709	302656	275845	18146396
20y	20y	2.4247849390493683	12240	302656	302656	18146396
20y	21y	1.8257428580179589	10498	302656	344753	18146396
20y	22y	1.3880173663778475	8621	302656	372395	18146396
20y	23y	1.1597822971109388	7097	302656	366893	18146396
20y	24y	1.0731287940307128	6732	302656	376126	18146396
20y	25y	1.0267234416729845	6485	302656	378702	18146396
20y	26y	0.9973537286165053	6357	302656	382159	18146396
20y	27y	0.9710303005139416	6506	302656	401719	18146396
20y	28y	0.9570134894166845	6185	302656	387492	18146396
20y	29y	0.9211919925028346	6335	302656	412323	18146396
20y	30y	0.9344011934302893	6382	302656	409510	18146396
20y	31y	0.929369981592776	6098	302656	393405	18146396
20y	32y	0.9198535860489363	5938	302656	387046	18146396
20y	33y	0.927284322480715	5608	302656	362607	18146396
20y	34y	0.895793035837188	5216	302656	349117	18146396
20y	35y	0.925308059429927	5162	302656	334482	18146396
20y	36y	0.9267435599686608	5043	302656	326265	18146396
20y	37y	0.8715784796100294	4690	302656	322632	18146396
20y	38y	0.9193630204525013	4579	302656	298624	18146396
20y	39y	0.9088851535149599	4536	302656	299230	18146396
20y	40y	0.9260214779043074	4503	302656	291556	18146396
20y	41y	0.9237570985756275	4298	302656	278965	18146396
20y	42y	0.910301636313274	4257	302656	280388	18146396
20y	43y	0.9110855693752604	4193	302656	275935	18146396
20y	44y	0.9345459821132752	4084	302656	262015	18146396
20y	45y	0.9158202547568657	3955	302656	258927	18146396
20y	46y	0.9148437262957012	3958	302656	259400	18146396
20y	47y	0.9141545171991777	3843	302656	252053	18146396
20y	48y	0.9024448656058798	3607	302656	239644	18146396
20y	49y	0.9312175479920831	3839	302656	247177	18146396
20y	50y	0.9153366303110865	3848	302656	252055	18146396
20y	51y	0.917008278402858	3964	302656	259180	18146396
20y	52y	0.9160293678183539	3792	302656	248199	18146396
20y	53y	0.9087843366837176	3619	302656	238764	18146396
20y	54y	0.9079609753817975	3547	302656	234226	18146396
20y	55y	0.907073194433795	3655	302656	241594	18146396
20y	56y	0.8881825230798551	3391	302656	228911	18146396
20y	57y	0.9086140434912618	3439	302656	226931	18146396
20y	58y	0.8740801410571071	3362	302656	230615	18146396
20y	59y	0.8699110512051269	3352	302656	231031	18146396
20y	60y	0.8674308260423527	3098	302656	214135	18146396
20y	61y	0.8553425224849598	3064	302656	214778	18146396
20y	62y	0.9152560776417442	2957	302656	193709	18146396
20y	63y	0.8368392616669154	2616	302656	187429	18146396
20y	64y	0.8940231613576226	2669	302656	178995	18146396
20y	65y	0.8017338634278081	2240	302656	167517	18146396
20y	66y	0.8733336934766832	2255	302656	154813	18146396
20y	67y	0.8913871011967435	2173	302656	146162	18146396
20y	68y	0.8500445833542867	1977	302656	139446	18146396
20y	69y	0.8382035726865154	1751	302656	125250	18146396
20y	70y	0.8380555593886597	1644	302656	117617	18146396
20y	71y	0.7943715550375147	1510	302656	113971	18146396
20y	72y	0.8497792249391305	1451	302656	102377	18146396
20y	73y	0.8077118728949908	1347	302656	99989	18146396
20y	74y	0.8127714856299528	1384	302656	102096	18146396
20y	75y	0.797168007864217	1133	302656	85216	18146396
20y	76y	0.8045094068047766	967	302656	72067	18146396
20y	77y	0.7809033900657586	838	302656	64341	18146396
20y	78y	0.7733602715695039	818	302656	63418	18146396
20y	79y	0.7836899352673466	802	302656	61358	18146396
20y	80y	0.7574624537463043	689	302656	54538	18146396
20y	81y	0.8613140437211159	692	302656	48171	18146396
20y	82y	0.8597834115243265	608	302656	42399	18146396
20y	83y	0.7464552159756959	555	302656	44579	18146396
20y	84y	0.7622899316800661	448	302656	35237	18146396
20y	85y	0.8155812549615753	478	302656	35140	18146396
20y	86y	0.7259512270342624	340	302656	28081	18146396
20y	87y	0.7410117754954804	366	302656	29614	18146396
20y	88y	0.7483383121057545	299	302656	23956	18146396
20y	89y	0.6872478203838857	231	302656	20153	18146396
20y	90y	0.7128099174833792	246	302656	20692	18146396
20y	91y	0.7811387995565564	205	302656	15735	18146396
20y	92y	0.7782578790296037	174	302656	13405	18146396
20y	93y	0.7243993080287792	138	302656	11422	18146396
20y	94y	0.6881487554038873	117	302656	10194	18146396
20y	95y	0.6552205259535381	73	302656	6680	18146396
20y	96y	0.6958674319701467	68	302656	5859	18146396
20y	97y	0.7015953110889592	48	302656	4102	18146396
20y	98y	0.8794407431006147	51	302656	3477	18146396
20y	99y+	0.7252628674455254	115	302656	9507	18146396
21y	00y	0.7727740108072224	239	344753	16279	18146396
21y	01y	0.8469436823713429	1310	344753	81414	18146396
21y	02y	0.939002870316969	1324	344753	74217	18146396
21y	03y	0.909140658906659	1428	344753	82676	18146396
21y	04y	0.8796066458251234	1553	344753	92932	18146396
21y	05y	0.8632712930871753	1645	344753	100300	18146396
21y	06y	0.8669976603756462	1852	344753	112436	18146396
21y	07y	0.8763325090248166	1988	344753	119407	18146396
21y	08y	0.8694363069151725	2010	344753	121686	18146396
21y	09y	0.9115549281340364	2471	344753	142683	18146396
21y	10y	0.9372644236007601	2734	344753	153539	18146396
21y	11y	0.9317599843017528	2903	344753	163993	18146396
21y	12y	0.9139153189797504	2551	344753	146922	18146396
21y	13y	0.9578549465604066	2681	344753	147326	18146396
21y	14y	0.9244041151681954	3003	344753	170992	18146396
21y	15y	1.0214948741913235	3617	344753	186378	18146396
21y	16y	0.9760171997697455	3678	344753	198352	18146396
21y	17y	1.022594787640123	3895	344753	200487	18146396
21y	18y	1.3862802915294414	6458	344753	245205	18146396
21y	19y	1.6681227904012068	8742	344753	275845	18146396
21y	20y	1.8257428580179589	10498	344753	302656	18146396
21y	21y	2.149084709014479	14076	344753	344753	18146396
21y	22y	1.4906176378490579	10546	344753	372395	18146396
21y	23y	1.1987850974725163	8356	344753	366893	18146396
21y	24y	1.119678257700537	8001	344753	376126	18146396
21y	25y	1.0831520038895155	7793	344753	378702	18146396
21y	26y	1.0397469702144264	7549	344753	382159	18146396
21y	27y	1.015064204664344	7747	344753	401719	18146396
21y	28y	1.004789777570133	7397	344753	387492	18146396
21y	29y	0.9673850463427832	7578	344753	412323	18146396
21y	30y	0.951665287844187	7404	344753	409510	18146396
21y	31y	0.9174377457630056	6857	344753	393405	18146396
21y	32y	0.9644694448637001	7092	344753	387046	18146396
21y	33y	0.9509413792476495	6551	344753	362607	18146396
21y	34y	0.9641661536696116	6395	344753	349117	18146396
21y	35y	0.9696863285706202	6162	344753	334482	18146396
21y	36y	0.9423213886951681	5841	344753	326265	18146396
21y	37y	0.9110040323329837	5584	344753	322632	18146396
21y	38y	0.9445857262321816	5359	344753	298624	18146396
21y	39y	0.9238509608670564	5252	344753	299230	18146396
21y	40y	0.9288503002172466	5145	344753	291556	18146396
21y	41y	0.9251124055363652	4903	344753	278965	18146396
21y	42y	0.9093415628730862	4844	344753	280388	18146396
21y	43y	0.9144786469756919	4794	344753	275935	18146396
21y	44y	0.9463881188801636	4711	344753	262015	18146396
21y	45y	0.9326708421348006	4588	344753	258927	18146396
21y	46y	0.9206215517743396	4537	344753	259400	18146396
21y	47y	0.9391032568077611	4497	344753	252053	18146396
21y	48y	0.9413864365834506	4286	344753	239644	18146396
21y	49y	0.9350561914401797	4391	344753	247177	18146396
21y	50y	0.9781464869273394	4684	344753	252055	18146396
21y	51y	0.9402900391644395	4630	344753	259180	18146396
21y	52y	0.9070297938615086	4277	344753	248199	18146396
21y	53y	0.9142132668443191	4147	344753	238764	18146396
21y	54y	0.9056330732676262	4030	344753	234226	18146396
21y	55y	0.8974039516931258	4119	344753	241594	18146396
21y	56y	0.8629670860079272	3753	344753	228911	18146396
21y	57y	0.9076080746726934	3913	344753	226931	18146396
21y	58y	0.9052061334771271	3966	344753	230615	18146396
21y	59y	0.9049431811018531	3972	344753	231031	18146396
21y	60y	0.891542863135661	3627	344753	214135	18146396
21y	61y	0.8776004900601696	3581	344753	214778	18146396
21y	62y	0.901317912932813	3317	344753	193709	18146396
21y	63y	0.8554122019729842	3046	344753	187429	18146396
21y	64y	0.8883664642296364	3021	344753	178995	18146396
21y	65y	0.8317204589156678	2647	344753	167517	18146396
21y	66y	0.8816118523918848	2593	344753	154813	18146396
21y	67y	0.8718517476042155	2421	344753	146162	18146396
21y	68y	0.8345743089605839	2211	344753	139446	18146396
21y	69y	0.8535216051726998	2031	344753	125250	18146396
21y	70y	0.8046405581690154	1798	344753	117617	18146396
21y	71y	0.8216065998602184	1779	344753	113971	18146396
21y	72y	0.8097677735035581	1575	344753	102377	18146396
21y	73y	0.807524048368563	1534	344753	99989	18146396
21y	74y	0.8449919203037252	1639	344753	102096	18146396
21y	75y	0.7585069283383574	1228	344753	85216	18146396
21y	76y	0.7771189768227257	1064	344753	72067	18146396
21y	77y	0.8262584182846442	1010	344753	64341	18146396
21y	78y	0.7154463200525566	862	344753	63418	18146396
21y	79y	0.8012314928920077	934	344753	61358	18146396
21y	80y	0.8271112812595053	857	344753	54538	18146396
21y	81y	0.7211749008221275	660	344753	48171	18146396
21y	82y	0.7622458832541108	614	344753	42399	18146396
21y	83y	0.7946338698419494	673	344753	44579	18146396
21y	84y	0.717009056050906	480	344753	35237	18146396
21y	85y	0.7339672010128073	490	344753	35140	18146396
21y	86y	0.7104098436405615	379	344753	28081	18146396
21y	87y	0.792720549985927	446	344753	29614	18146396
21y	88y	0.7250733876774781	330	344753	23956	18146396
21y	89y	0.5693759498501364	218	344753	20153	18146396
21y	90y	0.6766459659697619	266	344753	20692	18146396
21y	91y	0.873084122026322	261	344753	15735	18146396
21y	92y	0.7028595381413749	179	344753	13405	18146396
21y	93y	0.6820275055734444	148	344753	11422	18146396
21y	94y	0.6454278690361047	125	344753	10194	18146396
21y	95y	0.8667593852795868	110	344753	6680	18146396
21y	96y	0.5659777806287	63	344753	5859	18146396
21y	97y	0.641588659317893	50	344753	4102	18146396
21y	98y	0.726639290600271	48	344753	3477	18146396
21y	99y+	0.7252873985766924	131	344753	9507	18146396
22y	00y	0.8740608559140441	292	372395	16279	18146396
22y	01y	0.9367027426575719	1565	372395	81414	18146396
22y	02y	0.971728326536273	1480	372395	74217	18146396
22y	03y	0.9495167419238001	1611	372395	82676	18146396
22y	04y	0.9149907220135761	1745	372395	92932	18146396
22y	05y	0.96194623693468	1980	372395	100300	18146396
22y	06y	0.9196583863627846	2122	372395	112436	18146396
22y	07y	0.9128990175660338	2237	372395	119407	18146396
22y	08y	0.8905959386067686	2224	372395	121686	18146396
22y	09y	0.9470309671229343	2773	372395	142683	18146396
22y	10y	0.9340241322554115	2943	372395	153539	18146396
22y	11y	0.9059800959151479	3049	372395	163993	18146396
22y	12y	0.9246821638190456	2788	372395	146922	18146396
22y	13y	0.9492684392074635	2870	372395	147326	18146396
22y	14y	0.9238974347458309	3242	372395	170992	18146396
22y	15y	0.9354750995930369	3578	372395	186378	18146396
22y	16y	1.0050309554285362	4091	372395	198352	18146396
22y	17y	1.0069670476987416	4143	372395	200487	18146396
22y	18y	1.1806380440080038	5941	372395	245205	18146396
22y	19y	1.321012378956285	7478	372395	275845	18146396
22y	20y	1.3880173663778475	8621	372395	302656	18146396
22y	21y	1.4906176378490579	10546	372395	344753	18146396
22y	22y	1.6900935249382076	12916	372395	372395	18146396
22y	23y	1.2440780772558497	9367	372395	366893	18146396
22y	24y	1.165733229261934	8998	372395	376126	18146396
22y	25y	1.1441643137937612	8892	372395	378702	18146396
22y	26y	1.1033394702338821	8653	372395	382159	18146396
22y	27y	1.0909806631464833	8994	372395	401719	18146396
22y	28y	1.0459008202884659	8317	372395	387492	18146396
22y	29y	1.0045415560635336	8500	372395	412323	18146396
22y	30y	1.0170346169276963	8547	372395	409510	18146396
22y	31y	0.9992144926429897	8067	372395	393405	18146396
22y	32y	1.0088325864935503	8013	372395	387046	18146396
22y	33y	0.9740215008269388	7248	372395	362607	18146396
22y	34y	0.9554082745584578	6845	372395	349117	18146396
22y	35y	0.9833713795712893	6750	372395	334482	18146396
22y	36y	0.9597470293913481	6426	372395	326265	18146396
22y	37y	0.9506175788728666	6294	372395	322632	18146396
22y	38y	0.9766208438040314	5985	372395	298624	18146396
22y	39y	0.9285571173470835	5702	372395	299230	18146396
22y	40y	0.9441394274521641	5649	372395	291556	18146396
22y	41y	0.9404633496769131	5384	372395	278965	18146396
22y	42y	0.9473343871851037	5451	372395	280388	18146396
22y	43y	0.9467287361528469	5361	372395	275935	18146396
22y	44y	0.9717323985346115	5225	372395	262015	18146396
22y	45y	0.9539629205899594	5069	372395	258927	18146396
22y	46y	0.9862246982256997	5250	372395	259400	18146396
22y	47y	0.9550401303704494	4940	372395	252053	18146396
22y	48y	0.9591485157415846	4717	372395	239644	18146396
22y	49y	0.9328745000424654	4732	372395	247177	18146396
22y	50y	0.9614123244515176	4973	372395	252055	18146396
22y	51y	0.9466393039105023	5035	372395	259180	18146396
22y	52y	0.9052773148938031	4611	372395	248199	18146396
22y	53y	0.9165596871989314	4491	372395	238764	18146396
22y	54y	0.9178821933962614	4412	372395	234226	18146396
22y	55y	0.9342625687152633	4632	372395	241594	18146396
22y	56y	0.915352423636852	4300	372395	228911	18146396
22y	57y	0.9332165623546539	4346	372395	226931	18146396
22y	58y	0.9339449115282911	4420	372395	230615	18146396
22y	59y	0.8955632726383161	4246	372395	231031	18146396
22y	60y	0.9109288883781539	4003	372395	214135	18146396
22y	61y	0.876892280955919	3865	372395	214778	18146396
22y	62y	0.8520242198592776	3387	372395	193709	18146396
22y	63y	0.8972112572655968	3451	372395	187429	18146396
22y	64y	0.897834510202563	3298	372395	178995	18146396
22y	65y	0.8307796675965222	2856	372395	167517	18146396
22y	66y	0.8470183400615238	2691	372395	154813	18146396
22y	67y	0.8601452031947797	2580	372395	146162	18146396
22y	68y	0.8509018096373772	2435	372395	139446	18146396
22y	69y	0.8753693301054813	2250	372395	125250	18146396
22y	70y	0.8621613009008695	2081	372395	117617	18146396
22y	71y	0.8837565804471788	2067	372395	113971	18146396
22y	72y	0.8086815272336279	1699	372395	102377	18146396
22y	73y	0.8499253806464475	1744	372395	99989	18146396
22y	74y	0.8481355032990717	1777	372395	102096	18146396
22y	75y	0.7954127130999992	1391	372395	85216	18146396
22y	76y	0.8661622040829818	1281	372395	72067	18146396
22y	77y	0.8240007968325329	1088	372395	64341	18146396
22y	78y	0.7898909096237866	1028	372395	63418	18146396
22y	79y	0.8664432013286945	1091	372395	61358	18146396
22y	80y	0.8014561729761226	897	372395	54538	18146396
22y	81y	0.8294968346776043	820	372395	48171	18146396
22y	82y	0.8481785613150763	738	372395	42399	18146396
22y	83y	0.8056078855176184	737	372395	44579	18146396
22y	84y	0.7993103836284603	578	372395	35237	18146396
22y	85y	0.737728256213646	532	372395	35140	18146396
22y	86y	0.8103839926401041	467	372395	28081	18146396
22y	87y	0.7256514380670784	441	372395	29614	18146396
22y	88y	0.6956621017208761	342	372395	23956	18146396
22y	89y	0.7229662542738453	299	372395	20153	18146396
22y	90y	0.6523247285329862	277	372395	20692	18146396
22y	91y	0.6875001070139122	222	372395	15735	18146396
22y	92y	0.6325122964475456	174	372395	13405	18146396
22y	93y	0.7167268409762982	168	372395	11422	18146396
22y	94y	0.7648246847132809	160	372395	10194	18146396
22y	95y	0.6638217423823924	91	372395	6680	18146396
22y	96y	0.5073327287718095	61	372395	5859	18146396
22y	97y	0.4989306427161897	42	372395	4102	18146396
22y	98y	0.5045269313125511	36	372395	3477	18146396
22y	99y+	0.8867254066657554	173	372395	9507	18146396
23y	00y	0.8780537010995797	289	366893	16279	18146396
23y	01y	0.9064016521571026	1492	366893	81414	18146396
23y	02y	0.9323205938302441	1399	366893	74217	18146396
23y	03y	0.9769170432118098	1633	366893	82676	18146396
23y	04y	0.9702247365891692	1823	366893	92932	18146396
23y	05y	0.9245944819883714	1875	366893	100300	18146396
23y	06y	0.9497257509765517	2159	366893	112436	18146396
23y	07y	0.9112632409363748	2200	366893	119407	18146396
23y	08y	0.9128934576556745	2246	366893	121686	18146396
23y	09y	0.9425142686722153	2719	366893	142683	18146396
23y	10y	0.9251596561308819	2872	366893	153539	18146396
23y	11y	0.8999626094693743	2984	366893	163993	18146396
23y	12y	0.9072414751857218	2695	366893	146922	18146396
23y	13y	0.9406751936871951	2802	366893	147326	18146396
23y	14y	0.9386201370191452	3245	366893	170992	18146396
23y	15y	0.9675490156492921	3646	366893	186378	18146396
23y	16y	0.9602579092075427	3851	366893	198352	18146396
23y	17y	0.9687810656530575	3927	366893	200487	18146396
23y	18y	1.0573497163195467	5242	366893	245205	18146396
23y	19y	1.1109570031504892	6196	366893	275845	18146396
23y	20y	1.1597822971109388	7097	366893	302656	18146396
23y	21y	1.1987850974725163	8356	366893	344753	18146396
23y	22y	1.2440780772558497	9367	366893	372395	18146396
23y	23y	1.4966241721846987	11102	366893	366893	18146396
23y	24y	1.1801903521096162	8975	366893	376126	18146396
23y	25y	1.1722930853769011	8976	366893	378702	18146396
23y	26y	1.1132848640254012	8602	366893	382159	18146396
23y	27y	1.0830865861742087	8797	366893	401719	18146396
23y	28y	1.0937507411868292	8569	366893	387492	18146396
23y	29y	1.0517534329336158	8768	366893	412323	18146396
23y	30y	1.049557468055466	8690	366893	409510	18146396
23y	31y	1.0143246327634108	8068	366893	393405	18146396
23y	32y	1.0294561020199902	8056	366893	387046	18146396
23y	33y	0.998721729308296	7322	366893	362607	18146396
23y	34y	0.9983532422463608	7047	366893	349117	18146396
23y	35y	0.9788951938892142	6620	366893	334482	18146396
23y	36y	0.9721688706798399	6413	366893	326265	18146396
23y	37y	0.977137266608121	6374	366893	322632	18146396
23y	38y	0.9939164453420123	6001	366893	298624	18146396
23y	39y	0.9803332878263987	5931	366893	299230	18146396
23y	40y	0.9917170637765914	5846	366893	291556	18146396
23y	41y	0.9676866976417258	5458	366893	278965	18146396
23y	42y	0.9601296239329014	5443	366893	280388	18146396
23y	43y	0.9551902656119133	5329	366893	275935	18146396
23y	44y	0.9678055779082789	5127	366893	262015	18146396
23y	45y	0.9759094453681806	5109	366893	258927	18146396
23y	46y	0.9701258770377447	5088	366893	259400	18146396
23y	47y	0.9566073365862201	4875	366893	252053	18146396
23y	48y	0.9551635664802954	4628	366893	239644	18146396
23y	49y	0.9850828020730434	4923	366893	247177	18146396
23y	50y	0.9956486383213465	5074	366893	252055	18146396
23y	51y	0.9783917682523254	5127	366893	259180	18146396
23y	52y	0.9880011571229882	4958	366893	248199	18146396
23y	53y	0.9408691788332277	4542	366893	238764	18146396
23y	54y	0.9417827144192211	4460	366893	234226	18146396
23y	55y	0.9325093501726823	4555	366893	241594	18146396
23y	56y	0.9463644246096501	4380	366893	228911	18146396
23y	57y	0.9310829529375662	4272	366893	226931	18146396
23y	58y	0.9591028933825511	4472	366893	230615	18146396
23y	59y	0.9389648343588084	4386	366893	231031	18146396
23y	60y	0.9340592966386846	4044	366893	214135	18146396
23y	61y	0.9183670934625935	3988	366893	214778	18146396
23y	62y	0.8928875992145374	3497	366893	193709	18146396
23y	63y	0.8995828583833786	3409	366893	187429	18146396
23y	64y	0.9229039936715562	3340	366893	178995	18146396
23y	65y	0.8748301113167928	2963	366893	167517	18146396
23y	66y	0.922018973950401	2886	366893	154813	18146396
23y	67y	0.8889484027405228	2627	366893	146162	18146396
23y	68y	0.8863620499417788	2499	366893	139446	18146396
23y	69y	0.8841527808585743	2239	366893	125250	18146396
23y	70y	0.8641570682073307	2055	366893	117617	18146396
23y	71y	0.8518770120095832	1963	366893	113971	18146396
23y	72y	0.8903769209601657	1843	366893	102377	18146396
23y	73y	0.8794891576446178	1778	366893	99989	18146396
23y	74y	0.8942808431241579	1846	366893	102096	18146396
23y	75y	0.8502907177822492	1465	366893	85216	18146396
23y	76y	0.8530719128604259	1243	366893	72067	18146396
23y	77y	0.8755619418202139	1139	366893	64341	18146396
23y	78y	0.8243533437080021	1057	366893	63418	18146396
23y	79y	0.8746000569490854	1085	366893	61358	18146396
23y	80y	0.829798880681197	915	366893	54538	18146396
23y	81y	0.8152405973545098	794	366893	48171	18146396
23y	82y	0.7990720056038492	685	366893	42399	18146396
23y	83y	0.8043751452133524	725	366893	44579	18146396
23y	84y	0.8098933722182029	577	366893	35237	18146396
23y	85y	0.8571690740793274	609	366893	35140	18146396
23y	86y	0.8225366712889359	467	366893	28081	18146396
23y	87y	0.7899780546834225	473	366893	29614	18146396
23y	88y	0.8134537688462059	394	366893	23956	18146396
23y	89y	0.7509874507105218	306	366893	20153	18146396
23y	90y	0.6692779544173912	280	366893	20692	18146396
23y	91y	0.7543891833451681	240	366893	15735	18146396
23y	92y	0.7489971719159206	203	366893	13405	18146396
23y	93y	0.7534562691037732	174	366893	11422	18146396
23y	94y	0.8005533390531586	165	366893	10194	18146396
23y	95y	0.8218593014873513	111	366893	6680	18146396
23y	96y	0.6500072275127725	77	366893	5859	18146396
23y	97y	0.6993318309080512	58	366893	4102	18146396
23y	98y	0.8108137847463661	57	366893	3477	18146396
23y	99y+	0.7231397998257509	139	366893	9507	18146396
24y	00y	0.8238992385407891	278	376126	16279	18146396
24y	01y	0.9167443657734458	1547	376126	81414	18146396
24y	02y	0.9835412099042762	1513	376126	74217	18146396
24y	03y	0.9395144154745654	1610	376126	82676	18146396
24y	04y	0.9744420517168777	1877	376126	92932	18146396
24y	05y	0.9326826644540623	1939	376126	100300	18146396
24y	06y	0.9289867986477865	2165	376126	112436	18146396
24y	07y	0.9551568918900312	2364	376126	119407	18146396
24y	08y	0.9186338556359617	2317	376126	121686	18146396
24y	09y	0.8930035755300456	2641	376126	142683	18146396
24y	10y	0.9175318999928787	2920	376126	153539	18146396
24y	11y	0.9381801441378405	3189	376126	163993	18146396
