x	y	RR	N_pairs	N_x	N_y	N_total	ci_lb	ci_ub
Alabama	Alabama	57.84965450926397	28176	187631	187631	72282076	55.72910293448035	60.12433983001001
Alabama	Alaska	0.48040442239894837	137	187631	109860	72282076	0.3749829863295535	0.565619081273844
Alabama	Arizona	0.75948282246768	3030	187631	1536918	72282076	0.698517290514818	0.7909725724155776
Alabama	Arkansas	2.2271201976831847	1615	187631	279354	72282076	1.995023746255466	2.450122171569938
Alabama	California	0.7137402989146038	20688	187631	11166172	72282076	0.6914022244053183	0.741160173334265
Alabama	Canada	0.11675365717591135	4430	187631	14617034	72282076	0.10427235171789273	0.1249352820692107
Alabama	Colorado	0.6879041819945444	6252	187631	3501201	72282076	0.6552376738717166	0.7082061396381982
Alabama	Connecticut	0.6073495352631658	1473	187631	934308	72282076	0.5834824038432372	0.6475620208447214
Alabama	Delaware	1.1521445887440638	781	187631	261138	72282076	1.0316410315824345	1.267111482031464
Alabama	District of Columbia	0.9986234116288005	629	187631	242647	72282076	0.8959163916257993	1.1018447703280432
Alabama	Florida	2.283518528669526	14517	187631	2449054	72282076	2.1432370133457357	2.3381196746214363
Alabama	Georgia	5.00126029244931	8974	187631	691246	72282076	4.818673901254337	5.233777938485024
Alabama	Hawaii	0.5942650595205374	710	187631	460261	72282076	0.4660634106108679	0.6748508440524625
Alabama	Idaho	0.8968275848914204	741	187631	318299	72282076	0.6939072796911904	1.0396197987940312
Alabama	Illinois	1.2404769490240284	3851	187631	1195944	72282076	1.1961125172829448	1.3074903019311026
Alabama	Indiana	2.3949740113706883	2600	187631	418214	72282076	2.208671485662144	2.604340821106403
Alabama	Iowa	1.3298630654260735	1020	187631	295474	72282076	1.1478198088736407	1.4573027244483034
Alabama	Kansas	1.1971787738836193	752	187631	241983	72282076	1.1055086924798951	1.3135969225359565
Alabama	Kentucky	2.647183563954152	1455	187631	211741	72282076	2.470913063049079	2.842258196247874
Alabama	Louisiana	3.722635716155451	4755	187631	492069	72282076	3.5373582566677277	4.043795454462975
Alabama	Maine	1.0172735997259479	699	187631	264707	72282076	0.8720413803698499	1.1664785736472594
Alabama	Maryland	0.9902743703756297	2566	187631	998222	72282076	0.9138128033499129	1.0493398958222115
Alabama	Massachusetts	0.41903704809653686	3703	187631	3404296	72282076	0.3810425419725615	0.45469303140027156
Alabama	Mexico	0.91508248554928	822	187631	346049	72282076	0.8057119732187255	1.0282375195730686
Alabama	Michigan	0.6850703732043794	2583	187631	1452497	72282076	0.6358598781823104	0.737603061559567
Alabama	Minnesota	0.4656153283692965	2975	187631	2461420	72282076	0.41290357150691215	0.5010395287750198
Alabama	Mississippi	7.381035161393636	2560	187631	133613	72282076	6.815015273938894	8.213746656791752
Alabama	Missouri	2.3744196769674923	2070	187631	335845	72282076	2.1829210797725294	2.5374566583387343
Alabama	Montana	0.3752875286482607	288	187631	295634	72282076	0.28810953388737387	0.4332798222208414
Alabama	Nebraska	1.0173858618945926	776	187631	293834	72282076	0.9502881772774487	1.1123685248104311
Alabama	Nevada	0.9798315113072903	1869	187631	734825	72282076	0.926459086527303	1.0601089062120206
Alabama	New Hampshire	0.47921985162418007	250	187631	200970	72282076	0.3966263844201795	0.5511874878516803
Alabama	New Jersey	0.8149081868586138	2961	187631	1399767	72282076	0.7546461663359816	0.8336409724712553
