x	y	RR	N_pairs	N_x	N_y	N_total
27y	09y	0.9155354903516574	3368	457990	168897	21027180
27y	10y	0.9755396690565346	3838	457990	180628	21027180
27y	11y	0.9226199609287554	3840	457990	191088	21027180
27y	12y	0.919985955316134	3357	457990	167531	21027180
27y	13y	0.9130516036843623	3310	457990	166440	21027180
27y	14y	0.9383185183811791	3997	457990	195573	21027180
27y	15y	0.9549880295585169	4363	457990	209755	21027180
27y	16y	0.9677335675738644	4728	457990	224309	21027180
27y	17y	0.969887778312395	4865	457990	230296	21027180
27y	18y	0.9375637595049741	5642	457990	276285	21027180
27y	19y	0.9740085457275893	6626	457990	312330	21027180
27y	20y	1.002969030812458	7664	457990	350827	21027180
27y	21y	1.041993282067466	8882	457990	391355	21027180
27y	22y	1.1126072550501573	10282	457990	424288	21027180
27y	23y	1.1051200530726824	10057	457990	417815	21027180
27y	24y	1.1288841656229662	10656	457990	433381	21027180
27y	25y	1.1528439441905505	10947	457990	435963	21027180
27y	26y	1.1791759972072993	11266	457990	438648	21027180
27y	27y	1.3639533225769889	13606	457990	457990	21027180
27y	28y	1.1707556754288126	11327	457990	444195	21027180
27y	29y	1.139845572903088	11565	457990	465827	21027180
27y	30y	1.108665487191342	11201	457990	463854	21027180
27y	31y	1.0841501663097166	10561	457990	447240	21027180
27y	32y	1.0815105928945017	10314	457990	437846	21027180
27y	33y	1.0516669215988907	9444	457990	412290	21027180
27y	34y	1.0301373045364097	8938	457990	398355	21027180
27y	35y	1.0274981910228669	8544	457990	381773	21027180
27y	36y	1.0098094350274638	8148	457990	370456	21027180
27y	37y	1.0011564751243685	7991	457990	366458	21027180
27y	38y	1.0125127836564514	7559	457990	342759	21027180
27y	39y	1.0106518543999945	7533	457990	342209	21027180
27y	40y	0.982545164319188	7310	457990	341578	21027180
27y	41y	0.9736227282366238	6833	457990	322215	21027180
27y	42y	0.9802109577541158	6928	457990	324499	21027180
27y	43y	0.9685106652523463	6673	457990	316331	21027180
27y	44y	0.990105323206571	6539	457990	303218	21027180
27y	45y	0.9903920330954545	6488	457990	300766	21027180
27y	46y	0.9743927828376685	6315	457990	297553	21027180
27y	47y	0.9723317627140807	6156	457990	290676	21027180
27y	48y	0.9641487372571108	5891	457990	280524	21027180
27y	49y	1.0130552407900404	6299	457990	285472	21027180
27y	50y	0.9710909114387387	6054	457990	286225	21027180
27y	51y	0.9744029761142818	6299	457990	296796	21027180
27y	52y	0.9884311558169758	6117	457990	284130	21027180
27y	53y	0.9599972266339808	5686	457990	271933	21027180
27y	54y	0.9701077377334115	5622	457990	266070	21027180
27y	55y	0.9921755741931302	5983	457990	276857	21027180
27y	56y	0.9905885605261032	5697	457990	264045	21027180
27y	57y	0.9135129413678639	5120	457990	257324	21027180
27y	58y	0.9642558933794433	5541	457990	263828	21027180
27y	59y	0.9481840652395545	5382	457990	260601	21027180
27y	60y	0.9659023257675727	5103	457990	242559	21027180
27y	61y	0.9143718789002367	4920	457990	247040	21027180
27y	62y	0.9491570906115685	4550	457990	220089	21027180
27y	63y	0.9508991127483913	4441	457990	214423	21027180
27y	64y	0.9403370795138678	4295	457990	209703	21027180
27y	65y	0.9240889640813422	3866	457990	192076	21027180
27y	66y	0.9218162708510604	3534	457990	176014	21027180
27y	67y	0.8927941027423404	3297	457990	169548	21027180
27y	68y	0.8811908326084166	3076	457990	160266	21027180
27y	69y	0.9093827482436865	2853	457990	144039	21027180
27y	70y	0.9088464354974906	2733	457990	138062	21027180
27y	71y	0.8885502931473018	2580	457990	133310	21027180
27y	72y	0.8780498499144356	2288	457990	119636	21027180
27y	73y	0.8655828389965853	2237	457990	118654	21027180
27y	74y	0.8579091294382222	2217	457990	118645	21027180
27y	75y	0.8322100187612714	1880	457990	103717	21027180
27y	76y	0.8296645545013027	1687	457990	93355	21027180
27y	77y	0.7836032785472036	1400	457990	82027	21027180
27y	78y	0.8234564666985563	1429	457990	79674	21027180
27y	79y	0.8448355686743324	1386	457990	75321	21027180
27y	80y	0.7818956745348451	1205	457990	70756	21027180
27y	81y	0.8100389397651938	1117	457990	63310	21027180
27y	82y	0.7902377426524563	1012	457990	58796	21027180
27y	83y	0.7167939664576459	909	457990	58223	21027180
27y	84y	0.7520533710117807	842	457990	51403	21027180
27y	85y	0.7057011574043773	786	457990	51136	21027180
27y	86y	0.716576938192408	661	457990	42351	21027180
27y	87y	0.7238336678413152	737	457990	46747	21027180
27y	88y	0.7172258456679392	609	457990	38984	21027180
27y	89y	0.6566153412384912	513	457990	35870	21027180
27y	90y	0.6231938128217841	509	457990	37499	21027180
27y	91y	0.6119690753574876	388	457990	29109	21027180
27y	92y	0.630359637595026	308	457990	22433	21027180
27y	93y	0.6387821534357194	270	457990	19406	21027180
27y	94y	0.6391572270613817	232	457990	16665	21027180
27y	95y	0.625502395322077	190	457990	13946	21027180
27y	96y	0.6041999928244512	165	457990	12538	21027180
27y	97y	0.7160943198422745	140	457990	8976	21027180
27y	98y	0.6034089151626977	80	457990	6087	21027180
27y	99y+	0.6369527183703791	236	457990	17011	21027180
28y	00y	0.9638459198868454	344	444195	16895	21027180
28y	01y	1.022269449785867	2199	444195	101828	21027180
28y	02y	0.9921539910051916	1872	444195	89317	21027180
28y	03y	1.012891416578651	2168	444195	101322	21027180
28y	04y	0.9624152736428159	2232	444195	109784	21027180
28y	05y	1.02282618769157	2620	444195	121257	21027180
28y	06y	0.9604681801891246	2646	444195	130411	21027180
28y	07y	0.9662438091748229	2820	444195	138156	21027180
28y	08y	0.9346845240744404	2794	444195	141504	21027180
28y	09y	0.9299547410691883	3318	444195	168897	21027180
28y	10y	0.9382213688145207	3580	444195	180628	21027180
28y	11y	0.9326934617360135	3765	444195	191088	21027180
28y	12y	0.9022172045186421	3193	444195	167531	21027180
28y	13y	0.8822495654299891	3102	444195	166440	21027180
28y	14y	0.9483374488333411	3918	444195	195573	21027180
28y	15y	0.9210042610575515	4081	444195	209755	21027180
28y	16y	0.9154828547472784	4338	444195	224309	21027180
28y	17y	0.9369044307799154	4558	444195	230296	21027180
28y	18y	0.9002023208127222	5254	444195	276285	21027180
28y	19y	0.9436322647540163	6226	444195	312330	21027180
28y	20y	0.9782556471051409	7250	444195	350827	21027180
28y	21y	1.0281474569852334	8500	444195	391355	21027180
28y	22y	1.053888241636831	9446	444195	424288	21027180
28y	23y	1.1088503234971294	9787	444195	417815	21027180
28y	24y	1.1164284309255323	10221	444195	433381	21027180
28y	25y	1.1205659756203186	10320	444195	435963	21027180
28y	26y	1.149427538346771	10651	444195	438648	21027180
28y	27y	1.1707556754288126	11327	444195	457990	21027180
28y	28y	1.3760278328565265	12912	444195	444195	21027180
28y	29y	1.1262635856339906	11083	444195	465827	21027180
28y	30y	1.1012546450011047	10791	444195	463854	21027180
28y	31y	1.1077645381243901	10466	444195	447240	21027180
28y	32y	1.0622299424849073	9825	444195	437846	21027180
28y	33y	1.054245737993031	9182	444195	412290	21027180
28y	34y	1.0401453277168549	8753	444195	398355	21027180
28y	35y	1.0396932466394373	8385	444195	381773	21027180
28y	36y	1.0156137969648251	7948	444195	370456	21027180
28y	37y	1.0176516384895329	7878	444195	366458	21027180
28y	38y	1.0033538426603337	7265	444195	342759	21027180
28y	39y	1.0082863545831526	7289	444195	342209	21027180
28y	40y	1.0004479928003034	7219	444195	341578	21027180
28y	41y	0.9844671533503784	6701	444195	322215	21027180
28y	42y	0.996502263012916	6831	444195	324499	21027180
28y	43y	1.000983245831821	6689	444195	316331	21027180
28y	44y	0.9733944052143894	6235	444195	303218	21027180
28y	45y	0.978811771235916	6219	444195	300766	21027180
28y	46y	1.006085511266052	6324	444195	297553	21027180
28y	47y	1.012137053951316	6215	444195	290676	21027180
28y	48y	1.0005039192060334	5929	444195	280524	21027180
28y	49y	0.9936093136947826	5992	444195	285472	21027180
28y	50y	0.9848760319227201	5955	444195	286225	21027180
28y	51y	0.971967566191564	6094	444195	296796	21027180
28y	52y	0.9728116226185384	5839	444195	284130	21027180
28y	53y	0.9652659871557638	5545	444195	271933	21027180
28y	54y	0.9568244292652154	5378	444195	266070	21027180
28y	55y	0.9870824165435227	5773	444195	276857	21027180
28y	56y	0.9840624256493594	5489	444195	264045	21027180
28y	57y	0.9416992024087179	5119	444195	257324	21027180
28y	58y	0.9918694543004378	5528	444195	263828	21027180
28y	59y	0.971636647284458	5349	444195	260601	21027180
28y	60y	0.9736513653667141	4989	444195	242559	21027180
28y	61y	0.9452598325264799	4933	444195	247040	21027180
28y	62y	0.9468017845350204	4402	444195	220089	21027180
28y	63y	0.9197192244227008	4166	444195	214423	21027180
28y	64y	0.9600594039438883	4253	444195	209703	21027180
28y	65y	0.9402185300665954	3815	444195	192076	21027180
28y	66y	0.9224742969971091	3430	444195	176014	21027180
28y	67y	0.9294552625724392	3329	444195	169548	21027180
28y	68y	0.9203720427060523	3116	444195	160266	21027180
28y	69y	0.9353241865472826	2846	444195	144039	21027180
28y	70y	0.8942126172397206	2608	444195	138062	21027180
28y	71y	0.8632361063517051	2431	444195	133310	21027180
28y	72y	0.8788080798867707	2221	444195	119636	21027180
28y	73y	0.8597501450243435	2155	444195	118654	21027180
28y	74y	0.9120825610826561	2286	444195	118645	21027180
28y	75y	0.8448193239813097	1851	444195	103717	21027180
28y	76y	0.8346408071280957	1646	444195	93355	21027180
28y	77y	0.8610321377311677	1492	444195	82027	21027180
28y	78y	0.8098164627900647	1363	444195	79674	21027180
28y	79y	0.8157667163476	1298	444195	75321	21027180
28y	80y	0.8242421152185305	1232	444195	70756	21027180
28y	81y	0.7895851493302014	1056	444195	63310	21027180
28y	82y	0.7914310838050107	983	444195	58796	21027180
28y	83y	0.7691373897154559	946	444195	58223	21027180
28y	84y	0.7404145581619849	804	444195	51403	21027180
28y	85y	0.7526120354129247	813	444195	51136	21027180
28y	86y	0.7120051413796136	637	444195	42351	21027180
28y	87y	0.6997318929688932	691	444195	46747	21027180
28y	88y	0.7407144267787709	610	444195	38984	21027180
28y	89y	0.7192377808537933	545	444195	35870	21027180
28y	90y	0.6778942748566085	537	444195	37499	21027180
28y	91y	0.6748825164241126	415	444195	29109	21027180
28y	92y	0.6246140105301399	296	444195	22433	21027180
28y	93y	0.653741618360353	268	444195	19406	21027180
28y	94y	0.7129774107319894	251	444195	16665	21027180
28y	95y	0.6143788841993807	181	444195	13946	21027180
28y	96y	0.6342907573920048	168	444195	12538	21027180
28y	97y	0.6645001267489453	126	444195	8976	21027180
28y	98y	0.5288262175884509	68	444195	6087	21027180
28y	99y+	0.5788164392492492	208	444195	17011	21027180
29y	00y	0.929774054739674	348	465827	16895	21027180
29y	01y	0.9690346776868752	2186	465827	101828	21027180
29y	02y	0.9228327974189848	1826	465827	89317	21027180
29y	03y	0.9841206330051585	2209	465827	101322	21027180
29y	04y	0.9629510600471634	2342	465827	109784	21027180
29y	05y	0.9418247026200275	2530	465827	121257	21027180
29y	06y	0.9605171808265913	2775	465827	130411	21027180
29y	07y	0.9752836866611614	2985	465827	138156	21027180
29y	08y	0.9566743376681809	2999	465827	141504	21027180
29y	09y	0.9289967772214125	3476	465827	168897	21027180
29y	10y	0.9716224886527308	3888	465827	180628	21027180
29y	11y	0.9387518869938973	3974	465827	191088	21027180
29y	12y	0.9028916199190649	3351	465827	167531	21027180
29y	13y	0.8955209225908728	3302	465827	166440	21027180
29y	14y	0.9257636824243543	4011	465827	195573	21027180
29y	15y	0.8973876907078916	4170	465827	209755	21027180
29y	16y	0.9321337366967708	4632	465827	224309	21027180
29y	17y	0.9077050703575847	4631	465827	230296	21027180
29y	18y	0.8639537911368724	5288	465827	276285	21027180
29y	19y	0.91831120705182	6354	465827	312330	21027180
29y	20y	0.9422201758505266	7323	465827	350827	21027180
29y	21y	0.9831707045253472	8524	465827	391355	21027180
29y	22y	1.018778482353313	9576	465827	424288	21027180
29y	23y	1.0679453307545754	9885	465827	417815	21027180
29y	24y	1.0536474695691873	10116	465827	433381	21027180
29y	25y	1.1070460656460486	10692	465827	435963	21027180
29y	26y	1.1107661473552888	10794	465827	438648	21027180
29y	27y	1.139845572903088	11565	465827	457990	21027180
29y	28y	1.1262635856339906	11083	465827	444195	21027180
29y	29y	1.3798812302334384	14240	465827	465827	21027180
29y	30y	1.1294256206939173	11606	465827	463854	21027180
29y	31y	1.121825230733724	11115	465827	447240	21027180
29y	32y	1.0834188331881474	10509	465827	437846	21027180
29y	33y	1.05455697342375	9632	465827	412290	21027180
29y	34y	1.067084159403213	9417	465827	398355	21027180
29y	35y	1.0167147249620576	8599	465827	381773	21027180
29y	36y	1.043875029477939	8567	465827	370456	21027180
29y	37y	1.027055845972607	8338	465827	366458	21027180
29y	38y	1.0147058194875824	7705	465827	342759	21027180
29y	39y	1.0264934309981852	7782	465827	342209	21027180
29y	40y	1.0250859364107676	7757	465827	341578	21027180
29y	41y	1.0170615630850144	7260	465827	322215	21027180
29y	42y	1.0158844508001568	7303	465827	324499	21027180
29y	43y	0.994026794166939	6966	465827	316331	21027180
29y	44y	1.0002441899859202	6719	465827	303218	21027180
29y	45y	1.0058473097064662	6702	465827	300766	21027180
29y	46y	0.9727148712126633	6412	465827	297553	21027180
29y	47y	0.9913798289086952	6384	465827	290676	21027180
29y	48y	1.010200696601456	6278	465827	280524	21027180
29y	49y	1.0005973030479645	6328	465827	285472	21027180
29y	50y	0.9880294426134463	6265	465827	286225	21027180
29y	51y	0.980518973407791	6447	465827	296796	21027180
29y	52y	1.0145377189003455	6386	465827	284130	21027180
29y	53y	0.9695755773454694	5841	465827	271933	21027180
29y	54y	0.982967041669263	5794	465827	266070	21027180
29y	55y	0.9895050250833091	6069	465827	276857	21027180
29y	56y	1.0159776574528585	5943	465827	264045	21027180
29y	57y	0.9669083046776533	5512	465827	257324	21027180
29y	58y	0.981054600263061	5734	465827	263828	21027180
29y	59y	0.9781333913340042	5647	465827	260601	21027180
29y	60y	0.9539323644872314	5126	465827	242559	21027180
29y	61y	0.975731562458807	5340	465827	247040	21027180
29y	62y	0.9338039105757716	4553	465827	220089	21027180
29y	63y	0.9852146481660378	4680	465827	214423	21027180
29y	64y	0.9598186934856514	4459	465827	209703	21027180
29y	65y	0.9315730542359978	3964	465827	192076	21027180
29y	66y	0.9337483373702902	3641	465827	176014	21027180
29y	67y	0.933949273686656	3508	465827	169548	21027180
29y	68y	0.9426938847296266	3347	465827	160266	21027180
29y	69y	0.9279288660353393	2961	465827	144039	21027180
29y	70y	0.8925752943947151	2730	465827	138062	21027180
29y	71y	0.8807121726984966	2601	465827	133310	21027180
29y	72y	0.8855387716443708	2347	465827	119636	21027180
29y	73y	0.8677593002834646	2281	465827	118654	21027180
29y	74y	0.8670642091326473	2279	465827	118645	21027180
29y	75y	0.8952425601127352	2057	465827	103717	21027180
29y	76y	0.8606742191781092	1780	465827	93355	21027180
29y	77y	0.8122428638265465	1476	465827	82027	21027180
29y	78y	0.8237665641852576	1454	465827	79674	21027180
29y	79y	0.8749699818745106	1460	465827	75321	21027180
29y	80y	0.8363648908865791	1311	465827	70756	21027180
29y	81y	0.8220786491796062	1153	465827	63310	21027180
29y	82y	0.7761751773229653	1011	465827	58796	21027180
29y	83y	0.7861397404946149	1014	465827	58223	21027180
29y	84y	0.8632198665409287	983	465827	51403	21027180
29y	85y	0.8253558479508175	935	465827	51136	21027180
29y	86y	0.7013238356821051	658	465827	42351	21027180
29y	87y	0.7222777357494545	748	465827	46747	21027180
29y	88y	0.7908437386136272	683	465827	38984	21027180
29y	89y	0.6241754384828655	496	465827	35870	21027180
29y	90y	0.6777118565465148	563	465827	37499	21027180
29y	91y	0.7009185016995624	452	465827	29109	21027180
29y	92y	0.6318277073452186	314	465827	22433	21027180
29y	93y	0.648969895974346	279	465827	19406	21027180
29y	94y	0.6690337250895841	247	465827	16665	21027180
29y	95y	0.5761382600795415	178	465827	13946	21027180
29y	96y	0.7272428820038652	202	465827	12538	21027180
29y	97y	0.6537578003652997	130	465827	8976	21027180
29y	98y	0.6377515530920167	86	465827	6087	21027180
29y	99y+	0.6580792716632504	248	465827	17011	21027180
30y	00y	1.000807064138658	373	463854	16895	21027180
30y	01y	0.986066587320722	2215	463854	101828	21027180
30y	02y	1.0196368806653953	2009	463854	89317	21027180
30y	03y	0.9981493836143425	2231	463854	101322	21027180
30y	04y	0.9653953061142204	2338	463854	109784	21027180
30y	05y	0.9753645934116261	2609	463854	121257	21027180
30y	06y	0.9812877547373755	2823	463854	130411	21027180
30y	07y	0.9922286491798031	3024	463854	138156	21027180
30y	08y	0.9777223413728323	3052	463854	141504	21027180
30y	09y	0.9627403351923189	3587	463854	168897	21027180
30y	10y	0.9476471018964262	3776	463854	180628	21027180
30y	11y	0.9287483983660654	3915	463854	191088	21027180
30y	12y	0.9107908463439642	3366	463854	167531	21027180
30y	13y	0.9075007904889755	3332	463854	166440	21027180
30y	14y	0.899800768506716	3882	463854	195573	21027180
30y	15y	0.8968823986549513	4150	463854	209755	21027180
30y	16y	0.9346839048184999	4625	463854	224309	21027180
30y	17y	0.9267226671609023	4708	463854	230296	21027180
30y	18y	0.866151937998148	5279	463854	276285	21027180
30y	19y	0.9043650628055431	6231	463854	312330	21027180
30y	20y	0.9542391186464442	7385	463854	350827	21027180
30y	21y	0.9728736052970193	8399	463854	391355	21027180
30y	22y	1.035719118056774	9694	463854	424288	21027180
30y	23y	1.0716198573964886	9877	463854	417815	21027180
30y	24y	1.085011239295977	10373	463854	433381	21027180
30y	25y	1.1066598556578078	10643	463854	435963	21027180
30y	26y	1.0764269044101176	10416	463854	438648	21027180
30y	27y	1.108665487191342	11201	463854	457990	21027180
30y	28y	1.1012546450011047	10791	463854	444195	21027180
30y	29y	1.1294256206939173	11606	463854	465827	21027180
30y	30y	1.3695583292137483	14014	463854	463854	21027180
30y	31y	1.124062950967427	11090	463854	447240	21027180
30y	32y	1.1167057589334866	10786	463854	437846	21027180
30y	33y	1.0932371078942864	9943	463854	412290	21027180
30y	34y	1.0719643849306222	9420	463854	398355	21027180
30y	35y	1.0582047180789727	8912	463854	381773	21027180
30y	36y	1.0423191790267794	8518	463854	370456	21027180
30y	37y	1.0366198910160849	8380	463854	366458	21027180
30y	38y	1.0216669565964194	7725	463854	342759	21027180
30y	39y	1.00622071824807	7596	463854	342209	21027180
30y	40y	1.0001168050859879	7536	463854	341578	21027180
30y	41y	1.0098512938007784	7178	463854	322215	21027180
30y	42y	1.0306827664892402	7378	463854	324499	21027180
30y	43y	1.0117254461609615	7060	463854	316331	21027180
30y	44y	1.0095817638091993	6753	463854	303218	21027180
30y	45y	0.9804338278565059	6505	463854	300766	21027180
30y	46y	0.9713677968765616	6376	463854	297553	21027180
30y	47y	0.9849919303303998	6316	463854	290676	21027180
30y	48y	0.9653724968913657	5974	463854	280524	21027180
30y	49y	1.0026302103765328	6314	463854	285472	21027180
30y	50y	0.9773445797633437	6171	463854	286225	21027180
30y	51y	0.951545871925499	6230	463854	296796	21027180
30y	52y	0.9840722836609946	6168	463854	284130	21027180
30y	53y	1.0098737451157551	6058	463854	271933	21027180
30y	54y	0.9820368597979128	5764	463854	266070	21027180
30y	55y	0.9829073013055286	6003	463854	276857	21027180
30y	56y	0.9636444413495623	5613	463854	264045	21027180
30y	57y	0.9578086738683058	5437	463854	257324	21027180
30y	58y	0.9532686124390837	5548	463854	263828	21027180
30y	59y	0.9871644666119744	5675	463854	260601	21027180
30y	60y	0.9512619274545483	5090	463854	242559	21027180
30y	61y	0.9349247051964141	5095	463854	247040	21027180
30y	62y	0.9721726251704793	4720	463854	220089	21027180
30y	63y	0.9342268824828938	4419	463854	214423	21027180
30y	64y	0.952660444905276	4407	463854	209703	21027180
30y	65y	0.9315233591533068	3947	463854	192076	21027180
30y	66y	0.938492663822791	3644	463854	176014	21027180
30y	67y	0.9170672308158303	3430	463854	169548	21027180
30y	68y	0.9478350326833366	3351	463854	160266	21027180
30y	69y	0.9265256235581699	2944	463854	144039	21027180
30y	70y	0.9193557514435098	2800	463854	138062	21027180
30y	71y	0.9334248244150923	2745	463854	133310	21027180
30y	72y	0.9074931594467486	2395	463854	119636	21027180
30y	73y	0.8924629204437595	2336	463854	118654	21027180
30y	74y	0.9303561895213961	2435	463854	118645	21027180
30y	75y	0.8715151357980664	1994	463854	103717	21027180
30y	76y	0.8405415973342302	1731	463854	93355	21027180
30y	77y	0.7902762595318733	1430	463854	82027	21027180
30y	78y	0.8568564632978279	1506	463854	79674	21027180
30y	79y	0.8925340639334198	1483	463854	75321	21027180
30y	80y	0.832874960052685	1300	463854	70756	21027180
30y	81y	0.778317789540362	1087	463854	63310	21027180
30y	82y	0.7756216550336041	1006	463854	58796	21027180
30y	83y	0.812062499791938	1043	463854	58223	21027180
30y	84y	0.7152075896086999	811	463854	51403	21027180
30y	85y	0.7747907117903796	874	463854	51136	21027180
30y	86y	0.7824443050758269	731	463854	42351	21027180
30y	87y	0.7738358979601403	798	463854	46747	21027180
30y	88y	0.7267638976618624	625	463854	38984	21027180
30y	89y	0.736778432677599	583	463854	35870	21027180
30y	90y	0.6890565981341411	570	463854	37499	21027180
30y	91y	0.7381604663906204	474	463854	29109	21027180
30y	92y	0.6547226723101663	324	463854	22433	21027180
30y	93y	0.6166910226034071	264	463854	19406	21027180
30y	94y	0.7834060050380208	288	463854	16665	21027180
30y	95y	0.6143443518232049	189	463854	13946	21027180
30y	96y	0.6254859577004693	173	463854	12538	21027180
30y	97y	0.8585504179460641	170	463854	8976	21027180
30y	98y	0.528755348784569	71	463854	6087	21027180
30y	99y+	0.5862631035346192	220	463854	17011	21027180
31y	00y	0.9517180446239087	342	447240	16895	21027180
31y	01y	0.9682145621092665	2097	447240	101828	21027180
31y	02y	0.9943475868554541	1889	447240	89317	21027180
31y	03y	1.0282681782582406	2216	447240	101322	21027180
31y	04y	0.9995446408997882	2334	447240	109784	21027180
31y	05y	1.0410650442436367	2685	447240	121257	21027180
31y	06y	0.9521263178695994	2641	447240	130411	21027180
31y	07y	0.9443514041090039	2775	447240	138156	21027180
31y	08y	0.9678591534112626	2913	447240	141504	21027180
31y	09y	0.9525734292201888	3422	447240	168897	21027180
31y	10y	0.9706165758251889	3729	447240	180628	21027180
31y	11y	0.9632493953485665	3915	447240	191088	21027180
31y	12y	0.9404152013058721	3351	447240	167531	21027180
31y	13y	0.9423423916762912	3336	447240	166440	21027180
31y	14y	0.9329860252069049	3881	447240	195573	21027180
31y	15y	0.9035264480060617	4031	447240	209755	21027180
31y	16y	0.9297907726598554	4436	447240	224309	21027180
31y	17y	0.9290965220400962	4551	447240	230296	21027180
31y	18y	0.8726319364844081	5128	447240	276285	21027180
31y	19y	0.9116173013055154	6056	447240	312330	21027180
31y	20y	0.9522973746969363	7106	447240	350827	21027180
31y	21y	0.9376535759490596	7805	447240	391355	21027180
31y	22y	1.0138023003037766	9149	447240	424288	21027180
31y	23y	1.0381732066681806	9226	447240	417815	21027180
31y	24y	1.0796447907076634	9952	447240	433381	21027180
31y	25y	1.0998877192498888	10199	447240	435963	21027180
31y	26y	1.0955132342160876	10221	447240	438648	21027180
31y	27y	1.0841501663097166	10561	447240	457990	21027180
31y	28y	1.1077645381243901	10466	447240	444195	21027180
31y	29y	1.121825230733724	11115	447240	465827	21027180
31y	30y	1.124062950967427	11090	447240	463854	21027180
31y	31y	1.3642926036200238	12978	447240	447240	21027180
31y	32y	1.1162038105341496	10395	447240	437846	21027180
31y	33y	1.0821907184870252	9490	447240	412290	21027180
31y	34y	1.0762603395276689	9119	447240	398355	21027180
31y	35y	1.0736235955432392	8718	447240	381773	21027180
31y	36y	1.0703784508854395	8434	447240	370456	21027180
31y	37y	1.043310448012752	8132	447240	366458	21027180
31y	38y	1.0283454654857673	7497	447240	342759	21027180
31y	39y	1.0359059136569648	7540	447240	342209	21027180
31y	40y	1.0098782560092663	7337	447240	341578	21027180
31y	41y	1.036421596725564	7103	447240	322215	21027180
31y	42y	1.005365362000475	6939	447240	324499	21027180
31y	43y	1.0307304465637563	6935	447240	316331	21027180
31y	44y	0.9890950238680815	6379	447240	303218	21027180
31y	45y	0.9916874745439873	6344	447240	300766	21027180
31y	46y	0.9905452738565437	6269	447240	297553	21027180
31y	47y	0.9868070496871709	6101	447240	290676	21027180
31y	48y	0.9717366475009293	5798	447240	280524	21027180
31y	49y	0.9781156353185212	5939	447240	285472	21027180
31y	50y	0.9650297467248762	5875	447240	286225	21027180
31y	51y	0.9872105656322351	6232	447240	296796	21027180
31y	52y	0.9817426321680217	5933	447240	284130	21027180
31y	53y	0.9858383139213296	5702	447240	271933	21027180
31y	54y	0.957378091026633	5418	447240	266070	21027180
31y	55y	0.9676255558202839	5698	447240	276857	21027180
31y	56y	0.9727329922459151	5463	447240	264045	21027180
31y	57y	0.9793205991585857	5360	447240	257324	21027180
31y	58y	0.984759975813544	5526	447240	263828	21027180
31y	59y	0.9529337588004219	5282	447240	260601	21027180
31y	60y	0.9679914875358303	4994	447240	242559	21027180
31y	61y	0.9584265511635585	5036	447240	247040	21027180
31y	62y	0.9482594982413204	4439	447240	220089	21027180
31y	63y	0.9327526922773091	4254	447240	214423	21027180
31y	64y	0.9501599103915879	4238	447240	209703	21027180
31y	65y	0.9590289611520507	3918	447240	192076	21027180
31y	66y	0.9228714965719828	3455	447240	176014	21027180
31y	67y	0.9109259964419315	3285	447240	169548	21027180
31y	68y	0.9311205641956666	3174	447240	160266	21027180
31y	69y	0.9067603834375271	2778	447240	144039	21027180
31y	70y	0.8857406681155322	2601	447240	138062	21027180
31y	71y	0.8880417643150604	2518	447240	133310	21027180
31y	72y	0.8464946322518018	2154	447240	119636	21027180
31y	73y	0.8424056487033605	2126	447240	118654	21027180
31y	74y	0.8904181939751686	2247	447240	118645	21027180
31y	75y	0.921115628230503	2032	447240	103717	21027180
31y	76y	0.8762984805249343	1740	447240	93355	21027180
31y	77y	0.8299503783586795	1448	447240	82027	21027180
31y	78y	0.8574116628438151	1453	447240	79674	21027180
31y	79y	0.8707601067941982	1395	447240	75321	21027180
31y	80y	0.8618210478821269	1297	447240	70756	21027180
31y	81y	0.7990617672594867	1076	447240	63310	21027180
31y	82y	0.8388186939643553	1049	447240	58796	21027180
31y	83y	0.8365763249381236	1036	447240	58223	21027180
31y	84y	0.798483913578877	873	447240	51403	21027180
31y	85y	0.7631180617861166	830	447240	51136	21027180
31y	86y	0.7338008047642002	661	447240	42351	21027180
31y	87y	0.7663755130027834	762	447240	46747	21027180
31y	88y	0.70552086388646	585	447240	38984	21027180
31y	89y	0.6946801455269549	530	447240	35870	21027180
31y	90y	0.7434904605833462	593	447240	37499	21027180
31y	91y	0.7138967041030356	442	447240	29109	21027180
31y	92y	0.6622776818530385	316	447240	22433	21027180
31y	93y	0.7025906477428366	290	447240	19406	21027180
31y	94y	0.7447988588770333	264	447240	16665	21027180
31y	95y	0.6776208964450549	201	447240	13946	21027180
31y	96y	0.6412217405549878	171	447240	12538	21027180
31y	97y	0.6599759274690273	126	447240	8976	21027180
31y	98y	0.5638452839133227	73	447240	6087	21027180
31y	99y+	0.6246244618644593	226	447240	17011	21027180
32y	00y	1.0147747817192572	357	437846	16895	21027180
32y	01y	1.0078524461256484	2137	437846	101828	21027180
32y	02y	0.9952494293135893	1851	437846	89317	21027180
32y	03y	1.0451159745804206	2205	437846	101322	21027180
32y	04y	1.0262392087055137	2346	437846	109784	21027180
32y	05y	0.9992406132243405	2523	437846	121257	21027180
32y	06y	0.9909668316145062	2691	437846	130411	21027180
32y	07y	0.9785168180656604	2815	437846	138156	21027180
32y	08y	0.9835338477440307	2898	437846	141504	21027180
32y	09y	0.9872279146123631	3472	437846	168897	21027180
32y	10y	0.9978221425968617	3753	437846	180628	21027180
32y	11y	0.9964819183510054	3965	437846	191088	21027180
32y	12y	1.00703047829233	3513	437846	167531	21027180
