x	y	RR	N_pairs	N_x	N_y	N_total
00y	57y	1.2628175986260544e-5	0	4	19797	2054868
00y	58y	1.134764649811629e-5	0	4	22031	2054868
00y	59y	1.2905224034689242e-5	0	4	19372	2054868
00y	60y	1.4194867136043607e-5	0	4	17612	2054868
00y	61y	1.1158223610801161e-5	0	4	22405	2054868
00y	62y	1.4430847379358116e-5	0	4	17324	2054868
00y	63y	1.29897121479788e-5	0	4	19246	2054868
00y	64y	1.1687158150624094e-5	0	4	21391	2054868
00y	65y	1.5254133870278845e-5	0	4	16389	2054868
00y	66y	1.7297446896838028e-5	0	4	14453	2054868
00y	67y	1.589218740067383e-5	0	4	15731	2054868
00y	68y	1.7646643608385686e-5	0	4	14167	2054868
00y	69y	2.1041999831664002e-5	0	4	11881	2054868
00y	70y	1.9217464832039358e-5	0	4	13009	2054868
00y	71y	1.9987208186760474e-5	0	4	12508	2054868
00y	72y	2.2516436999009278e-5	0	4	11103	2054868
00y	73y	2.057951926243003e-5	0	4	12148	2054868
00y	74y	2.272314124704599e-5	0	4	11002	2054868
00y	75y	1.9155620258983984e-5	0	4	13051	2054868
00y	76y	1.6261220241966956e-5	0	4	15374	2054868
00y	77y	1.8660894230051505e-5	0	4	13397	2054868
00y	78y	2.0475020475020476e-5	0	4	12210	2054868
00y	79y	2.7009507346586e-5	0	4	9256	2054868
00y	80y	2.2236057991639243e-5	0	4	11243	2054868
00y	81y	2.234137622877569e-5	0	4	11190	2054868
00y	82y	2.0908254578907753e-5	0	4	11957	2054868
00y	83y	2.550239722533918e-5	0	4	9803	2054868
00y	84y	1.9857029388403494e-5	0	4	12590	2054868
00y	85y	2.148320013749248e-5	0	4	11637	2054868
00y	86y	2.27748929580031e-5	0	4	10977	2054868
00y	87y	37.01132925072046	1	4	13880	2054868
00y	88y	2.1405942289579588e-5	0	4	11679	2054868
00y	89y	1.9692792437967703e-5	0	4	12695	2054868
00y	90y	1.9462826002335538e-5	0	4	12845	2054868
00y	91y	2.2864459484177794e-5	0	4	10934	2054868
00y	92y	3.4746351633078526e-5	0	4	7195	2054868
00y	93y	3.7213456385829117e-5	0	4	6718	2054868
00y	94y	4.836525440123815e-5	0	4	5169	2054868
00y	95y	3.994886545222116e-5	0	4	6258	2054868
00y	96y	4.933885928557332e-5	0	4	5067	2054868
00y	97y	7.108330963889678e-5	0	4	3517	2054868
00y	98y	1.06928999144568e-4	0	4	2338	2054868
00y	99y+	4.092322802422655e-5	0	4	6109	2054868
01y	00y	1.435049652717984e-5	0	17421	4	2054868
01y	01y	1.692691358430341	250	17421	17421	2054868
01y	02y	1.662960615739638	171	17421	12129	2054868
01y	03y	1.7163870496999132	223	17421	15325	2054868
01y	04y	1.7257215315617243	197	17421	13465	2054868
01y	05y	1.3849858787793479	205	17421	17459	2054868
01y	06y	1.2735208893752088	150	17421	13893	2054868
01y	07y	1.2755093483823885	164	17421	15166	2054868
01y	08y	1.0890375605305436	142	17421	15380	2054868
01y	09y	1.303853484626363	245	17421	22164	2054868
01y	10y	1.513935078873186	295	17421	22984	2054868
01y	11y	1.251327299008246	236	17421	22246	2054868
01y	12y	1.1788456638402143	171	17421	17110	2054868
01y	13y	1.0337253651448666	133	17421	15176	2054868
01y	14y	1.1944964160633116	198	17421	19552	2054868
01y	15y	1.1810649237309265	193	17421	19275	2054868
01y	16y	1.1557898590557787	202	17421	20615	2054868
01y	17y	1.1350816398337573	239	17421	24836	2054868
01y	18y	1.2148459378012157	257	17421	24953	2054868
01y	19y	1.136293975783557	257	17421	26678	2054868
01y	20y	1.3257813552527042	420	17421	37367	2054868
01y	21y	1.269505827843655	379	17421	35214	2054868
01y	22y	1.2563990389777828	382	17421	35863	2054868
01y	23y	1.1759144666704546	380	17421	38117	2054868
01y	24y	1.168219680758362	414	17421	41801	2054868
01y	25y	1.1514734306765455	389	17421	39848	2054868
01y	26y	1.2037555371454702	414	17421	40567	2054868
01y	27y	1.1897061079808005	386	17421	38270	2054868
01y	28y	1.182647275022277	399	17421	39795	2054868
01y	29y	1.1016099522297755	339	17421	36298	2054868
01y	30y	1.2063501104269552	368	17421	35982	2054868
01y	31y	1.1130998861625319	349	17421	36983	2054868
01y	32y	1.2089678562742372	359	17421	35026	2054868
01y	33y	1.0995201233300573	321	17421	34436	2054868
01y	34y	1.1742723008994027	328	17421	32947	2054868
01y	35y	1.115213155750925	297	17421	31413	2054868
01y	36y	1.0458769172931641	254	17421	28646	2054868
01y	37y	1.1125017582397458	275	17421	29157	2054868
01y	38y	1.127346020361584	286	17421	29924	2054868
01y	39y	1.132677947670366	285	17421	29679	2054868
01y	40y	1.0351592617095502	322	17421	36691	2054868
01y	41y	1.0517599025009532	269	17421	30168	2054868
01y	42y	1.0621461767699514	269	17421	29873	2054868
01y	43y	1.0486666106346314	244	17421	27445	2054868
01y	44y	0.9835580449689884	241	17421	28902	2054868
01y	45y	0.9175389769079575	249	17421	32010	2054868
01y	46y	0.9555189397092763	207	17421	25553	2054868
01y	47y	0.8725730373672268	190	17421	25684	2054868
01y	48y	0.8234537030840515	198	17421	28362	2054868
01y	49y	1.043440015967337	233	17421	26339	2054868
01y	50y	0.9790057453554505	176	17421	21205	2054868
01y	51y	0.882720334542333	184	17421	24587	2054868
01y	52y	0.8357125264051549	177	17421	24982	2054868
01y	53y	0.8330283532332926	151	17421	21381	2054868
01y	54y	0.8696767197500502	151	17421	20480	2054868
01y	55y	0.8179067825198834	173	17421	24949	2054868
01y	56y	1.008892264177354	209	17421	24435	2054868
01y	57y	0.8698899681024787	146	17421	19797	2054868
01y	58y	0.8619905707590917	161	17421	22031	2054868
01y	59y	0.9194187084700097	151	17421	19372	2054868
01y	60y	0.9108378750063735	136	17421	17612	2054868
01y	61y	0.8949830753811567	170	17421	22405	2054868
01y	62y	0.8578931892576617	126	17421	17324	2054868
01y	63y	0.7722197657019501	126	17421	19246	2054868
01y	64y	0.7333839531316205	133	17421	21391	2054868
01y	65y	0.7125143078977318	99	17421	16389	2054868
01y	66y	0.8324401512011128	102	17421	14453	2054868
01y	67y	0.9222732882541462	123	17421	15731	2054868
01y	68y	0.7326821799839173	88	17421	14167	2054868
01y	69y	0.6850258278258033	69	17421	11881	2054868
01y	70y	0.7344326168878003	81	17421	13009	2054868
01y	71y	0.8487220540945524	90	17421	12508	2054868
01y	72y	0.5311785352575504	50	17421	11103	2054868
01y	73y	0.6117114614793265	63	17421	12148	2054868
01y	74y	0.5038915437003115	47	17421	11002	2054868
01y	75y	0.5061218529853724	56	17421	13051	2054868
01y	76y	0.5370590194347353	70	17421	15374	2054868
01y	77y	0.47544146409864824	54	17421	13397	2054868
01y	78y	0.4443784815233067	46	17421	12210	2054868
01y	79y	0.3695604672372831	29	17421	9256	2054868
01y	80y	0.48259906247439077	46	17421	11243	2054868
01y	81y	0.3794750862812382	36	17421	11190	2054868
01y	82y	0.48337557686487675	49	17421	11957	2054868
01y	83y	0.3609716606283326	30	17421	9803	2054868
01y	84y	0.48717889481708393	52	17421	12590	2054868
01y	85y	0.43585122851472197	43	17421	11637	2054868
01y	86y	0.4190750413283057	39	17421	10977	2054868
01y	87y	0.4588969232370022	54	17421	13880	2054868
01y	88y	0.38378570290860176	38	17421	11679	2054868
01y	89y	0.29732274107302464	32	17421	12695	2054868
01y	90y	0.2938506966073996	32	17421	12845	2054868
01y	91y	0.35599649737637645	33	17421	10934	2054868
01y	92y	0.32787632317262333	20	17421	7195	2054868
01y	93y	0.31604095511231334	18	17421	6718	2054868
01y	94y	0.3422910859490743	15	17421	5169	2054868
01y	95y	0.32042339917757573	17	17421	6258	2054868
01y	96y	0.34918149265260806	15	17421	5067	2054868
01y	97y	0.5701477486645633	17	17421	3517	2054868
01y	98y	0.35315422931597507	7	17421	2338	2054868
01y	99y+	0.32823860403556543	17	17421	6109	2054868
02y	00y	2.061175694616209e-5	0	12129	4	2054868
02y	01y	1.662960615739638	171	12129	17421	2054868
02y	02y	2.5980462753027456	186	12129	12129	2054868
02y	03y	2.14466853806625	194	12129	15325	2054868
02y	04y	1.736327577930734	138	12129	13465	2054868
02y	05y	1.7272673807451013	178	12129	17459	2054868
02y	06y	1.4511418278364228	119	12129	13893	2054868
02y	07y	1.5750958798698858	141	12129	15166	2054868
02y	08y	1.4540405905265685	132	12129	15380	2054868
02y	09y	1.299450420849596	170	12129	22164	2054868
02y	10y	1.2236054686456364	166	12129	22984	2054868
02y	11y	1.149963216083994	151	12129	22246	2054868
02y	12y	1.4753504492592031	149	12129	17110	2054868
02y	13y	1.5740579938130395	141	12129	15176	2054868
02y	14y	1.0744579689842648	124	12129	19552	2054868
02y	15y	1.32721565265912	151	12129	19275	2054868
02y	16y	1.2245086678062074	149	12129	20615	2054868
02y	17y	1.159648056358127	170	12129	24836	2054868
02y	18y	1.0252106642489693	151	12129	24953	2054868
02y	19y	1.016074725871977	160	12129	26678	2054868
02y	20y	0.9475824051224891	209	12129	37367	2054868
02y	21y	1.0151402070310565	211	12129	35214	2054868
02y	22y	0.9306332047830532	197	12129	35863	2054868
02y	23y	0.9867183304137066	222	12129	38117	2054868
02y	24y	0.9686573169279586	239	12129	41801	2054868
02y	25y	0.9481068148832825	223	12129	39848	2054868
02y	26y	0.9229503005223327	221	12129	40567	2054868
02y	27y	1.0181887816330686	230	12129	38270	2054868
02y	28y	1.1068882383664047	260	12129	39795	2054868
02y	29y	0.9288152003227231	199	12129	36298	2054868
02y	30y	1.0358486766216355	220	12129	35982	2054868
02y	31y	1.0444595937300372	228	12129	36983	2054868
02y	32y	1.29629302570974	268	12129	35026	2054868
02y	33y	1.2004278458692799	244	12129	34436	2054868
02y	34y	0.9358676734387915	182	12129	32947	2054868
02y	35y	1.2080851277674474	224	12129	31413	2054868
02y	36y	1.2301505960037098	208	12129	28646	2054868
02y	37y	1.2666965587687389	218	12129	29157	2054868
02y	38y	1.126658673349626	199	12129	29924	2054868
02y	39y	1.1816259380043965	207	12129	29679	2054868
02y	40y	1.242085995955388	269	12129	36691	2054868
02y	41y	1.0501564913894454	187	12129	30168	2054868
02y	42y	1.077540732752189	190	12129	29873	2054868
02y	43y	1.1049655295871201	179	12129	27445	2054868
02y	44y	1.072709500929958	183	12129	28902	2054868
02y	45y	0.9103359776910346	172	12129	32010	2054868
02y	46y	0.9945080399919677	150	12129	25553	2054868
02y	47y	0.9234732267176803	140	12129	25684	2054868
02y	48y	0.9617184717545442	161	12129	28362	2054868
02y	49y	0.951965846377432	148	12129	26339	2054868
02y	50y	1.0386375271925987	130	12129	21205	2054868
02y	51y	1.047362405502677	152	12129	24587	2054868
02y	52y	0.9087334801248176	134	12129	24982	2054868
02y	53y	0.9904691066213054	125	12129	21381	2054868
02y	54y	0.7941457497591001	96	12129	20480	2054868
02y	55y	1.140814606177838	168	12129	24949	2054868
02y	56y	0.8736090741870233	126	12129	24435	2054868
02y	57y	0.7359664274470132	86	12129	19797	2054868
02y	58y	0.8843467104431156	115	12129	22031	2054868
02y	59y	0.8658041623134278	99	12129	19372	2054868
02y	60y	0.7984143814955239	83	12129	17612	2054868
02y	61y	0.952762228420438	126	12129	22405	2054868
02y	62y	0.8116874905852671	83	12129	17324	2054868
02y	63y	0.8978806770032774	102	12129	19246	2054868
02y	64y	1.1800872416822479	149	12129	21391	2054868
02y	65y	0.9096810593903284	88	12129	16389	2054868
02y	66y	0.8791484130755476	75	12129	14453	2054868
02y	67y	1.0446584905063985	97	12129	15731	2054868
02y	68y	0.8131861156598006	68	12129	14167	2054868
02y	69y	0.7842754677539931	55	12129	11881	2054868
02y	70y	0.846502761417714	65	12129	13009	2054868
02y	71y	0.744961371313175	55	12129	12508	2054868
02y	72y	0.6713844440599441	44	12129	11103	2054868
02y	73y	0.7391456465431037	53	12129	12148	2054868
02y	74y	0.4465656331622239	29	12129	11002	2054868
02y	75y	0.5192483676376078	40	12129	13051	2054868
02y	76y	0.5509879040546551	50	12129	15374	2054868
02y	77y	0.6070054877029707	48	12129	13397	2054868
02y	78y	0.5272624838541238	38	12129	12210	2054868
02y	79y	0.3477676647745181	19	12129	9256	2054868
02y	80y	0.4671307137090062	31	12129	11243	2054868
02y	81y	0.5450437363430993	36	12129	11190	2054868
02y	82y	0.39672972626586955	28	12129	11957	2054868
02y	83y	0.48390261521585254	28	12129	9803	2054868
02y	84y	0.4036960170882107	30	12129	12590	2054868
02y	85y	0.20381960210569866	14	12129	11637	2054868
02y	86y	0.4012810256701679	26	12129	10977	2054868
02y	87y	0.36617671867007007	30	12129	13880	2054868
02y	88y	0.33364231025876173	23	12129	11679	2054868
02y	89y	0.38701182324149563	29	12129	12695	2054868
02y	90y	0.21103030189829386	16	12129	12845	2054868
02y	91y	0.3098916466291132	20	12129	10934	2054868
02y	92y	0.28255916490958244	12	12129	7195	2054868
02y	93y	0.5295881249378549	21	12129	6718	2054868
02y	94y	0.4588602649843326	14	12129	5169	2054868
02y	95y	0.48729941611747435	18	12129	6258	2054868
02y	96y	0.33435517531969133	10	12129	5067	2054868
02y	97y	0.19268442388574553	4	12129	3517	2054868
02y	98y	0.2898507779324923	4	12129	2338	2054868
02y	99y+	0.2218599042667059	8	12129	6109	2054868
03y	00y	1.6313213703099512e-5	0	15325	4	2054868
03y	01y	1.7163870496999132	223	15325	17421	2054868
03y	02y	2.14466853806625	194	15325	12129	2054868
03y	03y	2.1523756520628363	246	15325	15325	2054868
03y	04y	1.8223348430981416	183	15325	13465	2054868
03y	05y	1.8124919431374387	236	15325	17459	2054868
03y	06y	1.4187463143209773	147	15325	13893	2054868
03y	07y	1.4676431891633621	166	15325	15166	2054868
03y	08y	1.5605588198482383	179	15325	15380	2054868
03y	09y	1.3611870961625823	225	15325	22164	2054868
03y	10y	1.429301725748361	245	15325	22984	2054868
03y	11y	1.3561696844083193	225	15325	22246	2054868
03y	12y	1.4184434047803152	181	15325	17110	2054868
03y	13y	1.4490053110388945	164	15325	15176	2054868
03y	14y	1.1589880634533285	169	15325	19552	2054868
03y	15y	1.4121638769166969	203	15325	19275	2054868
03y	16y	1.19028564939687	183	15325	20615	2054868
03y	17y	1.0365804755870616	192	15325	24836	2054868
03y	18y	1.0532143110940901	196	15325	24953	2054868
03y	19y	1.0152699874168487	202	15325	26678	2054868
03y	20y	0.9975622600762046	278	15325	37367	2054868
03y	21y	1.146131852311817	301	15325	35214	2054868
03y	22y	0.9010603366017833	241	15325	35863	2054868
03y	23y	1.0905019040499542	310	15325	38117	2054868
03y	24y	1.0393020531171289	324	15325	41801	2054868
03y	25y	0.9758316856911075	290	15325	39848	2054868
03y	26y	1.0742216857448603	325	15325	40567	2054868
03y	27y	0.9810316430309073	280	15325	38270	2054868
03y	28y	1.091691547238324	324	15325	39795	2054868
03y	29y	0.9493664362706496	257	15325	36298	2054868
03y	30y	1.166386501207827	313	15325	35982	2054868
03y	31y	1.0768067229337195	297	15325	36983	2054868
03y	32y	1.179080941875944	308	15325	35026	2054868
03y	33y	1.0785754143630182	277	15325	34436	2054868
03y	34y	1.1313900801975154	278	15325	32947	2054868
03y	35y	1.1567601613799712	271	15325	31413	2054868
03y	36y	1.212325452428867	259	15325	28646	2054868
03y	37y	1.287652398353494	280	15325	29157	2054868
03y	38y	1.0530079812850521	235	15325	29924	2054868
03y	39y	1.1339865522482624	251	15325	29679	2054868
03y	40y	1.136538853668059	311	15325	36691	2054868
03y	41y	1.1333840790647955	255	15325	30168	2054868
03y	42y	1.05031717031136	234	15325	29873	2054868
03y	43y	0.9526970559835376	195	15325	27445	2054868
03y	44y	0.997456603927792	215	15325	28902	2054868
03y	45y	0.8796645032929656	210	15325	32010	2054868
03y	46y	0.9497736725938712	181	15325	25553	2054868
03y	47y	1.0284590682134198	197	15325	25684	2054868
03y	48y	0.7753368803443433	164	15325	28362	2054868
03y	49y	0.99779250179319	196	15325	26339	2054868
03y	50y	0.92952806153555	147	15325	21205	2054868
03y	51y	0.8398440056818578	154	15325	24587	2054868
03y	52y	0.8534014323918442	159	15325	24982	2054868
03y	53y	0.865435130045253	138	15325	21381	2054868
03y	54y	0.8118488510654568	124	15325	20480	2054868
03y	55y	0.994264726796335	185	15325	24949	2054868
03y	56y	0.7462941071811855	136	15325	24435	2054868
03y	57y	0.9143612924033755	135	15325	19797	2054868
03y	58y	1.010316218367371	166	15325	22031	2054868
03y	59y	1.0174810316364515	147	15325	19372	2054868
03y	60y	0.8831465162229964	116	15325	17612	2054868
03y	61y	0.9455741388417946	158	15325	22405	2054868
03y	62y	0.9597474295671066	124	15325	17324	2054868
03y	63y	0.8081667070414327	116	15325	19246	2054868
03y	64y	1.015470646243793	162	15325	21391	2054868
03y	65y	0.8017834147899106	98	15325	16389	2054868
03y	66y	0.8256870100067847	89	15325	14453	2054868
03y	67y	0.8864626790774712	104	15325	15731	2054868
03y	68y	0.776103079889148	82	15325	14167	2054868
03y	69y	0.7448595472255934	66	15325	11881	2054868
03y	70y	0.8348809539185884	81	15325	13009	2054868
03y	71y	0.8361615222049079	78	15325	12508	2054868
03y	72y	0.5675981463205497	47	15325	11103	2054868
03y	73y	0.7836768436697802	71	15325	12148	2054868
03y	74y	0.377810049663223	31	15325	11002	2054868
03y	75y	0.5547961260773552	54	15325	13051	2054868
03y	76y	0.6453990052483686	74	15325	15374	2054868
03y	77y	0.5404675853874422	54	15325	13397	2054868
03y	78y	0.4502478459476828	41	15325	12210	2054868
03y	79y	0.4490780214341811	31	15325	9256	2054868
03y	80y	0.5128255986432885	43	15325	11243	2054868
03y	81y	0.4553412144086934	38	15325	11190	2054868
03y	82y	0.3700625719595271	33	15325	11957	2054868
03y	83y	0.519766213325847	38	15325	9803	2054868
03y	84y	0.43665815718992906	41	15325	12590	2054868
03y	85y	0.3456715788546994	30	15325	11637	2054868
03y	86y	0.2809490881200362	23	15325	10977	2054868
03y	87y	0.4443772489434021	46	15325	13880	2054868
03y	88y	0.37887132228102277	33	15325	11679	2054868
03y	89y	0.27461489957318364	26	15325	12695	2054868
03y	90y	0.2818468005717562	27	15325	12845	2054868
03y	91y	0.4046861325150965	33	15325	10934	2054868
03y	92y	0.3913559602179781	21	15325	7195	2054868
03y	93y	0.3592658713873808	18	15325	6718	2054868
03y	94y	0.41504664682823345	16	15325	5169	2054868
03y	95y	0.42852670669634224	20	15325	6258	2054868
03y	96y	0.3175512343407475	12	15325	5067	2054868
03y	97y	0.4956264167379046	13	15325	3517	2054868
03y	98y	0.40145512749844053	7	15325	2338	2054868
03y	99y+	0.5048253626278667	23	15325	6109	2054868
04y	00y	1.856665428889714e-5	0	13465	4	2054868
04y	01y	1.7257215315617243	197	13465	17421	2054868
04y	02y	1.736327577930734	138	13465	12129	2054868
04y	03y	1.8223348430981416	183	13465	15325	2054868
04y	04y	2.448076391199475	216	13465	13465	2054868
04y	05y	1.992934632466703	228	13465	17459	2054868
04y	06y	1.8014631587356864	164	13465	13893	2054868
04y	07y	1.7206899861363432	171	13465	15166	2054868
04y	08y	1.8852755615024648	190	13465	15380	2054868
04y	09y	1.3426537904355829	195	13465	22164	2054868
04y	10y	1.361149476236815	205	13465	22984	2054868
04y	11y	1.063303731401756	155	13465	22246	2054868
04y	12y	1.3914005203871846	156	13465	17110	2054868
04y	13y	1.28715315248479	128	13465	15176	2054868
04y	14y	1.2644492366096742	162	13465	19552	2054868
04y	15y	1.2509509257560192	158	13465	19275	2054868
04y	16y	1.2214569856597701	165	13465	20615	2054868
04y	17y	1.2842282147717845	209	13465	24836	2054868
04y	18y	0.9785314504897131	160	13465	24953	2054868
04y	19y	1.0468281531778627	183	13465	26678	2054868
04y	20y	0.9679160383168999	237	13465	37367	2054868
04y	21y	0.9100840585316439	210	13465	35214	2054868
04y	22y	1.0127632015963213	238	13465	35863	2054868
04y	23y	0.9768967985207778	244	13465	38117	2054868
04y	24y	0.927309304079548	254	13465	41801	2054868
04y	25y	0.9076520428575486	237	13465	39848	2054868
04y	26y	0.8727556419868674	232	13465	40567	2054868
04y	27y	0.9969172678229451	250	13465	38270	2054868
04y	28y	1.0162368454706159	265	13465	39795	2054868
04y	29y	0.9375614434109267	223	13465	36298	2054868
04y	30y	1.1366508129255453	268	13465	35982	2054868
04y	31y	1.0811270308065692	262	13465	36983	2054868
04y	32y	1.2243155023834715	281	13465	35026	2054868
04y	33y	1.1034793746231513	249	13465	34436	2054868
04y	34y	1.12555823517028	243	13465	32947	2054868
04y	35y	1.2388203710212478	255	13465	31413	2054868
04y	36y	1.1294043226717814	212	13465	28646	2054868
04y	37y	1.3137370763331404	251	13465	29157	2054868
04y	38y	1.280063893017156	251	13465	29924	2054868
04y	39y	1.249495170799394	243	13465	29679	2054868
04y	40y	1.123005253081396	270	13465	36691	2054868
04y	41y	1.1887729519247234	235	13465	30168	2054868
04y	42y	1.0983409939557345	215	13465	29873	2054868
04y	43y	1.217750879675159	219	13465	27445	2054868
04y	44y	1.0296373472844182	195	13465	28902	2054868
04y	45y	1.010712784356634	212	13465	32010	2054868
04y	46y	0.776388386186816	130	13465	25553	2054868
04y	47y	1.0041569903294363	169	13465	25684	2054868
04y	48y	0.9201038124865588	171	13465	28362	2054868
04y	49y	1.0776835018665412	186	13465	26339	2054868
04y	50y	1.0291420734745684	143	13465	21205	2054868
04y	51y	0.9558566199089841	154	13465	24587	2054868
04y	52y	1.0445914790546706	171	13465	24982	2054868
04y	53y	0.827956554949438	116	13465	21381	2054868
04y	54y	0.812220822067629	109	13465	20480	2054868
04y	55y	0.776833866970536	127	13465	24949	2054868
04y	56y	0.8556295927014774	137	13465	24435	2054868
04y	57y	0.909620411754128	118	13465	19797	2054868
04y	58y	0.9628489531924626	139	13465	22031	2054868
04y	59y	0.8586765659686684	109	13465	19372	2054868
04y	60y	0.9444857163266547	109	13465	17612	2054868
04y	61y	0.8241722640785665	121	13465	22405	2054868
04y	62y	0.8720965992456906	99	13465	17324	2054868
04y	63y	1.062531685154151	134	13465	19246	2054868
04y	64y	0.7348246395950364	103	13465	21391	2054868
04y	65y	0.8939152602445868	96	13465	16389	2054868
04y	66y	0.8341548179690683	79	13465	14453	2054868
04y	67y	1.0380183234265148	107	13465	15731	2054868
04y	68y	0.7863620395100814	73	13465	14167	2054868
04y	69y	0.70645949858063	55	13465	11881	2054868
04y	70y	0.8680912528865089	74	13465	13009	2054868
04y	71y	0.8540587406903993	70	13465	12508	2054868
04y	72y	0.4260876358791305	31	13465	11103	2054868
04y	73y	0.5401834180030644	43	13465	12148	2054868
04y	74y	0.3745154190984281	27	13465	11002	2054868
04y	75y	0.38587596439265387	33	13465	13051	2054868
04y	76y	0.5856561521322716	59	13465	15374	2054868
04y	77y	0.5467782814964227	48	13465	13397	2054868
04y	78y	0.41245431705884733	33	13465	12210	2054868
04y	79y	0.3297495652000882	20	13465	9256	2054868
04y	80y	0.2986194223618746	22	13465	11243	2054868
04y	81y	0.24548219708395677	18	13465	11190	2054868
04y	82y	0.4211815013204421	33	13465	11957	2054868
04y	83y	0.32691727742051274	21	13465	9803	2054868
04y	84y	0.44849083332276457	37	13465	12590	2054868
04y	85y	0.45899144121432206	35	13465	11637	2054868
04y	86y	0.37536837395653694	27	13465	10977	2054868
04y	87y	0.505761703680478	46	13465	13880	2054868
04y	88y	0.405073295758711	31	13465	11679	2054868
04y	89y	0.3846757870206582	32	13465	12695	2054868
04y	90y	0.3326607034629954	28	13465	12845	2054868
04y	91y	0.44663061242246715	32	13465	10934	2054868
04y	92y	0.19089269351188975	9	13465	7195	2054868
04y	93y	0.3634607911948402	16	13465	6718	2054868
04y	94y	0.44285577484729477	15	13465	5169	2054868
04y	95y	0.31701906520663575	13	13465	6258	2054868
04y	96y	0.4216525370286948	14	13465	5067	2054868
04y	97y	0.3905240062035959	9	13465	3517	2054868
04y	98y	0.32636464909023394	5	13465	2338	2054868
04y	99y+	0.37471296450903036	15	13465	6109	2054868
05y	00y	1.4319262271607767e-5	0	17459	4	2054868
05y	01y	1.3849858787793479	205	17459	17421	2054868
05y	02y	1.7272673807451013	178	17459	12129	2054868
05y	03y	1.8124919431374387	236	17459	15325	2054868
05y	04y	1.992934632466703	228	17459	13465	2054868
05y	05y	2.184188971600278	324	17459	17459	2054868
05y	06y	1.6689170655580456	197	17459	13893	2054868
05y	07y	1.7616489549559553	227	17459	15166	2054868
05y	08y	1.6988741335729087	222	17459	15380	2054868
05y	09y	1.6727343564992794	315	17459	22164	2054868
05y	10y	1.633539478709475	319	17459	22984	2054868
05y	11y	1.4179059533511469	268	17459	22246	2054868
05y	12y	1.320735296042504	192	17459	17110	2054868
05y	13y	1.1555627027738125	149	17459	15176	2054868
