x	y	RR	N_pairs	N_x	N_y	N_total	season	geo_cat
55-59y	70-74y	1.0309379762595312	1241	34814	16893	488564	Dec-Feb	Mideast/Mideast
55-59y	75-79y	1.0630383875253526	884	34814	11670	488564	Dec-Feb	Mideast/Mideast
55-59y	80-84y	0.9564228098043501	477	34814	6999	488564	Dec-Feb	Mideast/Mideast
55-59y	85+y	0.9971651175691096	708	34814	9964	488564	Dec-Feb	Mideast/Mideast
60-64y	00-04y	0.9148341080830423	795	30109	14101	488564	Dec-Feb	Mideast/Mideast
60-64y	05-09y	0.9163814953678582	1062	30109	18805	488564	Dec-Feb	Mideast/Mideast
60-64y	10-14y	0.8526681555136842	1123	30109	21371	488564	Dec-Feb	Mideast/Mideast
60-64y	15-19y	0.7982507222198211	1334	30109	27117	488564	Dec-Feb	Mideast/Mideast
60-64y	20-24y	0.8858799743993563	2181	30109	39949	488564	Dec-Feb	Mideast/Mideast
60-64y	25-29y	0.9922820984883431	2648	30109	43302	488564	Dec-Feb	Mideast/Mideast
60-64y	30-34y	0.9885282240416203	2794	30109	45863	488564	Dec-Feb	Mideast/Mideast
60-64y	35-39y	0.9881112528525606	2511	30109	41235	488564	Dec-Feb	Mideast/Mideast
60-64y	40-44y	0.9569914774619436	2147	30109	36404	488564	Dec-Feb	Mideast/Mideast
60-64y	45-49y	1.022452031274152	2080	30109	33010	488564	Dec-Feb	Mideast/Mideast
60-64y	50-54y	1.03694079102321	2250	30109	35209	488564	Dec-Feb	Mideast/Mideast
60-64y	55-59y	1.103704731772677	2368	30109	34814	488564	Dec-Feb	Mideast/Mideast
60-64y	60-64y	1.2503073511354834	2320	30109	30109	488564	Dec-Feb	Mideast/Mideast
60-64y	65-69y	1.1094220845709544	1487	30109	21749	488564	Dec-Feb	Mideast/Mideast
60-64y	70-74y	1.0921412594757212	1137	30109	16893	488564	Dec-Feb	Mideast/Mideast
60-64y	75-79y	1.0970622704374051	789	30109	11670	488564	Dec-Feb	Mideast/Mideast
60-64y	80-84y	1.078057914556869	465	30109	6999	488564	Dec-Feb	Mideast/Mideast
60-64y	85+y	1.0064214599440313	618	30109	9964	488564	Dec-Feb	Mideast/Mideast
65-69y	00-04y	0.9176028246710495	576	21749	14101	488564	Dec-Feb	Mideast/Mideast
65-69y	05-09y	0.7931894193633537	664	21749	18805	488564	Dec-Feb	Mideast/Mideast
65-69y	10-14y	0.8671840367842987	825	21749	21371	488564	Dec-Feb	Mideast/Mideast
65-69y	15-19y	0.815974824783238	985	21749	27117	488564	Dec-Feb	Mideast/Mideast
65-69y	20-24y	0.8558367076880902	1522	21749	39949	488564	Dec-Feb	Mideast/Mideast
65-69y	25-29y	0.8974707794332889	1730	21749	43302	488564	Dec-Feb	Mideast/Mideast
65-69y	30-34y	0.9413976150547513	1922	21749	45863	488564	Dec-Feb	Mideast/Mideast
65-69y	35-39y	0.9353765247980109	1717	21749	41235	488564	Dec-Feb	Mideast/Mideast
65-69y	40-44y	0.9601578942164762	1556	21749	36404	488564	Dec-Feb	Mideast/Mideast
65-69y	45-49y	0.9738145955350327	1431	21749	33010	488564	Dec-Feb	Mideast/Mideast
65-69y	50-54y	1.0520808971795792	1649	21749	35209	488564	Dec-Feb	Mideast/Mideast
65-69y	55-59y	1.06337256745379	1648	21749	34814	488564	Dec-Feb	Mideast/Mideast
65-69y	60-64y	1.1094220845709544	1487	21749	30109	488564	Dec-Feb	Mideast/Mideast
65-69y	65-69y	1.5823466867454654	1532	21749	21749	488564	Dec-Feb	Mideast/Mideast
65-69y	70-74y	1.2499805113340912	940	21749	16893	488564	Dec-Feb	Mideast/Mideast
65-69y	75-79y	1.3108663842279702	681	21749	11670	488564	Dec-Feb	Mideast/Mideast
65-69y	80-84y	1.2067964478888693	376	21749	6999	488564	Dec-Feb	Mideast/Mideast
65-69y	85+y	1.1452812865753006	508	21749	9964	488564	Dec-Feb	Mideast/Mideast
70-74y	00-04y	0.8614182342586344	420	16893	14101	488564	Dec-Feb	Mideast/Mideast
70-74y	05-09y	0.7674355094823727	499	16893	18805	488564	Dec-Feb	Mideast/Mideast
70-74y	10-14y	0.7943793371643145	587	16893	21371	488564	Dec-Feb	Mideast/Mideast
70-74y	15-19y	0.7572362384642422	710	16893	27117	488564	Dec-Feb	Mideast/Mideast
70-74y	20-24y	0.8325428764686874	1150	16893	39949	488564	Dec-Feb	Mideast/Mideast
70-74y	25-29y	0.8916368138580255	1335	16893	43302	488564	Dec-Feb	Mideast/Mideast
70-74y	30-34y	0.9124745343792642	1447	16893	45863	488564	Dec-Feb	Mideast/Mideast
70-74y	35-39y	0.9706994252679388	1384	16893	41235	488564	Dec-Feb	Mideast/Mideast
70-74y	40-44y	0.9676378859257854	1218	16893	36404	488564	Dec-Feb	Mideast/Mideast
70-74y	45-49y	1.0408438913041658	1188	16893	33010	488564	Dec-Feb	Mideast/Mideast
70-74y	50-54y	1.0473001737935377	1275	16893	35209	488564	Dec-Feb	Mideast/Mideast
70-74y	55-59y	1.0309379762595312	1241	16893	34814	488564	Dec-Feb	Mideast/Mideast
70-74y	60-64y	1.0921412594757212	1137	16893	30109	488564	Dec-Feb	Mideast/Mideast
70-74y	65-69y	1.2499805113340912	940	16893	21749	488564	Dec-Feb	Mideast/Mideast
70-74y	70-74y	1.6469596966604976	962	16893	16893	488564	Dec-Feb	Mideast/Mideast
70-74y	75-79y	1.4076418230151764	568	16893	11670	488564	Dec-Feb	Mideast/Mideast
70-74y	80-84y	1.3760142240512714	333	16893	6999	488564	Dec-Feb	Mideast/Mideast
70-74y	85+y	1.4483766314548392	499	16893	9964	488564	Dec-Feb	Mideast/Mideast
75-79y	00-04y	0.8105192695103819	273	11670	14101	488564	Dec-Feb	Mideast/Mideast
75-79y	05-09y	0.7613833537589936	342	11670	18805	488564	Dec-Feb	Mideast/Mideast
75-79y	10-14y	0.64645709292923	330	11670	21371	488564	Dec-Feb	Mideast/Mideast
75-79y	15-19y	0.7101773207275756	460	11670	27117	488564	Dec-Feb	Mideast/Mideast
75-79y	20-24y	0.8205526592249163	783	11670	39949	488564	Dec-Feb	Mideast/Mideast
75-79y	25-29y	0.8604639079149063	890	11670	43302	488564	Dec-Feb	Mideast/Mideast
75-79y	30-34y	0.8562310768663297	938	11670	45863	488564	Dec-Feb	Mideast/Mideast
75-79y	35-39y	0.8954744396160158	882	11670	41235	488564	Dec-Feb	Mideast/Mideast
75-79y	40-44y	0.8728573594792214	759	11670	36404	488564	Dec-Feb	Mideast/Mideast
75-79y	45-49y	0.9055309432082459	714	11670	33010	488564	Dec-Feb	Mideast/Mideast
75-79y	50-54y	0.9702576508309312	816	11670	35209	488564	Dec-Feb	Mideast/Mideast
75-79y	55-59y	1.0630383875253526	884	11670	34814	488564	Dec-Feb	Mideast/Mideast
75-79y	60-64y	1.0970622704374051	789	11670	30109	488564	Dec-Feb	Mideast/Mideast
75-79y	65-69y	1.3108663842279702	681	11670	21749	488564	Dec-Feb	Mideast/Mideast
75-79y	70-74y	1.4076418230151764	568	11670	16893	488564	Dec-Feb	Mideast/Mideast
75-79y	75-79y	2.4466065075788115	682	11670	11670	488564	Dec-Feb	Mideast/Mideast
75-79y	80-84y	2.20121485098924	368	11670	6999	488564	Dec-Feb	Mideast/Mideast
75-79y	85+y	2.1470284025060913	511	11670	9964	488564	Dec-Feb	Mideast/Mideast
80-84y	00-04y	0.6534456850841923	132	6999	14101	488564	Dec-Feb	Mideast/Mideast
80-84y	05-09y	0.5976377375139891	161	6999	18805	488564	Dec-Feb	Mideast/Mideast
80-84y	10-14y	0.620603514226238	190	6999	21371	488564	Dec-Feb	Mideast/Mideast
80-84y	15-19y	0.5791970618680252	225	6999	27117	488564	Dec-Feb	Mideast/Mideast
80-84y	20-24y	0.7548545992082182	432	6999	39949	488564	Dec-Feb	Mideast/Mideast
80-84y	25-29y	0.7979629261288731	495	6999	43302	488564	Dec-Feb	Mideast/Mideast
80-84y	30-34y	0.8112416139189049	533	6999	45863	488564	Dec-Feb	Mideast/Mideast
80-84y	35-39y	0.8582769147173115	507	6999	41235	488564	Dec-Feb	Mideast/Mideast
80-84y	40-44y	0.8398669201004573	438	6999	36404	488564	Dec-Feb	Mideast/Mideast
80-84y	45-49y	0.9114171934113234	431	6999	33010	488564	Dec-Feb	Mideast/Mideast
80-84y	50-54y	1.0309441153899723	520	6999	35209	488564	Dec-Feb	Mideast/Mideast
80-84y	55-59y	0.9564228098043501	477	6999	34814	488564	Dec-Feb	Mideast/Mideast
80-84y	60-64y	1.078057914556869	465	6999	30109	488564	Dec-Feb	Mideast/Mideast
80-84y	65-69y	1.2067964478888693	376	6999	21749	488564	Dec-Feb	Mideast/Mideast
80-84y	70-74y	1.3760142240512714	333	6999	16893	488564	Dec-Feb	Mideast/Mideast
80-84y	75-79y	2.20121485098924	368	6999	11670	488564	Dec-Feb	Mideast/Mideast
80-84y	80-84y	3.8298406314081443	384	6999	6999	488564	Dec-Feb	Mideast/Mideast
80-84y	85+y	3.7270342543056416	532	6999	9964	488564	Dec-Feb	Mideast/Mideast
85+y	00-04y	0.5946123796180397	171	9964	14101	488564	Dec-Feb	Mideast/Mideast
85+y	05-09y	0.49019881837844104	188	9964	18805	488564	Dec-Feb	Mideast/Mideast
85+y	10-14y	0.550648099852652	240	9964	21371	488564	Dec-Feb	Mideast/Mideast
85+y	15-19y	0.6690334457282193	370	9964	27117	488564	Dec-Feb	Mideast/Mideast
85+y	20-24y	0.6468334164397623	527	9964	39949	488564	Dec-Feb	Mideast/Mideast
85+y	25-29y	0.7088496394048273	626	9964	43302	488564	Dec-Feb	Mideast/Mideast
85+y	30-34y	0.7056173018497054	660	9964	45863	488564	Dec-Feb	Mideast/Mideast
85+y	35-39y	0.7075199857354793	595	9964	41235	488564	Dec-Feb	Mideast/Mideast
85+y	40-44y	0.7731264510263539	574	9964	36404	488564	Dec-Feb	Mideast/Mideast
85+y	45-49y	0.7575519096861394	510	9964	33010	488564	Dec-Feb	Mideast/Mideast
85+y	50-54y	0.8703903594819848	625	9964	35209	488564	Dec-Feb	Mideast/Mideast
85+y	55-59y	0.9971651175691096	708	9964	34814	488564	Dec-Feb	Mideast/Mideast
85+y	60-64y	1.0064214599440313	618	9964	30109	488564	Dec-Feb	Mideast/Mideast
85+y	65-69y	1.1452812865753006	508	9964	21749	488564	Dec-Feb	Mideast/Mideast
85+y	70-74y	1.4483766314548392	499	9964	16893	488564	Dec-Feb	Mideast/Mideast
85+y	75-79y	2.1470284025060913	511	9964	11670	488564	Dec-Feb	Mideast/Mideast
85+y	80-84y	3.7270342543056416	532	9964	6999	488564	Dec-Feb	Mideast/Mideast
85+y	85+y	7.391353241400072	1502	9964	9964	488564	Dec-Feb	Mideast/Mideast
00-04y	00-04y	0.7799928338630614	60	3418	3418	151874	Jun-Aug	FL/Mideast
00-04y	05-09y	1.0894693679080218	130	3418	5302	151874	Jun-Aug	FL/Mideast
00-04y	10-14y	0.9911589629480986	147	3418	6590	151874	Jun-Aug	FL/Mideast
00-04y	15-19y	0.9792851456178234	166	3418	7532	151874	Jun-Aug	FL/Mideast
00-04y	20-24y	0.9883064484641563	295	3418	13263	151874	Jun-Aug	FL/Mideast
00-04y	25-29y	1.0117368182388373	342	3418	15020	151874	Jun-Aug	FL/Mideast
00-04y	30-34y	0.924831847484909	333	3418	15999	151874	Jun-Aug	FL/Mideast
00-04y	35-39y	0.9452306446766516	244	3418	11470	151874	Jun-Aug	FL/Mideast
00-04y	40-44y	1.0375975197658844	289	3418	12376	151874	Jun-Aug	FL/Mideast
00-04y	45-49y	0.8786885433813647	213	3418	10771	151874	Jun-Aug	FL/Mideast
00-04y	50-54y	1.03710244962524	282	3418	12082	151874	Jun-Aug	FL/Mideast
00-04y	55-59y	1.0513103766948428	234	3418	9890	151874	Jun-Aug	FL/Mideast
00-04y	60-64y	1.1083341685601278	188	3418	7537	151874	Jun-Aug	FL/Mideast
00-04y	65-69y	0.9482562408377149	134	3418	6279	151874	Jun-Aug	FL/Mideast
00-04y	70-74y	0.9894455712623904	119	3418	5344	151874	Jun-Aug	FL/Mideast
00-04y	75-79y	1.110031467994057	103	3418	4123	151874	Jun-Aug	FL/Mideast
00-04y	80-84y	1.3642649269760672	79	3418	2573	151874	Jun-Aug	FL/Mideast
00-04y	85+y	1.1566227792381536	60	3418	2305	151874	Jun-Aug	FL/Mideast
05-09y	00-04y	1.0894693679080218	130	5302	3418	151874	Jun-Aug	FL/Mideast
05-09y	05-09y	1.2426013841313948	230	5302	5302	151874	Jun-Aug	FL/Mideast
05-09y	10-14y	1.343126080060263	309	5302	6590	151874	Jun-Aug	FL/Mideast
05-09y	15-19y	1.1599339110503095	305	5302	7532	151874	Jun-Aug	FL/Mideast
05-09y	20-24y	1.0777114319529293	499	5302	13263	151874	Jun-Aug	FL/Mideast
05-09y	25-29y	1.0412773538212097	546	5302	15020	151874	Jun-Aug	FL/Mideast
05-09y	30-34y	1.0563379585988364	590	5302	15999	151874	Jun-Aug	FL/Mideast
05-09y	35-39y	0.8915557682991762	357	5302	11470	151874	Jun-Aug	FL/Mideast
05-09y	40-44y	0.9674748762343344	418	5302	12376	151874	Jun-Aug	FL/Mideast
05-09y	45-49y	0.97068999735623	365	5302	10771	151874	Jun-Aug	FL/Mideast
05-09y	50-54y	0.8535075856287205	360	5302	12082	151874	Jun-Aug	FL/Mideast
05-09y	55-59y	0.7935932946302194	274	5302	9890	151874	Jun-Aug	FL/Mideast
05-09y	60-64y	0.8855256104337675	233	5302	7537	151874	Jun-Aug	FL/Mideast
05-09y	65-69y	1.0355691274868615	227	5302	6279	151874	Jun-Aug	FL/Mideast
05-09y	70-74y	0.8576246577949345	160	5302	5344	151874	Jun-Aug	FL/Mideast
05-09y	75-79y	0.9726541167657343	140	5302	4123	151874	Jun-Aug	FL/Mideast
05-09y	80-84y	0.77929520249381945	70	5302	2573	151874	Jun-Aug	FL/Mideast
05-09y	85+y	1.1060195841457936	89	5302	2305	151874	Jun-Aug	FL/Mideast
10-14y	00-04y	0.9911589629480986	147	6590	3418	151874	Jun-Aug	FL/Mideast
10-14y	05-09y	1.343126080060263	309	6590	5302	151874	Jun-Aug	FL/Mideast
10-14y	10-14y	1.3429004953014292	384	6590	6590	151874	Jun-Aug	FL/Mideast
10-14y	15-19y	1.0739766273913145	351	6590	7532	151874	Jun-Aug	FL/Mideast
10-14y	20-24y	1.0443130952801827	601	6590	13263	151874	Jun-Aug	FL/Mideast
10-14y	25-29y	0.9467019088357658	617	6590	15020	151874	Jun-Aug	FL/Mideast
10-14y	30-34y	1.0169740787099648	706	6590	15999	151874	Jun-Aug	FL/Mideast
10-14y	35-39y	0.9704691528867945	483	6590	11470	151874	Jun-Aug	FL/Mideast
10-14y	40-44y	1.0297762054512478	553	6590	12376	151874	Jun-Aug	FL/Mideast
10-14y	45-49y	1.0826610514463824	506	6590	10771	151874	Jun-Aug	FL/Mideast
10-14y	50-54y	0.9728130034044048	510	6590	12082	151874	Jun-Aug	FL/Mideast
10-14y	55-59y	0.8808329101144455	378	6590	9890	151874	Jun-Aug	FL/Mideast
10-14y	60-64y	0.9601280521405477	314	6590	7537	151874	Jun-Aug	FL/Mideast
10-14y	65-69y	0.9029062358547085	246	6590	6279	151874	Jun-Aug	FL/Mideast
10-14y	70-74y	0.9142552054464667	212	6590	5344	151874	Jun-Aug	FL/Mideast
10-14y	75-79y	0.7266546487615092	130	6590	4123	151874	Jun-Aug	FL/Mideast
10-14y	80-84y	0.6628114297711675	74	6590	2573	151874	Jun-Aug	FL/Mideast
10-14y	85+y	0.6898842326669936	69	6590	2305	151874	Jun-Aug	FL/Mideast
15-19y	00-04y	0.9792851456178234	166	7532	3418	151874	Jun-Aug	FL/Mideast
15-19y	05-09y	1.1599339110503095	305	7532	5302	151874	Jun-Aug	FL/Mideast
15-19y	10-14y	1.0739766273913145	351	7532	6590	151874	Jun-Aug	FL/Mideast
15-19y	15-19y	1.2261067771313277	458	7532	7532	151874	Jun-Aug	FL/Mideast
15-19y	20-24y	1.0687759670178407	703	7532	13263	151874	Jun-Aug	FL/Mideast
15-19y	25-29y	0.9880547391935554	736	7532	15020	151874	Jun-Aug	FL/Mideast
15-19y	30-34y	1.0435436551614004	828	7532	15999	151874	Jun-Aug	FL/Mideast
15-19y	35-39y	1.045987928980494	595	7532	11470	151874	Jun-Aug	FL/Mideast
15-19y	40-44y	1.0508785763375983	645	7532	12376	151874	Jun-Aug	FL/Mideast
15-19y	45-49y	0.9472565492607089	506	7532	10771	151874	Jun-Aug	FL/Mideast
15-19y	50-54y	1.0113626653519943	606	7532	12082	151874	Jun-Aug	FL/Mideast
15-19y	55-59y	0.8563003581080681	420	7532	9890	151874	Jun-Aug	FL/Mideast
15-19y	60-64y	0.9363595781082401	350	7532	7537	151874	Jun-Aug	FL/Mideast
15-19y	65-69y	0.8895337212603831	277	7532	6279	151874	Jun-Aug	FL/Mideast
15-19y	70-74y	0.7735004052569318	205	7532	5344	151874	Jun-Aug	FL/Mideast
15-19y	75-79y	0.8216163706853347	168	7532	4123	151874	Jun-Aug	FL/Mideast
15-19y	80-84y	0.9404042944429457	120	7532	2573	151874	Jun-Aug	FL/Mideast
15-19y	85+y	0.8135517237804168	93	7532	2305	151874	Jun-Aug	FL/Mideast
20-24y	00-04y	0.9883064484641563	295	13263	3418	151874	Jun-Aug	FL/Mideast
20-24y	05-09y	1.0777114319529293	499	13263	5302	151874	Jun-Aug	FL/Mideast
20-24y	10-14y	1.0443130952801827	601	13263	6590	151874	Jun-Aug	FL/Mideast
20-24y	15-19y	1.0687759670178407	703	13263	7532	151874	Jun-Aug	FL/Mideast
20-24y	20-24y	1.0636790419837863	1232	13263	13263	151874	Jun-Aug	FL/Mideast
20-24y	25-29y	1.0360749842904677	1359	13263	15020	151874	Jun-Aug	FL/Mideast
20-24y	30-34y	0.9927166054076073	1387	13263	15999	151874	Jun-Aug	FL/Mideast
20-24y	35-39y	1.0442630976921132	1046	13263	11470	151874	Jun-Aug	FL/Mideast
20-24y	40-44y	1.0122287905644745	1094	13263	12376	151874	Jun-Aug	FL/Mideast
20-24y	45-49y	0.9823304585667672	924	13263	10771	151874	Jun-Aug	FL/Mideast
20-24y	50-54y	0.9951582143397882	1050	13263	12082	151874	Jun-Aug	FL/Mideast
20-24y	55-59y	0.918160406864105	793	13263	9890	151874	Jun-Aug	FL/Mideast
20-24y	60-64y	0.940445862539197	619	13263	7537	151874	Jun-Aug	FL/Mideast
20-24y	65-69y	0.9337296402882588	512	13263	6279	151874	Jun-Aug	FL/Mideast
20-24y	70-74y	0.8656784062501552	404	13263	5344	151874	Jun-Aug	FL/Mideast
20-24y	75-79y	1.0137274328242039	365	13263	4123	151874	Jun-Aug	FL/Mideast
20-24y	80-84y	0.8500319656455975	191	13263	2573	151874	Jun-Aug	FL/Mideast
20-24y	85+y	0.9389285640102953	189	13263	2305	151874	Jun-Aug	FL/Mideast
25-29y	00-04y	1.0117368182388373	342	15020	3418	151874	Jun-Aug	FL/Mideast
25-29y	05-09y	1.0412773538212097	546	15020	5302	151874	Jun-Aug	FL/Mideast
25-29y	10-14y	0.9467019088357658	617	15020	6590	151874	Jun-Aug	FL/Mideast
25-29y	15-19y	0.9880547391935554	736	15020	7532	151874	Jun-Aug	FL/Mideast
25-29y	20-24y	1.0360749842904677	1359	15020	13263	151874	Jun-Aug	FL/Mideast
25-29y	25-29y	0.973445991230512	1446	15020	15020	151874	Jun-Aug	FL/Mideast
25-29y	30-34y	1.00362428194372	1588	15020	15999	151874	Jun-Aug	FL/Mideast
25-29y	35-39y	1.0587491888176996	1201	15020	11470	151874	Jun-Aug	FL/Mideast
25-29y	40-44y	1.0539570434852217	1290	15020	12376	151874	Jun-Aug	FL/Mideast
25-29y	45-49y	1.0213776982406153	1088	15020	10771	151874	Jun-Aug	FL/Mideast
25-29y	50-54y	1.0185098839686466	1217	15020	12082	151874	Jun-Aug	FL/Mideast
25-29y	55-59y	0.9927421005225254	971	15020	9890	151874	Jun-Aug	FL/Mideast
25-29y	60-64y	0.9699587936088753	723	15020	7537	151874	Jun-Aug	FL/Mideast
25-29y	65-69y	0.9050224163609215	562	15020	6279	151874	Jun-Aug	FL/Mideast
25-29y	70-74y	1.0009277425508503	529	15020	5344	151874	Jun-Aug	FL/Mideast
25-29y	75-79y	0.8657148702691827	353	15020	4123	151874	Jun-Aug	FL/Mideast
25-29y	80-84y	0.8567028648937056	218	15020	2573	151874	Jun-Aug	FL/Mideast
25-29y	85+y	1.0264987825343503	234	15020	2305	151874	Jun-Aug	FL/Mideast
30-34y	00-04y	0.924831847484909	333	15999	3418	151874	Jun-Aug	FL/Mideast
30-34y	05-09y	1.0563379585988364	590	15999	5302	151874	Jun-Aug	FL/Mideast
30-34y	10-14y	1.0169740787099648	706	15999	6590	151874	Jun-Aug	FL/Mideast
30-34y	15-19y	1.0435436551614004	828	15999	7532	151874	Jun-Aug	FL/Mideast
30-34y	20-24y	0.9927166054076073	1387	15999	13263	151874	Jun-Aug	FL/Mideast
30-34y	25-29y	1.00362428194372	1588	15999	15020	151874	Jun-Aug	FL/Mideast
30-34y	30-34y	0.9718777817075659	1638	15999	15999	151874	Jun-Aug	FL/Mideast
30-34y	35-39y	1.0411368506957142	1258	15999	11470	151874	Jun-Aug	FL/Mideast
30-34y	40-44y	0.9925321215332907	1294	15999	12376	151874	Jun-Aug	FL/Mideast
30-34y	45-49y	0.9914871547914786	1125	15999	10771	151874	Jun-Aug	FL/Mideast
30-34y	50-54y	0.9828994081621908	1251	15999	12082	151874	Jun-Aug	FL/Mideast
30-34y	55-59y	0.9598299653586791	1000	15999	9890	151874	Jun-Aug	FL/Mideast
30-34y	60-64y	0.9836557052959634	781	15999	7537	151874	Jun-Aug	FL/Mideast
30-34y	65-69y	0.9978012640760584	660	15999	6279	151874	Jun-Aug	FL/Mideast
30-34y	70-74y	1.0675755534683493	601	15999	5344	151874	Jun-Aug	FL/Mideast
30-34y	75-79y	0.9831168504543782	427	15999	4123	151874	Jun-Aug	FL/Mideast
30-34y	80-84y	1.084671294676477	294	15999	2573	151874	Jun-Aug	FL/Mideast
30-34y	85+y	0.9801592263290859	238	15999	2305	151874	Jun-Aug	FL/Mideast
35-39y	00-04y	0.9452306446766516	244	11470	3418	151874	Jun-Aug	FL/Mideast
35-39y	05-09y	0.8915557682991762	357	11470	5302	151874	Jun-Aug	FL/Mideast
35-39y	10-14y	0.9704691528867945	483	11470	6590	151874	Jun-Aug	FL/Mideast
35-39y	15-19y	1.045987928980494	595	11470	7532	151874	Jun-Aug	FL/Mideast
35-39y	20-24y	1.0442630976921132	1046	11470	13263	151874	Jun-Aug	FL/Mideast
35-39y	25-29y	1.0587491888176996	1201	11470	15020	151874	Jun-Aug	FL/Mideast
35-39y	30-34y	1.0411368506957142	1258	11470	15999	151874	Jun-Aug	FL/Mideast
35-39y	35-39y	1.022799061119223	886	11470	11470	151874	Jun-Aug	FL/Mideast
35-39y	40-44y	0.9928592632814645	928	11470	12376	151874	Jun-Aug	FL/Mideast
35-39y	45-49y	1.0006642768446417	814	11470	10771	151874	Jun-Aug	FL/Mideast
35-39y	50-54y	0.9414003365840543	859	11470	12082	151874	Jun-Aug	FL/Mideast
35-39y	55-59y	1.0375891652113969	775	11470	9890	151874	Jun-Aug	FL/Mideast
35-39y	60-64y	0.9205614637651001	524	11470	7537	151874	Jun-Aug	FL/Mideast
35-39y	65-69y	0.9384033463977363	445	11470	6279	151874	Jun-Aug	FL/Mideast
35-39y	70-74y	0.9068483292786702	366	11470	5344	151874	Jun-Aug	FL/Mideast
35-39y	75-79y	1.1079643381028998	345	11470	4123	151874	Jun-Aug	FL/Mideast
35-39y	80-84y	0.8799871985622271	171	11470	2573	151874	Jun-Aug	FL/Mideast
35-39y	85+y	0.9937913296404655	173	11470	2305	151874	Jun-Aug	FL/Mideast
40-44y	00-04y	1.0375975197658844	289	12376	3418	151874	Jun-Aug	FL/Mideast
40-44y	05-09y	0.9674748762343344	418	12376	5302	151874	Jun-Aug	FL/Mideast
40-44y	10-14y	1.0297762054512478	553	12376	6590	151874	Jun-Aug	FL/Mideast
40-44y	15-19y	1.0508785763375983	645	12376	7532	151874	Jun-Aug	FL/Mideast
40-44y	20-24y	1.0122287905644745	1094	12376	13263	151874	Jun-Aug	FL/Mideast
40-44y	25-29y	1.0539570434852217	1290	12376	15020	151874	Jun-Aug	FL/Mideast
40-44y	30-34y	0.9925321215332907	1294	12376	15999	151874	Jun-Aug	FL/Mideast
40-44y	35-39y	0.9928592632814645	928	12376	11470	151874	Jun-Aug	FL/Mideast
40-44y	40-44y	0.959838553851753	968	12376	12376	151874	Jun-Aug	FL/Mideast
40-44y	45-49y	1.0664069249247587	936	12376	10771	151874	Jun-Aug	FL/Mideast
40-44y	50-54y	1.0217914935829042	1006	12376	12082	151874	Jun-Aug	FL/Mideast
40-44y	55-59y	0.9752801583416286	786	12376	9890	151874	Jun-Aug	FL/Mideast
40-44y	60-64y	0.8841062287071777	543	12376	7537	151874	Jun-Aug	FL/Mideast
40-44y	65-69y	0.9850157840342209	504	12376	6279	151874	Jun-Aug	FL/Mideast
40-44y	70-74y	0.9506858485275732	414	12376	5344	151874	Jun-Aug	FL/Mideast
40-44y	75-79y	0.9494683402941952	319	12376	4123	151874	Jun-Aug	FL/Mideast
40-44y	80-84y	1.0444976624390676	219	12376	2573	151874	Jun-Aug	FL/Mideast
40-44y	85+y	0.9050678522702257	170	12376	2305	151874	Jun-Aug	FL/Mideast
45-49y	00-04y	0.8786885433813647	213	10771	3418	151874	Jun-Aug	FL/Mideast
45-49y	05-09y	0.97068999735623	365	10771	5302	151874	Jun-Aug	FL/Mideast
45-49y	10-14y	1.0826610514463824	506	10771	6590	151874	Jun-Aug	FL/Mideast
45-49y	15-19y	0.9472565492607089	506	10771	7532	151874	Jun-Aug	FL/Mideast
45-49y	20-24y	0.9823304585667672	924	10771	13263	151874	Jun-Aug	FL/Mideast
45-49y	25-29y	1.0213776982406153	1088	10771	15020	151874	Jun-Aug	FL/Mideast
45-49y	30-34y	0.9914871547914786	1125	10771	15999	151874	Jun-Aug	FL/Mideast
45-49y	35-39y	1.0006642768446417	814	10771	11470	151874	Jun-Aug	FL/Mideast
45-49y	40-44y	1.0664069249247587	936	10771	12376	151874	Jun-Aug	FL/Mideast
45-49y	45-49y	0.9268397285127633	708	10771	10771	151874	Jun-Aug	FL/Mideast
45-49y	50-54y	0.9943245726356851	852	10771	12082	151874	Jun-Aug	FL/Mideast
45-49y	55-59y	0.9623540779415648	675	10771	9890	151874	Jun-Aug	FL/Mideast
45-49y	60-64y	0.9859150833359129	527	10771	7537	151874	Jun-Aug	FL/Mideast
45-49y	65-69y	1.071162369967939	477	10771	6279	151874	Jun-Aug	FL/Mideast
45-49y	70-74y	1.026385633940549	389	10771	5344	151874	Jun-Aug	FL/Mideast
45-49y	75-79y	0.9986123481335346	292	10771	4123	151874	Jun-Aug	FL/Mideast
45-49y	80-84y	1.123418300561854	205	10771	2573	151874	Jun-Aug	FL/Mideast
45-49y	85+y	1.0338158762049054	169	10771	2305	151874	Jun-Aug	FL/Mideast
50-54y	00-04y	1.03710244962524	282	12082	3418	151874	Jun-Aug	FL/Mideast
50-54y	05-09y	0.8535075856287205	360	12082	5302	151874	Jun-Aug	FL/Mideast
50-54y	10-14y	0.9728130034044048	510	12082	6590	151874	Jun-Aug	FL/Mideast
50-54y	15-19y	1.0113626653519943	606	12082	7532	151874	Jun-Aug	FL/Mideast
50-54y	20-24y	0.9951582143397882	1050	12082	13263	151874	Jun-Aug	FL/Mideast
50-54y	25-29y	1.0185098839686466	1217	12082	15020	151874	Jun-Aug	FL/Mideast
