x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	geo_cat
30-39y	20-29y	0.9800142602260542	184	1568	1161	9696	1.0899256207155428	2023-01-15	Dec-Feb	FL/Mideast
30-39y	30-39y	0.8991570081476468	228	1568	1568	9696	1	2023-01-15	Dec-Feb	FL/Mideast
30-39y	40-49y	1.0534852567005915	261	1568	1532	9696	1.1716365964503532	2023-01-15	Dec-Feb	FL/Mideast
30-39y	50-59y	0.9893881733021077	244	1568	1525	9696	1.1003508445542187	2023-01-15	Dec-Feb	FL/Mideast
30-39y	60-69y	1.0819406645358012	267	1568	1526	9696	1.2032833584478277	2023-01-15	Dec-Feb	FL/Mideast
30-39y	70-79y	1.0835114908795376	198	1568	1130	9696	1.2050303573918413	2023-01-15	Dec-Feb	FL/Mideast
30-39y	80-89y	0.8899025246630017	78	1568	542	9696	0.9897076001179035	2023-01-15	Dec-Feb	FL/Mideast
30-39y	90+y	0.951344191522763	10	1568	65	9696	1.0580401230288212	2023-01-15	Dec-Feb	FL/Mideast
40-49y	00-09y	0.9041432542022115	31	1532	217	9696	1.0055454675984086	2023-01-15	Dec-Feb	FL/Mideast
40-49y	10-19y	0.9419894954156294	64	1532	430	9696	1.0476362713962735	2023-01-15	Dec-Feb	FL/Mideast
40-49y	20-29y	1.0902644249690214	200	1532	1161	9696	1.2125406520659556	2023-01-15	Dec-Feb	FL/Mideast
40-49y	30-39y	1.0534852567005915	261	1532	1568	9696	1.1716365964503532	2023-01-15	Dec-Feb	FL/Mideast
40-49y	40-49y	0.9666986788375407	234	1532	1532	9696	1.0751166593574537	2023-01-15	Dec-Feb	FL/Mideast
40-49y	50-59y	1.0167876556949023	245	1532	1525	9696	1.1308232560958251	2023-01-15	Dec-Feb	FL/Mideast
40-49y	60-69y	1.045153372868538	252	1532	1526	9696	1.1623702683713253	2023-01-15	Dec-Feb	FL/Mideast
40-49y	70-79y	0.8289291573280344	148	1532	1130	9696	0.9218958978429265	2023-01-15	Dec-Feb	FL/Mideast
40-49y	80-89y	1.0275849527424779	88	1532	542	9696	1.1428315004288356	2023-01-15	Dec-Feb	FL/Mideast
40-49y	90+y	0.8763305884715806	9	1532	65	9696	0.9746135330434772	2023-01-15	Dec-Feb	FL/Mideast
50-59y	00-09y	1.1426909420563571	39	1525	217	9696	1.2708469507571483	2023-01-15	Dec-Feb	FL/Mideast
50-59y	10-19y	1.0498162409454823	71	1525	430	9696	1.1675560902408009	2023-01-15	Dec-Feb	FL/Mideast
50-59y	20-29y	0.8707389051270104	159	1525	1161	9696	0.9683947266571602	2023-01-15	Dec-Feb	FL/Mideast
50-59y	30-39y	0.9893881733021077	244	1525	1568	9696	1.1003508445542187	2023-01-15	Dec-Feb	FL/Mideast
50-59y	40-49y	1.0167876556949023	245	1525	1532	9696	1.1308232560958251	2023-01-15	Dec-Feb	FL/Mideast
50-59y	50-59y	0.9005480247245364	216	1525	1525	9696	1.0015470230051984	2023-01-15	Dec-Feb	FL/Mideast
50-59y	60-69y	1.0374513890380939	249	1525	1526	9696	1.1538044853538398	2023-01-15	Dec-Feb	FL/Mideast
50-59y	70-79y	1.1196895401131584	199	1525	1130	9696	1.2452658767792186	2023-01-15	Dec-Feb	FL/Mideast
50-59y	80-89y	1.1144165507228843	95	1525	542	9696	1.2394015067720972	2023-01-15	Dec-Feb	FL/Mideast
50-59y	90+y	0.7825372005044137	8	1525	65	9696	0.8703009523514903	2023-01-15	Dec-Feb	FL/Mideast
60-69y	00-09y	1.2005031074282333	41	1526	217	9696	1.3351429133621386	2023-01-15	Dec-Feb	FL/Mideast
60-69y	10-19y	1.0343518546740225	70	1526	430	9696	1.1503573294778524	2023-01-15	Dec-Feb	FL/Mideast
60-69y	20-29y	0.9632051051935839	176	1526	1161	9696	1.07123127158613	2023-01-15	Dec-Feb	FL/Mideast
60-69y	30-39y	1.0819406645358012	267	1526	1568	9696	1.2032833584478277	2023-01-15	Dec-Feb	FL/Mideast
60-69y	40-49y	1.045153372868538	252	1526	1532	9696	1.1623702683713253	2023-01-15	Dec-Feb	FL/Mideast
60-69y	50-59y	1.0374513890380939	249	1526	1525	9696	1.1538044853538398	2023-01-15	Dec-Feb	FL/Mideast
60-69y	60-69y	0.8743857024334858	210	1526	1526	9696	0.9724505225564639	2023-01-15	Dec-Feb	FL/Mideast
60-69y	70-79y	0.9052859578515177	161	1526	1130	9696	1.0068163286815695	2023-01-15	Dec-Feb	FL/Mideast
60-69y	80-89y	1.0199022599662433	87	1526	542	9696	1.134287172011642	2023-01-15	Dec-Feb	FL/Mideast
60-69y	90+y	1.2707833450952717	13	1526	65	9696	1.4133052776991777	2023-01-15	Dec-Feb	FL/Mideast
70-79y	00-09y	0.949002895477346	24	1130	217	9696	1.0554362440352734	2023-01-15	Dec-Feb	FL/Mideast
70-79y	10-19y	0.81814570899362	41	1130	430	9696	0.9099030553952773	2023-01-15	Dec-Feb	FL/Mideast
70-79y	20-29y	1.278581174300458	173	1130	1161	9696	1.4219776554202286	2023-01-15	Dec-Feb	FL/Mideast
70-79y	30-39y	1.0835114908795376	198	1130	1568	9696	1.2050303573918413	2023-01-15	Dec-Feb	FL/Mideast
70-79y	40-49y	0.8289291573280344	148	1130	1532	9696	0.9218958978429265	2023-01-15	Dec-Feb	FL/Mideast
70-79y	50-59y	1.1196895401131584	199	1130	1525	9696	1.2452658767792186	2023-01-15	Dec-Feb	FL/Mideast
70-79y	60-69y	0.9052859578515177	161	1130	1526	9696	1.0068163286815695	2023-01-15	Dec-Feb	FL/Mideast
70-79y	70-79y	1.063075417025609	140	1130	1130	9696	1.1823023202762446	2023-01-15	Dec-Feb	FL/Mideast
70-79y	80-89y	0.6490823890539791	41	1130	542	9696	0.7218788077859212	2023-01-15	Dec-Feb	FL/Mideast
70-79y	90+y	0.6600544588155207	5	1130	65	9696	0.7340814260851938	2023-01-15	Dec-Feb	FL/Mideast
80-89y	00-09y	1.813670141309708	22	542	217	9696	2.017078357700898	2023-01-15	Dec-Feb	FL/Mideast
80-89y	10-19y	1.2064918905003004	29	542	430	9696	1.3418033553292257	2023-01-15	Dec-Feb	FL/Mideast
80-89y	20-29y	1.1864581048911265	77	542	1161	9696	1.3195227242184862	2023-01-15	Dec-Feb	FL/Mideast
80-89y	30-39y	0.8899025246630017	78	542	1568	9696	0.9897076001179035	2023-01-15	Dec-Feb	FL/Mideast
80-89y	40-49y	1.0275849527424779	88	542	1532	9696	1.1428315004288356	2023-01-15	Dec-Feb	FL/Mideast
80-89y	50-59y	1.1144165507228843	95	542	1525	9696	1.2394015067720972	2023-01-15	Dec-Feb	FL/Mideast
80-89y	60-69y	1.0199022599662433	87	542	1526	9696	1.134287172011642	2023-01-15	Dec-Feb	FL/Mideast
80-89y	70-79y	0.6490823890539791	41	542	1130	9696	0.7218788077859212	2023-01-15	Dec-Feb	FL/Mideast
80-89y	80-89y	0.5941129614248172	18	542	542	9696	0.6607444039709475	2023-01-15	Dec-Feb	FL/Mideast
80-89y	90+y	1.9265682656826568	7	542	65	9696	2.1426383248144614	2023-01-15	Dec-Feb	FL/Mideast
90+y	00-09y	0.6874867068415456	1	65	217	9696	0.7645902780181149	2023-01-15	Dec-Feb	FL/Mideast
90+y	10-19y	1.0407513416815743	3	65	430	9696	1.1574745369839534	2023-01-15	Dec-Feb	FL/Mideast
90+y	20-29y	1.1563638772941098	9	65	1161	9696	1.2860533442055186	2023-01-15	Dec-Feb	FL/Mideast
90+y	30-39y	0.951344191522763	10	65	1568	9696	1.0580401230288212	2023-01-15	Dec-Feb	FL/Mideast
90+y	40-49y	0.8763305884715806	9	65	1532	9696	0.9746135330434772	2023-01-15	Dec-Feb	FL/Mideast
90+y	50-59y	0.7825372005044137	8	65	1525	9696	0.8703009523514903	2023-01-15	Dec-Feb	FL/Mideast
90+y	60-69y	1.2707833450952717	13	65	1526	9696	1.4133052776991777	2023-01-15	Dec-Feb	FL/Mideast
90+y	70-79y	0.6600544588155207	5	65	1130	9696	0.7340814260851938	2023-01-15	Dec-Feb	FL/Mideast
90+y	80-89y	1.9265682656826568	7	65	542	9696	2.1426383248144614	2023-01-15	Dec-Feb	FL/Mideast
90+y	90+y	2.3668639053254438e-4	0	65	65	9696	NA	2023-01-15	Dec-Feb	FL/Mideast
00-09y	00-09y	5.712033833141099	4	51	51	3714	3.6146452346166664	2023-01-15	Dec-Feb	FL/FL
00-09y	10-19y	1.146981627296588	2	51	127	3714	0.7258240749986238	2023-01-15	Dec-Feb	FL/FL
00-09y	20-29y	1.5986131037780966	9	51	410	3714	1.0116220257732	2023-01-15	Dec-Feb	FL/FL
00-09y	30-39y	1.5661395741092137	10	51	465	3714	0.991072376961988	2023-01-15	Dec-Feb	FL/FL
00-09y	40-49y	0.7431472589035614	4	51	392	3714	0.47027272185063773	2023-01-15	Dec-Feb	FL/FL
00-09y	50-59y	0.8959302525931286	7	51	569	3714	0.56695567860525	2023-01-15	Dec-Feb	FL/FL
00-09y	60-69y	0.7496828143021914	7	51	680	3714	0.47440850165645176	2023-01-15	Dec-Feb	FL/FL
00-09y	70-79y	0.5410657576552166	5	51	673	3714	0.3423930634260957	2023-01-15	Dec-Feb	FL/FL
00-09y	80-89y	0.7140202486223247	3	51	306	3714	0.4518407916507765	2023-01-15	Dec-Feb	FL/FL
00-09y	90+y	4.7824007651841227e-4	0	51	41	3714	NA	2023-01-15	Dec-Feb	FL/FL
10-19y	00-09y	1.146981627296588	2	127	51	3714	0.7258240749986238	2023-01-15	Dec-Feb	FL/FL
10-19y	10-19y	2.302746605493211	10	127	127	3714	1.4572063624312448	2023-01-15	Dec-Feb	FL/FL
10-19y	20-29y	1.0699251008258115	15	127	410	3714	0.6770617576979683	2023-01-15	Dec-Feb	FL/FL
10-19y	30-39y	1.1949369232071798	19	127	465	3714	0.7561707758238412	2023-01-15	Dec-Feb	FL/FL
10-19y	40-49y	1.3428611602121163	18	127	392	3714	0.8497790516137916	2023-01-15	Dec-Feb	FL/FL
10-19y	50-59y	0.9765301745014738	19	127	569	3714	0.6179603001020846	2023-01-15	Dec-Feb	FL/FL
10-19y	60-69y	0.6451018990273275	15	127	680	3714	0.4082284127296574	2023-01-15	Dec-Feb	FL/FL
10-19y	70-79y	0.7821717307624808	18	127	673	3714	0.49496788741843434	2023-01-15	Dec-Feb	FL/FL
10-19y	80-89y	0.9557150944367249	10	127	306	3714	0.6047882615319219	2023-01-15	Dec-Feb	FL/FL
10-19y	90+y	0.713462646437488	1	127	41	3714	0.4514879341329275	2023-01-15	Dec-Feb	FL/FL
20-29y	00-09y	1.5986131037780966	9	410	51	3714	1.0116220257732	2023-01-15	Dec-Feb	FL/FL
20-29y	10-19y	1.0699251008258115	15	410	127	3714	0.6770617576979683	2023-01-15	Dec-Feb	FL/FL
20-29y	20-29y	1.7675252825698988	80	410	410	3714	1.118511729156269	2023-01-15	Dec-Feb	FL/FL
20-29y	30-39y	1.207810123262523	62	410	465	3714	0.7643170950848257	2023-01-15	Dec-Feb	FL/FL
20-29y	40-49y	1.178540318566451	51	410	392	3714	0.7457948028237106	2023-01-15	Dec-Feb	FL/FL
20-29y	50-59y	0.9392901538857217	59	410	569	3714	0.5943943572194018	2023-01-15	Dec-Feb	FL/FL
20-29y	60-69y	0.6527510760401721	49	410	680	3714	0.4130689059840563	2023-01-15	Dec-Feb	FL/FL
20-29y	70-79y	0.8075997535606857	60	410	673	3714	0.5110590528628643	2023-01-15	Dec-Feb	FL/FL
20-29y	80-89y	0.7104814283436952	24	410	306	3714	0.44960138267142197	2023-01-15	Dec-Feb	FL/FL
20-29y	90+y	0.22099940511600238	1	410	41	3714	0.13985114057288242	2023-01-15	Dec-Feb	FL/FL
30-39y	00-09y	1.5661395741092137	10	465	51	3714	0.991072376961988	2023-01-15	Dec-Feb	FL/FL
30-39y	10-19y	1.1949369232071798	19	465	127	3714	0.7561707758238412	2023-01-15	Dec-Feb	FL/FL
30-39y	20-29y	1.207810123262523	62	465	410	3714	0.7643170950848257	2023-01-15	Dec-Feb	FL/FL
30-39y	30-39y	1.5802474274482599	92	465	465	3714	1	2023-01-15	Dec-Feb	FL/FL
30-39y	40-49y	1.0798935703313584	53	465	392	3714	0.6833699277556432	2023-01-15	Dec-Feb	FL/FL
30-39y	50-59y	0.9264508570024755	66	465	569	3714	0.5862694923025332	2023-01-15	Dec-Feb	FL/FL
30-39y	60-69y	0.8926786843769766	76	465	680	3714	0.5648980462625715	2023-01-15	Dec-Feb	FL/FL
30-39y	70-79y	0.6408698014028024	54	465	673	3714	0.40555028932251536	2023-01-15	Dec-Feb	FL/FL
30-39y	80-89y	0.7830557312530747	30	465	306	3714	0.49552729379697935	2023-01-15	Dec-Feb	FL/FL
30-39y	90+y	0.5844741673223184	3	465	41	3714	0.3698624387360093	2023-01-15	Dec-Feb	FL/FL
40-49y	00-09y	0.7431472589035614	4	392	51	3714	0.47027272185063773	2023-01-15	Dec-Feb	FL/FL
40-49y	10-19y	1.3428611602121163	18	392	127	3714	0.8497790516137916	2023-01-15	Dec-Feb	FL/FL
40-49y	20-29y	1.178540318566451	51	392	410	3714	0.7457948028237106	2023-01-15	Dec-Feb	FL/FL
40-49y	30-39y	1.0798935703313584	53	392	465	3714	0.6833699277556432	2023-01-15	Dec-Feb	FL/FL
40-49y	40-49y	1.6435404518950438	68	392	392	3714	1.0400526040083404	2023-01-15	Dec-Feb	FL/FL
40-49y	50-59y	1.1988854416986479	72	392	569	3714	0.7586694468692002	2023-01-15	Dec-Feb	FL/FL
40-49y	60-69y	0.7941889255702281	57	392	680	3714	0.5025725160348229	2023-01-15	Dec-Feb	FL/FL
40-49y	70-79y	0.7320594656882069	52	392	673	3714	0.46325622998818383	2023-01-15	Dec-Feb	FL/FL
40-49y	80-89y	0.495406495931706	16	392	306	3714	0.3134993212624145	2023-01-15	Dec-Feb	FL/FL
40-49y	90+y	0.23114733698357393	1	392	41	3714	0.1462728766195964	2023-01-15	Dec-Feb	FL/FL
50-59y	00-09y	0.8959302525931286	7	569	51	3714	0.56695567860525	2023-01-15	Dec-Feb	FL/FL
50-59y	10-19y	0.9765301745014738	19	569	127	3714	0.6179603001020846	2023-01-15	Dec-Feb	FL/FL
50-59y	20-29y	0.9392901538857217	59	569	410	3714	0.5943943572194018	2023-01-15	Dec-Feb	FL/FL
50-59y	30-39y	0.9264508570024755	66	569	465	3714	0.5862694923025332	2023-01-15	Dec-Feb	FL/FL
50-59y	40-49y	1.1988854416986479	72	569	392	3714	0.7586694468692002	2023-01-15	Dec-Feb	FL/FL
50-59y	50-59y	1.3536312279737213	118	569	569	3714	0.8565944829029261	2023-01-15	Dec-Feb	FL/FL
50-59y	60-69y	0.9118965160756746	95	569	680	3714	0.5770593264297731	2023-01-15	Dec-Feb	FL/FL
50-59y	70-79y	0.8243940909340178	85	569	673	3714	0.5216867160260003	2023-01-15	Dec-Feb	FL/FL
50-59y	80-89y	0.9172323879756941	43	569	306	3714	0.5804359317684926	2023-01-15	Dec-Feb	FL/FL
50-59y	90+y	0.7960478374555274	5	569	41	3714	0.5037488583297134	2023-01-15	Dec-Feb	FL/FL
60-69y	00-09y	0.7496828143021914	7	680	51	3714	0.47440850165645176	2023-01-15	Dec-Feb	FL/FL
60-69y	10-19y	0.6451018990273275	15	680	127	3714	0.4082284127296574	2023-01-15	Dec-Feb	FL/FL
60-69y	20-29y	0.6527510760401721	49	680	410	3714	0.4130689059840563	2023-01-15	Dec-Feb	FL/FL
60-69y	30-39y	0.8926786843769766	76	680	465	3714	0.5648980462625715	2023-01-15	Dec-Feb	FL/FL
60-69y	40-49y	0.7941889255702281	57	680	392	3714	0.5025725160348229	2023-01-15	Dec-Feb	FL/FL
60-69y	50-59y	0.9118965160756746	95	680	569	3714	0.5770593264297731	2023-01-15	Dec-Feb	FL/FL
60-69y	60-69y	1.574275519031142	196	680	680	3714	0.9962209029336873	2023-01-15	Dec-Feb	FL/FL
60-69y	70-79y	0.9576370072546107	118	680	673	3714	0.6060044715915004	2023-01-15	Dec-Feb	FL/FL
60-69y	80-89y	1.088787966166859	61	680	306	3714	0.688998410790014	2023-01-15	Dec-Feb	FL/FL
60-69y	90+y	0.7993185078909613	6	680	41	3714	0.5058185787916003	2023-01-15	Dec-Feb	FL/FL
70-79y	00-09y	0.5410657576552166	5	673	51	3714	0.3423930634260957	2023-01-15	Dec-Feb	FL/FL
70-79y	10-19y	0.7821717307624808	18	673	127	3714	0.49496788741843434	2023-01-15	Dec-Feb	FL/FL
70-79y	20-29y	0.8075997535606857	60	673	410	3714	0.5110590528628643	2023-01-15	Dec-Feb	FL/FL
70-79y	30-39y	0.6408698014028024	54	673	465	3714	0.40555028932251536	2023-01-15	Dec-Feb	FL/FL
70-79y	40-49y	0.7320594656882069	52	673	392	3714	0.46325622998818383	2023-01-15	Dec-Feb	FL/FL
70-79y	50-59y	0.8243940909340178	85	673	569	3714	0.5216867160260003	2023-01-15	Dec-Feb	FL/FL
70-79y	60-69y	0.9576370072546107	118	673	680	3714	0.6060044715915004	2023-01-15	Dec-Feb	FL/FL
70-79y	70-79y	1.6071945050990333	196	673	673	3714	1.0170524420307312	2023-01-15	Dec-Feb	FL/FL
70-79y	80-89y	1.2804581961561246	71	673	306	3714	0.8102896887633434	2023-01-15	Dec-Feb	FL/FL
70-79y	90+y	1.8844272097995869	14	673	41	3714	1.192488705925317	2023-01-15	Dec-Feb	FL/FL
80-89y	00-09y	0.7140202486223247	3	306	51	3714	0.4518407916507765	2023-01-15	Dec-Feb	FL/FL
80-89y	10-19y	0.9557150944367249	10	306	127	3714	0.6047882615319219	2023-01-15	Dec-Feb	FL/FL
80-89y	20-29y	0.7104814283436952	24	306	410	3714	0.44960138267142197	2023-01-15	Dec-Feb	FL/FL
80-89y	30-39y	0.7830557312530747	30	306	465	3714	0.49552729379697935	2023-01-15	Dec-Feb	FL/FL
80-89y	40-49y	0.495406495931706	16	306	392	3714	0.3134993212624145	2023-01-15	Dec-Feb	FL/FL
80-89y	50-59y	0.9172323879756941	43	306	569	3714	0.5804359317684926	2023-01-15	Dec-Feb	FL/FL
80-89y	60-69y	1.088787966166859	61	306	680	3714	0.688998410790014	2023-01-15	Dec-Feb	FL/FL
80-89y	70-79y	1.2804581961561246	71	306	673	3714	0.8102896887633434	2023-01-15	Dec-Feb	FL/FL
80-89y	80-89y	1.665908411294801	42	306	306	3714	1.054207323713138	2023-01-15	Dec-Feb	FL/FL
80-89y	90+y	1.7762633508688028	6	306	41	3714	1.1240412862035563	2023-01-15	Dec-Feb	FL/FL
90+y	00-09y	4.7824007651841227e-4	0	41	51	3714	NA	2023-01-15	Dec-Feb	FL/FL
90+y	10-19y	0.713462646437488	1	41	127	3714	0.4514879341329275	2023-01-15	Dec-Feb	FL/FL
90+y	20-29y	0.22099940511600238	1	41	410	3714	0.13985114057288242	2023-01-15	Dec-Feb	FL/FL
90+y	30-39y	0.5844741673223184	3	41	465	3714	0.3698624387360093	2023-01-15	Dec-Feb	FL/FL
90+y	40-49y	0.23114733698357393	1	41	392	3714	0.1462728766195964	2023-01-15	Dec-Feb	FL/FL
90+y	50-59y	0.7960478374555274	5	41	569	3714	0.5037488583297134	2023-01-15	Dec-Feb	FL/FL
90+y	60-69y	0.7993185078909613	6	41	680	3714	0.5058185787916003	2023-01-15	Dec-Feb	FL/FL
90+y	70-79y	1.8844272097995869	14	41	673	3714	1.192488705925317	2023-01-15	Dec-Feb	FL/FL
90+y	80-89y	1.7762633508688028	6	41	306	3714	1.1240412862035563	2023-01-15	Dec-Feb	FL/FL
90+y	90+y	8.838191552647233	4	41	41	3714	5.592916273193308	2023-01-15	Dec-Feb	FL/FL
00-09y	00-09y	8.172266666666667	26	75	75	1768	4.046892201339382	2023-04-15	Mar-May	FL/FL
00-09y	10-19y	2.678888888888889	15	75	132	1768	1.3265811059394985	2023-04-15	Mar-May	FL/FL
00-09y	20-29y	0.27741176470588236	2	75	170	1768	0.1373738220911413	2023-04-15	Mar-May	FL/FL
00-09y	30-39y	0.34504065040650406	3	75	205	1768	0.17086352834894636	2023-04-15	Mar-May	FL/FL
00-09y	40-49y	0.9721649484536082	8	75	194	1768	0.4814143870707934	2023-04-15	Mar-May	FL/FL
00-09y	50-59y	0.3655297157622739	4	75	258	1768	0.1810096777812945	2023-04-15	Mar-May	FL/FL
00-09y	60-69y	1.049297725024728	15	75	337	1768	0.519610403513394	2023-04-15	Mar-May	FL/FL
00-09y	70-79y	0.18208494208494208	2	75	259	1768	0.09016814577410817	2023-04-15	Mar-May	FL/FL
00-09y	80-89y	1.1594202898550724e-4	0	75	115	1768	NA	2023-04-15	Mar-May	FL/FL
00-09y	90+y	5.797101449275362e-4	0	75	23	1768	NA	2023-04-15	Mar-May	FL/FL
10-19y	00-09y	2.678888888888889	15	132	75	1768	1.3265811059394985	2023-04-15	Mar-May	FL/FL
10-19y	10-19y	2.6382575757575757	26	132	132	1768	1.3064605505356992	2023-04-15	Mar-May	FL/FL
10-19y	20-29y	0.866711229946524	11	132	170	1768	0.4291938895717041	2023-04-15	Mar-May	FL/FL
10-19y	30-39y	0.7840724316334072	12	132	205	1768	0.3882713007646726	2023-04-15	Mar-May	FL/FL
10-19y	40-49y	1.2427756950952826	18	132	194	1768	0.615420356877149	2023-04-15	Mar-May	FL/FL
10-19y	50-59y	0.8306612638007986	16	132	258	1768	0.4113420092055448	2023-04-15	Mar-May	FL/FL
10-19y	60-69y	0.47695800737343763	12	132	337	1768	0.23618877346218953	2023-04-15	Mar-May	FL/FL
10-19y	70-79y	0.6723119223119223	13	132	259	1768	0.33292769145299633	2023-04-15	Mar-May	FL/FL
10-19y	80-89y	0.9318181818181818	8	132	115	1768	0.4614347385955233	2023-04-15	Mar-May	FL/FL
10-19y	90+y	0.5826745718050066	1	132	23	1768	0.28853943180469455	2023-04-15	Mar-May	FL/FL
20-29y	00-09y	0.27741176470588236	2	170	75	1768	0.1373738220911413	2023-04-15	Mar-May	FL/FL
20-29y	10-19y	0.866711229946524	11	170	132	1768	0.4291938895717041	2023-04-15	Mar-May	FL/FL
20-29y	20-29y	1.957681660899654	32	170	170	1768	0.9694405443858829	2023-04-15	Mar-May	FL/FL
20-29y	30-39y	1.2683213773314204	25	170	205	1768	0.6280705341701872	2023-04-15	Mar-May	FL/FL
20-29y	40-49y	1.018587022437841	19	170	194	1768	0.5044025171501828	2023-04-15	Mar-May	FL/FL
20-29y	50-59y	1.1690150478796169	29	170	258	1768	0.5788942130105568	2023-04-15	Mar-May	FL/FL
20-29y	60-69y	0.7715308081689649	25	170	337	1768	0.38206071069699815	2023-04-15	Mar-May	FL/FL
20-29y	70-79y	0.60233931410402	15	170	259	1768	0.298277377896912	2023-04-15	Mar-May	FL/FL
20-29y	80-89y	0.9043989769820971	10	170	115	1768	0.44785679617831414	2023-04-15	Mar-May	FL/FL
20-29y	90+y	0.9046035805626599	2	170	23	1768	0.4479581155145912	2023-04-15	Mar-May	FL/FL
30-39y	00-09y	0.34504065040650406	3	205	75	1768	0.17086352834894636	2023-04-15	Mar-May	FL/FL
30-39y	10-19y	0.7840724316334072	12	205	132	1768	0.3882713007646726	2023-04-15	Mar-May	FL/FL
30-39y	20-29y	1.2683213773314204	25	205	170	1768	0.6280705341701872	2023-04-15	Mar-May	FL/FL
30-39y	30-39y	2.0193932183224272	48	205	205	1768	1	2023-04-15	Mar-May	FL/FL
30-39y	40-49y	1.022504400301735	23	205	194	1768	0.5063423958366866	2023-04-15	Mar-May	FL/FL
30-39y	50-59y	1.0697107203630176	32	205	258	1768	0.5297188832057481	2023-04-15	Mar-May	FL/FL
30-39y	60-69y	0.9724976478251429	38	205	337	1768	0.48157913921936757	2023-04-15	Mar-May	FL/FL
30-39y	70-79y	0.49950089462284586	15	205	259	1768	0.24735197191451241	2023-04-15	Mar-May	FL/FL
30-39y	80-89y	0.6	8	205	115	1768	0.2971189536322394	2023-04-15	Mar-May	FL/FL
30-39y	90+y	0.37518557794273594	1	205	23	1768	0.1857912438937545	2023-04-15	Mar-May	FL/FL
40-49y	00-09y	0.9721649484536082	8	194	75	1768	0.4814143870707934	2023-04-15	Mar-May	FL/FL
40-49y	10-19y	1.2427756950952826	18	194	132	1768	0.615420356877149	2023-04-15	Mar-May	FL/FL
40-49y	20-29y	1.018587022437841	19	194	170	1768	0.5044025171501828	2023-04-15	Mar-May	FL/FL
40-49y	30-39y	1.022504400301735	23	194	205	1768	0.5063423958366866	2023-04-15	Mar-May	FL/FL
40-49y	40-49y	1.87907854182166	40	194	194	1768	0.9305164168980764	2023-04-15	Mar-May	FL/FL
40-49y	50-59y	1.1656876848078	33	194	258	1768	0.5772465086201354	2023-04-15	Mar-May	FL/FL
40-49y	60-69y	0.6490409617914283	24	194	337	1768	0.32140395238655245	2023-04-15	Mar-May	FL/FL
40-49y	70-79y	0.6685706324881583	19	194	259	1768	0.33107501125687683	2023-04-15	Mar-May	FL/FL
40-49y	80-89y	0.7132675930076199	9	194	115	1768	0.35320886815701674	2023-04-15	Mar-May	FL/FL
40-49y	90+y	0.3964589870013447	1	194	23	1768	0.19632579895989524	2023-04-15	Mar-May	FL/FL
50-59y	00-09y	0.3655297157622739	4	258	75	1768	0.1810096777812945	2023-04-15	Mar-May	FL/FL
50-59y	10-19y	0.8306612638007986	16	258	132	1768	0.4113420092055448	2023-04-15	Mar-May	FL/FL
50-59y	20-29y	1.1690150478796169	29	258	170	1768	0.5788942130105568	2023-04-15	Mar-May	FL/FL
50-59y	30-39y	1.0697107203630176	32	258	205	1768	0.5297188832057481	2023-04-15	Mar-May	FL/FL
50-59y	40-49y	1.1656876848078	33	258	194	1768	0.5772465086201354	2023-04-15	Mar-May	FL/FL
50-59y	50-59y	1.6999128658133527	64	258	258	1768	0.8417938865940746	2023-04-15	Mar-May	FL/FL
50-59y	60-69y	1.0980723667563774	54	258	337	1768	0.5437635210385525	2023-04-15	Mar-May	FL/FL
50-59y	70-79y	0.4762653018466972	18	258	259	1768	0.23584574689338889	2023-04-15	Mar-May	FL/FL
50-59y	80-89y	0.41715537580047185	7	258	115	1768	0.206574614599833	2023-04-15	Mar-May	FL/FL
50-59y	90+y	0.29811257162116617	1	258	23	1768	0.14762482557449488	2023-04-15	Mar-May	FL/FL
60-69y	00-09y	1.049297725024728	15	337	75	1768	0.519610403513394	2023-04-15	Mar-May	FL/FL
60-69y	10-19y	0.47695800737343763	12	337	132	1768	0.23618877346218953	2023-04-15	Mar-May	FL/FL
60-69y	20-29y	0.7715308081689649	25	337	170	1768	0.38206071069699815	2023-04-15	Mar-May	FL/FL
60-69y	30-39y	0.9724976478251429	38	337	205	1768	0.48157913921936757	2023-04-15	Mar-May	FL/FL
60-69y	40-49y	0.6490409617914283	24	337	194	1768	0.32140395238655245	2023-04-15	Mar-May	FL/FL
60-69y	50-59y	1.0980723667563774	54	337	258	1768	0.5437635210385525	2023-04-15	Mar-May	FL/FL
60-69y	60-69y	1.7124479391383212	110	337	337	1768	0.8480012330441047	2023-04-15	Mar-May	FL/FL
60-69y	70-79y	0.9722970108726785	48	337	259	1768	0.48147978415040726	2023-04-15	Mar-May	FL/FL
60-69y	80-89y	0.3649851632047478	8	337	115	1768	0.18074001630447797	2023-04-15	Mar-May	FL/FL
60-69y	90+y	0.6844278157657077	3	337	23	1768	0.33892746076184366	2023-04-15	Mar-May	FL/FL
70-79y	00-09y	0.18208494208494208	2	259	75	1768	0.09016814577410817	2023-04-15	Mar-May	FL/FL
70-79y	10-19y	0.6723119223119223	13	259	132	1768	0.33292769145299633	2023-04-15	Mar-May	FL/FL
70-79y	20-29y	0.60233931410402	15	259	170	1768	0.298277377896912	2023-04-15	Mar-May	FL/FL
