edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	max_nRR
Maryland_Texas	Texas	Maryland	Southwest	Mideast	USA	USA	4	2020-01-01	2024-07-01	0.3439810169458975	0.291127581470915	0.5560980691810729
New Jersey_North Carolina	New Jersey	North Carolina	Mideast	Southeast	USA	USA	4	2022-07-01	2024-10-01	0.32585020085092353	0.25279163507229485	0.5949254028179215
New Jersey_North Carolina	North Carolina	New Jersey	Southeast	Mideast	USA	USA	4	2022-07-01	2024-10-01	0.32585020085092353	0.25279163507229485	0.5949254028179215
Georgia_Texas	Georgia	Texas	Southeast	Southwest	USA	USA	4	2022-04-01	2024-10-01	0.2805633844271494	0.2820424286952303	0.3543826926074766
Georgia_Texas	Texas	Georgia	Southwest	Southeast	USA	USA	4	2022-04-01	2024-10-01	0.2805633844271494	0.2820424286952303	0.3543826926074766
Delaware_North Carolina	Delaware	North Carolina	Mideast	Southeast	USA	USA	4	2020-01-01	2024-10-01	0.27776164873067893	0.27268324513902786	0.306219513072666
Delaware_North Carolina	North Carolina	Delaware	Southeast	Mideast	USA	USA	4	2020-01-01	2024-10-01	0.27776164873067893	0.27268324513902786	0.306219513072666
Delaware_Florida	Delaware	Florida	Mideast	Southeast	USA	USA	4	2020-01-01	2024-10-01	0.2679694105887394	0.28534911102774146	0.2976111975537579
Delaware_Florida	Florida	Delaware	Southeast	Mideast	USA	USA	4	2020-01-01	2024-10-01	0.2679694105887394	0.28534911102774146	0.2976111975537579
Connecticut_Florida	Connecticut	Florida	New England	Southeast	USA	USA	4	2020-01-01	2024-01-01	0.2666293220757627	0.264940089015179	0.33900744584109316
Connecticut_Florida	Florida	Connecticut	Southeast	New England	USA	USA	4	2020-01-01	2024-01-01	0.2666293220757627	0.264940089015179	0.33900744584109316
California_Maryland	California	Maryland	Far West	Mideast	USA	USA	4	2020-01-01	2024-01-01	0.25859052740258154	0.25332991705677094	0.3242099198341402
California_Maryland	Maryland	California	Mideast	Far West	USA	USA	4	2020-01-01	2024-01-01	0.25859052740258154	0.25332991705677094	0.3242099198341402
Pennsylvania_Virginia	Pennsylvania	Virginia	Mideast	Southeast	USA	USA	4	2020-01-01	2024-01-01	0.2460714446653099	0.23992255702898163	0.2770533336108176
Pennsylvania_Virginia	Virginia	Pennsylvania	Southeast	Mideast	USA	USA	4	2020-01-01	2024-01-01	0.2460714446653099	0.23992255702898163	0.2770533336108176
New York_Texas	New York	Texas	Mideast	Southwest	USA	USA	4	2022-04-01	2024-10-01	0.24279519492419294	0.22803322403638732	0.30267351138114273
New York_Texas	Texas	New York	Southwest	Mideast	USA	USA	4	2022-04-01	2024-10-01	0.24279519492419294	0.22803322403638732	0.30267351138114273
California_Virginia	California	Virginia	Far West	Southeast	USA	USA	4	2020-01-01	2024-01-01	0.22298286289111235	0.22400617307186205	0.22685276814840089
California_Virginia	Virginia	California	Southeast	Far West	USA	USA	4	2020-01-01	2024-01-01	0.22298286289111235	0.22400617307186205	0.22685276814840089
Ohio_Oklahoma	Ohio	Oklahoma	Great Lakes	Southwest	USA	USA	3	2020-01-01	2022-01-01	0.7769343017011108	0.4672641195688893	1.6102682261868455
Ohio_Oklahoma	Oklahoma	Ohio	Southwest	Great Lakes	USA	USA	3	2020-01-01	2022-01-01	0.7769343017011108	0.4672641195688893	1.6102682261868455
New Jersey_Oklahoma	New Jersey	Oklahoma	Mideast	Southwest	USA	USA	3	2020-01-01	2020-07-01	0.49761339236436847	0.3737567786656707	0.8521168278680481
New Jersey_Oklahoma	Oklahoma	New Jersey	Southwest	Mideast	USA	USA	3	2020-01-01	2020-07-01	0.49761339236436847	0.3737567786656707	0.8521168278680481
British Columbia_Ohio	British Columbia	Ohio	Western Canada	Great Lakes	Canada	USA	3	2020-01-01	2024-10-01	0.3795307131923456	0.29995331907333306	0.6074671735077369
British Columbia_Ohio	Ohio	British Columbia	Great Lakes	Western Canada	USA	Canada	3	2020-01-01	2024-10-01	0.3795307131923456	0.29995331907333306	0.6074671735077369
Massachusetts_Ohio	Massachusetts	Ohio	New England	Great Lakes	USA	USA	3	2023-07-01	2024-10-01	0.33327151698771906	0.2253713102961656	0.5596840899909078
Massachusetts_Ohio	Ohio	Massachusetts	Great Lakes	New England	USA	USA	3	2023-07-01	2024-10-01	0.33327151698771906	0.2253713102961656	0.5596840899909078
Florida_Utah	Florida	Utah	Southeast	Rocky Mountain	USA	USA	3	2020-01-01	2024-01-01	0.33200939470304064	0.3469686642407594	0.38073267431243984
Florida_Utah	Utah	Florida	Rocky Mountain	Southeast	USA	USA	3	2020-01-01	2024-01-01	0.33200939470304064	0.3469686642407594	0.38073267431243984
California_Pennsylvania	California	Pennsylvania	Far West	Mideast	USA	USA	3	2020-01-01	2023-07-01	0.29853688895478436	0.2593720623640582	0.4092228816636684
California_Pennsylvania	Pennsylvania	California	Mideast	Far West	USA	USA	3	2020-01-01	2023-07-01	0.29853688895478436	0.2593720623640582	0.4092228816636684
Ohio_Texas	Ohio	Texas	Great Lakes	Southwest	USA	USA	3	2022-07-01	2024-10-01	0.2852200488232135	0.252698550310563	0.40131223390449167
Ohio_Texas	Texas	Ohio	Southwest	Great Lakes	USA	USA	3	2022-07-01	2024-10-01	0.2852200488232135	0.252698550310563	0.40131223390449167
Colorado_Ohio	Colorado	Ohio	Rocky Mountain	Great Lakes	USA	USA	3	2020-01-01	2024-07-01	0.28193368926018003	0.24276704626479617	0.37019893879382354
Colorado_Ohio	Ohio	Colorado	Great Lakes	Rocky Mountain	USA	USA	3	2020-01-01	2024-07-01	0.28193368926018003	0.24276704626479617	0.37019893879382354
Maryland_Ohio	Maryland	Ohio	Mideast	Great Lakes	USA	USA	3	2020-01-01	2023-10-01	0.27275212521974773	0.21040627756268407	0.40919508402329874
Maryland_Ohio	Ohio	Maryland	Great Lakes	Mideast	USA	USA	3	2020-01-01	2023-10-01	0.27275212521974773	0.21040627756268407	0.40919508402329874
New York_Virginia	New York	Virginia	Mideast	Southeast	USA	USA	3	2022-04-01	2024-01-01	0.2614423503048157	0.264676950585721	0.27384160307296834
New York_Virginia	Virginia	New York	Southeast	Mideast	USA	USA	3	2022-04-01	2024-01-01	0.2614423503048157	0.264676950585721	0.27384160307296834
New York_North Carolina	New York	North Carolina	Mideast	Southeast	USA	USA	3	2020-01-01	2024-10-01	0.24757917622161046	0.26443665257620913	0.2754694203074318
New York_North Carolina	North Carolina	New York	Southeast	Mideast	USA	USA	3	2020-01-01	2024-10-01	0.24757917622161046	0.26443665257620913	0.2754694203074318
District of Columbia_Florida	District of Columbia	Florida	Mideast	Southeast	USA	USA	3	2020-01-01	2024-01-01	0.2355471743753913	0.2445582622532974	0.2651270313645822
District of Columbia_Florida	Florida	District of Columbia	Southeast	Mideast	USA	USA	3	2020-01-01	2024-01-01	0.2355471743753913	0.2445582622532974	0.2651270313645822
Florida_Indiana	Florida	Indiana	Southeast	Great Lakes	USA	USA	3	2022-07-01	2023-10-01	0.2351371400415069	0.22335863151137095	0.2771192626977359
Florida_Indiana	Indiana	Florida	Great Lakes	Southeast	USA	USA	3	2022-07-01	2023-10-01	0.2351371400415069	0.22335863151137095	0.2771192626977359
Connecticut_Pennsylvania	Connecticut	Pennsylvania	New England	Mideast	USA	USA	3	2020-01-01	2024-04-01	0.233746430493376	0.23694715484786005	0.2429503364238827
Connecticut_Pennsylvania	Pennsylvania	Connecticut	Mideast	New England	USA	USA	3	2020-01-01	2024-04-01	0.233746430493376	0.23694715484786005	0.2429503364238827
Massachusetts_Utah	Massachusetts	Utah	New England	Rocky Mountain	USA	USA	3	2020-01-01	2024-07-01	0.2300114168976091	0.21275966324096177	0.2753827550376265
Massachusetts_Utah	Utah	Massachusetts	Rocky Mountain	New England	USA	USA	3	2020-01-01	2024-07-01	0.2300114168976091	0.21275966324096177	0.2753827550376265
South Carolina_Texas	South Carolina	Texas	Southeast	Southwest	USA	USA	3	2023-07-01	2024-10-01	0.22735196562564483	0.2147244125616607	0.26178962406963757
South Carolina_Texas	Texas	South Carolina	Southwest	Southeast	USA	USA	3	2023-07-01	2024-10-01	0.22735196562564483	0.2147244125616607	0.26178962406963757
Illinois_New Jersey	Illinois	New Jersey	Great Lakes	Mideast	USA	USA	3	2020-01-01	2024-10-01	0.22393049921086325	0.21899459785340475	0.23535408240319153
Illinois_New Jersey	New Jersey	Illinois	Mideast	Great Lakes	USA	USA	3	2020-01-01	2024-10-01	0.22393049921086325	0.21899459785340475	0.23535408240319153
California_Hawaii	California	Hawaii	Far West	Far West	USA	USA	3	2023-10-01	2024-07-01	0.22235577279788565	0.2331125132490607	0.2358505226491879
California_Hawaii	Hawaii	California	Far West	Far West	USA	USA	3	2023-10-01	2024-07-01	0.22235577279788565	0.2331125132490607	0.2358505226491879
Texas_Virginia	Texas	Virginia	Southwest	Southeast	USA	USA	3	2022-04-01	2024-07-01	0.2156416911939101	0.21294411031439017	0.22838535867176235
Texas_Virginia	Virginia	Texas	Southeast	Southwest	USA	USA	3	2022-04-01	2024-07-01	0.2156416911939101	0.21294411031439017	0.22838535867176235
