date	x	y	nRR	RR	N_pairs	N_x	N_y	region_x	region_y	country_x	country_y	nb_dist	mean_out_region_nRR_x	sd_out_region_nRR_x	z_score_x	n_out_region_x	mean_out_region_nRR_y	sd_out_region_nRR_y	z_score_y	n_out_region_y
2020-01-01	North Dakota	Wyoming	0.8908985791807325	204.59803120775123	131	448	317	Plains	Rocky Mountain	USA	USA	2	0.023068590798214342	0.12423494537634969	6.985393568239334	54	0.018304725764743734	0.12342565559506545	7.069793141539327	55
2020-01-01	Wyoming	North Dakota	0.8908985791807325	204.59803120775123	131	317	448	Rocky Mountain	Plains	USA	USA	2	0.018304725764743738	0.12342565559506542	7.0697931415393285	55	0.023068590798214335	0.1242349453763497	6.985393568239333	54
2020-01-01	Ohio	Oklahoma	1.6102682261868455	5.174576298561461	26	3666	304	Great Lakes	Southwest	USA	USA	3	0.17108783223773233	0.27174947763589957	5.295982190911081	54	0.22333761875837252	0.3298719080522637	4.204452011744913	54
2020-01-01	Oklahoma	Ohio	1.6102682261868455	5.174576298561461	26	304	3666	Southwest	Great Lakes	USA	USA	3	0.22333761875837255	0.3298719080522637	4.2044520117449125	54	0.17108783223773233	0.27174947763589957	5.295982190911081	54
2020-01-01	Minnesota	Mississippi	0.5994185937649328	13.49285095531482	25	2978	138	Plains	Southeast	USA	USA	4	0.11483188516174707	0.11657776296592072	4.156767948488129	54	0.030900672679768686	0.09769844712067677	5.819109083514222	50
2020-01-01	Mississippi	Minnesota	0.5994185937649328	13.49285095531482	25	138	2978	Southeast	Plains	USA	USA	4	0.03090067267976869	0.0976984471206768	5.8191090835142205	50	0.11483188516174707	0.11657776296592072	4.156767948488129	54
2020-01-01	Connecticut	New Jersey	0.9535019914495332	7.44716596728091	53	3402	464	New England	Mideast	USA	USA	2	0.1532428973265789	0.20660333933304215	3.873408322955255	55	0.15749622197852642	0.21636690017995588	3.6789627656030373	56
2020-01-01	New Jersey	Connecticut	0.9535019914495332	7.44716596728091	53	464	3402	Mideast	New England	USA	USA	2	0.15749622197852642	0.21636690017995588	3.6789627656030373	56	0.1532428973265789	0.20660333933304212	3.8734083229552554	55
2020-01-01	Kansas	Rhode Island	0.7955955941571888	4.488849344481579	42	308	6738	Plains	New England	USA	USA	7	0.12376148560895361	0.2005077373535325	3.350664255732269	53	0.08888132975391319	0.17912437394234346	3.945383025487937	56
2020-01-01	Rhode Island	Kansas	0.7955955941571888	4.488849344481579	42	6738	308	New England	Plains	USA	USA	7	0.08888132975391319	0.17912437394234348	3.9453830254879367	56	0.12376148560895361	0.2005077373535325	3.350664255732269	53
2020-01-01	British Columbia	Hawaii	0.9501228163577256	15.415769709543568	67	4000	241	Western Canada	Far West	Canada	USA	NA	0.1890106413897102	0.2333986198917651	3.260996895872688	58	0.0714310153406077	0.15967878662838578	5.50287123024089	56
2020-01-01	Hawaii	British Columbia	0.9501228163577256	15.415769709543568	67	241	4000	Far West	Western Canada	USA	Canada	NA	0.0714310153406077	0.15967878662838578	5.50287123024089	56	0.1890106413897102	0.23339861989176514	3.2609968958726876	58
2020-01-01	Massachusetts	Delaware	0.6534575844626402	4.399304150626993	190	7023	1364	New England	Mideast	USA	USA	3	0.11972936033512564	0.17721852739900945	3.011695402060416	55	0.08383759490736191	0.1815105574047912	3.1382196038600374	56
2020-01-01	Delaware	Massachusetts	0.6534575844626402	4.399304150626993	190	1364	7023	Mideast	New England	USA	USA	3	0.0838375949073619	0.18151055740479116	3.138219603860038	56	0.11972936033512564	0.1772185273990095	3.011695402060415	55
2020-04-01	Wyoming	North Dakota	0.33197871987381045	155.2528274000771	17	502	124	Rocky Mountain	Plains	USA	USA	2	0.007726295524789742	0.046415579359089486	6.985853216233158	55	0.0077871252799283875	0.04644862899562125	6.979572951969021	54
2020-04-01	North Dakota	Wyoming	0.33197871987381045	155.2528274000771	17	124	502	Plains	Rocky Mountain	USA	USA	2	0.0077871252799283875	0.04644862899562126	6.97957295196902	54	0.0077262955247897405	0.04641557935908948	6.985853216233159	55
2020-04-01	New Brunswick	Maine	2.115190641551812	4.024218313099494	5	1487	475	Eastern Canada	New England	Canada	USA	NA	0.06866924560761739	0.28730709257508535	7.1231147745138	56	0.11739879060492597	0.31002286273088747	6.444014590888578	56
2020-04-01	Maine	New Brunswick	2.115190641551812	4.024218313099494	5	475	1487	New England	Eastern Canada	USA	Canada	NA	0.11739879060492597	0.31002286273088747	6.444014590888578	56	0.06866924560761739	0.2873070925750854	7.123114774513799	56
2020-04-01	Indiana	Manitoba	0.14854642961779294	97.55773644807688	8	123	379	Great Lakes	Western Canada	USA	Canada	NA	0.006872919959740011	0.022290362740283492	6.355818938828588	56	0.005585831168594943	0.020579755431950397	6.946661680305948	58
2020-04-01	Manitoba	Indiana	0.14854642961779294	97.55773644807688	8	379	123	Western Canada	Great Lakes	Canada	USA	NA	0.005585831168594943	0.0205797554319504	6.946661680305946	58	0.006872919959740011	0.022290362740283495	6.355818938828587	56
2020-04-01	Georgia	Missouri	0.1944287319757883	19.540354575799935	45	453	2890	Southeast	Plains	USA	USA	2	0.014066250722897381	0.03252804075056006	5.544830770349594	50	0.016669339316727552	0.033774281773663595	5.263158335987871	50
