x	y	RR	N_pairs	N_x	N_y	N_total
Alabama	Hawaii	0.5474179996111324	323	93057	229158	36141038
Alabama	Delaware	1.3153756732439896	434	93057	128142	36141038
Alabama	Mississippi	7.174748424469435	1238	93057	67014	36141038
Alabama	Alabama	58.796553503844365	14088	93057	93057	36141038
Alabama	New Mexico	1.5772508887875756	1057	93057	260271	36141038
Alabama	Mexico	0.907603494393288	402	93057	172021	36141038
Alabama	Washington	0.5904069201470362	1433	93057	942641	36141038
Alabama	Idaho	0.8781387871940655	358	93057	158333	36141038
Alabama	South Carolina	2.832042139146234	1315	93057	180334	36141038
Alabama	Arkansas	2.205983162641956	776	93057	136619	36141038
Alabama	Manitoba	0.09492984988624115	22	93057	90006	36141038
Alabama	West Virginia	1.537500926614317	605	93057	152824	36141038
Alabama	Nevada	0.9848080115544645	925	93057	364789	36141038
Alabama	Quebec	0.20237056555371108	410	93057	786843	36141038
Alabama	Prince Edward Island	1.8179837339795887e-9	0	93057	5911	36141038
Alabama	District of Columbia	0.9324358338532119	296	93057	123289	36141038
Alabama	Minnesota	0.4998402914892191	1584	93057	1230766	36141038
Alabama	Vermont	0.6904020560768044	458	93057	257641	36141038
Alabama	Florida	2.348380461870352	7378	93057	1220174	36141038
Alabama	Alaska	0.4732838024819883	67	93057	54980	36141038
Alabama	South Dakota	0.6186873820603724	81	93057	50847	36141038
Alabama	Saskatchewan	0.043132967233270696	50	93057	450207	36141038
Alabama	Georgia	4.921565538995854	4377	93057	345402	36141038
Alabama	New Hampshire	0.4621177088477982	120	93057	100851	36141038
Alaska	New Jersey	0.3042455565758713	324	54980	700030	36141038
Alaska	Tennessee	0.5470280800795508	214	54980	257158	36141038
Alaska	Wisconsin	0.3826272855464682	315	54980	541166	36141038
Alaska	Virginia	0.5082133566865051	404	54980	522554	36141038
Alaska	Utah	0.5455865533028686	526	54980	633750	36141038
Alaska	New York	0.2658270621265586	871	54980	2153847	36141038
Alaska	Kentucky	0.30301406493035693	49	54980	106299	36141038
Alaska	Oklahoma	0.8956240358242509	137	54980	100552	36141038
Alaska	Wyoming	0.3808500482505263	233	54980	402159	36141038
Alaska	Arizona	0.9621573736069835	1128	54980	770653	36141038
Alaska	Texas	0.49729485115447974	1174	54980	1551851	36141038
Alaska	Ohio	0.3875836410851673	167	54980	283235	36141038
Alaska	Louisiana	0.6921675055328829	260	54980	246921	36141038
Alaska	Iowa	0.6248311944504962	142	54980	149390	36141038
Alaska	Kansas	0.4556268791000772	83	54980	119747	36141038
Alaska	Rhode Island	0.32035252407194253	110	54980	225715	36141038
Alaska	Nova Scotia	0.07773602924109968	12	54980	101474	36141038
Alaska	Alberta	0.09926867312416048	131	54980	867471	36141038
Alaska	Ontario	0.06028950142719832	185	54980	2017093	36141038
Alaska	North Carolina	0.4925519282212164	547	54980	730014	36141038
Alaska	Pennsylvania	0.3052221652255971	202	54980	435042	36141038
Alaska	Michigan	0.5136164172120462	570	54980	729511	36141038
Alaska	New Brunswick	0.015252243740411519	2	54980	86197	36141038
Alaska	Nebraska	0.5222377963126749	116	54980	146011	36141038
Alaska	Missouri	0.5222082375796498	136	54980	171195	36141038
Alaska	Montana	1.2068691972832306	272	54980	148151	36141038
Alaska	Maryland	0.5845004857581204	442	54980	497088	36141038
Alaska	Connecticut	0.32228845321067445	229	54980	467075	36141038
Alaska	Indiana	0.2974641565466447	95	54980	209935	36141038
Alaska	Massachusetts	0.29475676697695297	765	54980	1706057	36141038
Alaska	Oregon	0.9942087477153445	506	54980	334556	36141038
Alaska	Maine	0.26824886778906626	54	54980	132328	36141038
Alaska	Newfoundland and Labrador	9.393880878601412e-10	0	54980	19362	36141038
Alaska	California	0.4935601281739586	4183	54980	5571135	36141038
Alaska	Colorado	0.42245755355530995	1129	54980	1756737	36141038
Alaska	Illinois	0.4018078835784767	362	54980	592224	36141038
Alaska	British Columbia	0.10588487976007468	465	54980	2886788	36141038
Alaska	North Dakota	0.3434118504951498	88	54980	168447	36141038
Alaska	Hawaii	1.7039125745678652	594	54980	229158	36141038
Alaska	Delaware	0.2770117227512569	54	54980	128142	36141038
Alaska	Mississippi	0.7651118841262631	78	54980	67014	36141038
Alaska	Alabama	0.4732838024819883	67	54980	93057	36141038
Alaska	New Mexico	0.340960346772004	135	54980	260271	36141038
Alaska	Mexico	0.43563149407285245	114	54980	172021	36141038
Alaska	Washington	1.3967880475974033	2003	54980	942641	36141038
Alaska	Idaho	1.8018315002085306	434	54980	158333	36141038
Alaska	South Carolina	0.4848081492075395	133	54980	180334	36141038
Alaska	Arkansas	0.49077785248672023	102	54980	136619	36141038
Alaska	Manitoba	0.058427111083746756	8	54980	90006	36141038
Alaska	West Virginia	0.2580807273942772	60	54980	152824	36141038
Alaska	Nevada	1.2073382363831364	670	54980	364789	36141038
Alaska	Quebec	0.060150646185231284	72	54980	786843	36141038
Alaska	Prince Edward Island	3.0770482417777115e-9	0	54980	5911	36141038
Alaska	District of Columbia	0.5278454118017626	99	54980	123289	36141038
Alaska	Minnesota	0.4326188263221728	810	54980	1230766	36141038
Alaska	Vermont	0.204113108699086	80	54980	257641	36141038
Alaska	Florida	0.5602830174058574	1040	54980	1220174	36141038
Alaska	Alaska	374.4305734004137	31317	54980	54980	36141038
Alaska	South Dakota	0.9049583507546585	70	54980	50847	36141038
Alaska	Saskatchewan	0.0657046576730801	45	54980	450207	36141038
Alaska	Georgia	0.6584868963131343	346	54980	345402	36141038
Alaska	New Hampshire	0.11732435709832137	18	54980	100851	36141038
Alberta	New Jersey	0.2094345226719897	3519	867471	700030	36141038
Alberta	Tennessee	0.13997786323492734	864	867471	257158	36141038
Alberta	Wisconsin	0.13488052735422582	1752	867471	541166	36141038
Alberta	Virginia	0.21167959972262823	2655	867471	522554	36141038
Alberta	Utah	0.30352017146617344	4617	867471	633750	36141038
Alberta	New York	0.18617936520586026	9625	867471	2153847	36141038
Alberta	Kentucky	0.19832021957084173	506	867471	106299	36141038
Alberta	Oklahoma	0.07955292862908338	192	867471	100552	36141038
Alberta	Wyoming	0.043925197308017874	424	867471	402159	36141038
Alberta	Arizona	0.13185560130863644	2439	867471	770653	36141038
Alberta	Texas	0.1589073467011705	5919	867471	1551851	36141038
Alberta	Ohio	0.27771588882617304	1888	867471	283235	36141038
Alberta	Louisiana	0.09178813152048396	544	867471	246921	36141038
Alberta	Iowa	0.21920309180289294	786	867471	149390	36141038
Alberta	Kansas	0.12768711633429136	367	867471	119747	36141038
Alberta	Rhode Island	0.2624731188401203	1422	867471	225715	36141038
Alberta	Nova Scotia	0.5702865411265924	1389	867471	101474	36141038
Alberta	Alberta	25.637553718671757	533809	867471	867471	36141038
Alberta	Ontario	0.6764840475217854	32752	867471	2017093	36141038
Alberta	North Carolina	0.15220800139909055	2667	867471	730014	36141038
Alberta	Pennsylvania	0.1618457034111042	1690	867471	435042	36141038
Alberta	Michigan	0.09126212708352124	1598	867471	729511	36141038
Alberta	New Brunswick	0.7322613949812964	1515	867471	86197	36141038
Alberta	Nebraska	0.18746726822319448	657	867471	146011	36141038
Alberta	Missouri	0.1221682344316623	502	867471	171195	36141038
Alberta	Montana	0.08042796913537378	286	867471	148151	36141038
Alberta	Maryland	0.13359822700245066	1594	867471	497088	36141038
Alberta	Connecticut	0.09990266115344616	1120	867471	467075	36141038
Alberta	Indiana	0.11192830093282109	564	867471	209935	36141038
Alberta	Massachusetts	0.08849939640362275	3624	867471	1706057	36141038
Alberta	Oregon	0.23312168744590211	1872	867471	334556	36141038
Alberta	Maine	0.05068970737946548	161	867471	132328	36141038
Alberta	Newfoundland and Labrador	4.621997624356576	2148	867471	19362	36141038
Alberta	California	0.19635731206448576	26257	867471	5571135	36141038
Alberta	Colorado	0.15818479724671672	6670	867471	1756737	36141038
Alberta	Illinois	0.16489871097386008	2344	867471	592224	36141038
Alberta	British Columbia	1.8408917543139642	127555	867471	2886788	36141038
Alberta	North Dakota	0.1857472158981758	751	867471	168447	36141038
Alberta	Hawaii	0.3467059752362361	1907	867471	229158	36141038
Alberta	Delaware	0.2171853970499614	668	867471	128142	36141038
Alberta	Mississippi	0.07771236545225818	125	867471	67014	36141038
Alberta	Alabama	0.13744691125004307	307	867471	93057	36141038
Alberta	New Mexico	0.14438644165802553	902	867471	260271	36141038
Alberta	Mexico	0.22766278396117032	940	867471	172021	36141038
Alberta	Washington	0.2002154249734852	4530	867471	942641	36141038
Alberta	Idaho	0.12235653478540817	465	867471	158333	36141038
Alberta	South Carolina	0.08247764594087192	357	867471	180334	36141038
Alberta	Arkansas	0.1073438624555194	352	867471	136619	36141038
Alberta	Manitoba	1.9274579675306045	4164	867471	90006	36141038
Alberta	West Virginia	0.06488301926258348	238	867471	152824	36141038
Alberta	Nevada	0.21425785698522626	1876	867471	364789	36141038
Alberta	Quebec	0.4353994352442151	8223	867471	786843	36141038
Alberta	Prince Edward Island	2.311844084759897	328	867471	5911	36141038
Alberta	District of Columbia	0.1767351836607396	523	867471	123289	36141038
Alberta	Minnesota	0.07629991920361191	2254	867471	1230766	36141038
Alberta	Vermont	0.07260675403234784	449	867471	257641	36141038
Alberta	Florida	0.13371082646765634	3916	867471	1220174	36141038
Alberta	Alaska	0.09926867312416048	131	867471	54980	36141038
Alberta	South Dakota	0.33594190376977	410	867471	50847	36141038
Alberta	Saskatchewan	4.073462470659558	44018	867471	450207	36141038
Alberta	Georgia	0.14800124592696215	1227	867471	345402	36141038
Alberta	New Hampshire	0.06485823116753857	157	867471	100851	36141038
Arizona	New Jersey	0.4888430469006364	7297	770653	700030	36141038
Arizona	Tennessee	1.4111410779803708	7738	770653	257158	36141038
Arizona	Wisconsin	0.889549661594091	10265	770653	541166	36141038
Arizona	Virginia	0.5243804092316048	5843	770653	522554	36141038
Arizona	Utah	1.4319478077781989	19351	770653	633750	36141038
Arizona	New York	0.45976779996876593	21116	770653	2153847	36141038
Arizona	Kentucky	0.7160297866305477	1623	770653	106299	36141038
Arizona	Oklahoma	0.9561034739009561	2050	770653	100552	36141038
Arizona	Wyoming	0.6453318660687837	5534	770653	402159	36141038
Arizona	Arizona	18.170986094863004	298604	770653	770653	36141038
Arizona	Texas	0.6825144063757027	22585	770653	1551851	36141038
Arizona	Ohio	0.6152767928044071	3716	770653	283235	36141038
Arizona	Louisiana	1.1133444160981796	5862	770653	246921	36141038
Arizona	Iowa	0.7022410375444122	2237	770653	149390	36141038
Arizona	Kansas	0.7934444879197907	2026	770653	119747	36141038
Arizona	Rhode Island	0.3162248385221115	1522	770653	225715	36141038
Arizona	Nova Scotia	0.12663026946424968	274	770653	101474	36141038
Arizona	Alberta	0.13185560130863644	2439	770653	867471	36141038
Arizona	Ontario	0.15156426128672404	6519	770653	2017093	36141038
Arizona	North Carolina	0.5482947466257815	8535	770653	730014	36141038
Arizona	Pennsylvania	0.49705641565039865	4611	770653	435042	36141038
Arizona	Michigan	0.4548809273555046	7076	770653	729511	36141038
Arizona	New Brunswick	0.0663757479898702	122	770653	86197	36141038
Arizona	Nebraska	1.113550749618827	3467	770653	146011	36141038
Arizona	Missouri	0.8968696898760729	3274	770653	171195	36141038
Arizona	Montana	1.4700407447126422	4644	770653	148151	36141038
Arizona	Maryland	0.46709088838351004	4951	770653	497088	36141038
Arizona	Connecticut	0.4205963371401244	4189	770653	467075	36141038
Arizona	Indiana	0.7099222564474875	3178	770653	209935	36141038
Arizona	Massachusetts	0.3433841040139384	12492	770653	1706057	36141038
Arizona	Oregon	0.917590537401734	6546	770653	334556	36141038
Arizona	Maine	0.39727900297385493	1121	770653	132328	36141038
Arizona	Newfoundland and Labrador	0.10415017125410117	43	770653	19362	36141038
Arizona	California	0.9919439073006959	117839	770653	5571135	36141038
Arizona	Colorado	0.7816120380703299	29279	770653	1756737	36141038
Arizona	Illinois	1.1718934185258392	14799	770653	592224	36141038
Arizona	British Columbia	0.13990424049585135	8612	770653	2886788	36141038
Arizona	North Dakota	1.476386599812182	5303	770653	168447	36141038
Arizona	Hawaii	0.8196137686890596	4005	770653	229158	36141038
Arizona	Delaware	0.5449353079745632	1489	770653	128142	36141038
Arizona	Mississippi	0.6298232903529607	900	770653	67014	36141038
Arizona	Alabama	0.7297284234861284	1448	770653	93057	36141038
Arizona	New Mexico	2.0340959760296973	11289	770653	260271	36141038
Arizona	Mexico	0.8486710759989635	3113	770653	172021	36141038
Arizona	Washington	0.6840164321145535	13749	770653	942641	36141038
Arizona	Idaho	0.6356236170521619	2146	770653	158333	36141038
Arizona	South Carolina	0.5682187674229556	2185	770653	180334	36141038
Arizona	Arkansas	0.8475234746905728	2469	770653	136619	36141038
Arizona	Manitoba	0.12452833685173081	239	770653	90006	36141038
Arizona	West Virginia	0.7499829446539508	2444	770653	152824	36141038
Arizona	Nevada	1.4442235880367065	11234	770653	364789	36141038
Arizona	Quebec	0.11681799127633767	1960	770653	786843	36141038
Arizona	Prince Edward Island	0.1428082491737295	18	770653	5911	36141038
Arizona	District of Columbia	0.5154145964353053	1355	770653	123289	36141038
Arizona	Minnesota	0.6242897397045876	16384	770653	1230766	36141038
Arizona	Vermont	0.27558314200547457	1514	770653	257641	36141038
Arizona	Florida	0.5939266136556715	15453	770653	1220174	36141038
Arizona	Alaska	0.9621573736069835	1128	770653	54980	36141038
Arizona	South Dakota	1.4922958498642869	1618	770653	50847	36141038
Arizona	Saskatchewan	0.12812521774457616	1230	770653	450207	36141038
Arizona	Georgia	0.7891190104789972	5812	770653	345402	36141038
Arizona	New Hampshire	0.24412982672827666	525	770653	100851	36141038
Arkansas	New Jersey	0.3828091525116439	1013	136619	700030	36141038
Arkansas	Tennessee	3.093306172652998	3007	136619	257158	36141038
Arkansas	Wisconsin	0.5724214657681655	1171	136619	541166	36141038
Arkansas	Virginia	0.6920330846277816	1367	136619	522554	36141038
Arkansas	Utah	0.764710435137624	1832	136619	633750	36141038
Arkansas	New York	0.4320863084725213	3518	136619	2153847	36141038
Arkansas	Kentucky	1.5404620000217992	619	136619	106299	36141038
Arkansas	Oklahoma	5.490618327576477	2087	136619	100552	36141038
Arkansas	Wyoming	0.23943801912755056	364	136619	402159	36141038
Arkansas	Arizona	0.8475234746905728	2469	136619	770653	36141038
Arkansas	Texas	2.172768284303903	12746	136619	1551851	36141038
Arkansas	Ohio	1.1674885056560085	1250	136619	283235	36141038
Arkansas	Louisiana	4.040061952120669	3771	136619	246921	36141038
Arkansas	Iowa	1.0199772278146257	576	136619	149390	36141038
Arkansas	Kansas	2.3041417120941476	1043	136619	119747	36141038
Arkansas	Rhode Island	0.4172334282179154	356	136619	225715	36141038
Arkansas	Nova Scotia	0.02346266015869265	9	136619	101474	36141038
Arkansas	Alberta	0.1073438624555194	352	136619	867471	36141038
Arkansas	Ontario	0.13193547289794272	1006	136619	2017093	36141038
Arkansas	North Carolina	1.2675880483584425	3498	136619	730014	36141038
Arkansas	Pennsylvania	0.3946417511544381	649	136619	435042	36141038
Arkansas	Michigan	0.3988874383969815	1100	136619	729511	36141038
Arkansas	New Brunswick	0.07365608153008918	24	136619	86197	36141038
Arkansas	Nebraska	1.183088207380156	653	136619	146011	36141038
Arkansas	Missouri	3.540165230989634	2291	136619	171195	36141038
Arkansas	Montana	0.40890311094736675	229	136619	148151	36141038
Arkansas	Maryland	0.33207855463798336	624	136619	497088	36141038
Arkansas	Connecticut	0.32736386197988415	578	136619	467075	36141038
Arkansas	Indiana	1.1996142568718349	952	136619	209935	36141038
Arkansas	Massachusetts	0.3256231530283855	2100	136619	1706057	36141038
Arkansas	Oregon	0.3953581545815457	500	136619	334556	36141038
Arkansas	Maine	0.4717911325536502	236	136619	132328	36141038
Arkansas	Newfoundland and Labrador	0.1912790209953423	14	136619	19362	36141038
Arkansas	California	0.5620662195106235	11837	136619	5571135	36141038
Arkansas	Colorado	0.7100100044597153	4715	136619	1756737	36141038
Arkansas	Illinois	0.8786337396201818	1967	136619	592224	36141038
Arkansas	British Columbia	0.04462760592482203	487	136619	2886788	36141038
Arkansas	North Dakota	0.9014427107173145	574	136619	168447	36141038
Arkansas	Hawaii	0.2759004426862715	239	136619	229158	36141038
Arkansas	Delaware	0.47481656034303393	230	136619	128142	36141038
Arkansas	Mississippi	4.065942222318611	1030	136619	67014	36141038
Arkansas	Alabama	2.205983162641956	776	136619	93057	36141038
Arkansas	New Mexico	0.9178072609941791	903	136619	260271	36141038
Arkansas	Mexico	0.942689188106306	613	136619	172021	36141038
Arkansas	Washington	0.5059864896483085	1803	136619	942641	36141038
Arkansas	Idaho	0.28737337330613855	172	136619	158333	36141038
Arkansas	South Carolina	1.2542324083176608	855	136619	180334	36141038
Arkansas	Arkansas	92.83132836067067	47942	136619	136619	36141038
Arkansas	Manitoba	0.03526950018314736	12	136619	90006	36141038
Arkansas	West Virginia	0.7235594811813453	418	136619	152824	36141038
Arkansas	Nevada	0.7034277869004706	970	136619	364789	36141038
Arkansas	Quebec	0.09111098145569053	271	136619	786843	36141038
Arkansas	Prince Edward Island	0.3132756227230116	7	136619	5911	36141038
Arkansas	District of Columbia	0.48277826284509096	225	136619	123289	36141038
Arkansas	Minnesota	0.3135951382893651	1459	136619	1230766	36141038
Arkansas	Vermont	0.532895313979314	519	136619	257641	36141038
Arkansas	Florida	0.7631508924265245	3520	136619	1220174	36141038
Arkansas	Alaska	0.49077785248672023	102	136619	54980	36141038
Arkansas	South Dakota	1.01451575673091	195	136619	50847	36141038
Arkansas	Saskatchewan	0.08520111505776272	145	136619	450207	36141038
Arkansas	Georgia	2.0602359049433643	2690	136619	345402	36141038
Arkansas	New Hampshire	0.35411398550012296	135	136619	100851	36141038
British Columbia	New Jersey	0.11020232879399426	6162	2886788	700030	36141038
British Columbia	Tennessee	0.14722022520677241	3024	2886788	257158	36141038
British Columbia	Wisconsin	0.08802578125425985	3805	2886788	541166	36141038
British Columbia	Virginia	0.1250619099304007	5220	2886788	522554	36141038
British Columbia	Utah	0.13761039078289666	6966	2886788	633750	36141038
British Columbia	New York	0.13434094828118395	23112	2886788	2153847	36141038
British Columbia	Kentucky	0.1041139243182783	884	2886788	106299	36141038
British Columbia	Oklahoma	0.08653261371253299	695	2886788	100552	36141038
British Columbia	Wyoming	0.042493312723384094	1365	2886788	402159	36141038
British Columbia	Arizona	0.13990424049585135	8612	2886788	770653	36141038
British Columbia	Texas	0.09099264860533733	11279	2886788	1551851	36141038
British Columbia	Ohio	0.12880370593518248	2914	2886788	283235	36141038
British Columbia	Louisiana	0.03462967430011389	683	2886788	246921	36141038
British Columbia	Iowa	0.0750882897601771	896	2886788	149390	36141038
British Columbia	Kansas	0.11929074005855521	1141	2886788	119747	36141038
British Columbia	Rhode Island	0.0762100140714909	1374	2886788	225715	36141038
British Columbia	Nova Scotia	0.21109646453861092	1711	2886788	101474	36141038
British Columbia	Alberta	1.8408917543139642	127555	2886788	867471	36141038
British Columbia	Ontario	0.4666186893807172	75180	2886788	2017093	36141038
British Columbia	North Carolina	0.09538619522016033	5562	2886788	730014	36141038
British Columbia	Pennsylvania	0.09105232049389586	3164	2886788	435042	36141038
British Columbia	Michigan	0.07000153943165381	4079	2886788	729511	36141038
British Columbia	New Brunswick	0.3738540777818941	2574	2886788	86197	36141038
British Columbia	Nebraska	0.10400661352074139	1213	2886788	146011	36141038
British Columbia	Missouri	0.11781218060042285	1611	2886788	171195	36141038
British Columbia	Montana	0.11391240873246991	1348	2886788	148151	36141038
British Columbia	Maryland	0.09280896798273312	3685	2886788	497088	36141038
British Columbia	Connecticut	0.11858075910623725	4424	2886788	467075	36141038
British Columbia	Indiana	0.061781811255174776	1036	2886788	209935	36141038
British Columbia	Massachusetts	0.0677613521492502	9234	2886788	1706057	36141038
British Columbia	Oregon	0.2591413310206157	6925	2886788	334556	36141038
British Columbia	Maine	0.043236465286506084	457	2886788	132328	36141038
British Columbia	Newfoundland and Labrador	1.0811147377624923	1672	2886788	19362	36141038
British Columbia	California	0.1760525200281686	78343	2886788	5571135	36141038
British Columbia	Colorado	0.08504817827064433	11934	2886788	1756737	36141038
British Columbia	Illinois	0.08694776774180674	4113	2886788	592224	36141038
British Columbia	British Columbia	10.108446560662752	2330846	2886788	2886788	36141038
British Columbia	North Dakota	0.08383619310394724	1128	2886788	168447	36141038
British Columbia	Hawaii	0.20230397640862258	3703	2886788	229158	36141038
British Columbia	Delaware	0.09398732828562004	962	2886788	128142	36141038
British Columbia	Mississippi	0.048199207223514	258	2886788	67014	36141038
British Columbia	Alabama	0.058791984498666995	437	2886788	93057	36141038
British Columbia	New Mexico	0.14988473301923252	3116	2886788	260271	36141038
British Columbia	Mexico	0.22961678189106152	3155	2886788	172021	36141038
British Columbia	Washington	0.26589090249374825	20020	2886788	942641	36141038
British Columbia	Idaho	0.10959166372336002	1386	2886788	158333	36141038
British Columbia	South Carolina	0.061717720232145605	889	2886788	180334	36141038
British Columbia	Arkansas	0.04462760592482203	487	2886788	136619	36141038
British Columbia	Manitoba	1.4100149436431895	10137	2886788	90006	36141038
British Columbia	West Virginia	0.07905356889439467	965	2886788	152824	36141038
British Columbia	Nevada	0.14802104112932948	4313	2886788	364789	36141038
British Columbia	Quebec	0.2849979429544386	17912	2886788	786843	36141038
British Columbia	Prince Edward Island	0.7391799835823101	349	2886788	5911	36141038
British Columbia	District of Columbia	0.0792056209476838	780	2886788	123289	36141038
British Columbia	Minnesota	0.04065784803680787	3997	2886788	1230766	36141038
British Columbia	Vermont	0.06312187709883271	1299	2886788	257641	36141038
British Columbia	Florida	0.10233715225081447	9974	2886788	1220174	36141038
British Columbia	Alaska	0.10588487976007468	465	2886788	54980	36141038
British Columbia	South Dakota	0.24326371823703152	988	2886788	50847	36141038
British Columbia	Saskatchewan	1.3211694339983224	47510	2886788	450207	36141038
British Columbia	Georgia	0.08445333485009927	2330	2886788	345402	36141038
British Columbia	New Hampshire	0.05524150888209917	445	2886788	100851	36141038
California	New Jersey	0.6404440275447535	69110	5571135	700030	36141038
California	Tennessee	0.6522562344521365	25856	5571135	257158	36141038
California	Wisconsin	0.49111341759451116	40969	5571135	541166	36141038
California	Virginia	0.7041944714116017	56724	5571135	522554	36141038
California	Utah	0.9332450289177846	91171	5571135	633750	36141038
California	New York	0.5919940576377809	196551	5571135	2153847	36141038
California	Kentucky	0.6725874550732289	11021	5571135	106299	36141038
California	Oklahoma	0.6439324060706979	9981	5571135	100552	36141038
California	Wyoming	0.2123474355725525	13164	5571135	402159	36141038
California	Arizona	0.9919439073006959	117839	5571135	770653	36141038
California	Texas	0.7608721934379241	182014	5571135	1551851	36141038
California	Ohio	0.677864731723954	29596	5571135	283235	36141038
California	Louisiana	0.6846048820827976	26058	5571135	246921	36141038
California	Iowa	0.5573542088047797	12835	5571135	149390	36141038
California	Kansas	0.6649338102061622	12274	5571135	119747	36141038
California	Rhode Island	0.38087103420148866	13252	5571135	225715	36141038
California	Nova Scotia	0.1683267034667792	2633	5571135	101474	36141038
California	Alberta	0.19635731206448576	26257	5571135	867471	36141038
California	Ontario	0.19105950070790378	59407	5571135	2017093	36141038
California	North Carolina	0.5933892127343217	66775	5571135	730014	36141038
California	Pennsylvania	0.5791089072741356	38836	5571135	435042	36141038
California	Michigan	0.4004304004013948	45030	5571135	729511	36141038
California	New Brunswick	0.10250425556883173	1362	5571135	86197	36141038
California	Nebraska	0.7315316132070806	16465	5571135	146011	36141038
California	Missouri	0.720092074987139	19003	5571135	171195	36141038
California	Montana	0.6132470463844688	14005	5571135	148151	36141038
California	Maryland	0.5566907037943293	42657	5571135	497088	36141038
California	Connecticut	0.48279479404782755	34761	5571135	467075	36141038
California	Indiana	0.538974690714798	17442	5571135	209935	36141038
California	Massachusetts	0.2940091621217003	77321	5571135	1706057	36141038
California	Oregon	1.0183675787658917	52519	5571135	334556	36141038
California	Maine	0.34610660846926433	7060	5571135	132328	36141038
California	Newfoundland and Labrador	0.27741954830429116	828	5571135	19362	36141038
California	California	3.6207276361685032	3109443	5571135	5571135	36141038
California	Colorado	0.5952162980443173	161185	5571135	1756737	36141038
California	Illinois	0.6597128687832633	60226	5571135	592224	36141038
California	British Columbia	0.1760525200281686	78343	5571135	2886788	36141038
California	North Dakota	0.5932355500161985	15404	5571135	168447	36141038
California	Hawaii	1.3694962550797332	48377	5571135	229158	36141038
California	Delaware	0.5850736706109418	11557	5571135	128142	36141038
California	Mississippi	0.5270954678743098	5445	5571135	67014	36141038
California	Alabama	0.703603781690562	10093	5571135	93057	36141038
California	New Mexico	0.850059279141111	34105	5571135	260271	36141038
California	Mexico	1.1092503115102381	29414	5571135	172021	36141038
California	Washington	0.8618385781507691	125232	5571135	942641	36141038
California	Idaho	0.5695905597983	13902	5571135	158333	36141038
California	South Carolina	0.5801761050523249	16128	5571135	180334	36141038
California	Arkansas	0.5620662195106235	11837	5571135	136619	36141038
California	Manitoba	0.17975539220096767	2494	5571135	90006	36141038
California	West Virginia	0.5184271455267515	12213	5571135	152824	36141038
California	Nevada	2.0833984016932012	117154	5571135	364789	36141038
California	Quebec	0.15386046435026007	18662	5571135	786843	36141038
California	Prince Edward Island	0.39618970103934187	361	5571135	5911	36141038
California	District of Columbia	0.7475409527081035	14207	5571135	123289	36141038
California	Minnesota	0.30991600339011405	58798	5571135	1230766	36141038
California	Vermont	0.29154998072907273	11579	5571135	257641	36141038
California	Florida	0.6529865947724893	122820	5571135	1220174	36141038
