edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	max_nRR
Michigan_Texas	Michigan	Texas	Great Lakes	Southwest	USA	USA	17	2020-01-01	2024-10-01	0.06962114863252786	0.06604739845193423	0.168055951631145
New Jersey_Wisconsin	New Jersey	Wisconsin	Mideast	Great Lakes	USA	USA	17	2020-01-01	2024-10-01	0.0603977368243945	0.050252839413728906	0.1409095971277359
New Jersey_Ohio	New Jersey	Ohio	Mideast	Great Lakes	USA	USA	16	2020-01-01	2024-10-01	0.2576911669186104	0.1521186435277906	1.0781185882274105
North Carolina_Pennsylvania	North Carolina	Pennsylvania	Southeast	Mideast	USA	USA	16	2020-01-01	2024-10-01	0.2091164412929047	0.14684143951155498	0.7098169756885822
New Jersey_North Carolina	New Jersey	North Carolina	Mideast	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.1649213095262807	0.13148304614624606	0.5949254028179215
California_Ohio	California	Ohio	Far West	Great Lakes	USA	USA	16	2020-01-01	2024-10-01	0.1617367596208203	0.08425539744630806	0.4974444749183054
New York_Ohio	New York	Ohio	Mideast	Great Lakes	USA	USA	16	2020-01-01	2024-10-01	0.15674101675276858	0.09884935825370922	0.47668356657695543
Maryland_Texas	Maryland	Texas	Mideast	Southwest	USA	USA	16	2020-01-01	2024-10-01	0.15173663905623758	0.11654241419383375	0.5560980691810729
California_Pennsylvania	California	Pennsylvania	Far West	Mideast	USA	USA	16	2020-01-01	2024-10-01	0.1413751457300867	0.1119746446238063	0.4092228816636684
Delaware_Florida	Delaware	Florida	Mideast	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.1314880489694202	0.09343958591949025	0.2976111975537579
Connecticut_Pennsylvania	Connecticut	Pennsylvania	New England	Mideast	USA	USA	16	2020-01-01	2024-07-01	0.1245754921009437	0.10030094026969169	0.2429503364238827
Georgia_Ohio	Georgia	Ohio	Southeast	Great Lakes	USA	USA	16	2020-01-01	2024-10-01	0.12063614861504955	0.12333066507143081	0.2153388240290327
Ohio_Texas	Ohio	Texas	Great Lakes	Southwest	USA	USA	16	2020-01-01	2024-10-01	0.11800600230540043	0.08094762963781567	0.40131223390449167
District of Columbia_North Carolina	District of Columbia	North Carolina	Mideast	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.11714146753990966	0.09763935641778121	0.32004695783956827
Delaware_Virginia	Delaware	Virginia	Mideast	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.10618518856350197	0.0991319328719101	0.22413875259752003
Illinois_Maryland	Illinois	Maryland	Great Lakes	Mideast	USA	USA	16	2020-01-01	2024-10-01	0.10523402727922133	0.08510538530607772	0.2521659238863408
New York_Tennessee	New York	Tennessee	Mideast	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.10318380441501464	0.08711368069852163	0.224130375785048
Colorado_Pennsylvania	Colorado	Pennsylvania	Rocky Mountain	Mideast	USA	USA	16	2020-01-01	2024-10-01	0.10154540421389636	0.0712019282228316	0.3805567050356338
Florida_Minnesota	Florida	Minnesota	Southeast	Plains	USA	USA	16	2020-01-01	2024-07-01	0.09943078981874334	0.06753651978773098	0.3638599559960501
Georgia_Maryland	Georgia	Maryland	Southeast	Mideast	USA	USA	16	2020-01-01	2024-10-01	0.09853148166777266	0.07659840746920031	0.23089080294891332
Georgia_New York	Georgia	New York	Southeast	Mideast	USA	USA	16	2020-04-01	2024-10-01	0.09739103985817721	0.0885854336161028	0.19838628063845343
Illinois_Virginia	Illinois	Virginia	Great Lakes	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.09675972493481784	0.09386940216672429	0.1897309239924614
Florida_Wisconsin	Florida	Wisconsin	Southeast	Great Lakes	USA	USA	16	2020-01-01	2024-07-01	0.09438941081000059	0.06489029976115224	0.2771249931131901
Arizona_Ohio	Arizona	Ohio	Southwest	Great Lakes	USA	USA	16	2020-01-01	2024-10-01	0.09051461791025736	0.07639182188930717	0.22665986567356541
Massachusetts_Virginia	Massachusetts	Virginia	New England	Southeast	USA	USA	16	2020-01-01	2024-10-01	0.0896901926054173	0.07753007471221267	0.1660706229686777
Arizona_Minnesota	Arizona	Minnesota	Southwest	Plains	USA	USA	16	2020-01-01	2024-10-01	0.08232830296594183	0.0659210549550073	0.20573119570523488
New York_Ontario	New York	Ontario	Mideast	Eastern Canada	USA	Canada	16	2020-01-01	2024-07-01	0.07611631591337613	0.05610966034330053	0.1989622750769166
New Jersey_Texas	New Jersey	Texas	Mideast	Southwest	USA	USA	15	2020-01-01	2024-10-01	0.20370134205003199	0.16323446395402055	0.8636408220862328
North Carolina_Ohio	North Carolina	Ohio	Southeast	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.17569526165198768	0.07316323597908819	1.3265350001100893
Massachusetts_Ohio	Massachusetts	Ohio	New England	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.1322614553821495	0.09054131704090784	0.5596840899909078
California_Maryland	California	Maryland	Far West	Mideast	USA	USA	15	2020-01-01	2024-10-01	0.1321573099181174	0.1056565250093639	0.3242099198341402
California_Virginia	California	Virginia	Far West	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.12665567202654995	0.09561892928573854	0.22685276814840089
Texas_Virginia	Texas	Virginia	Southwest	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.12549456381057375	0.10547446862752168	0.22838535867176235
Colorado_New Jersey	Colorado	New Jersey	Rocky Mountain	Mideast	USA	USA	15	2020-01-01	2024-10-01	0.1171757115662045	0.11338127382992412	0.29399033485995874
New Jersey_Rhode Island	New Jersey	Rhode Island	Mideast	New England	USA	USA	15	2020-04-01	2024-07-01	0.1158557650733308	0.07034474917941595	0.7352515672302729
California_North Carolina	California	North Carolina	Far West	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.11152971369701019	0.09606763347719244	0.2179605381254035
Colorado_Maryland	Colorado	Maryland	Rocky Mountain	Mideast	USA	USA	15	2020-01-01	2024-10-01	0.10381902659743655	0.0833107482996257	0.3213217248314706
Colorado_Virginia	Colorado	Virginia	Rocky Mountain	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.1037341469119491	0.07614930463138513	0.2341123459662588
Tennessee_Wisconsin	Tennessee	Wisconsin	Southeast	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.10215046066707172	0.06228156600831614	0.5003102173016151
Arizona_New Jersey	Arizona	New Jersey	Southwest	Mideast	USA	USA	15	2020-01-01	2024-10-01	0.10150190665841684	0.07478991619965035	0.3972356544514654
Illinois_North Carolina	Illinois	North Carolina	Great Lakes	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.09948437107228522	0.07231036662330596	0.2903393788654156
Maryland_Massachusetts	Maryland	Massachusetts	Mideast	New England	USA	USA	15	2020-01-01	2024-10-01	0.095993761255262	0.06094627196212067	0.26483975256121606
Michigan_Virginia	Michigan	Virginia	Great Lakes	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.0937836594682881	0.06621183353940109	0.22941565181819348
Colorado_Nevada	Colorado	Nevada	Rocky Mountain	Far West	USA	USA	15	2020-01-01	2024-07-01	0.08871677435722572	0.07100785505958805	0.2086188483406035
California_Massachusetts	California	Massachusetts	Far West	New England	USA	USA	15	2020-01-01	2024-10-01	0.08720350352463935	0.06364582222453188	0.1885661401822059
Michigan_Tennessee	Michigan	Tennessee	Great Lakes	Southeast	USA	USA	15	2020-01-01	2024-07-01	0.08184359701493078	0.07011737200117654	0.19945511574331945
Florida_Rhode Island	Florida	Rhode Island	Southeast	New England	USA	USA	15	2020-01-01	2024-07-01	0.08155391580417903	0.08356107113427885	0.1439999937562893
Florida_Washington	Florida	Washington	Southeast	Far West	USA	USA	15	2020-07-01	2024-07-01	0.08025393757232209	0.07375727277079526	0.23177418590039703
Colorado_Wisconsin	Colorado	Wisconsin	Rocky Mountain	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.07949934881895555	0.056600577505476146	0.2289409363805712
Colorado_North Carolina	Colorado	North Carolina	Rocky Mountain	Southeast	USA	USA	15	2020-01-01	2024-10-01	0.07854675930802353	0.06624565856033882	0.14857889044011452
California_Michigan	California	Michigan	Far West	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.07671448459127789	0.06590137486151205	0.1603909297300488
Arizona_Wisconsin	Arizona	Wisconsin	Southwest	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.07497402151744069	0.0617498727574558	0.22092039561565188
Michigan_Minnesota	Michigan	Minnesota	Great Lakes	Plains	USA	USA	15	2020-01-01	2024-10-01	0.07368899355808756	0.06142657016128869	0.20967926921715135
Arizona_New York	Arizona	New York	Southwest	Mideast	USA	USA	15	2020-01-01	2024-07-01	0.07357597340467849	0.07416556388566298	0.18825048638153832
New York_Rhode Island	New York	Rhode Island	Mideast	New England	USA	USA	15	2020-01-01	2024-07-01	0.07003072636599678	0.06529698226772136	0.13762674204509115
Arizona_Washington	Arizona	Washington	Southwest	Far West	USA	USA	15	2020-01-01	2024-07-01	0.0675479384570928	0.05117308594070776	0.12262143317350302
Maryland_Michigan	Maryland	Michigan	Mideast	Great Lakes	USA	USA	15	2020-01-01	2024-10-01	0.06708438655249986	0.05503053390500992	0.14551385314809098
New York_Washington	New York	Washington	Mideast	Far West	USA	USA	15	2020-07-01	2024-10-01	0.06688099299357785	0.057703932453846425	0.16493965326337665
Illinois_Washington	Illinois	Washington	Great Lakes	Far West	USA	USA	15	2020-01-01	2024-10-01	0.06319909160048286	0.047900508920976005	0.16529866908556545
North Carolina_Texas	North Carolina	Texas	Southeast	Southwest	USA	USA	14	2020-01-01	2024-10-01	0.18742808425364482	0.13066779738102305	0.8605547980667384
Pennsylvania_Texas	Pennsylvania	Texas	Mideast	Southwest	USA	USA	14	2020-01-01	2024-10-01	0.18651003642392155	0.09907958479162277	0.8119493627750469
Florida_Utah	Florida	Utah	Southeast	Rocky Mountain	USA	USA	14	2020-01-01	2024-10-01	0.12820355018429308	0.07931036191831214	0.38073267431243984
Ohio_Utah	Ohio	Utah	Great Lakes	Rocky Mountain	USA	USA	14	2020-01-01	2024-10-01	0.12033879130397625	0.05624351002728438	0.46868587361239616
Arizona_Florida	Arizona	Florida	Southwest	Southeast	USA	USA	14	2020-01-01	2024-07-01	0.11186936720170218	0.10131290280589555	0.2549015310376774
California_Tennessee	California	Tennessee	Far West	Southeast	USA	USA	14	2020-01-01	2024-10-01	0.10918010749682237	0.10029548981629621	0.26939891152249174
Minnesota_Utah	Minnesota	Utah	Plains	Rocky Mountain	USA	USA	14	2020-01-01	2024-10-01	0.10911261707528182	0.06429593537854583	0.3519301334489779
Pennsylvania_Tennessee	Pennsylvania	Tennessee	Mideast	Southeast	USA	USA	14	2020-01-01	2024-10-01	0.10659361034207519	0.11725236269824676	0.16955566266565666
South Carolina_Texas	South Carolina	Texas	Southeast	Southwest	USA	USA	14	2021-04-01	2024-10-01	0.1029653080298108	0.06132478061493936	0.26178962406963757
Massachusetts_Texas	Massachusetts	Texas	New England	Southwest	USA	USA	14	2020-01-01	2024-10-01	0.09935881104048044	0.09200446125828399	0.2051637465984925
California_Minnesota	California	Minnesota	Far West	Plains	USA	USA	14	2020-01-01	2024-07-01	0.09880014361069499	0.06500551306465817	0.37801822189378576
New Jersey_Tennessee	New Jersey	Tennessee	Mideast	Southeast	USA	USA	14	2020-04-01	2024-10-01	0.09804651363997473	0.10780078432541759	0.15808736316535715
Arizona_Tennessee	Arizona	Tennessee	Southwest	Southeast	USA	USA	14	2020-01-01	2024-07-01	0.0968431626830369	0.08038184338265603	0.22429917331970023
Alberta_Ontario	Alberta	Ontario	Western Canada	Eastern Canada	Canada	Canada	14	2020-01-01	2024-10-01	0.09325074938272175	0.044028504489032345	0.6244401032280805
Illinois_Utah	Illinois	Utah	Great Lakes	Rocky Mountain	USA	USA	14	2020-01-01	2024-10-01	0.0930946955407715	0.06418345136177042	0.27097585541951896
Texas_Washington	Texas	Washington	Southwest	Far West	USA	USA	14	2021-01-01	2024-07-01	0.0928638771675998	0.07558440376782284	0.2190003000232892
Utah_Washington	Utah	Washington	Rocky Mountain	Far West	USA	USA	14	2020-01-01	2024-07-01	0.09232990959016586	0.06978169732738802	0.2977700695307606
California_Wisconsin	California	Wisconsin	Far West	Great Lakes	USA	USA	14	2020-01-01	2024-10-01	0.0876656740880213	0.062899118851837	0.2164241821256866
Colorado_Connecticut	Colorado	Connecticut	Rocky Mountain	New England	USA	USA	14	2020-01-01	2024-10-01	0.08653726854109584	0.09455678794656353	0.15933944385995016
Maryland_Tennessee	Maryland	Tennessee	Mideast	Southeast	USA	USA	14	2020-01-01	2024-07-01	0.08526351175475583	0.08093805266070044	0.1784315522033538
Michigan_North Carolina	Michigan	North Carolina	Great Lakes	Southeast	USA	USA	14	2020-01-01	2024-10-01	0.08136491356988816	0.07171462149168017	0.2178540506344171
Florida_Ontario	Florida	Ontario	Southeast	Eastern Canada	USA	Canada	14	2020-01-01	2024-10-01	0.08102803951843678	0.053197983727893486	0.32500129157449603
Maryland_South Carolina	Maryland	South Carolina	Mideast	Southeast	USA	USA	14	2021-04-01	2024-10-01	0.07851569315078294	0.05638646807792592	0.15238043159562945
Minnesota_Ohio	Minnesota	Ohio	Plains	Great Lakes	USA	USA	14	2020-01-01	2024-10-01	0.07774479815531464	0.05078894615434388	0.22880544190785937
Connecticut_North Carolina	Connecticut	North Carolina	New England	Southeast	USA	USA	14	2020-01-01	2024-07-01	0.07626610929927806	0.0781473161116909	0.1330252490627739
Minnesota_Tennessee	Minnesota	Tennessee	Plains	Southeast	USA	USA	14	2020-01-01	2024-07-01	0.07619265886685549	0.055006040851345514	0.1417089862512586
Indiana_New Jersey	Indiana	New Jersey	Great Lakes	Mideast	USA	USA	14	2020-01-01	2024-07-01	0.07443832536701521	0.05873431047008931	0.16641109526796422
Pennsylvania_South Carolina	Pennsylvania	South Carolina	Mideast	Southeast	USA	USA	14	2021-04-01	2024-10-01	0.07179454056429713	0.07000111371120629	0.14260810240404184
California_Ontario	California	Ontario	Far West	Eastern Canada	USA	Canada	14	2020-01-01	2024-10-01	0.0705689635219167	0.059162201216135274	0.17770553400184128
Virginia_Wisconsin	Virginia	Wisconsin	Southeast	Great Lakes	USA	USA	14	2020-01-01	2024-10-01	0.07049998916932286	0.05821134468365086	0.13818028450958106
Colorado_Michigan	Colorado	Michigan	Rocky Mountain	Great Lakes	USA	USA	14	2020-01-01	2024-10-01	0.06978740024464682	0.06288380618638309	0.12839077167922072
Pennsylvania_Wisconsin	Pennsylvania	Wisconsin	Mideast	Great Lakes	USA	USA	14	2020-01-01	2024-10-01	0.06943471814230653	0.0547856966457362	0.17935108836746738
New Jersey_Ontario	New Jersey	Ontario	Mideast	Eastern Canada	USA	Canada	14	2020-01-01	2024-10-01	0.05694053884480219	0.04954565069523686	0.11768156635651449
New York_South Carolina	New York	South Carolina	Mideast	Southeast	USA	USA	14	2020-01-01	2024-10-01	0.05235784973755654	0.04094476535104371	0.11636563576711878
Connecticut_Maryland	Connecticut	Maryland	New England	Mideast	USA	USA	13	2020-01-01	2024-07-01	0.13057855552041062	0.10929503456966976	0.42902977683436966
Arizona_Georgia	Arizona	Georgia	Southwest	Southeast	USA	USA	13	2020-01-01	2024-07-01	0.13036956177845951	0.08190647353282916	0.4923930853597569
California_Connecticut	California	Connecticut	Far West	New England	USA	USA	13	2020-01-01	2024-07-01	0.12274633525393576	0.1184849459730326	0.3917320378926467
Nevada_Texas	Nevada	Texas	Far West	Southwest	USA	USA	13	2021-04-01	2024-04-01	0.11813137429713338	0.08455775835337327	0.3545096351130864
Florida_Nevada	Florida	Nevada	Southeast	Far West	USA	USA	13	2020-01-01	2024-04-01	0.11736361806598854	0.0996559573324324	0.2722931938660269
Colorado_Georgia	Colorado	Georgia	Rocky Mountain	Southeast	USA	USA	13	2020-01-01	2024-07-01	0.10936367540343855	0.10242278965346777	0.210442821773137
California_Georgia	California	Georgia	Far West	Southeast	USA	USA	13	2020-01-01	2024-07-01	0.10574507088079638	0.10344673560225588	0.21545441966591763
Arizona_Connecticut	Arizona	Connecticut	Southwest	New England	USA	USA	13	2020-01-01	2024-10-01	0.10175598509240016	0.07279271953010777	0.2773006277886681
New York_Utah	New York	Utah	Mideast	Rocky Mountain	USA	USA	13	2020-01-01	2024-07-01	0.0984566862106031	0.07182337093906066	0.2718753763117753
Colorado_Massachusetts	Colorado	Massachusetts	Rocky Mountain	New England	USA	USA	13	2020-01-01	2024-10-01	0.09572986302787667	0.06622017595062449	0.2570904488023459
Connecticut_Delaware	Connecticut	Delaware	New England	Mideast	USA	USA	13	2020-01-01	2024-07-01	0.09406900653937848	0.08487091949780468	0.28193164162708584
Minnesota_Texas	Minnesota	Texas	Plains	Southwest	USA	USA	13	2020-01-01	2024-07-01	0.09406111922418145	0.061262152763495864	0.29612221364893204
Massachusetts_North Carolina	Massachusetts	North Carolina	New England	Southeast	USA	USA	13	2020-01-01	2024-10-01	0.09276501941292986	0.06895830655287245	0.34087365758398225
Arizona_Maryland	Arizona	Maryland	Southwest	Mideast	USA	USA	13	2020-01-01	2024-10-01	0.09099711788237554	0.09759253554286336	0.18406340193516268
Colorado_Indiana	Colorado	Indiana	Rocky Mountain	Great Lakes	USA	USA	13	2020-01-01	2024-07-01	0.09011040848937998	0.07869630362625035	0.21633924394873663
Colorado_Washington	Colorado	Washington	Rocky Mountain	Far West	USA	USA	13	2020-07-01	2024-07-01	0.08902172165057382	0.09340218941992912	0.18607356659341437
Arizona_Virginia	Arizona	Virginia	Southwest	Southeast	USA	USA	13	2020-01-01	2024-07-01	0.08772566541391366	0.0953169424881474	0.1771808167510967
Connecticut_Illinois	Connecticut	Illinois	New England	Great Lakes	USA	USA	13	2020-01-01	2024-07-01	0.08591039935770543	0.06706913458328378	0.18116819112413168
Colorado_Minnesota	Colorado	Minnesota	Rocky Mountain	Plains	USA	USA	13	2020-01-01	2024-07-01	0.08541707675200629	0.056720357427008206	0.26630881918838606
Arizona_Pennsylvania	Arizona	Pennsylvania	Southwest	Mideast	USA	USA	13	2020-01-01	2024-10-01	0.08487302327285053	0.06955227829123413	0.2007500237235956
New Jersey_Utah	New Jersey	Utah	Mideast	Rocky Mountain	USA	USA	13	2020-01-01	2024-10-01	0.08267882335992682	0.08187373570164748	0.2006998854698669
Connecticut_Texas	Connecticut	Texas	New England	Southwest	USA	USA	13	2020-01-01	2024-07-01	0.08062529279812955	0.06861516542133252	0.16067411335654455
District of Columbia_Illinois	District of Columbia	Illinois	Mideast	Great Lakes	USA	USA	13	2020-01-01	2024-10-01	0.07825601750270954	0.0802202721510515	0.1355143208625947
Maryland_Washington	Maryland	Washington	Mideast	Far West	USA	USA	13	2020-01-01	2024-07-01	0.07725658006107267	0.07947006649669076	0.12647016451189932
Texas_Wisconsin	Texas	Wisconsin	Southwest	Great Lakes	USA	USA	13	2020-01-01	2024-07-01	0.07504175894217352	0.06930162047100757	0.15045248861534016
Georgia_Massachusetts	Georgia	Massachusetts	Southeast	New England	USA	USA	13	2020-01-01	2024-10-01	0.07434378431091432	0.07043501454174661	0.1300999065297601
Illinois_Massachusetts	Illinois	Massachusetts	Great Lakes	New England	USA	USA	13	2020-01-01	2024-10-01	0.07363064069159084	0.05644651620862625	0.20475876727134612
North Carolina_Wisconsin	North Carolina	Wisconsin	Southeast	Great Lakes	USA	USA	13	2020-01-01	2024-10-01	0.07103002290103724	0.052466168527864863	0.139900481703099
Virginia_Washington	Virginia	Washington	Southeast	Far West	USA	USA	13	2020-07-01	2024-10-01	0.07053114197628042	0.0674361518585784	0.12337312107248057
