edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	mean_z_x	mean_z_y	max_z
Florida_New York	Florida	New York	Southeast	Mideast	USA	USA	2	2021-10-01	2022-01-01	0.15729170048730112	0.15729170048730112	3.3067152504419437	4.257725098137227	3.503642794539516
Florida_New York	New York	Florida	Mideast	Southeast	USA	USA	2	2021-10-01	2022-01-01	0.15729170048730112	0.15729170048730112	4.257725098137227	3.3067152504419437	3.503642794539516
Pennsylvania_Virginia	Pennsylvania	Virginia	Mideast	Southeast	USA	USA	2	2021-01-01	2022-01-01	0.12364411370061104	0.12364411370061104	3.5154720894955034	3.5211594612654356	3.316544919412441
Pennsylvania_Virginia	Virginia	Pennsylvania	Southeast	Mideast	USA	USA	2	2021-01-01	2022-01-01	0.12364411370061104	0.12364411370061104	3.5211594612654356	3.5154720894955034	3.316544919412441
Georgia_Pennsylvania	Georgia	Pennsylvania	Southeast	Mideast	USA	USA	2	2020-07-01	2024-07-01	0.2681684329795232	0.2681684329795232	3.1561373264567854	3.5457337257693453	3.2796433667076212
Georgia_Pennsylvania	Pennsylvania	Georgia	Mideast	Southeast	USA	USA	2	2020-07-01	2024-07-01	0.2681684329795232	0.2681684329795232	3.5457337257693453	3.156137326456785	3.279643366707621
New Jersey_Virginia	New Jersey	Virginia	Mideast	Southeast	USA	USA	2	2021-07-01	2023-04-01	0.15222615766124561	0.15222615766124561	3.2550818131073713	3.335658857731285	3.265722310615193
New Jersey_Virginia	Virginia	New Jersey	Southeast	Mideast	USA	USA	2	2021-07-01	2023-04-01	0.15222615766124561	0.15222615766124561	3.335658857731285	3.2550818131073713	3.265722310615193
Florida_Texas	Florida	Texas	Southeast	Southwest	USA	USA	2	2023-01-01	2024-07-01	0.35177687945278596	0.35177687945278596	3.2257199076418672	3.300381447083009	3.2187255393618637
Florida_Texas	Texas	Florida	Southwest	Southeast	USA	USA	2	2023-01-01	2024-07-01	0.35177687945278596	0.35177687945278596	3.3003814470830086	3.2257199076418672	3.2187255393618632
