edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	max_nRR
Florida_Illinois	Florida	Illinois	Southeast	Great Lakes	USA	USA	11	2020-01-01	2024-10-01	0.17255271869831176	0.17525078544388967	0.2833422405175353
Florida_Massachusetts	Florida	Massachusetts	Southeast	New England	USA	USA	11	2020-01-01	2024-10-01	0.16947503618423237	0.16437835703174192	0.28416174784855613
New York_Texas	New York	Texas	Mideast	Southwest	USA	USA	11	2022-01-01	2024-10-01	0.1681709654746069	0.14043049717995082	0.30267351138114273
New York_North Carolina	New York	North Carolina	Mideast	Southeast	USA	USA	11	2020-01-01	2024-10-01	0.16419858190840408	0.1389372238888546	0.2754694203074318
Illinois_Pennsylvania	Illinois	Pennsylvania	Great Lakes	Mideast	USA	USA	11	2020-01-01	2024-10-01	0.159836752731244	0.11932282815982025	0.34203490332486325
Connecticut_Pennsylvania	Connecticut	Pennsylvania	New England	Mideast	USA	USA	11	2020-01-01	2024-07-01	0.15869986949612003	0.17676616838777703	0.2429503364238827
Georgia_Illinois	Georgia	Illinois	Southeast	Great Lakes	USA	USA	11	2020-01-01	2024-10-01	0.1432512669773322	0.11254311652020224	0.2865646316641136
Ohio_Tennessee	Ohio	Tennessee	Great Lakes	Southeast	USA	USA	11	2020-01-01	2024-10-01	0.1406804986829127	0.13367334057280578	0.28614621411110536
New Jersey_Ohio	New Jersey	Ohio	Mideast	Great Lakes	USA	USA	10	2020-01-01	2024-10-01	0.3745707844214766	0.2434831549505425	1.0781185882274105
Maryland_Texas	Maryland	Texas	Mideast	Southwest	USA	USA	10	2020-01-01	2024-10-01	0.21697723336809668	0.16797385166194578	0.5560980691810729
Georgia_Texas	Georgia	Texas	Southeast	Southwest	USA	USA	10	2020-07-01	2024-10-01	0.18619832003967166	0.15854889269270467	0.3543826926074766
California_Virginia	California	Virginia	Far West	Southeast	USA	USA	10	2020-01-01	2024-10-01	0.1633024328498457	0.18055919632148928	0.22685276814840089
Ohio_Virginia	Ohio	Virginia	Great Lakes	Southeast	USA	USA	10	2020-01-01	2024-10-01	0.16306538503216678	0.12497173382102325	0.45533003596887495
Illinois_Tennessee	Illinois	Tennessee	Great Lakes	Southeast	USA	USA	10	2020-07-01	2024-10-01	0.14220445900598142	0.10874931453871525	0.35177887717573786
New York_Tennessee	New York	Tennessee	Mideast	Southeast	USA	USA	10	2020-01-01	2024-10-01	0.13683621409844318	0.1253543081526395	0.224130375785048
Delaware_Virginia	Delaware	Virginia	Mideast	Southeast	USA	USA	10	2020-01-01	2024-10-01	0.13603841849094161	0.1199619665605226	0.22413875259752003
Illinois_Virginia	Illinois	Virginia	Great Lakes	Southeast	USA	USA	10	2020-01-01	2024-10-01	0.12537026037077778	0.12247480873467045	0.1897309239924614
New York_Ohio	New York	Ohio	Mideast	Great Lakes	USA	USA	9	2020-01-01	2024-10-01	0.23088356999809517	0.2386085092060491	0.47668356657695543
California_Pennsylvania	California	Pennsylvania	Far West	Mideast	USA	USA	9	2020-01-01	2024-10-01	0.20490009221830038	0.18962824602787712	0.4092228816636684
Delaware_Florida	Delaware	Florida	Mideast	Southeast	USA	USA	9	2020-01-01	2024-10-01	0.19521742440908935	0.19416616135177892	0.2976111975537579
Illinois_Texas	Illinois	Texas	Great Lakes	Southwest	USA	USA	9	2020-01-01	2024-10-01	0.1932944981191066	0.12629982610588336	0.6194275277444282
Georgia_New Jersey	Georgia	New Jersey	Southeast	Mideast	USA	USA	9	2020-01-01	2024-10-01	0.1909477770502947	0.1900185602781768	0.3669661329306272
California_Maryland	California	Maryland	Far West	Mideast	USA	USA	9	2020-01-01	2024-07-01	0.18854822383314548	0.1865205779814814	0.3242099198341402
District of Columbia_North Carolina	District of Columbia	North Carolina	Mideast	Southeast	USA	USA	9	2020-01-01	2024-04-01	0.17608762134457995	0.16998158353592957	0.32004695783956827
Maryland_Ohio	Maryland	Ohio	Mideast	Great Lakes	USA	USA	9	2020-01-01	2024-07-01	0.17407104187294567	0.1410199660876899	0.40919508402329874
Ohio_Texas	Ohio	Texas	Great Lakes	Southwest	USA	USA	9	2020-01-01	2024-10-01	0.16983029729950982	0.12739048600855096	0.40131223390449167
Colorado_New Jersey	Colorado	New Jersey	Rocky Mountain	Mideast	USA	USA	9	2020-01-01	2024-10-01	0.16534856681890217	0.15968068840605576	0.29399033485995874
Illinois_New Jersey	Illinois	New Jersey	Great Lakes	Mideast	USA	USA	9	2020-01-01	2024-10-01	0.16132012627887451	0.15522833481237355	0.23535408240319153
California_Illinois	California	Illinois	Far West	Great Lakes	USA	USA	9	2020-01-01	2024-10-01	0.14738204694485935	0.14791232974998572	0.27100859568322694
California_North Carolina	California	North Carolina	Far West	Southeast	USA	USA	9	2020-01-01	2024-10-01	0.1463005527074048	0.15222623531837412	0.2179605381254035
California_Tennessee	California	Tennessee	Far West	Southeast	USA	USA	9	2020-01-01	2024-07-01	0.14511710627637772	0.13118492748398689	0.26939891152249174
Florida_Michigan	Florida	Michigan	Southeast	Great Lakes	USA	USA	9	2020-01-01	2024-10-01	0.1379852211782555	0.12622909299208557	0.19200731942559007
Georgia_New York	Georgia	New York	Southeast	Mideast	USA	USA	9	2021-07-01	2024-10-01	0.1343535707686048	0.14513567468729674	0.19838628063845343
Colorado_Georgia	Colorado	Georgia	Rocky Mountain	Southeast	USA	USA	9	2020-01-01	2024-07-01	0.1337633089026343	0.1386953716155592	0.210442821773137
Connecticut_Virginia	Connecticut	Virginia	New England	Southeast	USA	USA	9	2020-01-01	2024-07-01	0.13233405249923805	0.1296958102996802	0.18094380648818023
California_Georgia	California	Georgia	Far West	Southeast	USA	USA	9	2020-01-01	2024-07-01	0.13135322973572391	0.10940964353245546	0.21545441966591763
Florida_Rhode Island	Florida	Rhode Island	Southeast	New England	USA	USA	9	2020-01-01	2024-04-01	0.10159307018413309	0.08639063511554547	0.1439999937562893
California_Ohio	California	Ohio	Far West	Great Lakes	USA	USA	8	2020-01-01	2024-10-01	0.2696222944895462	0.24353744703315267	0.4974444749183054
Massachusetts_Ohio	Massachusetts	Ohio	New England	Great Lakes	USA	USA	8	2020-01-01	2024-10-01	0.2082551301640881	0.18799423972208634	0.5596840899909078
Delaware_North Carolina	Delaware	North Carolina	Mideast	Southeast	USA	USA	8	2020-01-01	2024-10-01	0.18955659620198242	0.19680157240664475	0.306219513072666
Colorado_Ohio	Colorado	Ohio	Rocky Mountain	Great Lakes	USA	USA	8	2020-01-01	2024-10-01	0.18362207681348236	0.15222488918612703	0.37019893879382354
Michigan_New Jersey	Michigan	New Jersey	Great Lakes	Mideast	USA	USA	8	2020-01-01	2024-07-01	0.18156754114731813	0.14113854021991723	0.4682254664351605
Connecticut_Maryland	Connecticut	Maryland	New England	Mideast	USA	USA	8	2020-01-01	2024-07-01	0.18028999688681704	0.14384111211774164	0.42902977683436966
District of Columbia_Florida	District of Columbia	Florida	Mideast	Southeast	USA	USA	8	2020-01-01	2024-01-01	0.17552037913351085	0.17489068717239592	0.2651270313645822
Arizona_Georgia	Arizona	Georgia	Southwest	Southeast	USA	USA	8	2020-07-01	2024-07-01	0.17461014319464335	0.11770608921062145	0.4923930853597569
Tennessee_Texas	Tennessee	Texas	Southeast	Southwest	USA	USA	8	2020-01-01	2024-01-01	0.16682255722715209	0.157014942008446	0.25269828822811236
California_Connecticut	California	Connecticut	Far West	New England	USA	USA	8	2020-01-01	2024-07-01	0.16643332348198542	0.1398777835423342	0.3917320378926467
Colorado_Pennsylvania	Colorado	Pennsylvania	Rocky Mountain	Mideast	USA	USA	8	2020-01-01	2024-07-01	0.1622309954514021	0.12692809247138215	0.3805567050356338
Illinois_Maryland	Illinois	Maryland	Great Lakes	Mideast	USA	USA	8	2020-01-01	2024-10-01	0.16039963022163617	0.14675673726056843	0.2521659238863408
Colorado_New York	Colorado	New York	Rocky Mountain	Mideast	USA	USA	8	2020-01-01	2024-10-01	0.15897310901127032	0.15699284599488583	0.28349372455450217
Arizona_Florida	Arizona	Florida	Southwest	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.15497899104538945	0.13342968263182983	0.2549015310376774
Colorado_Maryland	Colorado	Maryland	Rocky Mountain	Mideast	USA	USA	8	2020-01-01	2024-07-01	0.1533157174506672	0.11994918497889362	0.3213217248314706
Georgia_Maryland	Georgia	Maryland	Southeast	Mideast	USA	USA	8	2020-01-01	2024-07-01	0.14821487750998247	0.1481198380347679	0.23089080294891332
Utah_Virginia	Utah	Virginia	Rocky Mountain	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.14493089568673892	0.10481793468730259	0.3427456598395215
Arizona_Illinois	Arizona	Illinois	Southwest	Great Lakes	USA	USA	8	2020-01-01	2024-07-01	0.1444973261805705	0.1351783663649066	0.24622788761905465
Pennsylvania_Tennessee	Pennsylvania	Tennessee	Mideast	Southeast	USA	USA	8	2020-01-01	2024-10-01	0.14347676473331575	0.14607684551847078	0.16955566266565666
Massachusetts_Texas	Massachusetts	Texas	New England	Southwest	USA	USA	8	2022-04-01	2024-10-01	0.13854553115644738	0.12476025751383388	0.2051637465984925
Arizona_Tennessee	Arizona	Tennessee	Southwest	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.13566018378681713	0.1251069429158971	0.22429917331970023
Arizona_Ohio	Arizona	Ohio	Southwest	Great Lakes	USA	USA	8	2020-01-01	2024-10-01	0.13515337936526164	0.11804020278807661	0.22665986567356541
New Jersey_Tennessee	New Jersey	Tennessee	Mideast	Southeast	USA	USA	8	2022-04-01	2024-10-01	0.13442410332228208	0.1361519592576954	0.15808736316535715
Connecticut_Georgia	Connecticut	Georgia	New England	Southeast	USA	USA	8	2021-07-01	2024-07-01	0.13170410539171884	0.12926383846381453	0.21993190261649315
Massachusetts_Virginia	Massachusetts	Virginia	New England	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.13127724292532522	0.13632862147348013	0.1660706229686777
Michigan_Pennsylvania	Michigan	Pennsylvania	Great Lakes	Mideast	USA	USA	8	2020-01-01	2023-10-01	0.13070229240389658	0.09655471971144909	0.301227624491386
Arizona_North Carolina	Arizona	North Carolina	Southwest	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.1194040032419644	0.09374895127792496	0.20012551317997135
Maryland_Tennessee	Maryland	Tennessee	Mideast	Southeast	USA	USA	8	2020-01-01	2024-07-01	0.11923290446560679	0.11159462039471849	0.1784315522033538
Colorado_Connecticut	Colorado	Connecticut	Rocky Mountain	New England	USA	USA	8	2020-01-01	2024-07-01	0.1165455207193195	0.1112325276887399	0.15933944385995016
Georgia_Indiana	Georgia	Indiana	Southeast	Great Lakes	USA	USA	8	2021-04-01	2023-10-01	0.11237351188233649	0.10977175998558805	0.14962695415176835
North Carolina_Ohio	North Carolina	Ohio	Southeast	Great Lakes	USA	USA	7	2022-01-01	2024-10-01	0.31296871169585705	0.14917757379657395	1.3265350001100893
Florida_Utah	Florida	Utah	Southeast	Rocky Mountain	USA	USA	7	2020-01-01	2024-01-01	0.2058245380611596	0.16084935979146653	0.38073267431243984
Nevada_Texas	Nevada	Texas	Far West	Southwest	USA	USA	7	2022-01-01	2024-01-01	0.17678620712472914	0.17631788945548668	0.3545096351130864
Florida_Nevada	Florida	Nevada	Southeast	Far West	USA	USA	7	2022-01-01	2024-01-01	0.17044850889621566	0.16099283080909718	0.2722931938660269
Tennessee_Wisconsin	Tennessee	Wisconsin	Southeast	Great Lakes	USA	USA	7	2020-01-01	2024-07-01	0.16847377611573328	0.1172967108365984	0.5003102173016151
Arizona_New Jersey	Arizona	New Jersey	Southwest	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.16628769415193878	0.1286314633943225	0.3972356544514654
Colorado_Virginia	Colorado	Virginia	Rocky Mountain	Southeast	USA	USA	7	2020-01-01	2024-07-01	0.16316393021774858	0.13282838459886395	0.2341123459662588
Florida_Indiana	Florida	Indiana	Southeast	Great Lakes	USA	USA	7	2021-04-01	2023-10-01	0.152877972212704	0.0985776495270893	0.2771192626977359
Illinois_New York	Illinois	New York	Great Lakes	Mideast	USA	USA	7	2020-01-01	2024-10-01	0.15058373230659583	0.1603747476664299	0.1962725088707171
Illinois_North Carolina	Illinois	North Carolina	Great Lakes	Southeast	USA	USA	7	2020-01-01	2024-10-01	0.14917171354394154	0.11190823876631616	0.2903393788654156
Colorado_Illinois	Colorado	Illinois	Rocky Mountain	Great Lakes	USA	USA	7	2020-01-01	2024-07-01	0.14485668774106478	0.1476917796713798	0.2157115215444687
California_Massachusetts	California	Massachusetts	Far West	New England	USA	USA	7	2020-01-01	2024-10-01	0.1433735335303261	0.14515181120358017	0.1885661401822059
Texas_Washington	Texas	Washington	Southwest	Far West	USA	USA	7	2022-04-01	2024-07-01	0.14126522180822387	0.12891302647005196	0.2190003000232892
Connecticut_Delaware	Connecticut	Delaware	New England	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.13330652734505127	0.10652920475176264	0.28193164162708584
Arizona_Minnesota	Arizona	Minnesota	Southwest	Plains	USA	USA	7	2020-01-01	2024-07-01	0.13327376217904013	0.12467960996858868	0.20573119570523488
New York_Wisconsin	New York	Wisconsin	Mideast	Great Lakes	USA	USA	7	2020-01-01	2024-07-01	0.13141692690247758	0.10801037601290796	0.20625697417522
Connecticut_District of Columbia	Connecticut	District of Columbia	New England	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.13029984436091646	0.11602274887322238	0.2653731210913078
Arizona_Maryland	Arizona	Maryland	Southwest	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.12992082525921791	0.11118919484141772	0.18406340193516268
Texas_Utah	Texas	Utah	Southwest	Rocky Mountain	USA	USA	7	2020-01-01	2024-01-01	0.1261378328149177	0.11109456369597293	0.18382149408426468
Arizona_Virginia	Arizona	Virginia	Southwest	Southeast	USA	USA	7	2020-01-01	2024-07-01	0.12326955472977946	0.11584696498175837	0.1771808167510967
Nevada_New York	Nevada	New York	Far West	Mideast	USA	USA	7	2022-01-01	2024-01-01	0.12260106190295439	0.09412372726184784	0.1982944180531629
Colorado_Washington	Colorado	Washington	Rocky Mountain	Far West	USA	USA	7	2020-07-01	2024-01-01	0.12149831009069309	0.10586299364359844	0.18607356659341437
Michigan_Tennessee	Michigan	Tennessee	Great Lakes	Southeast	USA	USA	7	2020-01-01	2024-04-01	0.117375406507333	0.12159191762026716	0.19945511574331945
Colorado_Tennessee	Colorado	Tennessee	Rocky Mountain	Southeast	USA	USA	7	2020-04-01	2024-07-01	0.11705194243015041	0.12102006673463918	0.13579346657445213
New Jersey_Utah	New Jersey	Utah	Mideast	Rocky Mountain	USA	USA	7	2020-01-01	2024-07-01	0.11560858994485985	0.10220463742247404	0.2006998854698669
Florida_Washington	Florida	Washington	Southeast	Far West	USA	USA	7	2022-04-01	2024-07-01	0.1153961011488012	0.0953970647302805	0.23177418590039703
Georgia_Missouri	Georgia	Missouri	Southeast	Plains	USA	USA	7	2020-01-01	2022-10-01	0.11518311743725528	0.10462788479100488	0.1944287319757883
Arizona_New York	Arizona	New York	Southwest	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.10884733689577553	0.09697478410845548	0.18825048638153832
Pennsylvania_Rhode Island	Pennsylvania	Rhode Island	Mideast	New England	USA	USA	7	2020-01-01	2024-01-01	0.10729462338020578	0.11203944496842244	0.13127420273204543
New Jersey_Washington	New Jersey	Washington	Mideast	Far West	USA	USA	7	2022-04-01	2024-10-01	0.10588369060959661	0.0966190491685836	0.15012913671254813
District of Columbia_Illinois	District of Columbia	Illinois	Mideast	Great Lakes	USA	USA	7	2020-01-01	2024-04-01	0.10106049353567617	0.09450439989123029	0.1355143208625947
Ohio_South Carolina	Ohio	South Carolina	Great Lakes	Southeast	USA	USA	7	2020-07-01	2023-10-01	0.08589574262477923	0.08521253739473764	0.0918579475217494
Delaware_Massachusetts	Delaware	Massachusetts	Mideast	New England	USA	USA	6	2020-01-01	2024-10-01	0.22864337095335502	0.1527670348283912	0.6534575844626402
New Jersey_Rhode Island	New Jersey	Rhode Island	Mideast	New England	USA	USA	6	2020-07-01	2023-10-01	0.223181169702732	0.11799670629112674	0.7352515672302729
Connecticut_Tennessee	Connecticut	Tennessee	New England	Southeast	USA	USA	6	2020-01-01	2024-10-01	0.18933640359906223	0.13999448284064153	0.4633300732239085
South Carolina_Texas	South Carolina	Texas	Southeast	Southwest	USA	USA	6	2022-04-01	2024-10-01	0.1811007043461173	0.1873408333991	0.26178962406963757
Florida_Minnesota	Florida	Minnesota	Southeast	Plains	USA	USA	6	2020-01-01	2024-01-01	0.18055745793083317	0.15173515094866666	0.3638599559960501
California_Minnesota	California	Minnesota	Far West	Plains	USA	USA	6	2020-01-01	2024-07-01	0.1746709375269303	0.15453453114254748	0.37801822189378576
Maryland_Massachusetts	Maryland	Massachusetts	Mideast	New England	USA	USA	6	2020-01-01	2024-07-01	0.17148968600649467	0.1570241332782562	0.26483975256121606
Connecticut_Ohio	Connecticut	Ohio	New England	Great Lakes	USA	USA	6	2020-01-01	2024-07-01	0.17017948857071377	0.14720015404261388	0.28807115216576124
New York_Utah	New York	Utah	Mideast	Rocky Mountain	USA	USA	6	2020-01-01	2024-01-01	0.16118856976047416	0.15973147969660106	0.2718753763117753
Missouri_Ohio	Missouri	Ohio	Plains	Great Lakes	USA	USA	6	2020-01-01	2024-04-01	0.15861077195125955	0.1425548616004639	0.3252211049585523
Illinois_Utah	Illinois	Utah	Great Lakes	Rocky Mountain	USA	USA	6	2020-01-01	2024-01-01	0.1538964984845352	0.14536456417741916	0.27097585541951896
Delaware_Texas	Delaware	Texas	Mideast	Southwest	USA	USA	6	2022-04-01	2024-10-01	0.15102647949189912	0.1265537311206456	0.22470367689800297
Colorado_Nevada	Colorado	Nevada	Rocky Mountain	Far West	USA	USA	6	2020-01-01	2024-01-01	0.14615269071644835	0.14576459840594924	0.2086188483406035
California_Wisconsin	California	Wisconsin	Far West	Great Lakes	USA	USA	6	2020-01-01	2024-07-01	0.14498894236151413	0.12998625292211483	0.2164241821256866
Florida_Missouri	Florida	Missouri	Southeast	Plains	USA	USA	6	2020-01-01	2023-04-01	0.14308315814734568	0.11601593660425312	0.2393432421068653
Colorado_Wisconsin	Colorado	Wisconsin	Rocky Mountain	Great Lakes	USA	USA	6	2020-01-01	2024-07-01	0.13833245055495885	0.1285956186767353	0.2289409363805712
Colorado_Indiana	Colorado	Indiana	Rocky Mountain	Great Lakes	USA	USA	6	2021-01-01	2023-10-01	0.13459246553185922	0.1253709345959985	0.21633924394873663
Illinois_Minnesota	Illinois	Minnesota	Great Lakes	Plains	USA	USA	6	2020-01-01	2024-07-01	0.13215588901581846	0.13096608307077445	0.18415336252694017
Maryland_South Carolina	Maryland	South Carolina	Mideast	Southeast	USA	USA	6	2021-07-01	2024-10-01	0.1305476985468944	0.13471225002209014	0.15238043159562945
Colorado_Minnesota	Colorado	Minnesota	Rocky Mountain	Plains	USA	USA	6	2020-01-01	2024-07-01	0.13047543043853843	0.10287003692064425	0.26630881918838606
Arizona_Pennsylvania	Arizona	Pennsylvania	Southwest	Mideast	USA	USA	6	2020-01-01	2024-01-01	0.1273866422557524	0.1164184251005671	0.2007500237235956
Nevada_Ohio	Nevada	Ohio	Far West	Great Lakes	USA	USA	6	2022-04-01	2024-01-01	0.12044553991791812	0.09662992680077112	0.2403314952758552
Minnesota_Tennessee	Minnesota	Tennessee	Plains	Southeast	USA	USA	6	2020-01-01	2024-07-01	0.11897761679282128	0.11828256057194333	0.1417089862512586
Michigan_New York	Michigan	New York	Great Lakes	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.11749674846750548	0.1094608493009489	0.16710965648897547
California_Delaware	California	Delaware	Far West	Mideast	USA	USA	6	2022-07-01	2024-10-01	0.11555242830197973	0.1171038925108624	0.15051562090971693
Michigan_Texas	Michigan	Texas	Great Lakes	Southwest	USA	USA	6	2020-01-01	2024-04-01	0.11430092385144301	0.10826115394318103	0.168055951631145
Nevada_New Jersey	Nevada	New Jersey	Far West	Mideast	USA	USA	6	2020-01-01	2024-01-01	0.11266294483535942	0.10330563482969292	0.17326604570910653
Colorado_North Carolina	Colorado	North Carolina	Rocky Mountain	Southeast	USA	USA	6	2022-01-01	2024-07-01	0.1118137504778507	0.10583242818487298	0.14857889044011452
Maryland_Michigan	Maryland	Michigan	Mideast	Great Lakes	USA	USA	6	2020-01-01	2024-10-01	0.11013280635572277	0.10166229081887486	0.14551385314809098
Virginia_Wisconsin	Virginia	Wisconsin	Southeast	Great Lakes	USA	USA	6	2020-01-01	2024-07-01	0.10971213075439404	0.11231874609515557	0.13818028450958106
Connecticut_North Carolina	Connecticut	North Carolina	New England	Southeast	USA	USA	6	2020-01-01	2024-04-01	0.10672900848694016	0.11201959196572138	0.1330252490627739
Colorado_Delaware	Colorado	Delaware	Rocky Mountain	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.10508177248636236	0.09432245911966972	0.15301631404417837
Pennsylvania_South Carolina	Pennsylvania	South Carolina	Mideast	Southeast	USA	USA	6	2021-07-01	2024-10-01	0.09975868717669464	0.09422307777097882	0.14260810240404184
Ohio_Oklahoma	Ohio	Oklahoma	Great Lakes	Southwest	USA	USA	5	2020-01-01	2022-07-01	0.5105616364136758	0.25327055934759757	1.6102682261868455
District of Columbia_Massachusetts	District of Columbia	Massachusetts	Mideast	New England	USA	USA	5	2020-01-01	2024-01-01	0.2573391850168024	0.15312283167288	0.6387852887242547
California_New Mexico	California	New Mexico	Far West	Southwest	USA	USA	5	2020-01-01	2024-01-01	0.2176263266874639	0.11337286904724332	0.5431694300577776
Maryland_Utah	Maryland	Utah	Mideast	Rocky Mountain	USA	USA	5	2020-01-01	2024-07-01	0.20980252638202834	0.15486154204548333	0.4277685591957341
Minnesota_Utah	Minnesota	Utah	Plains	Rocky Mountain	USA	USA	5	2020-01-01	2024-07-01	0.2023526241811843	0.1444536665872398	0.3519301334489779
Florida_New Mexico	Florida	New Mexico	Southeast	Southwest	USA	USA	5	2020-01-01	2024-01-01	0.18804957096447567	0.10937803772172476	0.4473270087299437
Massachusetts_Utah	Massachusetts	Utah	New England	Rocky Mountain	USA	USA	5	2020-01-01	2024-07-01	0.1793047468565801	0.20189183241423905	0.2753827550376265
Minnesota_New Mexico	Minnesota	New Mexico	Plains	Southwest	USA	USA	5	2020-01-01	2024-01-01	0.17800517326364124	0.14030804561643842	0.3480343031804698
Arizona_Connecticut	Arizona	Connecticut	Southwest	New England	USA	USA	5	2020-01-01	2024-07-01	0.17750811231345084	0.14564391100257076	0.2773006277886681
Florida_Wisconsin	Florida	Wisconsin	Southeast	Great Lakes	USA	USA	5	2020-01-01	2024-01-01	0.17569035147900022	0.16610478723740205	0.2771249931131901
British Columbia_California	British Columbia	California	Western Canada	Far West	Canada	USA	5	2020-01-01	2024-10-01	0.17193097754539452	0.10029619067608288	0.408465975657948
